universo	consumido_por_marcador	celda	sub_celda	candidato	calc	resultado	clase	cadena
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::formalidad::sin seguridad social	formalidad=sin seguridad social	PISO-t-1	CALC-PISOS-ENIF2021-FORMALIDAD-0001	RESULT-PISOS-ENIF2021-FORMALIDAD-D9-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	NUEVO	CALC-PISOS-ENIF2021-FORMALIDAD-0001 [medidor.py:36-50: ARBITRO-OLA5-YAML (milpa/) sólo aporta la REJILLA (nombres de las dos categorías del eje, con guardia que falla si no son dos); el número sale de enif2021_csv -- ningún número de milpa/] | CALC-PISOS-ENIF2021-FORMALIDAD-0001: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::formalidad::con seguridad social	formalidad=con seguridad social	PISO-t-1	CALC-PISOS-ENIF2021-FORMALIDAD-0001	RESULT-PISOS-ENIF2021-FORMALIDAD-D9-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	NUEVO	CALC-PISOS-ENIF2021-FORMALIDAD-0001 [medidor.py:36-50: ARBITRO-OLA5-YAML (milpa/) sólo aporta la REJILLA (nombres de las dos categorías del eje, con guardia que falla si no son dos); el número sale de enif2021_csv -- ningún número de milpa/] | CALC-PISOS-ENIF2021-FORMALIDAD-0001: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::cuenta_formal::sin cuenta	cuenta=sin cuenta	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-CUENTA-SIN-CUENTA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::cuenta_formal::con cuenta	cuenta=con cuenta	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-CUENTA-CON-CUENTA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::sexo::1 Hombre	sexo=1	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-1-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::sexo::2 Mujer	sexo=2	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-2-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::edad::18-29	edad=18-29	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-18-29-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::edad::30-44	edad=30-44	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-30-44-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::edad::45-59	edad=45-59	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-45-59-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::edad::60+	edad=60+	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-60-MAS-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::escolaridad::hasta primaria	escolaridad=hasta_primaria	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-HASTA-PRIMARIA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::escolaridad::secundaria	escolaridad=secundaria	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SECUNDARIA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::escolaridad::media superior	escolaridad=media_superior	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-MEDIA-SUPERIOR-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::escolaridad::superior	escolaridad=superior	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SUPERIOR-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::localidad::menor de 15 000	localidad=menor de 15 000	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-MENOR-DE-15-000-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::localidad::15 000 y mas	localidad=15 000 y mas	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-15-000-Y-MAS-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::formalidad::sin seguridad social	formalidad=sin seguridad social	PISO-t-1	CALC-PISOS-ENIF2021-FORMALIDAD-0001	RESULT-PISOS-ENIF2021-FORMALIDAD-INFORMAL-CUALQUIERA-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	NUEVO	CALC-PISOS-ENIF2021-FORMALIDAD-0001 [medidor.py:36-50: ARBITRO-OLA5-YAML (milpa/) sólo aporta la REJILLA (nombres de las dos categorías del eje, con guardia que falla si no son dos); el número sale de enif2021_csv -- ningún número de milpa/] | CALC-PISOS-ENIF2021-FORMALIDAD-0001: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::formalidad::con seguridad social	formalidad=con seguridad social	PISO-t-1	CALC-PISOS-ENIF2021-FORMALIDAD-0001	RESULT-PISOS-ENIF2021-FORMALIDAD-INFORMAL-CUALQUIERA-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	NUEVO	CALC-PISOS-ENIF2021-FORMALIDAD-0001 [medidor.py:36-50: ARBITRO-OLA5-YAML (milpa/) sólo aporta la REJILLA (nombres de las dos categorías del eje, con guardia que falla si no son dos); el número sale de enif2021_csv -- ningún número de milpa/] | CALC-PISOS-ENIF2021-FORMALIDAD-0001: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::cuenta_formal::sin cuenta	cuenta=sin cuenta	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-CUENTA-SIN-CUENTA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::informal_cualquiera::cuenta_formal::con cuenta	cuenta=con cuenta	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-CUENTA-CON-CUENTA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::sexo::1 Hombre	sexo=1	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-SEXO-1-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::sexo::2 Mujer	sexo=2	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-SEXO-2-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::edad::18-29	edad=18-29	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-18-29-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::edad::30-44	edad=30-44	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-30-44-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::edad::45-59	edad=45-59	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-45-59-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::edad::60+	edad=60+	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-60-MAS-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::escolaridad::hasta primaria	escolaridad=hasta_primaria	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-HASTA-PRIMARIA-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::escolaridad::secundaria	escolaridad=secundaria	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-SECUNDARIA-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::escolaridad::media superior	escolaridad=media_superior	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-MEDIA-SUPERIOR-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::escolaridad::superior	escolaridad=superior	PISO-t-1	CALC-PISOS-ENCIG2023-EJES-0002	RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-SUPERIOR-P	NUEVO	CALC-PISOS-ENCIG2023-EJES-0002 [piso t-1 medido de ENCIG 2023] | CALC-PISOS-ENCIG2023-EJES-0002: encig23_base_datos_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::sexo::1 Hombre	sexo=1	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-SEXO-1-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::sexo::2 Mujer	sexo=2	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-SEXO-2-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::edad::18-29	edad=18-29	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-EDAD-18-29-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::edad::30-44	edad=30-44	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-EDAD-30-44-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::edad::45-59	edad=45-59	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-EDAD-45-59-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::edad::60+	edad=60+	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-EDAD-60-MAS-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::escolaridad_proxy::hasta primaria	escolaridad=hasta_primaria	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-ESCOLARIDAD-HASTA-PRIMARIA-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::escolaridad_proxy::secundaria	escolaridad=secundaria	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-ESCOLARIDAD-SECUNDARIA-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::escolaridad_proxy::media superior	escolaridad=media_superior	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-ESCOLARIDAD-MEDIA-SUPERIOR-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::escolaridad_proxy::superior	escolaridad=superior	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-ESCOLARIDAD-SUPERIOR-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::dominio_urbano_rural::Rural	dominio=Rural	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-RURAL-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::dominio_urbano_rural::Complemento urbano	dominio=Complemento urbano	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-COMPLEMENTO-URBANO-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::tramite.evasion_norma_ejes_envipe2025::dominio_urbano_rural::Urbano	dominio=Urbano	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-URBANO-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::civico.denuncia.con_seguro_ejes_envipe2025::cobertura_seguro::no asegurado	cobertura_seguro=no_asegurado	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-DENUNCIA-COBERTURA-SEGURO-NO-ASEGURADO-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::civico.denuncia.con_seguro_ejes_envipe2025::cobertura_seguro::asegurado	cobertura_seguro=asegurado	PISO-t-1	CALC-PISOS-ENVIPE2024-EJES-0002	RESULT-PISOS-ENVIPE2024-V2-DENUNCIA-COBERTURA-SEGURO-ASEGURADO-P	NUEVO	CALC-PISOS-ENVIPE2024-EJES-0002 [piso t-1 medido de ENVIPE 2024] | CALC-PISOS-ENVIPE2024-EJES-0002: envipe2024_csv (manifiesto)
