relacion_id	tipo_trabajo	fuente	tarea_observacion_id	reporte_neutral_ref	estado_cierre	intentos_reales	objetos_abiertos	siguiente_accion_original	criterio_cierre_individual	receta_continuacion
REL-87b4ab08a7e1b65f965ffb88	ANALISIS_MEDICION	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	TOBS-SEM-498db14e3698b86d3b8fd854	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-498db14e3698b86d3b8fd854.json	BLOQUEADA_INPUT_FALTANTE	0	2	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	Resultado reproducible o NO_DETERMINADO por campo material faltante.	No existe especificación ejecutable: faltan estimando,poblacion,unidad,variables,codificacion,ponderacion,diseno,transformacion,incertidumbre
REL-894b3c5025557df7ef942f2a	BUSQUEDA_DIRIGIDA	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	TOBS-SEM-ebbc81083e49e2be1b5f5f98	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ebbc81083e49e2be1b5f5f98.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Obtener instrumentos.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-89b5a730c80b52245609d460	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-5f9f488ccf92800375ddd137	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5f9f488ccf92800375ddd137.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-8b5abcdb9a618f64c2639477	BUSQUEDA_DIRIGIDA	INE	TOBS-SEM-9f595eb21acbf73c87aae864	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9f595eb21acbf73c87aae864.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Precisar producto.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-8b8dd24f3edbc5fd0b11d4a4	BUSQUEDA_DIRIGIDA	BDIF	TOBS-SEM-e6713155b4e615bd21e9e286	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e6713155b4e615bd21e9e286.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-8d2952203ec3678f3bd0c473	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-1a49ac4026e27ed901489468	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1a49ac4026e27ed901489468.json	EJECUTADA_CON_RESULTADO	2	1	Abrir codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-8d5ee427f92ae19be789b8d6	BUSQUEDA_DIRIGIDA	VOTAR_ENTRE_BALAS	TOBS-SEM-0984cd636391d2e5c647dfb0	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0984cd636391d2e5c647dfb0.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	2	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-8da82cf2f91efb7fe1958467	CURADURIA_FUENTE	ENCOAP	TOBS-SEM-97a6f8b693c267e3e06aa995	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-97a6f8b693c267e3e06aa995.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-8f6cc360dac1c16f2ea6c7ea	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-48df4f52c797311cffda3906	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-48df4f52c797311cffda3906.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-928de62ad3c403adf193bfc4	CURADURIA_FUENTE	ENFIH	TOBS-SEM-939f3aa39a8855ab203dc599	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-939f3aa39a8855ab203dc599.json	EJECUTADA_CON_RESULTADO	0	7	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-987f01cb468fa0b51b2dffc6	CURADURIA_FUENTE	ENFIH	TOBS-SEM-b522581a3dec61247ee96e17	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-b522581a3dec61247ee96e17.json	EJECUTADA_CON_RESULTADO	0	7	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-99525527adc1ae5960ac2055	BUSQUEDA_DIRIGIDA	MASS_MOBILIZATION_PROTEST_DATA	TOBS-SEM-51a0096e8031fcc2ada42c06	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-51a0096e8031fcc2ada42c06.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-9ccac3c7a04b0040d317efb7	BUSQUEDA_DIRIGIDA	GDELT	TOBS-SEM-06c6026245c8cd27120db435	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-06c6026245c8cd27120db435.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-9dfab617c356df5594575a3c	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-24ca81c50341d1dd036867b6	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-24ca81c50341d1dd036867b6.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Obtener codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-a63dce9852d52046595e28f0	CURADURIA_FUENTE	ENFIH	TOBS-SEM-1d17b3a8add1d87ba8aed92b	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1d17b3a8add1d87ba8aed92b.json	EJECUTADA_CON_RESULTADO	0	7	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-a750d90d3d9e1e19938fa8c4	CURADURIA_FUENTE	ENBIARE	TOBS-SEM-1aef57dff356cf0c7dabff27	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1aef57dff356cf0c7dabff27.json	EJECUTADA_CON_RESULTADO	0	7	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-a8d0e6223c2d79b63a90b4f5	CURADURIA_FUENTE	RELLABORALESPRUEBA	TOBS-SEM-fa6f610cb3bbe49bfc45e05f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fa6f610cb3bbe49bfc45e05f.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Resolver si es dataset o artefacto.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-aaf9d3c2e0d9b3d294df4840	CURADURIA_FUENTE	FINANZAS	TOBS-SEM-277b279fc394b3aba4b63673	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-277b279fc394b3aba4b63673.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-abd2650bcf443274eb467a60	BUSQUEDA_DIRIGIDA	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	TOBS-SEM-191fa324b0e3df001f1aa3fe	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-191fa324b0e3df001f1aa3fe.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-b034b04e9ba040bd02e39b8b	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-8bec8cdf4e68317ff2c0221a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8bec8cdf4e68317ff2c0221a.json	EJECUTADA_CON_RESULTADO	2	1	Abrir codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-b8a1bd303f0aac03e3b1bdd7	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-cc5e3fdbd98ba9f00c9deb7f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-cc5e3fdbd98ba9f00c9deb7f.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-bb570a7a7c72c881de31f75d	BUSQUEDA_DIRIGIDA	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	TOBS-SEM-75c2e32f4ee994e46217df03	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-75c2e32f4ee994e46217df03.json	EJECUTADA_CON_RESULTADO	2	2	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-be38af5d3d025cfda97775c1	BUSQUEDA_DIRIGIDA	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	TOBS-SEM-5211d9cddf15a8eafed6c87a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5211d9cddf15a8eafed6c87a.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	2	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-c065ff3c4b02af2b359a6a40	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-405ac49148a2b472dc0765c2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-405ac49148a2b472dc0765c2.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-c0ffdbcc616f342880df820a	BUSQUEDA_DIRIGIDA	CSES	TOBS-SEM-3c87404291e3fd010df2fa91	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3c87404291e3fd010df2fa91.json	NO_ALCANZO_TRAS_INTENTOS	2	1	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
REL-c3e1306bb304b019d0a94e4b	CURADURIA_FUENTE	01-	TOBS-SEM-d514d958d30ab3e514cffd9f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d514d958d30ab3e514cffd9f.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-c59edf3fce0cc17066bed9ee	BUSQUEDA_DIRIGIDA	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	TOBS-SEM-0bdd43331347c0e7a4a85107	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0bdd43331347c0e7a4a85107.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-c6870668d94d02dded8c4126	CURADURIA_FUENTE	CCPV	TOBS-SEM-62eecdbd86a466771ad58b2e	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-62eecdbd86a466771ad58b2e.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	5	Abrir instrumento, ficha muestral y resultados CCPV; verificar cobertura geográfica y réplica del estimando original.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-c72dd30027c28df4603464d5	CURADURIA_FUENTE	GPS	TOBS-SEM-4da3c96bdd885aa41809e8b9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4da3c96bdd885aa41809e8b9.json	REQUIERE_DECISION_HUMANA	0	4	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
REL-c9a73bd2a8258784f9f08ea8	BUSQUEDA_DIRIGIDA	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	TOBS-SEM-4989def735c2d8e7a015ff7b	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4989def735c2d8e7a015ff7b.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-ca5ecbdfd4be3728df0e509f	BUSQUEDA_DIRIGIDA	GPS	TOBS-SEM-47b3d1ff0ef31288f235b2de	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-47b3d1ff0ef31288f235b2de.json	REQUIERE_DECISION_HUMANA	2	1	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
REL-cc6596882b8f135c946ad0f4	CURADURIA_FUENTE	ENBIARE	TOBS-SEM-944c4ecb0ada0b70c1e85973	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-944c4ecb0ada0b70c1e85973.json	EJECUTADA_CON_RESULTADO	0	6	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-cd0d1c5fd7e85418603c73cd	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-5786d01b96f19625781608ff	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5786d01b96f19625781608ff.json	NO_ALCANZO_TRAS_INTENTOS	2	1	Consolidar codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
REL-cf53a5e4bf5bf666390fa543	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-0a4b4f9fe3338b76fd4498d9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0a4b4f9fe3338b76fd4498d9.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-cf8f5979c73cdbe59cfaf5fd	CURADURIA_FUENTE	ENCIG	TOBS-SEM-f0d04dcf58fab5e70f92fba7	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f0d04dcf58fab5e70f92fba7.json	EJECUTADA_CON_RESULTADO	0	7	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-d630dc1ea394364e53631401	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-9ed8411365fe2fb663697000	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9ed8411365fe2fb663697000.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Obtener codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-d67770c443936b1d84304513	BUSQUEDA_DIRIGIDA	ENAFIN	TOBS-SEM-927f614b030359d6a7f4248b	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-927f614b030359d6a7f4248b.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-d7d327e72f466b970d040e81	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-3b33a263f48eda81649d760e	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3b33a263f48eda81649d760e.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-d82eb6cef055001e7587db31	BUSQUEDA_DIRIGIDA	ENCOAP	TOBS-SEM-ec1c75f94e5e0359a7510eea	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ec1c75f94e5e0359a7510eea.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	1	1	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-da62a7c3cdb80080258aa148	CURADURIA_FUENTE	ENFIH	TOBS-SEM-fbe1329c7b1664d0e21e8788	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fbe1329c7b1664d0e21e8788.json	EJECUTADA_CON_RESULTADO	0	6	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-dc5971db0730ed2876fdb5b3	BUSQUEDA_DIRIGIDA	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	TOBS-SEM-ea41fbae11a4da76ce899f9e	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ea41fbae11a4da76ce899f9e.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Abrir codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-dd07107a27bb1a5682a22176	CURADURIA_FUENTE	ENIF	TOBS-SEM-4ce5ae71f317b2de47ec1547	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4ce5ae71f317b2de47ec1547.json	EJECUTADA_CON_RESULTADO	0	8	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
