tarea_observacion_id	relacion_id	necesidad_id	activo_id	input_inspector_ref	reporte_neutral_ref	input_curador_ref
TOBS-SEM-939f3aa39a8855ab203dc599	REL-928de62ad3c403adf193bfc4	N20	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-939f3aa39a8855ab203dc599.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-939f3aa39a8855ab203dc599.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-939f3aa39a8855ab203dc599.json
TOBS-SEM-b522581a3dec61247ee96e17	REL-987f01cb468fa0b51b2dffc6	N4	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-b522581a3dec61247ee96e17.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-b522581a3dec61247ee96e17.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-b522581a3dec61247ee96e17.json
TOBS-SEM-51a0096e8031fcc2ada42c06	REL-99525527adc1ae5960ac2055	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-51a0096e8031fcc2ada42c06.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-51a0096e8031fcc2ada42c06.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-51a0096e8031fcc2ada42c06.json
TOBS-SEM-06c6026245c8cd27120db435	REL-9ccac3c7a04b0040d317efb7	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-06c6026245c8cd27120db435.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-06c6026245c8cd27120db435.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-06c6026245c8cd27120db435.json
TOBS-SEM-24ca81c50341d1dd036867b6	REL-9dfab617c356df5594575a3c	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-24ca81c50341d1dd036867b6.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-24ca81c50341d1dd036867b6.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-24ca81c50341d1dd036867b6.json
TOBS-SEM-1d17b3a8add1d87ba8aed92b	REL-a63dce9852d52046595e28f0	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1d17b3a8add1d87ba8aed92b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1d17b3a8add1d87ba8aed92b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1d17b3a8add1d87ba8aed92b.json
TOBS-SEM-1aef57dff356cf0c7dabff27	REL-a750d90d3d9e1e19938fa8c4	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1aef57dff356cf0c7dabff27.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1aef57dff356cf0c7dabff27.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1aef57dff356cf0c7dabff27.json
TOBS-SEM-fa6f610cb3bbe49bfc45e05f	REL-a8d0e6223c2d79b63a90b4f5	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-fa6f610cb3bbe49bfc45e05f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fa6f610cb3bbe49bfc45e05f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-fa6f610cb3bbe49bfc45e05f.json
TOBS-SEM-277b279fc394b3aba4b63673	REL-aaf9d3c2e0d9b3d294df4840	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-277b279fc394b3aba4b63673.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-277b279fc394b3aba4b63673.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-277b279fc394b3aba4b63673.json
TOBS-SEM-191fa324b0e3df001f1aa3fe	REL-abd2650bcf443274eb467a60	N23	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-191fa324b0e3df001f1aa3fe.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-191fa324b0e3df001f1aa3fe.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-191fa324b0e3df001f1aa3fe.json
TOBS-SEM-8bec8cdf4e68317ff2c0221a	REL-b034b04e9ba040bd02e39b8b	N14	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-8bec8cdf4e68317ff2c0221a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8bec8cdf4e68317ff2c0221a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-8bec8cdf4e68317ff2c0221a.json
TOBS-SEM-cc5e3fdbd98ba9f00c9deb7f	REL-b8a1bd303f0aac03e3b1bdd7	N4	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-cc5e3fdbd98ba9f00c9deb7f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-cc5e3fdbd98ba9f00c9deb7f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-cc5e3fdbd98ba9f00c9deb7f.json
TOBS-SEM-75c2e32f4ee994e46217df03	REL-bb570a7a7c72c881de31f75d	N25	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-75c2e32f4ee994e46217df03.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-75c2e32f4ee994e46217df03.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-75c2e32f4ee994e46217df03.json
TOBS-SEM-5211d9cddf15a8eafed6c87a	REL-be38af5d3d025cfda97775c1	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-5211d9cddf15a8eafed6c87a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5211d9cddf15a8eafed6c87a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-5211d9cddf15a8eafed6c87a.json
TOBS-SEM-405ac49148a2b472dc0765c2	REL-c065ff3c4b02af2b359a6a40	N14	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-405ac49148a2b472dc0765c2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-405ac49148a2b472dc0765c2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-405ac49148a2b472dc0765c2.json
TOBS-SEM-3c87404291e3fd010df2fa91	REL-c0ffdbcc616f342880df820a	N26	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-3c87404291e3fd010df2fa91.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3c87404291e3fd010df2fa91.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-3c87404291e3fd010df2fa91.json
TOBS-SEM-d514d958d30ab3e514cffd9f	REL-c3e1306bb304b019d0a94e4b	N14	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-d514d958d30ab3e514cffd9f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d514d958d30ab3e514cffd9f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-d514d958d30ab3e514cffd9f.json
TOBS-SEM-0bdd43331347c0e7a4a85107	REL-c59edf3fce0cc17066bed9ee	N25	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0bdd43331347c0e7a4a85107.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0bdd43331347c0e7a4a85107.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0bdd43331347c0e7a4a85107.json
TOBS-SEM-62eecdbd86a466771ad58b2e	REL-c6870668d94d02dded8c4126	N31	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-62eecdbd86a466771ad58b2e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-62eecdbd86a466771ad58b2e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-62eecdbd86a466771ad58b2e.json
TOBS-SEM-4da3c96bdd885aa41809e8b9	REL-c72dd30027c28df4603464d5	N15	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-4da3c96bdd885aa41809e8b9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4da3c96bdd885aa41809e8b9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-4da3c96bdd885aa41809e8b9.json
TOBS-SEM-4989def735c2d8e7a015ff7b	REL-c9a73bd2a8258784f9f08ea8	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-4989def735c2d8e7a015ff7b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4989def735c2d8e7a015ff7b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-4989def735c2d8e7a015ff7b.json
TOBS-SEM-47b3d1ff0ef31288f235b2de	REL-ca5ecbdfd4be3728df0e509f	N5	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-47b3d1ff0ef31288f235b2de.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-47b3d1ff0ef31288f235b2de.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-47b3d1ff0ef31288f235b2de.json
TOBS-SEM-944c4ecb0ada0b70c1e85973	REL-cc6596882b8f135c946ad0f4	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-944c4ecb0ada0b70c1e85973.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-944c4ecb0ada0b70c1e85973.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-944c4ecb0ada0b70c1e85973.json
TOBS-SEM-5786d01b96f19625781608ff	REL-cd0d1c5fd7e85418603c73cd	N13	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-5786d01b96f19625781608ff.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5786d01b96f19625781608ff.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-5786d01b96f19625781608ff.json
TOBS-SEM-0a4b4f9fe3338b76fd4498d9	REL-cf53a5e4bf5bf666390fa543	N6	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0a4b4f9fe3338b76fd4498d9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0a4b4f9fe3338b76fd4498d9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0a4b4f9fe3338b76fd4498d9.json
TOBS-SEM-f0d04dcf58fab5e70f92fba7	REL-cf8f5979c73cdbe59cfaf5fd	N1	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-f0d04dcf58fab5e70f92fba7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f0d04dcf58fab5e70f92fba7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-f0d04dcf58fab5e70f92fba7.json
TOBS-SEM-9ed8411365fe2fb663697000	REL-d630dc1ea394364e53631401	N13	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-9ed8411365fe2fb663697000.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9ed8411365fe2fb663697000.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-9ed8411365fe2fb663697000.json
TOBS-SEM-927f614b030359d6a7f4248b	REL-d67770c443936b1d84304513	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-927f614b030359d6a7f4248b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-927f614b030359d6a7f4248b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-927f614b030359d6a7f4248b.json
TOBS-SEM-3b33a263f48eda81649d760e	REL-d7d327e72f466b970d040e81	N5	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-3b33a263f48eda81649d760e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3b33a263f48eda81649d760e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-3b33a263f48eda81649d760e.json
TOBS-SEM-ec1c75f94e5e0359a7510eea	REL-d82eb6cef055001e7587db31	N2	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ec1c75f94e5e0359a7510eea.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ec1c75f94e5e0359a7510eea.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ec1c75f94e5e0359a7510eea.json
TOBS-SEM-fbe1329c7b1664d0e21e8788	REL-da62a7c3cdb80080258aa148	N11	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-fbe1329c7b1664d0e21e8788.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fbe1329c7b1664d0e21e8788.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-fbe1329c7b1664d0e21e8788.json
TOBS-SEM-ea41fbae11a4da76ce899f9e	REL-dc5971db0730ed2876fdb5b3	N23	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ea41fbae11a4da76ce899f9e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ea41fbae11a4da76ce899f9e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ea41fbae11a4da76ce899f9e.json
TOBS-SEM-4ce5ae71f317b2de47ec1547	REL-dd07107a27bb1a5682a22176	N7	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-4ce5ae71f317b2de47ec1547.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4ce5ae71f317b2de47ec1547.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-4ce5ae71f317b2de47ec1547.json
TOBS-SEM-3831d4c2a43ceb1cb3ec2f12	REL-ddc381f55d9879a6629a14d4	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-3831d4c2a43ceb1cb3ec2f12.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3831d4c2a43ceb1cb3ec2f12.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-3831d4c2a43ceb1cb3ec2f12.json
TOBS-SEM-617cb6705a958cc442a7ba1a	REL-de059d547843c8fefa01197a	N25	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-617cb6705a958cc442a7ba1a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-617cb6705a958cc442a7ba1a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-617cb6705a958cc442a7ba1a.json
TOBS-SEM-8e0fbca7714f4a96adbf8778	REL-e10120bebb9ed07d210a3a86	N28	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-8e0fbca7714f4a96adbf8778.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8e0fbca7714f4a96adbf8778.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-8e0fbca7714f4a96adbf8778.json
TOBS-SEM-a7e4abba49020d2232feb785	REL-e2371e6b0d421f30c496d3da	N22	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-a7e4abba49020d2232feb785.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-a7e4abba49020d2232feb785.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-a7e4abba49020d2232feb785.json
TOBS-SEM-df52f5f519c8ddcd4f209db4	REL-e247f2d5250d822fb74a0638	N17	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-df52f5f519c8ddcd4f209db4.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-df52f5f519c8ddcd4f209db4.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-df52f5f519c8ddcd4f209db4.json
TOBS-SEM-1c59a5117e675eec209a01c9	REL-e74ad11dd79c7485c9704116	N16	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1c59a5117e675eec209a01c9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1c59a5117e675eec209a01c9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1c59a5117e675eec209a01c9.json
TOBS-SEM-caf2408edd14259fc5037549	REL-e86c10c4e19ea32e57b6a28d	N32	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-caf2408edd14259fc5037549.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-caf2408edd14259fc5037549.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-caf2408edd14259fc5037549.json
TOBS-SEM-1c5ec2bd1920714e4a1cb611	REL-e95e26820797a0f55c9246d7	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1c5ec2bd1920714e4a1cb611.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1c5ec2bd1920714e4a1cb611.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1c5ec2bd1920714e4a1cb611.json
TOBS-SEM-1f395bbc5ab6343427bd7707	REL-ea0dde2ebf4bd96af8e3e139	N16	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1f395bbc5ab6343427bd7707.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1f395bbc5ab6343427bd7707.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1f395bbc5ab6343427bd7707.json
TOBS-SEM-7903598fa491f55ba986b18a	REL-ed3674d93fbcd45914630569	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-7903598fa491f55ba986b18a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7903598fa491f55ba986b18a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-7903598fa491f55ba986b18a.json
TOBS-SEM-ae097b727fe5086898bd3367	REL-ee1e829631a8bb7de93bcfd3	N26	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ae097b727fe5086898bd3367.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ae097b727fe5086898bd3367.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ae097b727fe5086898bd3367.json
TOBS-SEM-09fa7280afae0967e9298e59	REL-f07a221600f81a075ee85ac8	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-09fa7280afae0967e9298e59.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-09fa7280afae0967e9298e59.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-09fa7280afae0967e9298e59.json
