ruta_relativa	sha256	payload_id	raiz_manifiesto	clase	ext	clase_extractor	n_matches_sha
ddi-documentation-english_microdata-2028.pdf	468f7bc6cd5864bdb082f3e4d0327614ca214592f3bda3dfe4143e5789fedb79	wb2028_cafr_leon_2005_ddi_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
ddi-documentation-english_microdata-6453.pdf	069fe4981e1e5d3b2d765009462fc51d24892d6593724f46a8985561b69ae603	wbes_mexico_2023_ddi_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
descargas.php	361ac35fa637933ba245bf1fa328cf62bd6cd80d61bf613cf0b431755a1cef10			SIN-REGISTRO	.php	SIN-EXTRACTOR-DECLARADO	0
ec_cngmd2023.xlsx	dea8dff3996f8f2e5c5b3405abe0babeceb0b5fd0117a10887a68668c1c993e6	cngmd2023_esquema_conceptual_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
export_crudo.txt	daa29e0b8830ac854572631501d72e31cb52c6eaca074355d700e9ae88ff053d	export_crudo	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
hogar_ensanut2024_w_ICB.Catlogo.xlsx	b5b9792e92287091a89e57f13f13a4b89aab4b27a060c4ea7e1cd375041716fd	hogar_ensanut2024_w_icb_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
hogar_ensanut2024_w_ICB.csv.csv.zip	fb27bb64c3fbd2344ff8966ad69c4675d2c0a0f86b87225b0c6899bc8b2b4212	hogar_ensanut2024_w_icb_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
icpsr35024-ds1-w2-crosstabs-derivadas (1).csv	a85c59aea0e9a586e1555a51f63e27d2252fb13c611297a803e71d6b499e8379	icpsr35024_ds1_w2_crosstabs_derivadas	descargas_mx	DECLARADO-descargas_mx	.csv	DESPACHADO-INSPECT_ASSETS	1
icpsr35024-ds1-w2-crosstabs-derivadas (2).csv	a85c59aea0e9a586e1555a51f63e27d2252fb13c611297a803e71d6b499e8379	icpsr35024_ds1_w2_crosstabs_derivadas	descargas_mx	DECLARADO-descargas_mx	.csv	DESPACHADO-INSPECT_ASSETS	1
icpsr35024-ds1-w2-crosstabs-derivadas (3).csv	a85c59aea0e9a586e1555a51f63e27d2252fb13c611297a803e71d6b499e8379	icpsr35024_ds1_w2_crosstabs_derivadas	descargas_mx	DECLARADO-descargas_mx	.csv	DESPACHADO-INSPECT_ASSETS	1
icpsr35024-ds1-w2-crosstabs-derivadas.csv	a85c59aea0e9a586e1555a51f63e27d2252fb13c611297a803e71d6b499e8379	icpsr35024_ds1_w2_crosstabs_derivadas	descargas_mx	DECLARADO-descargas_mx	.csv	DESPACHADO-INSPECT_ASSETS	1
icpsr35024_DS1_W2_crosstabs_derivado_v0.csv	96330f0353dd173cd7dec5ff9c351d8504085bf38a6dbee3df9242b8271ebb6d	icpsr35024_ds1_w2_crosstabs_derivado_v0	descargas_mx	DECLARADO-descargas_mx	.csv	DESPACHADO-INSPECT_ASSETS	1
integrantes_ensanut2024_w_ICB.Catlogo.xlsx	d0acf24dd918f07c4462ade607171933a2756f4ff6a2fa8fff64193ea4566448	integrantes_ensanut2024_w_icb_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
integrantes_ensanut2024_w_ICB.csv.csv.zip	1dc1277b38b131a5768acffc6679aa30f3c873be5fd695c61da93e126d2f07da	integrantes_ensanut2024_w_icb_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
menores_ensanut2024_w.Catlogo.xlsx	2aa89c4b97ecf310e96f4c6ab9b23388194353c30f3bba371b5aad0f71c660a6	menores_ensanut2024_w_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
menores_ensanut2024_w.csv.csv.zip	df07aa31dfc8838869d098d9e128a9800262cc713218a4e470bed35cbd88809f	menores_ensanut2024_w_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
menores_ensanut2024_w.stata.stata.zip	cadf52a7127a6feeb2b37b4b299c96ab559e1eb78c1ee7022db58618ff0442bb	menores_ensanut2024_w_stata_stata	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ssrn-2589578.pdf	cbb6a2d43acb2657d7d54c8791aae5edb4b515bad11faef50082e50775faf029	ssrn_bauchet_2589578_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
ssrn-2689238.pdf	d0ef4d86e07b18ce52e0d4b16a1a07c644d0e829e2a58aba7104ca988c5a3a60	ssrn_bauchet_2689238_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
utilizadores_ensanut2024_w.Catlogo.xlsx	81928f1d470126174e135df17749cfa82e3ef43fffe7ee7568ccb0752ef3ed3e	utilizadores_ensanut2024_w_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
utilizadores_ensanut2024_w.csv.csv.zip	2836f15464e01ebbd42e282cac1b2bf18cf98c2262e360c346c5ebd6cfae27ea	utilizadores_ensanut2024_w_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
utilizadores_ensanut2024_w.stata.stata.zip	1fb44754452e5cbf8d8b195385cd4b052cde80b4784ac38193527682f8ceb482	utilizadores_ensanut2024_w_stata_stata	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
