# DERIVADO por forense/analisis/relevo-reconcilia-1/reconcilia_relevo.py — NO EDITAR
resultado_id	consumidor	clase_consumidor	tipo_uso	estado_reconciliacion	clase_de_relevo	como_se_caso	calc_gen2	result_gen2	valor_gen2	valor_legacy	delta_gen2_menos_legacy	veredicto_vista_hoy	razon_vista_hoy	causa_ceguera	pins_res_en_spec	corrida_natural	receta_demanda	entorno_demanda	nota
RES-0141	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_06-M	0.045694	0.045694	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0057	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0142	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_06-L-SOLO	0.045	0.04875	-0.0037500000000000033	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0058	PARCIAL:payload_ids+sha256	NUBE	
RES-0143	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L+corpus	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_06-L-CORPUS	0.05	0.04725	0.0027500000000000024	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0058	PARCIAL:payload_ids+sha256	NUBE	
RES-0144	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": -0.029681868352214986, ""z_L_solo"": 1.2250487643801482, ""z_M"": -1.3312557780399201}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0059	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0145	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-FAM-M-07-v3	RESULT-R-FAM-M-07-PUNTO	0.04377543852935772	0.04377543852935772	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0060	PARCIAL:sha256+spec_sha	CAJA	
RES-0146	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_07-M	0.045694	0.045694	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0061	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0147	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_07-L-SOLO	0.045	0.052875	-0.007875	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0062	PARCIAL:payload_ids+sha256	NUBE	
RES-0148	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L+corpus	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_07-L-CORPUS	0.05	0.051625000000000004	-0.0016250000000000014	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0062	PARCIAL:payload_ids+sha256	NUBE	
RES-0149	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 7.759647205090208, ""z_L_solo"": 8.995328847006066, ""z_M"": 1.896584950527814}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0063	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0150	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-TRA-M-02-v3	RESULT-R-TRA-M-02-PUNTO	0.12602486953090247	0.12602486953090247	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0064	PARCIAL:sha256+spec_sha	CAJA	
RES-0151	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_02-M	0.085118	0.085118	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0065	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0152	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_02-L-SOLO	0.14	0.15125	-0.011249999999999982	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0066	PARCIAL:payload_ids+sha256	NUBE	
RES-0153	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_02-L-CORPUS		0.15		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0066	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_CORPUS
RES-0154	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 4.738161161194345, ""z_L_solo"": 4.985196373750412, ""z_M"": -8.084349767655816}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0067	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0155	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-TRA-M-03-v3	RESULT-R-TRA-M-03-PUNTO	0.04453797671500066	0.04453797671500066	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0068	PARCIAL:sha256+spec_sha	CAJA	
RES-0156	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_03-M	0.085118	0.085118	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0069	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0157	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_03-L-SOLO	0.125	0.1225	0.0025000000000000022	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0070	PARCIAL:payload_ids+sha256	NUBE	
RES-0158	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_03-L-CORPUS		0.12125		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0070	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_CORPUS
RES-0159	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 27.000158619839638, ""z_L_solo"": 27.440118313633807, ""z_M"": 14.282859694902879}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0071	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0160	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-TRA-M-07-v3	RESULT-R-TRA-M-07-PUNTO	0.07181522879909936	0.07181522879909936	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0072	PARCIAL:sha256+spec_sha	CAJA	
RES-0161	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_07-M	0.085118	0.085118	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0073	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0162	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_07-L-SOLO	0.146	0.14425	0.0017500000000000016	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0074	PARCIAL:payload_ids+sha256	NUBE	
RES-0163	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-TRA_M_07-L-CORPUS		0.147		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0074	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_CORPUS
RES-0164	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 31.37441747805242, ""z_L_solo"": 30.226849337769103, ""z_M"": 5.5512132391389075}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0075	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0165	milpa/src/celdas.py:CORTES_C1:formalidad	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				('segsoc=1', 'segsoc=2')		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0166	milpa/src/celdas.py:CORTES_C1:edad	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				('18-29', '30-44', '45-59', '60+')		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0167	milpa/src/celdas.py:CORTES_C1:urbanizacion	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				('1', '2', '3', '4')		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0168	milpa/src/celdas.py:CORTES_C1:ingreso	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				('1', '2', '3', '4')		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0169	milpa/src/celdas.py:CORTES_C1:acceso_digital	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				('1', '2')		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0170	milpa/src/celdas.py:CORTES_C1:migracion	motor	corte_pi	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0076	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0171	data/curacion-registro/celdas-d/DIN.ahorro_solo_informal.enif2024.localidad_x_edad.yaml:DIN.ahorro_solo_informal.enif2024.localidad_x_edad	celdas-D	celda_D	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0077	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0172	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud	celdas-D	celda_D	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0078	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0173	data/curacion-registro/celdas-d/G5.obligacion_medida.conducta.yaml:G5.obligacion_medida.conducta	celdas-D	celda_D	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0079	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0174	data/curacion-registro/celdas-d/G5.radio_confianza.encuci_vs_enbiare.yaml:G5.radio_confianza.encuci_vs_enbiare	celdas-D	celda_D	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0080	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0175	data/curacion-registro/celdas-d/TRA.evade_norma.envipe2025.escolaridad_x_dominio.yaml:TRA.evade_norma.envipe2025.escolaridad_x_dominio	celdas-D	celda_D	CANDIDATO-POR-IDENTIDAD-SIN-CASAR	NO-APLICA	clave-consumidor	CALC-TRA-EVADE-NORMA-SXD-ARBITRO-CRUCE-0001;CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001			NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CANDIDATO-POR-CLAVE-PIN-NO-EVALUADO		CORR-0081	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0176	milpa/catalogo-momentos-v0_1.tsv:M01	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0177	milpa/catalogo-momentos-v0_1.tsv:M02	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0178	milpa/catalogo-momentos-v0_1.tsv:M03	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0179	milpa/catalogo-momentos-v0_1.tsv:M04	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0180	milpa/catalogo-momentos-v0_1.tsv:M05	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0083	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0181	milpa/catalogo-momentos-v0_1.tsv:M06	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0182	milpa/catalogo-momentos-v0_1.tsv:M07	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0183	milpa/catalogo-momentos-v0_1.tsv:M08	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0082	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0184	milpa/catalogo-momentos-v0_1.tsv:M09	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0185	milpa/catalogo-momentos-v0_1.tsv:M10	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0186	milpa/catalogo-momentos-v0_1.tsv:M11	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0187	milpa/catalogo-momentos-v0_1.tsv:M12	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0188	milpa/catalogo-momentos-v0_1.tsv:M13	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0189	milpa/catalogo-momentos-v0_1.tsv:M14	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0190	milpa/catalogo-momentos-v0_1.tsv:M15	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0191	milpa/catalogo-momentos-v0_1.tsv:M16	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0192	milpa/catalogo-momentos-v0_1.tsv:M17	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0193	milpa/catalogo-momentos-v0_1.tsv:M18	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0194	milpa/catalogo-momentos-v0_1.tsv:M19	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0195	milpa/catalogo-momentos-v0_1.tsv:M20	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0196	milpa/catalogo-momentos-v0_1.tsv:M21	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0197	milpa/catalogo-momentos-v0_1.tsv:M22	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0084	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
RES-0198	milpa/catalogo-momentos-v0_1.tsv:M23	catalogo-de-momentos	momento	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0085	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	clave de consumidor vacia o demasiado corta para buscar
