"id"	"origen"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"
"REL-V082"	"v1"	"82"	"82"	"ASTRA5-U0-RELIG-009"	"- Individualización de la fe transversal a todas las adscripciones."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V084"	"v1"	"84"	"84"	"ASTRA5-U0-RELIG-030"	"**NARRATIVA POPULAR (a tratar con cautela):**"	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V085"	"v1"	"85"	"85"	"ASTRA5-U0-RELIG-037"	"- ""México es profundamente católico y ya."""	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V086"	"v1"	"86"	"86"	"ASTRA5-U0-RELIG-037"	"- ""El guadalupanismo une a todos."""	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V087"	"v1"	"87"	"87"	"ASTRA5-U0-RELIG-028"	"- ""La Santa Muerte es solo del narco."""	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V095"	"v1"	"95"	"95"	"ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-002;ASTRA5-U0-RELIG-003"	"**Descripción.** La religiosidad mexicana se está desanclando de la Iglesia católica como institución sin que colapse la creencia. Cae la pertenencia y la obediencia doctrinal; se mantienen el creer y la práctica popular."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M001: El cuadro primario INEGI publica ambos puntos con universo población total; confirma descenso descriptivo, no crisis causal institucional ni descreimiento. | REL-M002: La nota de cierre atribuye Pew 2026 a ola reservada 2025; el mapa atribuye campo 2024. No resolver leyendo tabulado. Se excluye su cifra hasta dictamen documental autorizado. | REL-M003: Switching depende del mismo informe potencialmente reservado; ninguna prevalencia de afiliación identifica flujos individuales."	"REL-E1;REL-E2;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V097"	"v1"	"97"	"97"	"ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-002;ASTRA5-U0-RELIG-003;ASTRA5-U0-RELIG-004;ASTRA5-U0-RELIG-008"	"**Evidencia a favor.** Católicos 82.7%→77.7% (2010-2020, INEGI); Pew 2026 sitúa a los católicos adultos en 67% pero la creencia en Dios en ~90%. Solo ~47.8% de católicos asisten semanalmente; 6.5% diariamente (ENCREER). La categoría censal ""creyente sin adscripción religiosa"" (3.1 millones) captura exactamente este fenómeno. Pew 2026 documenta además que 15% de todos los adultos mexicanos fueron criados católicos y hoy son ""sin religión"", frente a apenas 4% que pasaron de católicos a protestantes: la fuga católica va más hacia el desanclaje que hacia otra iglesia."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M001: El cuadro primario INEGI publica ambos puntos con universo población total; confirma descenso descriptivo, no crisis causal institucional ni descreimiento. | REL-M002: La nota de cierre atribuye Pew 2026 a ola reservada 2025; el mapa atribuye campo 2024. No resolver leyendo tabulado. Se excluye su cifra hasta dictamen documental autorizado. | REL-M003: Switching depende del mismo informe potencialmente reservado; ninguna prevalencia de afiliación identifica flujos individuales. | REL-M004: La asistencia mensual GEN2 es de todos los adultos válidos, no de católicos semanales. ENCREER requiere verificación del gráfico; no respalda llamar baja a toda práctica. | REL-M008: El cuadro Chiapas mantiene separado sin adscripción religiosa creyente y sin religión. Confirma distinción de categorías, no total nacional de 3.1 millones ni inexistencia de toda categoría previa."	"GEN2-01;GEN2-04;REL-E1;REL-E2;REL-S10;REL-S11;REL-S6"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V099"	"v1"	"99"	"99"	"ASTRA5-U0-RELIG-006"	"**Evidencia en contra.** En regiones del Bajío la práctica sigue siendo alta y la identidad católica robusta. La afirmación no aplica homogéneamente."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M006: La presentación censal Chiapas confirma 53.9 católico y 32.4 protestante/cristiano evangélico. No se cotejaron aquí cifras de todo el Bajío ni superioridad política; dato regional existe, falta RESULT propio."	"REL-E5;REL-E6;REL-S11"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V101"	"v1"	"101"	"101"	"ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-026"	"**Segmentos fuertes/débiles.** Fuerte en jóvenes urbanos, clases medias, CDMX y norte. Débil en el Bajío rural, adultos mayores, mujeres."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M007: El cuadro INEGI confirma aumento sin religión 4.7 a 8.1 en población total. Latinobarómetro confirma gradiente adulto etario; concentración absoluta de siete entidades no prueba tasa urbana ni crecimiento de creencia. | REL-M026: GEN2 observa gradiente etario en no afiliación/importancia, pero edad no identifica generación ni efecto de acceso digital; Ipsos no cotejado."	"GEN2-02;GEN2-03;REL-E3;REL-E4;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V103"	"v1"	"103"	"103"	"ASTRA5-U0-RELIG-024;ASTRA5-U0-RELIG-031"	"**Causas plausibles.** Escándalos de abuso clerical (la propia Iglesia habló de un ""desgaste moral, por el mal ejemplo de algunos""); escasez histórica de sacerdotes; individualización cultural; acceso digital."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M024: Historia de laicidad sirve como marco, no experimento identificador del refugio doméstico; faltan series regionales sobre oferta clerical/práctica. | REL-M031: Razón sacerdotes/habitante requiere fecha y registro; una densidad nacional no identifica oferta local ni causa del catolicismo popular."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V105"	"v1"	"105"	"105"	"ASTRA5-U0-RELIG-008"	"**Riesgo de mala interpretación.** Confundir la caída de ""católicos"" con un ascenso del ateísmo. Falso: la mayoría de los ""sin religión"" mexicanos siguen creyendo en Dios."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M008: El cuadro Chiapas mantiene separado sin adscripción religiosa creyente y sin religión. Confirma distinción de categorías, no total nacional de 3.1 millones ni inexistencia de toda categoría previa."	"REL-S11"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V107"	"v1"	"107"	"107"	"ASTRA5-U0-RELIG-037"	"**Implicaciones prácticas.** Para marcas, salud pública y política: no asumir que ""católico"" implica valores tradicionales ni práctica. Segmentar por práctica efectiva, no por identidad nominal."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V111"	"v1"	"111"	"111"	"ASTRA5-U0-RELIG-005;ASTRA5-U0-RELIG-009"	"**Descripción.** Los evangélicos (11.2% nacional) crecen mediante alta intensidad de práctica, densidad comunitaria y disciplina conductual."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M005: No se cotejó la tabla ENCREER con la categoría diariamente; no trasladar oración diaria a asistencia diaria ni intensidad a eficacia comunitaria. | REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio."	"REL-S6"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V113"	"v1"	"113"	"113"	"ASTRA5-U0-RELIG-005;ASTRA5-U0-RELIG-006"	"**Evidencia a favor.** 53.5% asisten diariamente a servicios (ENCREER); concentración en el sureste (Chiapas 32.4%). Pew documenta que los protestantes latinoamericanos muestran mayor compromiso religioso que los católicos en categorías demográficas comparables (asisten con más frecuencia, rezan más)."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M005: No se cotejó la tabla ENCREER con la categoría diariamente; no trasladar oración diaria a asistencia diaria ni intensidad a eficacia comunitaria. | REL-M006: La presentación censal Chiapas confirma 53.9 católico y 32.4 protestante/cristiano evangélico. No se cotejaron aquí cifras de todo el Bajío ni superioridad política; dato regional existe, falta RESULT propio."	"REL-E5;REL-E6;REL-S11;REL-S6"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V115"	"v1"	"115"	"115"	"ASTRA5-U0-RELIG-002;ASTRA5-U0-RELIG-003"	"**Evidencia en contra.** Pew 2026 nota que en México los ""sin religión"" ya superan a los protestantes, y que el crecimiento protestante se ha estabilizado; el switching católico va más hacia ""nones"" (15%) que hacia el protestantismo (4%). El auge evangélico mexicano es real pero mucho más modesto que el centroamericano o brasileño."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"restricción del proyecto"	"REL-M002: La nota de cierre atribuye Pew 2026 a ola reservada 2025; el mapa atribuye campo 2024. No resolver leyendo tabulado. Se excluye su cifra hasta dictamen documental autorizado. | REL-M003: Switching depende del mismo informe potencialmente reservado; ninguna prevalencia de afiliación identifica flujos individuales."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V117"	"v1"	"117"	"117"	"ASTRA5-U0-RELIG-006;ASTRA5-U0-RELIG-010"	"**Segmentos fuertes/débiles.** Fuerte en el sureste, zonas indígenas de Los Altos de Chiapas, frontera norte (Tijuana) y poblaciones migrantes. Débil en el Bajío."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M006: La presentación censal Chiapas confirma 53.9 católico y 32.4 protestante/cristiano evangélico. No se cotejaron aquí cifras de todo el Bajío ni superioridad política; dato regional existe, falta RESULT propio. | REL-M010: Estudio de congregaciones mixtecas no recuperado completo; temporalidad posterior a emigrar no identifica efecto migratorio ni representa a todos los migrantes."	"REL-E5;REL-E6;REL-S11"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V119"	"v1"	"119"	"119"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-038"	"**Causas plausibles.** Redes de apoyo mutuo, ética de sobriedad (control del alcohol, del gasto), teología de la prosperidad, proselitismo activo (Pew: más de la mitad de los conversos dicen que su nueva iglesia los buscó)."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M038: Proselitismo regional no trasladable a México sin tabla por país/ola; no leer informe reservado para resolver."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V121"	"v1"	"121"	"121"	"ASTRA5-U0-RELIG-009"	"**Riesgo de mala interpretación.** Leer la conversión como puramente espiritual, ignorando su función de estrategia de movilidad y disciplina económica."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V123"	"v1"	"123"	"123"	"ASTRA5-U0-RELIG-027;ASTRA5-U0-RELIG-037"	"**Implicaciones prácticas.** Los evangélicos constituyen un segmento de consumo, ahorro y voto distinto y más organizado."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M027: Pérdida de registro y alianza partidaria no prueban movilización de votantes religiosos; falta fuente INE y evaluación de voto. | REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V127"	"v1"	"127"	"127"	"ASTRA5-U0-RELIG-014;ASTRA5-U0-RELIG-030"	"**Descripción.** Un vasto campo de devociones —Guadalupe, San Judas Tadeo, Santa Muerte, Jesús Malverde, Juan Soldado, Niño Fidencio— opera al margen o en tensión con la Iglesia institucional."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M014: Estimación experta sin marco muestral comparable no acredita total, composición ni ranking de crecimiento occidental; se retiran números. | REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V129"	"v1"	"129"	"129"	"ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-013;ASTRA5-U0-RELIG-014"	"**Evidencia a favor.** Basílica de Guadalupe: la Secretaría de Gobierno de la CDMX reportó el arribo de alrededor de 13 millones de personas entre el 5 y el 12 de diciembre de 2025 (Operativo Basílica 2025), cifra que superó los ~12 millones de 2024 y que representa más del 10% de la población nacional; es el santuario más visitado del mundo. San Judas Tadeo: el Templo de San Hipólito recibe multitudes cada día 28, con afluencias de ~120 mil personas el 28 de octubre de 2024 (Secretaría de Gobierno CDMX) y expectativas de hasta 200 mil en 2025; su devoción se concentra en jóvenes de la economía informal (""el santo detrás de la fe que sostiene a quienes viven de la economía informal""). Santa Muerte: Andrew Chesnut (VCU), autor de *Devoted to Death*, estima ""unos 12 millones de seguidores, con 70% en México, 15% en EE.UU. y 10% en Centroamérica"", y la califica como ""el movimiento religioso nuevo de más rápido crecimiento en Occidente"", desconocida por el 99% de los mexicanos antes de 2001."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M012: Comunicado primario reciente confirma afluencia masiva, no fieles únicos. No se confirmó el cierre de temporada ni ranking mundial y no usar flujo como porcentaje de población. | REL-M013: Una expectativa de operativo no es asistencia observada; cifras San Hipólito no cotejadas en fuente primaria. | REL-M014: Estimación experta sin marco muestral comparable no acredita total, composición ni ranking de crecimiento occidental; se retiran números."	"REL-S5"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V131"	"v1"	"131"	"131"	"ASTRA5-U0-RELIG-028"	"**Evidencia en contra.** Estas devociones no son universales: los evangélicos las rechazan explícitamente; los secularizados no participan. Su crecimiento convive con la desinstitucionalización."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V133"	"v1"	"133"	"133"	"ASTRA5-U0-RELIG-015;ASTRA5-U0-RELIG-028"	"**Segmentos.** San Judas y Santa Muerte: fuerte en clases populares urbanas, economía informal, jóvenes y población penitenciaria. Guadalupe: transversal, pero de intensidad decreciente en jóvenes urbanos."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional. | REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V135"	"v1"	"135"	"135"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-015"	"**Causas plausibles.** Devociones ""cercanas"" que ""acompañan"" en la incertidumbre económica; santos que ""no juzgan"" (la Santa Muerte tolera lo que la Iglesia condena); función identitaria barrial."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V137"	"v1"	"137"	"137"	"ASTRA5-U0-RELIG-015;ASTRA5-U0-RELIG-033"	"**Riesgo de mala interpretación.** Estigmatizar a la Santa Muerte como ""culto del narco"" o a los sanjuderos como ""adictos y delincuentes"". La investigación (p. ej., el estudio de San Hipólito en la *Revista de Ciencias Sociales*) muestra perfiles diversos y advierte contra el estigma."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional. | REL-M033: Mapa identifica estudio de San Hipólito pero no se recuperó completo; no extender etnografía de un templo a perfil nacional."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V139"	"v1"	"139"	"139"	"ASTRA5-U0-RELIG-020;ASTRA5-U0-RELIG-037"	"**Implicaciones prácticas.** Enorme mercado de velas, veladoras, imágenes, estampas y peregrinaciones. Diseño de servicios que respete (no instrumentalice cínicamente) estos marcos."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M020: Pronóstico de cámara comercial no es gasto observado ni estimador causal del calendario religioso; faltan método y universo. | REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V143"	"v1"	"143"	"143"	"ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-032"	"**Descripción.** La religión funciona como recurso psicológico de afrontamiento ante el estrés, la enfermedad y la precariedad, pero esto debe distinguirse del ""fatalismo""."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis. | REL-M032: Estudios recientes mexicanos aportan asociación, no efecto clínico. Espiritualidad, religiosidad y coping negativo divergen; delegación no se clasifica disfuncional automáticamente."	"REL-S1;REL-S2;REL-S3;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V145"	"v1"	"145"	"145"	"ASTRA5-U0-RELIG-032"	"**Evidencia a favor.** Estudios mexicanos (UAEM, con adultos mayores y pacientes con diabetes tipo 2) muestran que el afrontamiento religioso positivo media entre estrés y resiliencia. Pargament et al. (1988): el estilo colaborativo se asocia a control interno alto y autoestima alta; el estilo delegante a control externo bajo y a ser ""el estilo disfuncional""."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M032: Estudios recientes mexicanos aportan asociación, no efecto clínico. Espiritualidad, religiosidad y coping negativo divergen; delegación no se clasifica disfuncional automáticamente."	"REL-S1;REL-S2;REL-S3;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V147"	"v1"	"147"	"147"	"ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-017;ASTRA5-U0-RELIG-018"	"**Sobre fe ≠ fatalismo.** Rogelio Díaz-Guerrero (1967; ""A Mexican psychology"", *American Psychologist*, 1977) describió un estilo de afrontamiento ""pasivo/autoafirmativo pasivo"" del mexicano (modificar el yo, no el entorno), mapeable al ""control secundario"" de Rothbaum, Weisz y Snyder (1982). PERO cuando esa hipótesis se probó empíricamente (comparando reclusas anglo e hispanoamericanas), no se hallaron diferencias étnicas y el nivel socioeconómico predijo el afrontamiento activo mejor que la cultura. Abraído-Lanza et al. (2007, *Ethnicity & Disease*) advierten formalmente contra confundir el ""fatalismo"" con las barreras estructurales (baja educación, pobreza, mal acceso a la salud) que enfrentan los latinos. Pew (2014): ~40% de los mexicanos atribuyen el éxito a fuerzas fuera de su control, con un claro gradiente educativo (menos escolaridad → menor percepción de control). Conclusión: el ""fatalismo"" es, en parte sustancial, adaptación racional a instituciones que fallan, no un rasgo religioso."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis. | REL-M017: Informe Pew 2014 no está medido en corpus y porcentaje/control individual no cotejados; tampoco equivalen a fatalismo religioso. | REL-M018: Literatura latina de crítica debe transportarse como (b); muestra reclusas y barreras de salud no identifica explicación nacional mexicana."	"REL-S1;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V149"	"v1"	"149"	"149"	"ASTRA5-U0-RELIG-019"	"**Evidencia en contra.** La revisión de Espinosa de los Monteros & Gallo (2011) es mixta: 64% de los estudios hallan un efecto del fatalismo aun controlando la estructura. No es consenso cerrado; la formulación defendible es que el fatalismo se explica *en parte sustancial* por la estructura, no que sea *solo* un artefacto."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M019: Proporción de estudios positivos sin revisión recuperada no es tamaño de efecto y puede reflejar publicación o medición desigual; se retira cifra."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V151"	"v1"	"151"	"151"	"ASTRA5-U0-RELIG-034"	"**Implicaciones prácticas.** En salud mental, integrar el marco religioso del paciente (oración, sentido, comunidad) mejora la adherencia; pero hay que vigilar el afrontamiento religioso negativo (culpa, ""Dios castigador"", estigma de la enfermedad mental como ""falta de fe"" o ""influencia demoníaca""). Terapia y oración/consejería pastoral no son una dicotomía: pueden combinarse."	"UNIDAD-MATERIAL-V1"	"ROMPE"	""	"REL-M034: Afirmar mejora clínica tras integrar espiritualidad excede estudios transversales. Se reemplaza por preguntar preferencias y proponer ensayo, sin prometer eficacia."	"REL-S1;REL-S3"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V157"	"v1"	"157"	"157"	"ASTRA5-U0-RELIG-024;ASTRA5-U0-RELIG-025"	"**Historia institucional.** La laicidad mexicana es excepcionalmente temprana y militante: Reforma juarista (s. XIX), Constitución de 1917 (artículos anticlericales), Guerra Cristera (1926-1929). El catolicismo repuntó tras la Cristiada (97.7% en 1930) pero cayó un punto en 1940 tras la aplicación de leyes anticlericales al final de la cristiada. Esta tensión Iglesia-Estado explica por qué la religiosidad mexicana se refugió en lo popular/doméstico y por qué la laicidad es hoy un valor constitucional fuerte."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M024: Historia de laicidad sirve como marco, no experimento identificador del refugio doméstico; faltan series regionales sobre oferta clerical/práctica. | REL-M025: Serie histórica y cambio por ley no cotejados; dos puntos censales no identifican efecto anticlerical."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V159"	"v1"	"159"	"159"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-015"	"**Estructura económica y precariedad.** El pentecostalismo se ha caracterizado como ""religión de la precariedad""; la teología de la prosperidad ofrece esperanza material y disciplina en contextos de informalidad. San Judas Tadeo es explícitamente el santo de ""quienes viven de la economía informal"": protección frente a la incertidumbre diaria, esperanza en la supervivencia económica, dignidad del esfuerzo."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V161"	"v1"	"161"	"161"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-011"	"**Adaptación racional.** La conversión evangélica en Chiapas y en la migración funciona como estrategia: libera de las cargas económicas del sistema de cargos, crea redes de apoyo e impone sobriedad. En Los Altos de Chiapas, según la literatura de CIESAS/El Colef, ""la primera ruptura fue religiosa y enseguida la económica""; las expulsiones de tsotsiles y tseltales (cerca de 30,000 personas) combinan conflicto religioso, político y económico."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M011: Expulsiones requieren registro con ventana y unidad; tampoco prueba secuencia causal religiosa-económica para toda comunidad."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
