"id"	"origen"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa"	"localizador_mapa"	"siguiente_operacion"	"mapa_vinculos"
"CAP-V1-L022"	"v1"	"22"	"22"	""	"**7. Redes religiosas como capital social.** [MEDIA] Las iglesias evangélico-pentecostales proveen redes de apoyo mutuo y sentido de pertenencia, especialmente entre clases bajas, población rural, indígena y migrante, con mayor concentración en los estados del norte y del sur. Operan como sustituto de la asistencia pública ausente (""crea redes de apoyo donde consiguen trabajo… ofrece una asistencia mucho más potente que la pública""). El pentecostalismo funciona como infraestructura de capital social bonding intensivo."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Afiliación censal y asistencia religiosa no prueban redes efectivas de apoyo ni distribución por clase. LAPOP registra reuniones de organizaciones religiosas; no distingue pentecostales ni causalidad. La sustitución de asistencia pública exige comparar cobertura, calidad y contrafactual. Una red puede complementar Estado o excluir no miembros; se retira la superioridad universal del v1."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-023;ASTRA5-U0-CAPSOC-024"
"CAP-V1-L024"	"v1"	"24"	"24"	""	"**8. Experimentos económicos con población EN México confirman cooperación condicional y equidad.** [FUERTE] En 11 aldeas mestizas de Michoacán y Guanajuato (Candelo, Eckel & Johnson; lab-in-the-field 2005; n=1,274; apuestas ~2 días de salario): en el **dictator game** (*Games* 2018, 9(4):77) se dona en promedio **34%** de la dotación y 17.6% dan más de la mitad; en el **ultimatum game** (*Economics Letters* 2019, vol. 177) la oferta media por aldea es **34-46%**, superando la oferta maximizadora de ingreso en 9 de 11 aldeas. En el **trust game** con la Caja Mixtlán de Jalisco (Di Giannatale, Elbittar, López & Roa, *Economía Mexicana* 2013; n=69) se envió en promedio ~**152 de 300 pesos** (~50.7%)."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Experimentos de aldeas son potencial evidencia (a), pero no se verificó aquí su artículo completo. Ofertas DG/UG no son contribución a bien público ni prevalencia nacional; las tasas quedan en inventario histórico. Trust game en cooperativa selecciona participantes y mezcla confianza, riesgo y altruismo. Asociación con cuenta bancaria no identifica efecto causal del banco ni valida benchmark de estudiantes."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-025;ASTRA5-U0-CAPSOC-026"
"CAP-V1-L030"	"v1"	"30"	"30"	""	"La pregunta rectora —¿cuándo coopera un mexicano fuera del parentesco?— tiene una respuesta empírica clara: coopera **cuando existe un mecanismo que sustituye al enforcement institucional ausente**. Los tres sustitutos son (a) el vínculo personal (recomendación, paisanaje, correligión), (b) el monitoreo y la sanción social horizontal (chisme, envidia, nivelación, exclusión), y (c) el liderazgo confiable. Donde ninguno opera, la cooperación colapsa —no por falta de ""valores comunitarios"" sino porque contribuir sin garantías es irracional."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"El resultado institucional descriptivo no identifica necesidad ni suficiencia de puentes, sanción y líder. Adaptación es hipótesis rival, no explicación exclusiva: distinguir expectativas, liquidez y normas."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-027"
"CAP-V1-L032"	"v1"	"32"	"32"	""	"Esto reencuadra la desconfianza al desconocido. Pew (2025) ubica a México con confianza generalizada de 18%. Pero la ENCUCI 2020 muestra 62.1% de confianza en conocidos. La brecha no es un rasgo moral (""los mexicanos son egoístas/cerrados"") sino un **cálculo racional**: en un entorno donde el 92.4% de los delitos quedan impunes, confiar en un desconocido tiene un valor esperado negativo. La confianza se **personaliza** —se sortea la baja confianza generalizada mediante ""puentes"" (un conocido en común que avala). La distinción maestra ESTRUCTURA (impunidad, desigualdad, informalidad) vs. CULTURA (scripts de confianza personalizada) vs. ADAPTACIÓN RACIONAL (respuesta óptima a instituciones débiles) debe mantenerse en cada afirmación; la mayor parte de lo que se lee como ""cultura"" es en realidad adaptación estructural."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La escala ENCUCI de confianza alta no es el ítem binario Pew. La atribución mezcla reactivos; el antecedente C-06b del mapa apunta a otros valores, pero no se presenta como RESULT GEN2 ni se teclea una sustitución. El contraste conocidos/generalizada es plausible en el mapa, pero sin RESULT GEN2 seleccionado ENCUCI se conserva como antecedente; no se deduce radio individual de confianza de dos marginales. El resultado institucional descriptivo no identifica necesidad ni suficiencia de puentes, sanción y líder. Adaptación es hipótesis rival, no explicación exclusiva: distinguir expectativas, liquidez y normas."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-002;ASTRA5-U0-CAPSOC-003;ASTRA5-U0-CAPSOC-027"
"CAP-V1-L036"	"v1"	"36"	"36"	""	"Los experimentos económicos con población en México **contradicen** la narrativa del mexicano no cooperador. En los juegos de Candelo, Eckel y Johnson (11 aldeas de Michoacán y Guanajuato, población mestiza hispanohablante, apuestas altas):"	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Experimentos de aldeas son potencial evidencia (a), pero no se verificó aquí su artículo completo. Ofertas DG/UG no son contribución a bien público ni prevalencia nacional; las tasas quedan en inventario histórico."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-025"
"CAP-V1-L037"	"v1"	"37"	"37"	""	"- **Dictator game:** media de donación 34%; 17.6% dan más de la mitad (""hiper-justos""). A familiares 47.3% (madre 54.5%, padre 51.7%, cónyuge 47.8%), a miembros de la comunidad 26.2%, a extraños de otra aldea 26.3%. Dato clave: **no hay favoritismo intra-comunitario** (dar a un vecino ≈ dar a un extraño), aunque sí un fuerte gradiente familiar. Esto **matiza** el familismo: hay preferencia por la familia, pero también generosidad sustantiva con desconocidos."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L038"	"v1"	"38"	"38"	""	"- **Ultimatum game:** oferta media por aldea 34-46%, excediendo la oferta maximizadora en 9 de 11 aldeas —evidencia de preferencias por equidad y de expectativa de rechazo a ofertas bajas (castigo altruista)."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L039"	"v1"	"39"	"39"	""	"- **Trust game** (Caja Mixtlán, Jalisco): envío medio ~152/300 pesos (~50.7%), similar al benchmark internacional de estudiantes; tener cuenta bancaria y visitar amigos con frecuencia predicen mayor confianza, y la confianza ""eclipsa"" la adquisición de información."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Experimentos de aldeas son potencial evidencia (a), pero no se verificó aquí su artículo completo. Ofertas DG/UG no son contribución a bien público ni prevalencia nacional; las tasas quedan en inventario histórico. Trust game en cooperativa selecciona participantes y mezcla confianza, riesgo y altruismo. Asociación con cuenta bancaria no identifica efecto causal del banco ni valida benchmark de estudiantes."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-025;ASTRA5-U0-CAPSOC-026"
"CAP-V1-L041"	"v1"	"41"	"41"	""	"La literatura internacional de referencia (Fischbacher, Gächter y Fehr) muestra que ~50% de las personas son ""cooperadores condicionales"" (igualan lo que aportan los demás) y ~25% free-riders puros; el castigo altruista sostiene la cooperación. Los datos mexicanos son consistentes con este patrón universal —lo que sugiere que la propensión a cooperar condicionalmente es humana general, y que las diferencias entre México y sociedades de alta confianza están en el **entorno institucional**, no en las preferencias sociales."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L043"	"v1"	"43"	"43"	""	"**VACÍO DE EVIDENCIA:** No se localizó un public goods game de laboratorio urbano mexicano (UNAM/CIDE/ITAM/Colmex/C3) con castigo altruista y cooperación condicional claramente medidos —es un vacío que conviene señalar como tal. La evidencia mexicana de bienes públicos es sobre todo de campo (riego, pesca): Dayton-Johnson (*JEBO*) muestra que en sociedades de riego mexicanas la **heterogeneidad social y la desigualdad de tenencia de tierra reducen** el mantenimiento cooperativo —un hallazgo estructural, no cultural. **Advertencia metodológica:** el influyente proyecto ""Foundations of Human Sociality"" de Henrich et al. (15 sociedades a pequeña escala) **NO incluyó grupos mexicanos** (los Tsimane son de Bolivia, los Machiguenga de Perú); no hay datos UG/DG de mayas de Yucatán o zapotecos en esa línea. No debe extrapolarse ese proyecto a México."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"No localizado por el autor no equivale a inexistencia. La búsqueda dirigida de este lote no pretende un censo de laboratorios; sucesor: búsqueda por diseño y repositorios de experimentos. Caso de riego no transporta efecto a todos los bienes públicos. Heterogeneidad, desigualdad y mantenimiento requieren diseño y lectura primaria antes de atribuir causalidad. La composición del proyecto Henrich exige cotejo primario bibliográfico; no extrapolar sociedades pequeñas de otros países. No localizar un grupo en una obra no demuestra ausencia de cualquier experimento indígena mexicano."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-028;ASTRA5-U0-CAPSOC-029;ASTRA5-U0-CAPSOC-032"
"CAP-V1-L047"	"v1"	"47"	"47"	""	"**Tandas/cundinas.** Participación ~32.7% entre ahorradores informales (CONDUSEF). Sostenidas por: (a) redes sociales densas donde los vecinos son también parientes/amigos; (b) *confianza* personalizada; (c) liderazgo de la organizadora; (d) monitoreo y presión social. Riesgo real de incumplimiento y fraude, sin recurso legal; pero la tasa de default histórica documentada es baja cuando el grupo se recluta por vínculos personales. **Regla implícita:** la gente entra a una tanda cuando conoce personalmente a la organizadora y/o a los miembros."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Tandas no equivalen a cooperación cívica general: ENSAFI y CONDUSEF usan bases diferentes; no hay resultado identificado aquí para reconciliarlas. Retirar ambas tasas de la tesis y conservar hipótesis acotada. CONDUSEF requiere fuente primaria identificable y denominador. El ranking segundo mecanismo y su tasa se suspenden, sin inferir inexistencia de tandas. Un liderazgo reputacional puede existir sin ser único ni suficiente. Ausencia de un producto bancario formal no prueba inexistencia de recursos legales ni que toda pérdida quede impune."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-001;ASTRA5-U0-CAPSOC-009;ASTRA5-U0-CAPSOC-011"
"CAP-V1-L049"	"v1"	"49"	"49"	""	"**Faena/tequio.** Sobrevive en contexto rural/indígena y en barrios originarios urbanos; en contextos urbano-populares recientes ha sido ""reciclado"" por instituciones de gobierno para regeneración del tejido social. Coerción documentada. Caso paradigmático de sanción social forzando cooperación."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L051"	"v1"	"51"	"51"	""	"**Comités de agua y gobernanza de comunes.** [FUERTE] Extensa literatura (Palerm, Sandoval-Moreno, Pliego & Guadarrama, Perevochtchikova) documenta comités comunitarios de agua potable que —sin figura legal— administran pozos y manantiales, distribución, trabajo colectivo de mantenimiento, autorizaciones de acceso y reglas con sanciones. Es el caso mexicano paradigmático de gobernanza tipo Ostrom de bienes comunes, con cargos rotativos y autoridad comunitaria."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La literatura pública reciente de intervenciones de agua apoya existencia de arreglos comunitarios concretos, no que todos carezcan de figura legal ni que Ostrom sea ganador causal universal."	"CAP-F01;CAP-F02"	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-033"
"CAP-V1-L053"	"v1"	"53"	"53"	""	"**Asociaciones de colonos, comités vecinales, mesas directivas.** Existen y tienen larga tradición, pero con participación formal baja (ENCUCI: 11% en organización vecinal/cultural)."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La tasa de cada organización no es la unión de pertenencias. LAPOP mide asistencia mensual y supera el límite general del v1 en organizaciones religiosas y padres: apoya heterogeneidad institucional, no una corrección numérica de ENCUCI. Firmar una petición es conducta cívica distinta de membresía. Su denominador ENCUCI requiere cotejo; las tasas de otras encuestas no sustituyen esa frecuencia ni construyen una tendencia. Trabajar con otras personas no prueba que no sean familiares ni la intensidad de cooperación. LAPOP cp5 documenta contribución en el último año en olas históricas, con otro universo."	"CAP-C01;CAP-C02;CAP-C03;CAP-C04"	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-004;ASTRA5-U0-CAPSOC-005;ASTRA5-U0-CAPSOC-006"
"CAP-V1-L057"	"v1"	"57"	"57"	""	"El asociacionismo formal correlaciona con escolaridad (LAPOP/AmericasBarometer: los barrios de mayor escolaridad generan más capital social y están mejor preparados para la acción colectiva; en la medición latinoamericana, cerca de dos tercios de la población no había contribuido a resolver problemas de su comunidad en el último año). La participación es **acumulativa**: quien participa en una esfera participa en otras. Las redes religiosas son el capital social asociativo más extendido (19% en organización religiosa/deportiva), con las iglesias evangélico-pentecostales funcionando como redes de apoyo intensivas entre poblaciones marginadas. En el World Giving Index / World Happiness Report, México aparece bajo en donación monetaria y voluntariado formal (puesto 104 de 147 en generosidad en 2025) pero relativamente mejor en ""ayudar a un desconocido"" (puesto 64-68) —un dato que **ilustra la paradoja**: la solidaridad informal cara a cara coexiste con bajo giving institucionalizado."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La tasa de cada organización no es la unión de pertenencias. LAPOP mide asistencia mensual y supera el límite general del v1 en organizaciones religiosas y padres: apoya heterogeneidad institucional, no una corrección numérica de ENCUCI. Firmar una petición es conducta cívica distinta de membresía. Su denominador ENCUCI requiere cotejo; las tasas de otras encuestas no sustituyen esa frecuencia ni construyen una tendencia. Trabajar con otras personas no prueba que no sean familiares ni la intensidad de cooperación. LAPOP cp5 documenta contribución en el último año en olas históricas, con otro universo. Los marginales LAPOP por escolaridad de asistencia a comités no forman una escalera monotónica. No confirman que mayor escolaridad genere más capital social; ocupación, oferta de organizaciones y composición son rivales. Generosidad agregada, donación y ayuda a extraños son indicadores distintos. Sin tabla primaria y definición del ranking no hay paradoja cuantificada ni ordenamiento internacional defendible."	"CAP-C01;CAP-C02;CAP-C03;CAP-C04;CAP-C05;CAP-C06;CAP-C07;CAP-C08"	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-004;ASTRA5-U0-CAPSOC-005;ASTRA5-U0-CAPSOC-006;ASTRA5-U0-CAPSOC-030;ASTRA5-U0-CAPSOC-031"
"CAP-V1-L061"	"v1"	"61"	"61"	""	"Los grupos de WhatsApp vecinales se han multiplicado: Guadalajara reporta ~350 chats comunitarios con más de 16,000 personas; Pachuca pasó de 315 a 365 ""segurichats"" (noviembre 2023 a 2026) cubriendo 317 colonias con más de 16,000 integrantes; Guanajuato impulsa comités vecinales formalizados por acta conectados a la policía. Amplían el radio de coordinación pero: (a) replican jerarquías de clase (en zonas altas se vinculan a cámaras y seguridad privada, con vigilancia punitiva —denuncias por difundir fotos de personas en situación de calle; en barrios populares organizan tequios, trueques, rondas y apoyo mutuo, clave durante sismos y pandemia); (b) la evidencia internacional (Países Bajos) sugiere que previenen poco el delito pero elevan la cohesión social. Las tandas digitales (Tanda+, Mi Cundina, ROSCA Money Circle, TandaMatic, MINES) digitalizan el registro y los recordatorios pero siguen dependiendo del círculo de confianza personal."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Chats reportados por autoridades/prensa no son muestra ni medida de eficacia. Falta padrón primario y denominador, y seguimiento para distinguir cohesión de control o vigilancia excluyente. Digitalizar recordatorios no prueba dependencia necesaria del vínculo. Faltan comparación de grupos, incumplimiento y selección; se evita recomendar marcas o atribuir eficacia."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-019;ASTRA5-U0-CAPSOC-034"
"CAP-V1-L065"	"v1"	"65"	"65"	""	"- **Putnam (capital social, bonding/bridging):** útil para nombrar la distinción, pero su ecuación implícita ""bajo asociacionismo formal = bajo capital social"" **distorsiona** el caso mexicano, alto en capital social informal (bonding) y de puente personalizado."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-035"
"CAP-V1-L066"	"v1"	"66"	"66"	""	"- **Fukuyama (radio de confianza):** describe bien el fenómeno, pero su lectura culturalista debe corregirse: el radio corto es adaptación a instituciones débiles, no un déficit civilizatorio."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-035"
"CAP-V1-L067"	"v1"	"67"	"67"	""	"- **Banfield (""familismo amoral""):** el marco más peligroso; los datos experimentales (dar a extraños ≈ dar a vecinos; ofertas justas en el UG) lo **contradicen** parcialmente. Hay preferencia familiar, pero no amoralidad hacia fuera."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-035"
"CAP-V1-L068"	"v1"	"68"	"68"	""	"- **Ostrom (gobernanza de comunes):** el marco que **mejor explica** el caso mexicano (comités de agua, tequio, pesquerías del Golfo de California)."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-035"
"CAP-V1-L069"	"v1"	"69"	"69"	""	"- **WVS/encuestas de valores:** su medida de confianza generalizada es válida comparativamente pero no captura la confianza particularizada que sostiene la cooperación real; usar solo el ítem ""most people can be trusted"" produciría una imagen falsamente pesimista."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-035"
"CAP-V1-L073"	"v1"	"73"	"73"	""	"La baja confianza generalizada y el bajo asociacionismo formal son **rasgos latinoamericanos generales** y, más ampliamente, de sociedades desiguales y de baja aplicación de la ley —no específicamente mexicanos. Lo distintivamente mexicano es la densidad y sofisticación de ciertas instituciones informales (el tequio, con raíz mesoamericana y respaldo constitucional en Oaxaca; las tandas, muy extendidas) y su continuidad y adaptación en contextos urbanos y migratorios. Lo que se malinterpreta desde marcos anglosajones es leer la ausencia de asociaciones formales al estilo Tocqueville/Putnam como ausencia de capital social."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La especificidad mexicana exige comparación armonizada, no ausencia de otros países en el report. Tradiciones locales no permiten ordenar densidad o sofisticación nacionales."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-036"
"CAP-V1-L077"	"v1"	"77"	"77"	""	"**Reglas de decisión (SI [contexto/segmento] ENTONCES [conducta esperada] PORQUE [driver]):**"	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L079"	"v1"	"79"	"79"	""	"1. **Contribuir a cuota/mantenimiento común:** SI hay comité con liderazgo confiable + monitoreo + sanción visible ENTONCES contribuye; SI no hay monitoreo ni sanción ENTONCES free-riding racional. *Driver: adaptación racional + institución.* **Umbral que cambia la conducta:** existencia de un mecanismo de sanción creíble y de un líder percibido como honesto."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: monitoreo puede elevar aportes o desalentar por captura/costo. Proponer prueba de campo de rendición de cuentas con contribución y salida del grupo, sin hacer sanción recomendación coercitiva."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-037"
"CAP-V1-L081"	"v1"	"81"	"81"	""	"2. **Entrar a una tanda:** SI conoce personalmente a la organizadora/miembros ENTONCES entra; SI es tanda de desconocidos (reclutada por redes sociales) ENTONCES alto riesgo de fraude, evita. *Driver: confianza personalizada como sustituto de enforcement legal.*"	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: conocer a la organizadora reduce incertidumbre posible, pero no garantiza solvencia. Medir aceptación, transparencia y pérdidas en grupos comparables."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-038"
