"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-V1-L173-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"173"	"173"	""	"La informalidad significa que más de 30 millones de trabajadores no interactúan regularmente con el Estado mediante impuestos, seguridad social ni pensiones."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L173-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"173"	"173"	""	"Esta desconexión atenúa la relación Estado-ciudadano al eliminar los puntos de contacto que, en otras sociedades, generan familiaridad institucional y expectativas de reciprocidad."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L175-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"175"	"175"	""	"Paradójicamente, programas como el Seguro Popular/INSABI **incentivaron la informalidad** al proporcionar servicios de salud sin requerir empleo formal, debilitando el incentivo para formalizar y participar en el Estado institucional."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L175-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"175"	"175"	""	"J.P."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L175-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"175"	"175"	""	"Morgan/OCDE identifican que ""reglas laborales rígidas, baja cohesión social y débil confianza institucional se correlacionan directamente con mayor informalidad."""	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L183-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"183"	"183"	""	"**México norteño** (Nuevo León, Sonora, Chihuahua, Baja California) presenta mayor industrialización, menor informalidad (~35-40% en Nuevo León vs. 81% en Oaxaca), mayor integración económica con EE.UU. y una cultura más individualista y orientada al logro."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L183-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"183"	"183"	""	"Sin embargo, Blanco (2013) documentó que los estados norteños con mayor actividad de narcotráfico (noroeste y noreste) muestran la **mayor erosión de confianza institucional** del país —la prosperidad económica no inmuniza contra la violencia."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L185-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"185"	"185"	""	"**México central** está dominado por la Ciudad de México, una megalópolis que atrae a los mexicanos más cosmopolitas y liberales."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L185-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"185"	"185"	""	"Los capitalinos son percibidos regionalmente como ""astutos y poco confiables"" —un estereotipo que refleja la tensión entre sofisticación urbana y desconfianza inter-regional."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L185-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"185"	"185"	""	"La CDMX tiene tratamiento especial en ENCIG con 5,800 hogares muestreados."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L187-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"187"	"187"	""	"**México sureño** (Chiapas, Oaxaca, Guerrero) concentra las mayores poblaciones indígenas, la pobreza más profunda, y una desconfianza del gobierno federal enraizada en siglos de marginación."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L187-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"187"	"187"	""	"El movimiento zapatista creó 38 municipios autónomos en Chiapas como respuesta explícita a la traición institucional —los Acuerdos de San Andrés de 1996 fueron reconocidos pero incumplidos."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L189-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"189"	"189"	""	"**Caso excepcional**: Yucatán ha sido el estado más pacífico de México durante siete años consecutivos, con tasas bajas de homicidio atribuidas parcialmente a la cohesión social de su gran población indígena maya (50%) y relaciones intergubernamentales funcionales."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L193-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"193"	"193"	""	"La correlación entre ingreso y confianza interpersonal sigue el patrón global: **más de 12 puntos de diferencia** entre quintiles de ingreso alto y bajo (Ipsos 2022)."	"mecanismo"	"MATIZA"	""	"OCDE permite describir gradientes por educación en muestra urbana, pero diferencia educativa no identifica efecto de populismo, transferencias o clase. Se retira unicidad internacional sin tabla comparable."	"[""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L193-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"193"	"193"	""	"Pero la confianza institucional presenta el patrón invertido mencionado: los mexicanos de menor educación e ingreso confiaban más en el gobierno federal durante el periodo 2018-2024, probablemente por los programas de transferencias directas y la retórica anti-elite del gobierno."	"mecanismo"	"MATIZA"	""	"OCDE permite describir gradientes por educación en muestra urbana, pero diferencia educativa no identifica efecto de populismo, transferencias o clase. Se retira unicidad internacional sin tabla comparable."	"[""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L195-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"195"	"195"	""	"Las clases altas mexicanas exhiben lo que Krozer (2020) describe como un ""interés en mantener su posición social"" que genera barreras y reduce la confianza inter-grupo."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Redes pueden complementar o sustituir servicios según acceso, ingreso y obligaciones; el report no identifica cuánto ni efectos netos. No toda persona pobre depende de la misma red ni toda élite tiene seguro privado."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L195-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"195"	"195"	""	"La intersección de riqueza, color de piel y dominio del inglés define fronteras de clase que funcionan como fronteras de confianza."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Redes pueden complementar o sustituir servicios según acceso, ingreso y obligaciones; el report no identifica cuánto ni efectos netos. No toda persona pobre depende de la misma red ni toda élite tiene seguro privado."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L195-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"195"	"195"	""	"La movilidad social extremadamente baja refuerza la percepción de que el sistema no es meritocratico sino extractivo."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Redes pueden complementar o sustituir servicios según acceso, ingreso y obligaciones; el report no identifica cuánto ni efectos netos. No toda persona pobre depende de la misma red ni toda élite tiene seguro privado."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L199-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"199"	"199"	""	"La Encuesta de Jóvenes en México 2019 (Fundación SM, n=2,000) reveló que solo **el 23% de los jóvenes 15-29 confía mucho en el presidente, el 9.8% en legisladores, y el 9.3% en partidos políticos**."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Fundación SM y rangos juveniles no equivalen a adultos18+ de los pisos; falta fuente primaria del gradiente y cifras de legisladores. No deducir cohorte de corte transversal."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L199-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"199"	"199"	""	"La generación Z muestra la mayor indefinición ideológica (48% sin ideología clara) y canaliza su confianza hacia pares y redes digitales en lugar de instituciones."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Fundación SM y rangos juveniles no equivalen a adultos18+ de los pisos; falta fuente primaria del gradiente y cifras de legisladores. No deducir cohorte de corte transversal."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L201-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"201"	"201"	""	"Un dato revelador: los jóvenes mexicanos de 18-29 son **2.3 veces más propensos** a comprar productos a través de redes sociales que sus pares estadounidenses, y pasan un promedio de 7.6 horas diarias en redes sociales."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Paneles de compradores/usuarios no representan a toda población. No hay diseño que pruebe sustitución de familia, superioridad de microinfluencers o efecto reputacional de queja declarada; publicidad y oferta son rivales."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L201-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"201"	"201"	""	"Las redes sociales han empezado a **sustituir la recomendación familiar** como fuente de confianza para decisiones de compra en este segmento —una transformación histórica del sistema de confianza mexicano."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Paneles de compradores/usuarios no representan a toda población. No hay diseño que pruebe sustitución de familia, superioridad de microinfluencers o efecto reputacional de queja declarada; publicidad y oferta son rivales."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L205-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"205"	"205"	""	"México presenta un patrón único globalmente: las mujeres muestran mayor confianza interpersonal que los hombres (Ipsos 2022, el único país de 30 con este resultado), mientras que los hombres confían más en el gobierno (57% vs. 51%, OCDE 2023)."	"mecanismo"	"SIN-CIFRA"	"adquisición pendiente"	"Un contraste de sexo de Ipsos no demuestra unicidad mundial ni mecanismo de solidaridad. Violencia y no denuncia requieren ola, población y denominador propios; no se comparan con confianza sin diseño conjunto."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L205-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"205"	"205"	""	"La investigación etnográfica sugiere que la mayor confianza interpersonal femenina refleja la inversión más intensa de las mujeres en redes comunales de reciprocidad y solidaridad (Cruz-Torres, 2024)."	"mecanismo"	"SIN-CIFRA"	"adquisición pendiente"	"Un contraste de sexo de Ipsos no demuestra unicidad mundial ni mecanismo de solidaridad. Violencia y no denuncia requieren ola, población y denominador propios; no se comparan con confianza sin diseño conjunto."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L205-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"205"	"205"	""	"Pero esta confianza interpersonal coexiste con una situación de violencia de género masiva: el 66% ha experimentado alguna forma de violencia, el 93.7% no denuncia, y el 77% reporta sentirse insegura en México."	"mecanismo"	"SIN-CIFRA"	"adquisición pendiente"	"Un contraste de sexo de Ipsos no demuestra unicidad mundial ni mecanismo de solidaridad. Violencia y no denuncia requieren ola, población y denominador propios; no se comparan con confianza sin diseño conjunto."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L209-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"209"	"209"	""	"Los 3+ millones de mexicanos retornados de EE.UU. entre 2005-2018 ""encuentran una sociedad antagónica y un gobierno indiferente"" (Wilson Center, 2023)."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Retornados y diáspora exigen periodo, selección y referente de confianza propios. Estudios transnacionales no prueban los niveles o la situación homogénea de todos los retornados residentes."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L209-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"209"	"209"	""	"Las ONGs están ""subfinanciadas y no logran cultivar confianza entre los retornados."" Los migrantes construyen lo que Flores-Yeffal llama ""Redes de Confianza Migratoria"" —sistemas de obligación recíproca basados en vulnerabilidad compartida que proporcionan vivienda, empleo y apoyo emocional."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Retornados y diáspora exigen periodo, selección y referente de confianza propios. Estudios transnacionales no prueban los niveles o la situación homogénea de todos los retornados residentes."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
