# GENERADO por tools/dominios/ensu/tablas.py -- sólo ids; el valor vive en el resultados.json sellado
conducta	eje	categoria	ola	calc	result_p	result_ic_lo	result_ic_hi	result_n
C08-TESTIGO-DISPAROS	CIUDAD	93	2025T3	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-93-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-93-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-93-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-93-N
C08-TESTIGO-DISPAROS	CIUDAD	93	2025T4	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-93-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-93-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-93-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-93-N
C08-TESTIGO-DISPAROS	CIUDAD	94	2024T1	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-94-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-94-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-94-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-94-N
C08-TESTIGO-DISPAROS	CIUDAD	94	2025T3	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-94-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-94-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-94-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-94-N
C08-TESTIGO-DISPAROS	CIUDAD	94	2025T4	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-94-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-94-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-94-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-94-N
C08-TESTIGO-DISPAROS	CIUDAD	95	2024T1	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-95-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-95-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-95-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-95-N
C08-TESTIGO-DISPAROS	CIUDAD	95	2025T3	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-95-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-95-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-95-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-95-N
C08-TESTIGO-DISPAROS	CIUDAD	95	2025T4	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-95-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-95-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-95-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-95-N
C08-TESTIGO-DISPAROS	CIUDAD	96	2024T1	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-96-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-96-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-96-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2024T1-CIUDAD-96-N
C08-TESTIGO-DISPAROS	CIUDAD	96	2025T3	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-96-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-96-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-96-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T3-CIUDAD-96-N
C08-TESTIGO-DISPAROS	CIUDAD	96	2025T4	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-96-P	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-96-IC-LO	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-96-IC-HI	RESULT-ENSU-PISOS-C08-TESTIGO-DISPAROS-2025T4-CIUDAD-96-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2013T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2013T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2013T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2014T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2014T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2014T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2014T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2014T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2015T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2015T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2015T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2015T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2015T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2016T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2016T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2016T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2016T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2016T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2017T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2017T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2017T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2017T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2017T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2018T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2018T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2018T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2018T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2018T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2019T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2019T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2019T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2019T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2019T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2020T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2020T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2020T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2020T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2021T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2021T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2021T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2021T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2022T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2022T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2022T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2022T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2022T4-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2023T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T1-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T1-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T1-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T1-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2023T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T2-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T2-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T2-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T2-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2023T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T3-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T3-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T3-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T3-TOTAL-TODOS-N
C09-HABITO-OBJETOS-VALOR	TOTAL	TODOS	2023T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T4-TOTAL-TODOS-P	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T4-TOTAL-TODOS-IC-LO	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T4-TOTAL-TODOS-IC-HI	RESULT-ENSU-SERIE-C09-HABITO-OBJETOS-VALOR-2023T4-TOTAL-TODOS-N
