# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo	valor_legacy	escala_legacy	clase_legacy	acto_legacy	fecha_legacy	payload_ids_legacy	sha256_legacy	script_legacy	spec_legacy	spec_sha_legacy	receta_legacy	depende_de	corrida_natural	estado	vigencia	validacion_independiente
RES-0083	milpa/procedencia.yaml:asignados_probabilidad:dinero.credito.scoring_alternativo	asignado_probabilidad	[0.71, 0.29]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0084	milpa/procedencia.yaml:asignados_probabilidad:dinero.consumo.estatus_mediado_por_credito	asignado_probabilidad	[0.58, 0.42]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0085	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.leve_sin_imss	asignado_probabilidad	[0.66, 0.24, 0.1]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0086	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.grave	asignado_probabilidad	[0.74, 0.26]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0087	milpa/procedencia.yaml:asignados_probabilidad:salud.prevencion.hombre_sin_permiso	asignado_probabilidad	[0.6, 0.4]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0088	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional	asignado_probabilidad	[0.62, 0.38]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0001;RES-0002;RES-0003;RES-0004;RES-0005;RES-0006	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0089	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro	asignado_probabilidad	[0.88, 0.12]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0007;RES-0008;RES-0009;RES-0010;RES-0011;RES-0012;RES-0013;RES-0014;RES-0015;RES-0016	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0090	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo	asignado_probabilidad	[0.91, 0.09]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0017;RES-0018	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0091	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion	asignado_probabilidad	[0.71, 0.29]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0019;RES-0020;RES-0021;RES-0022	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0092	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro	asignado_probabilidad	[0.78, 0.22]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0039;RES-0040	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0093	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:R	celda_R	0.25899878251638075	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe_2012_base_de_datos_envipe_2012_dbf	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0020	PENDIENTE	PENDIENTE	NO-HECHA
RES-0094	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA33-E6 · EMISOR-M-1 · P1 · EMITE-M-v1	1/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0021	PENDIENTE	PENDIENTE	NO-HECHA
RES-0095	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L-solo	celda_L	0.24625	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0022	PENDIENTE	PENDIENTE	NO-HECHA
RES-0096	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L+corpus	celda_L	0.3	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0022	PENDIENTE	PENDIENTE	NO-HECHA
RES-0097	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:AGREGADO	celda_AGREGADO	{"z_L_corpus": 5.881933975095942, "z_L_solo": -1.8289090331078106, "z_M": 5.0660909204419005}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0001;RES-0002;RES-0003;RES-0004	CORR-0023	PENDIENTE	PENDIENTE	NO-HECHA
RES-0098	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:R	celda_R	0.24339981393062482	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe_2013_bd_envipe13_dbf	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0024	PENDIENTE	PENDIENTE	NO-HECHA
RES-0099	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0025	PENDIENTE	PENDIENTE	NO-HECHA
RES-0100	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L-solo	celda_L	0.85	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0026	PENDIENTE	PENDIENTE	NO-HECHA
RES-0101	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L+corpus	celda_L	0.7833333333333333	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0026	PENDIENTE	PENDIENTE	NO-HECHA
RES-0102	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:AGREGADO	celda_AGREGADO	{"z_L_corpus": 86.55798246244639, "z_L_solo": 97.2454688969738, "z_M": 8.162009781825262}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0006;RES-0007;RES-0008;RES-0009	CORR-0027	PENDIENTE	PENDIENTE	NO-HECHA
RES-0103	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:R	celda_R	0.24366832225578466	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe_2015_bd_envipe2015_dbf	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0028	PENDIENTE	PENDIENTE	NO-HECHA
RES-0104	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0029	PENDIENTE	PENDIENTE	NO-HECHA
RES-0105	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L-solo	celda_L	None	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0030	PENDIENTE	PENDIENTE	NO-HECHA
RES-0106	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L+corpus	celda_L	0.8575	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0030	PENDIENTE	PENDIENTE	NO-HECHA
RES-0107	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:AGREGADO	celda_AGREGADO	{"z_L_corpus": 82.02458570227323, "z_L_solo": null, "z_M": 6.767504611786136}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0011;RES-0012;RES-0013;RES-0014	CORR-0031	PENDIENTE	PENDIENTE	NO-HECHA
RES-0108	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:R	celda_R	0.20493399286059008	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe2021_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0032	PENDIENTE	PENDIENTE	NO-HECHA
RES-0109	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0033	PENDIENTE	PENDIENTE	NO-HECHA
RES-0110	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L-solo	celda_L	0.375	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0034	PENDIENTE	PENDIENTE	NO-HECHA
RES-0111	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L+corpus	celda_L	0.7030000000000001	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0034	PENDIENTE	PENDIENTE	NO-HECHA
RES-0112	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:AGREGADO	celda_AGREGADO	{"z_L_corpus": 104.3412603409494, "z_L_solo": 35.62761013945705, "z_M": 18.724261682725913}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0016;RES-0017;RES-0018;RES-0019	CORR-0035	PENDIENTE	PENDIENTE	NO-HECHA
RES-0113	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:R	celda_R	0.20811159524290274	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe2023_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0036	PENDIENTE	PENDIENTE	NO-HECHA
RES-0114	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA33-E6 · EMISOR-M-1 · P1 · EMITE-M-v1	1/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0037	PENDIENTE	PENDIENTE	NO-HECHA
RES-0115	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L-solo	celda_L	0.225	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0038	PENDIENTE	PENDIENTE	NO-HECHA
RES-0116	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L+corpus	celda_L	0.463125	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0038	PENDIENTE	PENDIENTE	NO-HECHA
RES-0117	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:AGREGADO	celda_AGREGADO	{"z_L_corpus": 53.571248397093356, "z_L_solo": 3.547785761046082, "z_M": 18.108525984426006}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0021;RES-0022;RES-0023;RES-0024	CORR-0039	PENDIENTE	PENDIENTE	NO-HECHA
RES-0118	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:R	celda_R	0.1946118021509308	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe2024_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0040	PENDIENTE	PENDIENTE	NO-HECHA
RES-0119	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:M	celda_M	0.294313	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA33-E6 · EMISOR-M-1 · P1 · EMITE-M-v1	1/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0027	CORR-0041	PENDIENTE	PENDIENTE	NO-HECHA
RES-0120	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L-solo	celda_L	0.37857142857142856	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0042	PENDIENTE	PENDIENTE	NO-HECHA
RES-0121	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L+corpus	celda_L	0.294375	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0042	PENDIENTE	PENDIENTE	NO-HECHA
RES-0122	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:AGREGADO	celda_AGREGADO	{"z_L_corpus": 18.504084174826755, "z_L_solo": 34.12084301071083, "z_M": 18.49258441095015}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0026;RES-0027;RES-0028;RES-0029	CORR-0043	PENDIENTE	PENDIENTE	NO-HECHA
RES-0123	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:R	celda_R	0.15558094338412926	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	ennvih1_2002_hogar_dta	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0044	PENDIENTE	PENDIENTE	NO-HECHA
RES-0124	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:M	celda_M	0.174804	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA35-N2 . F-DD-RANGOS-Y-M-DIN . P2 . EMITE-M-DIN-M-01	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0029	CORR-0045	PENDIENTE	PENDIENTE	NO-HECHA
RES-0125	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L-solo	celda_L	0.209375	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0046	PENDIENTE	PENDIENTE	NO-HECHA
