# DERIVADO — NO EDITAR
resultado_id	origen	corrida_id	spec_id	valor	tipo	unidad	estado	generacion	cuenta_gen2	tolerancia	tolerancia_adopcion	validacion_independiente	validacion_ref	alcance_validacion	rol_evaluacion	origen_numerico	funciones_dependencia	camino_linaje	valor_legacy	delta_legacy	sello	fuente_replay	depende_de	sucesor	n_usos
RESULT-C0D-TRA-M-03-R	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	0.04453797671500066	proporcion	[TRA-M-03] patron oro R de corridas-R (proporcion ponderada [0,1])	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-03-R -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-D-PAREADA	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	0.27500000000000036	flotante	[TRA-M-07] d_i = |err_pp_L_CORPUS| - |err_pp_L_SOLO|, pp; >0 = el corpus alejo	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-D-PAREADA -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-EE-R	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	0.002396371861039179	flotante	[TRA-M-07] error estandar de R, misma escala que R	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-EE-R -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-ERRPP-L-CORPUS	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	7.518477120090063	flotante	[TRA-M-07] err_pp = 100*(punto_L-CORPUS - R), CON SIGNO, puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-ERRPP-L-CORPUS -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-ERRPP-L-SOLO	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	7.243477120090063	flotante	[TRA-M-07] err_pp = 100*(punto_L-SOLO - R), CON SIGNO, puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-ERRPP-L-SOLO -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-ERRPP-M	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	1.3302771200900634	flotante	[TRA-M-07] err_pp = 100*(punto_M - R), CON SIGNO, puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-ERRPP-M -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-TRA-M-07-R	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	0.07181522879909936	proporcion	[TRA-M-07] patron oro R de corridas-R (proporcion ponderada [0,1])	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-TRA-M-07-R -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-UNIVERSOS-IDENTICOS	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	NO	texto	SI / NO -- si los tres subconjuntos marginales de MAE_pp son el MISMO conjunto de celdas	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-UNIVERSOS-IDENTICOS -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-VEREDICTO-PAREADA	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	NO-DISCRIMINA	texto	NO-ESTIMABLE-POR-COBERTURA / CORPUS-ESTORBA / CORPUS-AYUDA / NO-DISCRIMINA (§4 de la sellada, por precedencia)	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-VEREDICTO-PAREADA -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-ADJUDICACION-HALLAZGO	OFERTA	CALC-C0D-MARCADOR-v3--081fffa77fdf	CALC-C0D-MARCADOR-v3	INCONCLUSO	texto	NO-ADJUDICA-POR-CONTROL / NO-ESTIMABLE-POR-COBERTURA / CONFIRMADO-CON-ALCANCE / REFUTADO-CON-ALCANCE / INCONCLUSO (§5 de la sellada v1.2: dos guardias y luego el mapa exhaustivo, sin else y sin veto de universo)	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=254,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +257	CALC-C0D-MARCADOR-v3/RESULT-C0D-ADJUDICACION-HALLAZGO -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +253 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@66eed1b4f4a3 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v3			0
