# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	reglas_impacto	corrida_natural	generacion_hoy	veredicto	calc_candidato	corrida_oferta	estado_calc	sello_calc	result_gen2_candidato	valor_gen2	valor_legacy	canal	canales_observados	control_c0	veredicto_sellado	veredicto_sellado_ref	resolucion_vigente	otras_candidaturas	razon	delta_gen2_menos_legacy	representacion_al_grano	grano_consumidor	cambia_signo	cruza_grano_del_consumidor	cruza_umbral_grano_milpa	cambia_clasificacion	es_coeficiente_central	tier_consumidor	materialidad_consumidor	razon_materialidad
RES-0087	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.leve_sin_imss	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.66, 0.24, 0.1]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0088	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.grave	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.74, 0.26]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0089	milpa/procedencia.yaml:asignados_probabilidad:salud.prevencion.hombre_sin_permiso	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.6, 0.4]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0090	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.62, 0.38]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0091	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.88, 0.12]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0092	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.91, 0.09]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0093	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.71, 0.29]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0094	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.78, 0.22]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0095	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:R	celda_R	CIV-M-01	CORR-0020	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-01	CALC-R-CIV-M-01--894707a0c6ef	SELLADA	COINCIDE	RESULT-R-CIV-M-01-PUNTO	0.25899878251638075	0.25899878251638075	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0096	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:M	celda_M	CIV-M-01	CORR-0021	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0097	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L-solo	celda_L	CIV-M-01	CORR-0022	LEGACY-GEN1	SIN-CANDIDATO							0.24625		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0098	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L+corpus	celda_L	CIV-M-01	CORR-0022	LEGACY-GEN1	SIN-CANDIDATO							0.3		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0099	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:AGREGADO	celda_AGREGADO	CIV-M-01	CORR-0023	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 5.881933975095942, "z_L_solo": -1.8289090331078106, "z_M": 5.0660909204419005}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0100	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:R	celda_R	CIV-M-02	CORR-0024	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-02	CALC-R-CIV-M-02--2951696fc787	SELLADA	COINCIDE	RESULT-R-CIV-M-02-PUNTO	0.24339981393062482	0.24339981393062482	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0101	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:M	celda_M	CIV-M-02	CORR-0025	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0102	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L-solo	celda_L	CIV-M-02	CORR-0026	LEGACY-GEN1	SIN-CANDIDATO							0.85		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0103	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L+corpus	celda_L	CIV-M-02	CORR-0026	LEGACY-GEN1	SIN-CANDIDATO							0.7833333333333333		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0104	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:AGREGADO	celda_AGREGADO	CIV-M-02	CORR-0027	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 86.55798246244639, "z_L_solo": 97.2454688969738, "z_M": 8.162009781825262}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0105	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:R	celda_R	CIV-M-04	CORR-0028	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-04	CALC-R-CIV-M-04--dd95bca81b78	SELLADA	COINCIDE	RESULT-R-CIV-M-04-PUNTO	0.24366832225578466	0.24366832225578466	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0106	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:M	celda_M	CIV-M-04	CORR-0029	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0107	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L-solo	celda_L	CIV-M-04	CORR-0030	LEGACY-GEN1	SIN-CANDIDATO							None		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0108	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L+corpus	celda_L	CIV-M-04	CORR-0030	LEGACY-GEN1	SIN-CANDIDATO							0.8575		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0109	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:AGREGADO	celda_AGREGADO	CIV-M-04	CORR-0031	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 82.02458570227323, "z_L_solo": null, "z_M": 6.767504611786136}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0110	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:R	celda_R	CIV-M-10	CORR-0032	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-10	CALC-R-CIV-M-10--e906153aacd9	SELLADA	COINCIDE	RESULT-R-CIV-M-10-PUNTO	0.20493399286059008	0.20493399286059008	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0111	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:M	celda_M	CIV-M-10	CORR-0033	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0112	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L-solo	celda_L	CIV-M-10	CORR-0034	LEGACY-GEN1	SIN-CANDIDATO							0.375		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0113	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L+corpus	celda_L	CIV-M-10	CORR-0034	LEGACY-GEN1	SIN-CANDIDATO							0.7030000000000001		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0114	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:AGREGADO	celda_AGREGADO	CIV-M-10	CORR-0035	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 104.3412603409494, "z_L_solo": 35.62761013945705, "z_M": 18.724261682725913}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0115	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:R	celda_R	CIV-M-12	CORR-0036	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-12	CALC-R-CIV-M-12--322541898efd	SELLADA	COINCIDE	RESULT-R-CIV-M-12-PUNTO	0.20811159524290274	0.20811159524290274	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0116	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:M	celda_M	CIV-M-12	CORR-0037	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0117	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L-solo	celda_L	CIV-M-12	CORR-0038	LEGACY-GEN1	SIN-CANDIDATO							0.225		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0118	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L+corpus	celda_L	CIV-M-12	CORR-0038	LEGACY-GEN1	SIN-CANDIDATO							0.463125		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0119	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:AGREGADO	celda_AGREGADO	CIV-M-12	CORR-0039	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 53.571248397093356, "z_L_solo": 3.547785761046082, "z_M": 18.108525984426006}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0120	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:R	celda_R	CIV-M-13	CORR-0040	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-CIV-M-13	CALC-R-CIV-M-13--350765f04392	SELLADA	COINCIDE	RESULT-R-CIV-M-13-PUNTO	0.1946118021509308	0.1946118021509308	CP-PIN-DE-MESA	C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C3-CORRIDA;CP-PIN-DE-MESA											
RES-0121	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:M	celda_M	CIV-M-13	CORR-0041	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENVIPE-0001	CALC-ENVIPE-0001--06223f3dc02d	SELLADA	COINCIDE	RESULT-ENVIPE-DEN-P-C2-U4	0.29431298745731216	0.294313	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0122	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L-solo	celda_L	CIV-M-13	CORR-0042	LEGACY-GEN1	SIN-CANDIDATO							0.37857142857142856		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0123	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L+corpus	celda_L	CIV-M-13	CORR-0042	LEGACY-GEN1	SIN-CANDIDATO							0.294375		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0124	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:AGREGADO	celda_AGREGADO	CIV-M-13	CORR-0043	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 18.504084174826755, "z_L_solo": 34.12084301071083, "z_M": 18.49258441095015}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0125	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:R	celda_R	DIN-M-01	CORR-0044	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-DIN-M-01-v4	CALC-R-DIN-M-01-v4--be85dac5f660	SELLADA	COINCIDE	RESULT-R-DIN-M-01-PUNTO	0.15558094338412926	0.15558094338412926	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0126	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:M	celda_M	DIN-M-01	CORR-0045	LEGACY-GEN1	SIN-CANDIDATO							0.174804		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0127	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L-solo	celda_L	DIN-M-01	CORR-0046	LEGACY-GEN1	SIN-CANDIDATO							0.209375		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0128	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L+corpus	celda_L	DIN-M-01	CORR-0046	LEGACY-GEN1	SIN-CANDIDATO							0.3375		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0129	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:AGREGADO	celda_AGREGADO	DIN-M-01	CORR-0047	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 37.730842012768946, "z_L_solo": 11.157132678437026, "z_M": 3.98694961192238}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0130	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:R	celda_R	FAM-M-01	CORR-0048	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-FAM-M-01-v3	CALC-R-FAM-M-01-v3--67c15af3b8ae	SELLADA	COINCIDE	RESULT-R-FAM-M-01-PUNTO	0.5571925669683186	0.5571925669683186	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0131	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:M	celda_M	FAM-M-01	CORR-0049	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1	CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1--c6c9c957012e	SELLADA	COINCIDE	RESULT-DFVEJEZ-A-P-RECIBE	0.4577065669362348	0.457707	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0132	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L-solo	celda_L	FAM-M-01	CORR-0050	LEGACY-GEN1	SIN-CANDIDATO							0.26875		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0133	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L+corpus	celda_L	FAM-M-01	CORR-0050	LEGACY-GEN1	SIN-CANDIDATO							0.2275		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0134	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:AGREGADO	celda_AGREGADO	FAM-M-01	CORR-0051	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": -48.722718441678325, "z_L_solo": -42.6266994922661, "z_M": -14.702203671076122}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0135	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:R	celda_R	FAM-M-05	CORR-0052	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-FAM-M-05-v3	CALC-R-FAM-M-05-v3--2f403e54ae30	SELLADA	COINCIDE	RESULT-R-FAM-M-05-PUNTO	0.04745859252351374	0.04745859252351374	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0136	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:M	celda_M	FAM-M-05	CORR-0053	LEGACY-GEN1	SIN-CANDIDATO							0.045694		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0137	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L-solo	celda_L	FAM-M-05	CORR-0054	LEGACY-GEN1	SIN-CANDIDATO							0.046125		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0138	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L+corpus	celda_L	FAM-M-05	CORR-0054	LEGACY-GEN1	SIN-CANDIDATO							0.045875		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0139	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:AGREGADO	celda_AGREGADO	FAM-M-05	CORR-0055	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": -1.2544689818528516, "z_L_solo": -1.056427351315631, "z_M": -1.3978511223617998}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0140	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:R	celda_R	FAM-M-06	CORR-0056	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-FAM-M-06-v3	CALC-R-FAM-M-06-v3--a32df7b4aaf9	SELLADA	COINCIDE	RESULT-R-FAM-M-06-PUNTO	0.04728548395278385	0.04728548395278385	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0141	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:M	celda_M	FAM-M-06	CORR-0057	LEGACY-GEN1	SIN-CANDIDATO							0.045694		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0142	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L-solo	celda_L	FAM-M-06	CORR-0058	LEGACY-GEN1	SIN-CANDIDATO							0.04875		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0143	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L+corpus	celda_L	FAM-M-06	CORR-0058	LEGACY-GEN1	SIN-CANDIDATO							0.04725		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0144	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:AGREGADO	celda_AGREGADO	FAM-M-06	CORR-0059	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": -0.029681868352214986, "z_L_solo": 1.2250487643801482, "z_M": -1.3312557780399201}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
