necesidad_id	fuente_canonica	objeto_evidencia_id	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	traza_revision	siguiente_accion
N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	CUESTIONARIO_SIN_MICRODATO	MAIN:forense/hitoE-campana-medicion-v2_0.md	L1116	NO_DETERMINADO	El cuestionario local identifica P4NOIJ como proxy de obediencia, pero el microdato no está registrado; para otras necesidades no hay mapeo de reactivo y desenlace.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L1116, y se contrastó únicamente con N30 / LATINOBARÓMETRO / OE-18a91d6f51832ff30efa00b4.	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.
N31	CCPV	OE-e3e2c41b1f94b885919e010d	FUENTE_SIN_APERTURA_ESPECIFICA	MAIN:forense/hitoE-campana-medicion-v2_0.md	L274	NO_DETERMINADO	La evidencia local general no identifica diseño, reactivo o muestra de CCPV que permita probar replicación fuera de Tlaxcala.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Replicación fuera de muestra universitaria del hallazgo de Tlaxcala.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L274, y se contrastó únicamente con N31 / CCPV / OE-e3e2c41b1f94b885919e010d.	Abrir instrumento, ficha muestral y resultados CCPV; verificar cobertura geográfica y réplica del estimando original.
N2	ENCOAP	OE-52c65e0d0129b5272522d037	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	N2|ENCOAP|OE-52c65e0d0129b5272522d037	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L4; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
N3	ENSAFI	OE-fb259558b58d975d64b7a5ff	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/estado-programa-v1_10.md	N3|ENSAFI|OE-fb259558b58d975d64b7a5ff	NO_DETERMINADO	Reactivo explícito de sensibilidad de estatus coobservado con consumo mediado por crédito.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/estado-programa-v1_10.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N3	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	OE-f651d8070c16835c9901c40f	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8	N3|MICROCREDIT_IMPACTS_COMPARTAMOS_RCT|OE-f651d8070c16835c9901c40f	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha confirma RCT, tratamiento y outcomes, pero declara no documentado el reactivo explícito de sensibilidad de estatus.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.
N4	ENFIH2019_FD_XLSX	OE-d82cbec8d1cd45676a9c95b6	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/estado-programa-v1_10.md	N4|ENFIH2019_FD_XLSX|OE-d82cbec8d1cd45676a9c95b6	NO_DETERMINADO	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La apertura local no identifica evidencia suficiente para este objeto específico.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/estado-programa-v1_10.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el diccionario ENFIH y localizar texto y codificación exactos para el constructo y su desenlace coobservado.
N4	ENSAFI	OE-3771d1da25d6fb0ba805f95c	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/estado-programa-v1_10.md	N4|ENSAFI|OE-3771d1da25d6fb0ba805f95c	NO_DETERMINADO	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/estado-programa-v1_10.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N5	ENSAFI	OE-898b66368975b11d6bcfe283	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/gobernanza-v1_15.md	N5|ENSAFI|OE-898b66368975b11d6bcfe283	NO_DETERMINADO	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/gobernanza-v1_15.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N5	WVS	OE-3e9b3749b85eec5a7a570417	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	N5|WVS|OE-3e9b3749b85eec5a7a570417	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación local confirma la fuente y México, pero no reabre variables mexicanas ni codificación para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L17; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.
N6	ENSAFI	OE-5d1bf835879d99d69783ca1a	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N6|ENSAFI|OE-5d1bf835879d99d69783ca1a	NO_DETERMINADO	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/modelo-decision-v4_0.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N10	ENSAFI	OE-db7311a506e4693d7feeee76	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N10|ENSAFI|OE-db7311a506e4693d7feeee76	NO_DETERMINADO	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/modelo-decision-v4_0.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N11	ENSAFI	OE-7e0c0905485bec2d765c6f6d	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/abrir4-variables-2026-08-08.tsv	N11|ENSAFI|OE-7e0c0905485bec2d765c6f6d	NO_DETERMINADO	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N12	ENFIH2019_FD_XLSX	OE-826b60a87b39ab2aec89c752	REACTIVO_EXPLICITO	MAIN:data/abrir4-variables-2026-08-08.tsv:L12	P11_1_5	P11_1_5	11.1 Si hoy tuviera una urgencia economica igual a lo que gana o recibe en un mes, ¿usted podria pagarla con un prestamo de amigos o familiares?	persona	ENFIH 2019	muestra ENFIH 2019; detalle no reabierto en esta ronda	binario Sí/No	Afrontamiento financiero hipotético mediante amigos o familiares.	Disposición general de apoyo familiar no circular y su conducta asociada.	Indicador de recurso de afrontamiento puntual; no parámetro de familismo_apoyo.	Codificación binaria si se usa únicamente como coping financiero.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L12; contraste con input y contexto inmutable; sin discovery panorámico.	Conservar como negativa fuente-específica; buscar un reactivo disposicional solo en una futura fuente ya identificada.
N12	ENSAFI	OE-546cf24d0efb616e6df36902	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/glosario-v5_6.md	N12|ENSAFI|OE-546cf24d0efb616e6df36902	NO_DETERMINADO	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/glosario-v5_6.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N13	ENSAFI	OE-b82cd53df63bf1a736b8b985	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/glosario-v5_6.md	N13|ENSAFI|OE-b82cd53df63bf1a736b8b985	NO_DETERMINADO	Obligación familiar explícita coobservada con conducta real de cuidado.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/glosario-v5_6.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N14	ENSAFI	OE-c3483fc22a961f82b3e8dc07	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/glosario-v5_6.md	N14|ENSAFI|OE-c3483fc22a961f82b3e8dc07	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/glosario-v5_6.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/integrador-psicologia-mexicano.md	N15|ENCOAP|OE-abc2c8ba2a4e437153d2ebfd	NO_DETERMINADO	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/integrador-psicologia-mexicano.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	N15|WVS|OE-ba2e48ea9eddf4b1176c5d08	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación local confirma la fuente y México, pero no reabre variables mexicanas ni codificación para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L17; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.
N16	ENCOAP	OE-2c7ace9dcc93466566d2c0a2	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N16|ENCOAP|OE-2c7ace9dcc93466566d2c0a2	NO_DETERMINADO	Probabilidad de mordida bajo sanción/testigo, idealmente municipal y triangulada fuera de ENCIG.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/modelo-decision-v4_0.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:AGENTS.md	N17|ENSAFI|OE-a13725c982c703ffc6b3e2aa	NO_DETERMINADO	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:AGENTS.md; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	N17|GDELT|OE-4c346beb2b73477c2e0ad4f2	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L8; contraste con input y contexto inmutable; sin discovery panorámico.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.
N17	GDELT	OE-7895b99728673e79c14c8870	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35	N17|GDELT|OE-7895b99728673e79c14c8870	NO_DETERMINADO	CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35; contraste con input y contexto inmutable; sin discovery panorámico.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.
N17	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-5b938f5f2dc363679c70c162	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	N17|MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO|OE-5b938f5f2dc363679c70c162	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El proyecto está indexado, pero el archivo México y su codebook no están descargados ni abiertos localmente.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11; contraste con input y contexto inmutable; sin discovery panorámico.	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.
N18	ENOE	OE-50dfcbc516e7e4a51facda49	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N18|ENOE|OE-50dfcbc516e7e4a51facda49	NO_DETERMINADO	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El catálogo confirma archivos ENOE en disco, pero la candidatura no identifica un reactivo que mida sanción creíble, utilidad o cinismo.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/modelo-decision-v4_0.md; contraste con input y contexto inmutable; sin discovery panorámico.	Buscar de forma dirigida en diccionarios ENOE una variable explícita del constructo; si no existe, delimitar ausencia por módulos revisados.
N19	ENAFIN	OE-a5edd5e72023c3fd62443723	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62	N19|ENAFIN|OE-a5edd5e72023c3fd62443723	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La fuente está en portal sin descarga local y no hay variables abiertas para la relación.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-2026-08-06.tsv:L62; contraste con input y contexto inmutable; sin discovery panorámico.	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.
N21	PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	OE-3f3621b9740c3f71eda9405e	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L19	N21|PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND|OE-3f3621b9740c3f71eda9405e	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha confirma experimento de precio/información y compra, pero los datos/codebook no están localizados y no identifica el comparador exacto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L19; contraste con input y contexto inmutable; sin discovery panorámico.	Localizar anexos o codebook y verificar brazos, codificación de precio/información y compra efectiva.
N22	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-2e7c0cb62d2dd259f169ff2d	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	N22|MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010|OE-2e7c0cb62d2dd259f169ff2d	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación registra 293 filas y una llave panel candidata, pero no verifica continuidad, comparabilidad ni las variables específicas de la necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.
N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-a14e96d801084c74dc601f6f	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	N23|MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010|OE-a14e96d801084c74dc601f6f	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación registra 293 filas y una llave panel candidata, pero no verifica continuidad, comparabilidad ni las variables específicas de la necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.
N26	PUB	OE-c1b02a844fc80c9293323757	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112	N26|PUB|OE-c1b02a844fc80c9293323757	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El padrón está registrado como EN-DISCO-SIN-VERIFICAR y no hay microdato o diccionario abierto para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-2026-08-06.tsv:L112; contraste con input y contexto inmutable; sin discovery panorámico.	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.
