declaracion_id	input_id	localizador_declarado	identificador_declarado	activo_id	metodo_reconciliacion	evidencia_reconciliacion	estado_reconciliacion
DEC-8ede47a960ff4dc14b2dd6e2	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/iter/iter_19_2020_xlsx.zip	iter_19_2020_xlsx.zip	ACT-46a73c9ceffc6dca2344a5ca	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8edf8a2d668954deef69eb47	INP-67e0cecea292751d88cd	declaracion:INP-67e0cecea292751d88cd:SIE_CF884_operaciones	SIE_CF884_operaciones	ACT-ba288079f19db040a385cdc9	SIN_RECONCILIACION	declaracion:INP-67e0cecea292751d88cd:SIE_CF884_operaciones	NO_DETERMINADO
DEC-8edf98b4aa4a969478a60819	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cngspspe/2011/microdatos/Modulo_3_Sistema_penitenciario/spe_tratamiento_cngspspe2011_dbf.zip	spe_tratamiento_cngspspe2011_dbf.zip	ACT-e51eddb1698bf16b61914eb1	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8ee1edcf5364e9cc7db315c8	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/tradicional/2012/microdatos/Tra_Agropecuario_2012_concil_2010_sav.zip	Tra_Agropecuario_2012_concil_2010_sav.zip	ACT-f36dbc909fcca75820903a2b	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8ee37c71021ba1e4d99793e9	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/tabulados/03_mortalidad.xls	03_mortalidad.xls	ACT-585cb00c3da3481dbdbaef66	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/tabulados/03_mortalidad.xls	ACTIVO_UNICO
DEC-8ee5b2c25addad79c66d8e6a	INP-74937b1d6b324152f4f6	https://www.inegi.org.mx/contenidos/programas/mociba/2025/microdatos/mociba2025_bd_dta.zip	mociba_2025_mociba2025_bd_dta	ACT-4f363977959ed35f8b8af29b	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	IDENTIDAD_VERIFICADA
DEC-8ee6598ea374f67cc6c2b1e7	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/indicadores/programas/ccpv/1960/cpv_english_00_xlsx.zip	cpv_english_00_xlsx.zip	ACT-86be9d48a67048384f6f4499	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/indicadores/programas/ccpv/1960/cpv_english_00_xlsx.zip	ACTIVO_UNICO
DEC-8ee6f0e20565ef4e99b371e8	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2022/tabulados/2022_u2es701.xlsx	2022_u2es701.xlsx	ACT-980c0853684940bceec9691b	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2022/tabulados/2022_u2es701.xlsx	ACTIVO_UNICO
DEC-8eedec6a5e05bb76dba8abaf	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/modutih/2012/tabulados/2012_tinf209.xlsx	2012_tinf209.xlsx	ACT-e452c1fe7dcf3a6dd3f4251e	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/modutih/2012/tabulados/2012_tinf209.xlsx	ACTIVO_UNICO
DEC-8ef256ecfeac5b7e1f435fdd	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/17_morelos_2010_ageb_manzana_urbana_dbf.zip	17_morelos_2010_ageb_manzana_urbana_dbf.zip	ACT-58c625604f7847a2bee68105	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8ef41f825d45a849252f1337	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cngspspe/2016/microdatos/m1/Proteccion_civil_cngspspe2016_dbf.zip	Proteccion_civil_cngspspe2016_dbf.zip	ACT-52dffa0260331ca072637b65	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8ef6e1fd38e61869fe20339b	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnpje/2017/microdatos/m2/Victimas_ingres_apert_cnpje2017_dbf.zip	Victimas_ingres_apert_cnpje2017_dbf.zip	ACT-b7ad555e9e25ac73de115568	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8ef8bcf4a4dc98f96805e3b6	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2014/tabulados/TTEV041.xlsx	TTEV041.xlsx	ACT-6a17b67744336f6e9c45b485	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2014/tabulados/TTEV041.xlsx	ACTIVO_UNICO
DEC-8ef907f4d768b9b88ddb6629	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/01_aguascalientes_2010_ageb_manzana_urbana_dbf.zip	01_aguascalientes_2010_ageb_manzana_urbana_dbf.zip	ACT-a97f55a516d4136ec79e3989	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8efaf887e0d7cd6f65a79557	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2010/microdatos/NCV_Hogares_2010_concil_2010_csv.zip	NCV_Hogares_2010_concil_2010_csv.zip	ACT-00d6ba2207a7db0324a01d22	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8efb81d414ac291a65d58200	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/microdatos/2014trim1_sav.zip	2014trim1_sav.zip	ACT-43fee4a4e7a585669e8ff7a4	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8efbb4bcd0d7a396345e6cfd	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/pibact/2018/tabulados/ori/cbs_r_200.xlsx	cbs_r_200.xlsx	ACT-96c4132177afe8acbfaacbc8	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/pibact/2018/tabulados/ori/cbs_r_200.xlsx	ACTIVO_UNICO
DEC-8efc21029864691415dfa0e0	INP-7a3306241258c875c9eb	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/ceu/Censo2020_CEU_mor_sas.zip	Censo2020_CEU_mor_sas.zip	ACT-dd9315c2e41b176f32479e8f	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8efd575773d79140cc24183b	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/modutih/2007/microdatos/endutih_2007_bd_dbf.zip	endutih_2007_bd_dbf.zip	ACT-bad60f2e96ecd31bd3ca552e	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8efd8f477ec082556627f3c8	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnpje/2014/microdatos/infraestructura_cnpje2014_dbf.zip	infraestructura_cnpje2014_dbf.zip	ACT-09eef159ba3c83c33b903cc6	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f0036d3f9f0ac22a2ef467e	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/denue/2019_04/denue_00_46591-46911_0419_csv.zip	denue_00_46591-46911_0419_csv.zip	ACT-2388ba61ca10979c07582dc4	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/denue/2019_04/denue_00_46591-46911_0419_csv.zip	ACTIVO_UNICO
DEC-8f003d546ded3681cef4ffa0	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2016/tabulados/u3cd244.xlsx	u3cd244.xlsx	ACT-2adf9252640671058cc64a41	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2016/tabulados/u3cd244.xlsx	ACTIVO_UNICO
DEC-8f045c81c80edef025b1bf0f	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2019/tabulados/ena19_nac_cred05.xlsx	ena19_nac_cred05.xlsx	ACT-8e291ee1650af4826765396b	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2019/tabulados/ena19_nac_cred05.xlsx	ACTIVO_UNICO
DEC-8f0550ab5fbc3893ca7601e9	INP-19fe1f7e77dbaabb5b12	declaracion:INP-19fe1f7e77dbaabb5b12:Censo Nacional de Gobierno Federal (CNGF) y censos nacionales de gobierno en el ámbito estatal	Censo Nacional de Gobierno Federal (CNGF) y censos nacionales de gobierno en el ámbito estatal	ACT-3bcfef13d51de412ef7c4d48	SIN_RECONCILIACION	declaracion:INP-19fe1f7e77dbaabb5b12:Censo Nacional de Gobierno Federal (CNGF) y censos nacionales de gobierno en el ámbito estatal	NO_DETERMINADO
DEC-8f09b68a9988863a3ac4fbc8	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/encig/2019/tabulados/V_gobierno_electronico_encig2019_cv.xlsx	V_gobierno_electronico_encig2019_cv.xlsx	ACT-73c0a62a3e244dc22c6bfc7d	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/encig/2019/tabulados/V_gobierno_electronico_encig2019_cv.xlsx	ACTIVO_UNICO
DEC-8f0eaecb93bfa62771eeff4b	INP-7a3306241258c875c9eb	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/caas/Censo2020_CAAS_qro_sav.zip	Censo2020_CAAS_qro_sav.zip	ACT-f5c064cbc85576511aecaf6d	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f0fe2ac4e8346fabf30db9e	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/denue/2019_11/denue_00_56_1119_shp.zip	denue_00_56_1119_shp.zip	ACT-05cd53129ab6a1ea7cb7f5aa	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/denue/2019_11/denue_00_56_1119_shp.zip	ACTIVO_UNICO
DEC-8f1250cd900fcdd361c36bfe	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/Z90_CONSN02.xls	Z90_CONSN02.xls	ACT-5a45ac31f013c179667d846e	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/Z90_CONSN02.xls	ACTIVO_UNICO
DEC-8f14325129289faa10d554dc	INP-76143f24fced1856d563	data_raw:endireh2006/bd_endireh_2006_dta.zip	endireh2006/bd_endireh_2006_dta.zip	ACT-e910f8b5cac31fc5bf00e2f9	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-8f158c2f7b8ed364a8b94205	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2019/microdatos/JC_Delito_conclusion_ehriij2019_dbf.zip	JC_Delito_conclusion_ehriij2019_dbf.zip	ACT-34bd7b67fb3627410930569e	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f17386e02d471ade7970fa3	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/investigacion/mcsm/tabulados/cou_pcr_cou_d_pb_2004.xlsx	cou_pcr_cou_d_pb_2004.xlsx	ACT-aebf0dc935b0bf1acbba1f19	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/investigacion/mcsm/tabulados/cou_pcr_cou_d_pb_2004.xlsx	ACTIVO_UNICO
DEC-8f1b1b00141b1b267ba43eb9	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2014/tabulados/DTEV1710.xlsx	DTEV1710.xlsx	ACT-abd64f08a9449fc47d531391	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2014/tabulados/DTEV1710.xlsx	ACTIVO_UNICO
DEC-8f1bac60a489143c3d1db991	INP-74937b1d6b324152f4f6	https://www.inegi.org.mx/contenidos/programas/endireh/2006/microdatos/bd_endireh_2006_sav.zip	endireh_2006_bd_endireh_2006_sav	ACT-c81a7d8af6f886c67ae4c347	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	IDENTIDAD_VERIFICADA
DEC-8f1dba939d5fbbf8298bf312	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enafin/2015/tabulados/39_sec.xlsx	39_sec.xlsx	ACT-c19c09601e77130eafb9b755	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enafin/2015/tabulados/39_sec.xlsx	ACTIVO_UNICO
DEC-8f220d772f3f683ab30e73b9	INP-31d8a03b381d2c4acd8f	data_raw:envipe2018/bd_envipe2018_dbf.zip	envipe_2018_bd_envipe2018_dbf	ACT-7898730ad97476c173045ccf	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-8f25b83a7dd0801407648f51	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/accidentes/microdatos/fd_bd_atus_2025.pdf	fd_bd_atus_2025.pdf	ACT-527347298f4299fc05eb32b4	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f26051e648e7ba85d3203d1	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ptf/2018/tabulados/ori/PTF_257.xlsx	PTF_257.xlsx	ACT-1740677f0d8bfc2672e92979	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ptf/2018/tabulados/ori/PTF_257.xlsx	ACTIVO_UNICO
DEC-8f28102fd024ae4c2b82fd26	INP-220932eafff5baaebfaf	data_raw:fd_envipe2020.pdf	envipe2020_fd_pdf	ACT-f5e4438bd778b51c7fdd82b3	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-8f28e5cd34bdb18e762f1e8c	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/modutih/2004/tabulados/2004_tinf205.xlsx	2004_tinf205.xlsx	ACT-b33a258cbba0181d42aafc89	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/modutih/2004/tabulados/2004_tinf205.xlsx	ACTIVO_UNICO
DEC-8f28fe98952b16b78df1adc1	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_may16_sav.zip	molec_may16_sav.zip	ACT-a2de614f8050892d29a4f933	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f2d88daecf01be6409065b7	INP-c050041beec040b6e8d1	declaracion:INP-c050041beec040b6e8d1:BANXICO_COMPETENCIAS_FINANCIERAS_2019_2024	BANXICO_COMPETENCIAS_FINANCIERAS_2019_2024	ACT-0108f15fd23fcf2cdabe478d	SIN_RECONCILIACION	declaracion:INP-c050041beec040b6e8d1:BANXICO_COMPETENCIAS_FINANCIERAS_2019_2024	NO_DETERMINADO
DEC-8f2db780a42ce70439a2f371	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ensu/microdatos/ensu_bd_2014_dbf.zip	ensu_bd_2014_dbf.zip	ACT-98692f0be57cc595b33533da	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f2f6636457cef8f06f86928	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/modutih/2012/doc/modutih2012_descripcion_de_archivos.pdf	modutih2012_descripcion_de_archivos.pdf	ACT-cdf00fe0a645ce2c187294dc	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f310a650afd46b9d80da89f	INP-55125b29ab1d7fae7815	https://www.inegi.org.mx/rnm/index.php/study/data_file/276/F9?file_name=TModulo1_PI	F9	ACT-b853a84bab637da724ec2c56	SIN_RECONCILIACION	https://www.inegi.org.mx/rnm/index.php/study/data_file/276/F9?file_name=TModulo1_PI	ACTIVO_UNICO
DEC-8f316269be360c635f531173	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/SER_56_ANDYRN12.xls	SER_56_ANDYRN12.xls	ACT-36c6389ddbe7d16b10f0420e	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/SER_56_ANDYRN12.xls	ACTIVO_UNICO
DEC-8f32163394255dd29ad39302	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2012/tabulados/ena_2012_16.xlsx	ena_2012_16.xlsx	ACT-dd407419ea7598ef7130ce22	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2012/tabulados/ena_2012_16.xlsx	ACTIVO_UNICO
DEC-8f337e14f478b802ee0bd96a	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cnpje/2017/microdatos/m2/Inculpados_imputados_cnpje2017_dbf.zip	Inculpados_imputados_cnpje2017_dbf.zip	ACT-4f37523661d8ccdb371fb1f9	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f34d13f9dfc628e81790b23	INP-e8870c08e249baa8f0d3	https://www.datos.gob.mx/dataset/padron_unico_beneficiarios_bienestar	padron_unico_beneficiarios_bienestar	ACT-d692edd1144ea5b43674e4cc	SIN_RECONCILIACION	https://www.datos.gob.mx/dataset/padron_unico_beneficiarios_bienestar	ACTIVO_UNICO
DEC-8f38ef6bc8efcb5d1dcd828f	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/1995/microdatos/iter/25_sinaloa_1995_iter_xls.zip	25_sinaloa_1995_iter_xls.zip	ACT-4aa8c3fe97da7ea0f38b40aa	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f392ef3c5de0142065ee025	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/indicadores/programas/envipe/2015/envipe_english_00_xlsx.zip	envipe_english_00_xlsx.zip	ACT-3309626605b8a3b442774ed5	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/indicadores/programas/envipe/2015/envipe_english_00_xlsx.zip	ACTIVO_UNICO
DEC-8f3a9288943300d6804ee6f1	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cndhf/2018/microdatos/m2/Solicitudes_queja_cndhf2018_dbf.zip	Solicitudes_queja_cndhf2018_dbf.zip	ACT-13b44652281db1995dbf4727	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f3c7f71d36ce66fa706965c	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2022/tabulados/IV_caracteristicas_victimas_2022_int.xlsx	IV_caracteristicas_victimas_2022_int.xlsx	ACT-865202ca72eecb3f6833c50f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2022/tabulados/IV_caracteristicas_victimas_2022_int.xlsx	ACTIVO_UNICO
DEC-8f3e9486cf6e46b4f639b38d	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cngmd/2013/microdatos/transp_cont_int_anticor_cngmd2013_dbf.zip	transp_cont_int_anticor_cngmd2013_dbf.zip	ACT-68df9725e8015cbebc927656	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f41c9990d1e0b4487751a33	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/1995/microdatos/iter/04_campeche_1995_iter_txt.zip	04_campeche_1995_iter_txt.zip	ACT-fcb007837a0a8fe99dbfbbb7	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f42b21a94f28bea9a0305d6	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cngspspe/2015/microdatos/m2/mando_unico_pol_cngspspe2015_dbf.zip	mando_unico_pol_cngspspe2015_dbf.zip	ACT-fb418482b431cc4ca62cd9d9	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f477d87c9c5dddb00e66f5a	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/eaim/2013/microdatos/ej_eaim_2013_2016_2018_sav.zip	ej_eaim_2013_2016_2018_sav.zip	ACT-bd013fc531a39cd997135371	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f48f89fc9f3cdc549193ee3	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/si/2018/tabulados/ori/CSI_294.xlsx	CSI_294.xlsx	ACT-67f65a958d9556be06aa8d23	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/si/2018/tabulados/ori/CSI_294.xlsx	ACTIVO_UNICO
DEC-8f4ca42f6a1bd645da4206aa	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2000/microdatos/iter/12_guerrero_2000_iter_xls.zip	12_guerrero_2000_iter_xls.zip	ACT-1ade79d041f20c4a3470c016	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f4d54445ff503558927169a	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ensu/microdatos/ensu_bd_2021_RData.zip	ensu_bd_2021_RData.zip	ACT-102031444d644418f7a54f5a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f4df10f100ec95e7131fcfe	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cngspspe/2017/microdatos/m1/Rec_pres_transpa_cngspspe2017_dbf.zip	Rec_pres_transpa_cngspspe2017_dbf.zip	ACT-08400f0ab682cdd90adbf48a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f5546a779953679a9a34b91	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cntaippdpf/2016/microdatos/m3/Clasif_info_suj_cntaippdpf2016_dbf.zip	Clasif_info_suj_cntaippdpf2016_dbf.zip	ACT-f4777e6d3561a2355c255158	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f566b4e8e4a57cd024af02e	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2020/tabulados/2020_u2ur702.xlsx	2020_u2ur702.xlsx	ACT-6c7773836a2c71e9be126c05	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2020/tabulados/2020_u2ur702.xlsx	ACTIVO_UNICO
DEC-8f592a56eae25c0bebb7348a	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/tod/2018/tabulados/ori/TODFBCF_253.xlsx	TODFBCF_253.xlsx	ACT-6f87642c2571db26499f7626	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/tod/2018/tabulados/ori/TODFBCF_253.xlsx	ACTIVO_UNICO
DEC-8f59819fcc0fff5fd1ffd8fc	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2017/microdatos/JO_Imputados_medida_ehriij2017_dbf.zip	JO_Imputados_medida_ehriij2017_dbf.zip	ACT-d0cbdfdd3b56903de69976ca	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f5d0148b14597074fcb1fa6	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2021/microdatos/ADOJC_Victima_medida_ehriij2021_dbf.zip	ADOJC_Victima_medida_ehriij2021_dbf.zip	ACT-2d15c9cfcb69f7a1cf4c6afc	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f5e0e571815af1ae756ecc5	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enestyc/microdatos/ejemplobd_enestyc_1992_xlsx.zip	ejemplobd_enestyc_1992_xlsx.zip	ACT-fd18cb2975988339ce11da57	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-8f5e2613be345ef997dc93bc	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/modutih/2005/microdatos/endutih_2005_bd_dbf.zip	endutih_2005_bd_dbf.zip	ACT-11173e0c1f7a58a2577769c3	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
