candidato_reconciliacion_id	activos_implicados	declaraciones_implicadas	similitud_observada	razon_candidata	evidencia_pendiente	estado_revision
CREC-c0923599bffa530cc718315a	ACT-a0e438590cf6cfdd0e117423;ACT-dab4dfcd0f3c2214e6efad31	DEC-1ea78c17cef56eb9c734145f;DEC-9e43a3887f87e1985fbed706	nombre_archivo_exacto:infraestructuras-mercados-fin.html	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-20af6783a832c8da1c9a8f41	ACT-1c56cc1d3b9897164824f929;ACT-8625409b4c7d189145178412	DEC-52a692130eb2a7efb83a8afc;DEC-c9f82d3febb35837a1dd0f06	nombre_archivo_exacto:ingres_aper_durante_cnpje2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c9862efc96a9ca0caea7a1f3	ACT-5052ac45a8bcf08f9bbf2fb4;ACT-75fc3d51ec365ba0228608b2	DEC-18af9f0e73412074a8a0d8b2;DEC-391f378a7b28aba12060bbfe	nombre_archivo_exacto:ingres_aper_durante_cnpje2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-cfdd764a845145e2046db549	ACT-966370ec1cd171d721dd3305;ACT-b7950c6308691b76a1556b04	DEC-2f533bf6b8beec2afb6d4000;DEC-f88da82df15a25306afe7125	nombre_archivo_exacto:ingreso_centro_ado_cngspspe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f4326bd8c3e4054cc31d32ae	ACT-6b0b70cb8543d568a2db1df7;ACT-e70aa65a2a2e7b4faee86251	DEC-6b96d311b1c6a09917803b28;DEC-cec791c5cdb95b87fc041b60	nombre_archivo_exacto:ingreso_centro_ado_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-16130989026aada2ffd59c16	ACT-2847ba71d07ed062509ea169;ACT-d3e599264f6918d936648aab	DEC-41f9f4b2cf672c36d6bc1da9;DEC-cf58cb37ad88b4f35ebcb40e	nombre_archivo_exacto:ingreso_centro_ado_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a8044a901e291b403bc17961	ACT-6bc45eeee8d7108009a414db;ACT-df3d370608885e5e54f39291	DEC-1dfbd659a86188699c408860;DEC-6780638f1d39e8c37e8c1cb4	nombre_archivo_exacto:ingreso_centropenite_cnspef2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-02ed3af6ca4312bb215bd69c	ACT-6f03616e084d6c6be02c86d0;ACT-ff036045ab75399e9e399a97	DEC-38a8f6e2b809f74ed497ebd3;DEC-586cbb97738ddc554dda9bcc	nombre_archivo_exacto:ingreso_centropenite_cnspef2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a65b7b44367efa28426ff55a	ACT-4117a1accd25e406086b0103;ACT-ba71553043ee637245d038ce	DEC-47492213db03a5c9bc331a81;DEC-ee87a7088eb5a715d5bdb8d7	nombre_archivo_exacto:ingresos_apertura_ado_cnpje2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-b21e34e8d9a57e488a5b9de7	ACT-0b9d7fdb79bad9dadfcf3b8d;ACT-dd2ce86021d69ac826833881	DEC-1be9db5e48ad46487d6d6a5d;DEC-ee6b8aede37eee7793002169	nombre_archivo_exacto:ingresos_apertura_ado_cnpje2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-30da44971e8355ca053fd969	ACT-b792a357dcf2a8692e6e19c4;ACT-cbaea65e7d8c26bc61954e2a	DEC-a4a64a3aba9c8b5490e63a9a;DEC-ee94ee02285a6be85cef7086	nombre_archivo_exacto:ingresos_aperturas_cnpjf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5fd7bc899a6db5ece729b520	ACT-429afdc9d98021b6c4f60473;ACT-46a320ca0764be9d8c26fc4a	DEC-4d4d15f9a9c9151f347e8363;DEC-d546d87a2e3478121cd1e577	nombre_archivo_exacto:ingresos_aperturas_cnpjf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3f72f97ade861401ca7dea32	ACT-885e177d292485e0de25a64b;ACT-8f3e83b0a2eee765a9933416	DEC-757899a75d4b44ede290566a;DEC-eec03724f277f98f5c86bfcf	nombre_archivo_exacto:ingresos_aperturas_cnpjf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f92bc9f9d311faf5b3b975ce	ACT-8721ec9cfccacddc74575ca3;ACT-e9f9626564e19c559586dcae	DEC-1cd1f8612bc4d98dc1e42557;DEC-e59ef65b2d8e41b6e75dec44	nombre_archivo_exacto:ingresos_aperturas_cnpjf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4b6ffaf34c8d66f2e53740fc	ACT-10f1f7e4e0892f58edab7815;ACT-2643e80bff771b5f3fe2cec7	DEC-10beab7eef22163d11b45206;DEC-b172e152f62813c2ca760b29	nombre_archivo_exacto:ingresos_centro_pe_cngspspe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a7bd9a999ed7a0332f46174d	ACT-a47ce5cec0715d9d9b7fff8d;ACT-e7a41be188a1f2f74da4ca7b	DEC-cb7a8b0b23939db52659c7e3;DEC-d5be29562acb59e495976801	nombre_archivo_exacto:ingresos_centro_pe_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d8c682f07ed073688196bec0	ACT-58b5894b4adb5fbd7351b5e5;ACT-a6523562cce778499eac96bd	DEC-c2b11960c8366996ea7210be;DEC-ed1004f14c0d25d805f06907	nombre_archivo_exacto:ingresos_centro_pe_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5e72c7732245ee6c0d89e8ae	ACT-5d64a1ae6eaf5590cec41d7d;ACT-b635619e8544befbb3d5bfaa	DEC-1fda2b921634b8509511cb11;DEC-f7ee7e55f1aca7c7d2ade749	nombre_archivo_exacto:ingresos_cndhe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-93a9e9fe4e9620d199edf8ca	ACT-c7259da26d0657e964c46157;ACT-f5b182c46b41f3492dae9f38	DEC-1b7ddf3539b91de2862a61d5;DEC-2e3d8b76711cedf63fc9038e	nombre_archivo_exacto:ingresos_cndhe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-877e84b2692422cb099c9e8b	ACT-1fb2be1cec5e3780d1fecd65;ACT-c00470b6cf415206fb4e3ed1	DEC-4dcb8e740fcf3b571533afa4;DEC-74fded3bb7cf34e9bba3c936	nombre_archivo_exacto:ingresos_cndhe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5cce497f715c5ac6a5e382d9	ACT-d342b9b5664074d3a12900ea;ACT-e352dbc356cfecde3d562116	DEC-0cd1fc0718fd091af2b45917;DEC-3398865787f4df3c0b60c3fd	nombre_archivo_exacto:ingresos_cndhf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8da9e72013bd8b24662aebb1	ACT-15e23d152c080f274be7bca7;ACT-917ce72aee17a80eefac7725	DEC-49e2872ffc437804f2ad88c4;DEC-b60d7ebd1e0460574fd174c6	nombre_archivo_exacto:ingresos_cndhf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-432cc57c3a50d36ef7664121	ACT-5de2bcd0b97ef57dcfcbae54;ACT-785abd1f3499187a2b13dfd6	DEC-2680f16b2c005528f24879a7;DEC-754b0d6961ae9b9f59a337e7	nombre_archivo_exacto:ingresos_cndhf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-241fc0a58c6914919245c303	ACT-400ddb5ac5afcc5c644756bb;ACT-413cef587e120f5fc2c0381c;ACT-58d84c2248a8d58cff501da5;ACT-5b09240b52bcf2134a882a0e;ACT-7d97442cff9d9c0d14b57d79;ACT-a18bdc3b660d90a93a39303f;ACT-a9ee2f68a5ef2c9be99b7022;ACT-e37aaea77f45bcee2c180995	DEC-07589d2a28bae9eb6d91baf4;DEC-196de12f912cf1967b00a5ea;DEC-5f368073f234ca93eb018dfb;DEC-70cab153f68d7f04a8df787c;DEC-85746f5f675f1702ba13c998;DEC-de1a60998372ba43d65d5e6b;DEC-e01888488afb4c7ed4b0ca90;DEC-f449d8477a8a124858b57bf3	nombre_archivo_exacto:ingresos_csv.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e880a1b99d413c32da38fe7a	ACT-71ec2b484fa387c302f7d1ec;ACT-7934904531082279d1598fe1;ACT-7f0ecd77d54d35e1b2d987bb;ACT-85074976bb1e1680bf71eac3;ACT-98c3093a05bd74a3fd355faa;ACT-c68d27ddf38ed2c8a5682269;ACT-c93e83dbeaec05441b12f945;ACT-e39f47aee120ce547bb92e66	DEC-13d581ce57287ae124a0fbde;DEC-3d81563483331f1fab3ffb9a;DEC-601ffb6f98005dc0cf0b44fa;DEC-9a907909de3ea774261a6abd;DEC-aa8508e4ccf42665f6c4dfd3;DEC-b47095d1cda45ca19e7eca7b;DEC-d40cfe31b330546065e73488;DEC-f85154c8db57e8b5cf12fb40	nombre_archivo_exacto:ingresos_dta.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c1b65a2fb9bdab2eb37232b6	ACT-22164889576951456e7f5a28;ACT-42e8c2caa7b1093c3db6b0be	DEC-a322b4a1470eae91f14c926a;DEC-eeccee9bd2e319b44e95cb30	nombre_archivo_exacto:ingresos_durant_anio_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-26baca15e03bde8500b150bd	ACT-272dca2dd634b754ec3cee0d;ACT-3acfc3440d0ea05bcd0b5f6e	DEC-b3244125490919e61f89ab8f;DEC-f584b2ea9b8c0e0305063518	nombre_archivo_exacto:ingresos_durant_anio_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-220ca5d010c23f1930a1e361	ACT-e22fdb9e257bdcdc1cf2532b;ACT-eaab4543f2f141db91b88222	DEC-5704428ffbcc7bd7f7a0e6fb;DEC-7effbfc96ca0ffd716edb13d	nombre_archivo_exacto:ingresos_durante_anio_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-05e4f7609a4ab8f8cf3094a0	ACT-1b7e974145cbab325da3db55;ACT-dc6af6c809f2ccb412885eef	DEC-5c7863ebfe6f6169d0eb546f;DEC-a0c116a50aa5d19fed3fbeeb	nombre_archivo_exacto:ingresos_durante_anio_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e1ee922c09440a7a546f31fe	ACT-b03d531d9514d2bbbd466ceb;ACT-d0489cb042256744cb916eba	DEC-6abfe7bbeed596c012992c21;DEC-7963cfd1c7cdc0ae2054c857	nombre_archivo_exacto:ingresos_durante_anio_cnijf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d56ad45279be2dae1040c402	ACT-3613bc31505444366ae22608;ACT-fd3e8ae43d9a4bddcce66e4b	DEC-09f0bd3ef5ff18eeb9954205;DEC-19537cfca7e32e2bd6c0c878	nombre_archivo_exacto:ingresos_durante_anio_cnijf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-91341283509115c87419bde9	ACT-31790374c3ebc602c6ead162;ACT-76d094fb42bed21dfd682663	DEC-37c5dbf94138f95c6862c7a6;DEC-85547688124dd075f6a10e05	nombre_archivo_exacto:ingresos_durante_anio_cnijf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-675dcb3ace487ca00dc003d8	ACT-465bb4bdac978d3853eb61fe;ACT-80df3acf20614cc88d2a689b;ACT-acc053474fff3f839cf7cfed;ACT-c6bb230ffe06430a68af04dd;ACT-c99a7123532452371a5da423;ACT-ecd231bd86276df84967b194;ACT-edce9f08579a8a800a6a330e;ACT-f82845919e6190be8c2ec433	DEC-055dc97fc30e5d70d829d5af;DEC-3f13a8bcdd9ed75e394762b4;DEC-4225b257b490363da1acbb3b;DEC-4d0c2955548a2dae6506b463;DEC-7c679200eb0c89138419f826;DEC-7ce0a5273b5070f777862fa2;DEC-9c89c8cbf3db7bcb53c6ebc1;DEC-fbe8821e32f5e75ba7bda4d8	nombre_archivo_exacto:ingresos_sav.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6bfec06530f4b468bc15ef7f	ACT-1ef16f98a4a0aa58c2d55b48;ACT-8a6d52ab0bf22a74708cf49a	DEC-a3bfc72c79870e3a340e9ddd;DEC-ba1a27a53a5616fd0eb137f8	nombre_archivo_exacto:ingresos_sijpa_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-54b06b528f5354325f89fe26	ACT-5e89a78d079b9234e68ca68e;ACT-f93702275d89bbe54431fcbd	DEC-0a93f13d141173afa6bbb0eb;DEC-573068fa1481585d57f592a5	nombre_archivo_exacto:ingresos_sistema_pena_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-708e9c16db5f023b86745c2f	ACT-6273c0e9e9f879f7c0dc9213;ACT-f36b5ff846a0872ded7383d5	DEC-9878702a265b2aeafc86d16b;DEC-e1d2d78fcb1153213148cbf0	nombre_archivo_exacto:inic_etap_inv_sist_pa_cnpjf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-b3b9a543193368b3025f408b	ACT-d632d480f0e34e4eabfb4a9f;ACT-d9bfed42c7ae117ac05a0ab2	DEC-aaba89932f930868df90b260;DEC-e2d4bbad6b3f7a3927efcbab	nombre_archivo_exacto:inicio_etainvest_comp_cnpje2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8040a951c4304dc00559c838	ACT-337dacacbbd76435b1e22364;ACT-7beaa6a6da525cd90892147d	DEC-9a8113244d7e5cc5e47b1ec0;DEC-b9efa35573f2f5bc17bd393b	nombre_archivo_exacto:inicio_etp_invest_ini_cnpje2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-7d2a35adbf7e1aa9868a719a	ACT-6b3c35c30008eb9dca8ed471;ACT-c92f8513c023d3c498e643a0	DEC-4077a1b300b93b11436b81ab;DEC-41d0a584ce6c9e6aa2a137cb	nombre_archivo_exacto:inicio_invest_complem_cnpje2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-27d4e106f28f7b466130a9d2	ACT-a7279b9642c6a8f8b1af5f02;ACT-f49006b02ec4648969f103e0	DEC-40a775850b0e0f8bdd7f8ec5;DEC-f0e2991f5ea8f6db0b82af63	nombre_archivo_exacto:ins_camp_imp_pred_cat_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c88dd1bc62643c9245e94502	ACT-c84f889411995cf94957a126;ACT-ea73937b0e254a7b52999a85	DEC-220188adf93673c67edad3d3;DEC-b44c240d2c4a9b03b8947e51	nombre_archivo_exacto:insfed_defensoria_pub_cnijf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-01f16a80f79313e8e684caf4	ACT-517a3be2202981abaed6298f;ACT-b7f2174333e520ad5c9f0ceb	DEC-2ec229bbda94502e254304b7;DEC-540fc9cb58db2cdfc084a784	nombre_archivo_exacto:insfed_defensoria_pub_cnijf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-de59ac2e9192ca638b9241fe	ACT-4e1386142c5fc4c30831a168;ACT-96bbcea5393bd6f93c168fb2	DEC-14d22a7423ee2cd9381d701f;DEC-62d746f57bc984d397ec2759	nombre_archivo_exacto:insfed_defensoria_pub_cnijf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c6d628d2f74d6aabd1a1e87e	ACT-4cf6f588d817b042c2e85ce7;ACT-b66c290fd74b4a1e07726f79	DEC-323648814647007668d87d18;DEC-790eb17f7ceb200a353a2b9a	nombre_archivo_exacto:inspec_impuesto_cngspspe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c0b277db5450e50b72abb6d5	ACT-48353f4766eef70048240a6d;ACT-4b70fe5f22aca3c36dbe06fd	DEC-0ea1da4b94a217a5b05c8f82;DEC-9f7e4c23439f7aa27e19f49e	nombre_archivo_exacto:inspec_impuesto_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-dccdb0c82b2c326701686d6d	ACT-5c11cea3682ffb993cab5f14;ACT-f12897a71e1a414df743234e	DEC-28aa335d0a30168939a9aba1;DEC-2a132e4d9a80d8671353caad	nombre_archivo_exacto:inspec_impuesto_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e8bc114922678885fb808d31	ACT-8593af7bb9bcb2b191b932dd;ACT-89ee5831e0e6901d411ad6fe	DEC-5905d4b21d4d02be3c058e81;DEC-b8433639d23f20d580aaae81	nombre_archivo_exacto:inspecciones_campo_cngmd2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5734a084d7b48dccfc9eee21	ACT-a46b7bc69d05043be9453851;ACT-dabeddbcbebbeb3fc111206d	DEC-642caa7e87a8d0f728b077f9;DEC-e2592aa090968739e43f8fb6	nombre_archivo_exacto:inspecciones_campo_cngspspe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-14536f67449ec699016ae62e	ACT-bef144affeb550df71d6363f;ACT-f46f0236fae0fef70a6cc2e8	DEC-40da45c1b069b7a0a2876e76;DEC-4951a2c3a05051b57421cdac	nombre_archivo_exacto:inspecciones_de_campo_cngmd2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d99c761e316c36caf54dd280	ACT-0f4f5e3806e0a01e2adbbc24;ACT-23dbde51426778d9f17384a5	DEC-b073c4bf6efe7449ab3b98b9;DEC-f011c9db3c07c7abf5131c62	nombre_archivo_exacto:inst_fed_defensoria_pub_cnijf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-46289bbf03c1267d3fcfa355	ACT-1661f410323af459befe00c7;ACT-8ec513571c3d24e31620ceb0	DEC-463d22dbeb7eb5001e18c12e;DEC-767a7eda0632a8d6967a6a1e	nombre_archivo_exacto:inst_fed_defensoria_pub_cnijf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3aed5b172107d50889830330	ACT-7fe3d31c87aee8fa099d813b;ACT-f775791496ade239e1140159	DEC-e9adfd7bebfdcd6915e21e72;DEC-f9bebaf23b56682a38737909	nombre_archivo_exacto:inst_juri_territorial_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c82472056e0238583e4fa949	ACT-5527065a65b00a888719a16f;ACT-9796e9f6f59a7c20ba075736	DEC-1d9c759660a36e0d7c54e486;DEC-5f3d974a5e67d649a6db4b12	nombre_archivo_exacto:instru_juri_plan_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-85295d5bb5fd99691ca22261	ACT-4e0405f66bbbed57e3fa0f5c;ACT-9f96e5266417277cd65e6259	DEC-5a91cb1c4207407019b890ef;DEC-6cd303a353a0dd1f6a4b94f1	nombre_archivo_exacto:instru_regula_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-33c1592f8beadf8e26b6567d	ACT-53ff04282fd438145870c20b;ACT-c597d9819a5e39edc91a40bb;ACT-db666d64d534c59d7ef80318	DEC-40bc6d1e6efff7ce7f9b7395;DEC-b4667d68e9bb1c882127de59;DEC-bfedfc3055843203be81672f	nombre_archivo_exacto:instrucciones_etiquetado_cpv2020_sas.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a7c61f9618c879b3b7db808d	ACT-158355cb99194195c689dc04;ACT-79eb684c99d894cbec6042e4;ACT-9da8f3b6470ddecc73c1dfae	DEC-4de32f7affa7b647900c14db;DEC-930e6224d126fcae75794510;DEC-b582add1e277975b429e0451	nombre_archivo_exacto:instrucciones_etiquetado_cpv2020_stata.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-9046ff0bb538c5b061e613cc	ACT-6000bb2adbded49ffed57f9e;ACT-bb97d772ada16ff720825b23	DEC-42796542cb5d95177da591fc;DEC-4d87822ad5a2159c0e773f09	nombre_archivo_exacto:instrucciones_etiquetado_sas.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e11eb63e5fe30710992c5407	ACT-5a45bcb8bf1b5fd405d5acc8;ACT-afc8bb08ede3ef2f7ee8a7ca	DEC-6333d4043c23baf1414e0b29;DEC-9f1f1c0f474be8f798573676	nombre_archivo_exacto:instrucciones_etiquetado_stata.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-faa63026f11fe333469299b4	ACT-057f8e7f8371b893802e7473;ACT-d46edfd9fa6ec631aa088294	DEC-81b549418db5f04ba502c572;DEC-ab4b384f5815ffae3379d96b	nombre_archivo_exacto:instrumen_ejerci_cntaippdpe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6374438876967d6307435590	ACT-3f8ba37032564625b890ad49;ACT-62e5603fd34baddfa19ab819	DEC-6506eb33d19e94f78eb4f978;DEC-8cecc3aedf970053da70c254	nombre_archivo_exacto:instrumen_ejerci_cntaippdpf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-7df4acc80f1bbf9fd2e30987	ACT-b8f08304ca12bb06ddab24e0;ACT-ce896604f1ac72ffd9d5020c	DEC-390b24ba26772b05f68d0a5e;DEC-803da70df22c7f245f41cb1b	nombre_archivo_exacto:integrantes_ayuntami_cngmd2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-53b1f334727b27714a777070	ACT-4469a0bbcec6c62db0328fff;ACT-d2d9fa70f233ae6395ff7c82	DEC-3398f69f8fb07abacd3de978;DEC-4ed3dd5cd3f1b1ece40ff552	nombre_archivo_exacto:integrantes_ayuntami_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d29cdf8c9750011ddaf25b75	ACT-2bdb7c4bb59e9e5f87cf6621;ACT-90b29f8737dd72961e6ff760	DEC-e6157b13dea1d8ccf8cf4bc3;DEC-ef15346e3d8af0abd9a731fb	nombre_archivo_exacto:inter_info_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
