reporte_id	record_id	record_sha256	batch_id	batch_sha256	payload_id	representacion_id	sha256	objeto_logico_id	grado_inspeccion	afirmacion_tipo	objeto_tipo	localizador	descripcion_neutral	frontera_inspeccion	estado	privacidad	fecha
RPTC-B2-67129b6ce308bd3d8df48a915502794a6a660ecaa4a0179f85d077993286f858	E2R-ef3582051a18431b812cf133a8cad2d123ddfa59724e54ae91b10de4b969e9f8	5520d8f4190cf51e3c3d067b70497e4f1d431a5dd19bc800425869adf692b18b	E2B-1f0463e1522b6fb41fbdfe202398949c4b37b64739ab9cf5b334e9481bc2603a	1f0463e1522b6fb41fbdfe202398949c4b37b64739ab9cf5b334e9481bc2603a	mociba_2021_mociba2021_bd_dta	REP-b9c8c20fb0fa3c398b019344a76ec286a17623fe830eee047f896d68698c61ea	e876808fa71ccb0f423a6331b16d4b1a5449d73a68dec2be9d8036d6c8d17f58	OBJ-B2-961319149144fcc04fc356094b271a578f6be3dd0c8ab380c0b0c046ee90473b	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:mod_2021_ciberacoso.dta	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-ef3582051a18431b812cf133a8cad2d123ddfa59724e54ae91b10de4b969e9f8	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-672b524fa5d8ab745c3c14dbf62ddd309dc4e54c6d9f18e99ada5b3c98af0f97	E2R-b2fa5a74e0100bada9db4453e1bf692c45bbb8051dffe020404d816a04545cc3	9d9b116f516ef137d723720956c9ed59d6c4822c49efff17cbd4a4a61e63fd37	E2B-6fd2f16cf43cae1af10971bafd42d5322753542b0ec43abe98d0089aa95eca95	6fd2f16cf43cae1af10971bafd42d5322753542b0ec43abe98d0089aa95eca95	endireh_2006_bd_endireh_2006_csv	REP-797a47c65485aebee5b26abdfe79fc13cb4c3b09158ab9d980c929a05aef4e54	e6529c97b6355e01fa48c15ae0aee398090f4a094dd84b42cfc112e929d938f0	OBJ-B2-956739a6eaedfa2563f08ac7a11b66e01f4947f3f38ec2120598e46eb3d3da9b	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=9:bd_endireh_2006_csv/06_VI.csv	[REDACTADO-PRIVACIDAD]; objetos=15; muestra=E2R-b2fa5a74e0100bada9db4453e1bf692c45bbb8051dffe020404d816a04545cc3	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-673d7830d16c2399f18f06aad394453dc83e2e4906fe0fcd83cd6f0778eeec6a	E2R-0889685335098a3013be222ad118f0d62d6af7ef9f42e5e4a816c4ac2dfab8d7	78a253aa48e699e33cbed3548a33c8e42cadb3ca120e40744c0b8f3f21723b25	E2B-30919c71db49cbcd47cd136dcc57fe13b6956365465e36506c198b69bd125f12	30919c71db49cbcd47cd136dcc57fe13b6956365465e36506c198b69bd125f12	endireh_2011_bd_endireh_2011_sav	REP-62abc5de583a25dc69deb63daaaad475cc2abdece05eb94013ca76d3d692b517	19bbb1d6bb926738d11e99e674bd8a776d852a9bc8d1e1f558fb7905fdf75084	OBJ-B2-ba56e18228fa504d9776fe127c4be60825d67301eed49e435e3d899682179b65	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	[REDACTADO-PRIVACIDAD]	[REDACTADO-PRIVACIDAD]	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-6742ec82166970d4ab5e8d339b72ad92d6ac3fae5dd13ad7783ed85e11eb1f48	E2R-f854c309e9925c80d674f1e904007207862035f16a6001c07abf38a558c402f2	11ede5d29ef9b0491fca2b6c0bb9878cc61fae995ebb1419ed8787660a64ec6a	E2B-3c7c16d40161b0b0bcc44150f688172d71396d0ed5cbcaabc0723561a4a6211b	3c7c16d40161b0b0bcc44150f688172d71396d0ed5cbcaabc0723561a4a6211b	encig2021_cuestionario_pdf	REP-c7ac246ff17c4b794dd435ebd193bd0a7e42d470d0af75425e4d42dc5a20bf6b	9ee829815e8dca5ebe562b26afb006dcec475840bf27a206a0b838534041e45a	OBJ-B2-c9cf2d310717379cb8b35cf2dbbea8ca64cad8cb712fec2a55dfef38501a7653	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	contenido=raiz	[REDACTADO-PRIVACIDAD]	apertura detenida en parser de formato: PermissionError	EXCEPCION-ESPECIFICA	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-674ef804b68428542c774f46532197772193e866046d3fff84f2fa76d5ee3367	E2R-380ea6eecd48de78a6cae89dc3d27eea20a31f6431123c8fc4bfcd8590d09b58	08f18d99a391fa2883bfa83a67847ade1e68f760923a97c1b99b0b0e1b2d17cc	E2B-a5b0c340eb0580fc2cc9c4a1d8fe76bd54617e74796cea14604c4b6a792336d3	a5b0c340eb0580fc2cc9c4a1d8fe76bd54617e74796cea14604c4b6a792336d3	eder_2017_eder2017_bases_sav	REP-6b931e5f8171c121042dde1771419f1ab87750bfc972d5363fb76111ba72c805	3e076cd804e91b6a0190c49036b2096ad635882e36d7160abe941611c537b0ce	OBJ-B2-f3fda6aa4993a904708268352c286815a94852175e937b79200f6134c917ee7b	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=4:antecedentes.sav!/contenido/tabla=sav#extension=2:subtipo=4	[REDACTADO-PRIVACIDAD]; objetos=28; muestra=E2R-380ea6eecd48de78a6cae89dc3d27eea20a31f6431123c8fc4bfcd8590d09b58	contenedor y miembros completos; anidados hasta profundidad 4	EXCEPCION-ESPECIFICA	DEPURADO	2026-08-17
RPTC-B2-675181f24e23849918c3779498d70ab8882e86143e9daaa014169e77febca6ea	E2R-228f663c8e5e6506f86f646c8189139ae1e9e1d05ab63d7b4027f9e6dcb25295	1bceefff3f86f188687c07f19ff501b0ae282da5cd64fb274b1a3f43f4c8dce4	E2B-da13a5c39fe35efdea26a0059de051c299bde1cd28b3a3d62d77ce5ca8d9cedf	da13a5c39fe35efdea26a0059de051c299bde1cd28b3a3d62d77ce5ca8d9cedf	banxico_sie_cf881_cuentas_validadas	REP-68ccbe289f1c53c8f4a1830fbf556abab56b286cb4c0c8204e1ea88a5f76a404	1debc7f3cc65edde5ef8c48544c03bf7dd6244a836dd19ad299c138e25fc3f55	OBJ-B2-8e914eb6edb97595e473e09602c48eb03c165509d1b3556236c5e4b502efc5a4	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	documento=html	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-228f663c8e5e6506f86f646c8189139ae1e9e1d05ab63d7b4027f9e6dcb25295	documento completo; enlaces no seguidos y scripts no ejecutados	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-677017cf2a0eec7664113b39dd2259a9084c521bb04eb77dd6cbf81e6942b4ae	E2R-c30bbd36395dc5c240faa2bb572910f950952eaf3a9d125f18a387d9a41b6765	0490cd4700d6563038fe20ff263ddb440516a6c040cbc8c8f2a280b1c6f7b688	E2B-7cb38bfbb4102d6194f48e06d27a5a031d829640c2967c8a0bf26234caca9363	7cb38bfbb4102d6194f48e06d27a5a031d829640c2967c8a0bf26234caca9363	enigh2020_nc_csv	REP-daedf8f14162a221f0e395c4d5e8f2d4bb1bd613c8117324f6e00f710ec6c6c0	47417cac13da7dce3a710d86c5767564101086a51666ec674acf27740e0701d4	OBJ-B2-17c0c917febcea35dd859060a110703c0734319af45f9afedca013be4b61af56	E2	RESUMEN-NEUTRAL-COMPACTO	TEXTO	zip!/miembro=205:conjunto_de_datos_agrogasto_enigh_2020_ns/metadatos/metadatos_enigh_2020_ns.txt!/contenido/documento=texto	TEXTO; objetos=17; muestra=E2R-c30bbd36395dc5c240faa2bb572910f950952eaf3a9d125f18a387d9a41b6765	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-67b598264845a2d4601e38dabca9efc2035329716572885866d2b586d63f8c67	E2R-c57cb42018761cbd1082cfd5d3e256599fd816849aaa220d5023caf272d1c39f	b09d8bb523689bafe1c48e97697c395fec4a9694776c9d6c8ee8635219e75014	E2B-ad68bce89435ced9acfd9a3563be8c4cf199c7c47495a77be2f5cc014bd085ff	ad68bce89435ced9acfd9a3563be8c4cf199c7c47495a77be2f5cc014bd085ff	enoe_2025_1t_csv	REP-cc78ca4a4f1af238c49853d774eebb345d8500dfb47cb16167373ecd96bb157c	3931e7c9242147da6ebf9badb1e2b9a59d43d95a9811e077232be406c4ce6691	OBJ-B2-3dfebe301fb484ff70ea22eb85962263b9029c3107a4402067475aa1868da1a0	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=3:conjunto_de_datos_coe1_enoe_2025_1t/catalogos/eda.csv	[REDACTADO-PRIVACIDAD]; objetos=101; muestra=E2R-c57cb42018761cbd1082cfd5d3e256599fd816849aaa220d5023caf272d1c39f	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-67b9913c985693ca3d5e8ee67d9c03a01afaadfe68b51372ff5b879c5344a79d	E2R-923f82a741b5da0c92479e6ea50eb4d8ac9cc22f22b22a7359a4ecd05db97713	b240b71a121dd14b3aaa933b27b38ed4545ffbf427a50c67cff04c449e71ddcf	E2B-497b88583a868e8fff43efd82c60e3bc054efbe61039594a49be768010a2287e	497b88583a868e8fff43efd82c60e3bc054efbe61039594a49be768010a2287e	encig_2013_encig13_base_datos_dbf	REP-36ecb85de778bb7c8d360806f8043570ad09e8bf8019a8f15fb6a11cc6010f1f	48d29d560d3836309af61c4a82d46d8338d58ecb9d14d04ffc947c1e087caf1a	OBJ-B2-ccd804418b091046b7e5ee1c25318f64fd16e12acfcd44abd27d50c46085cdd9	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:Encig2013_03_sec_6_8.DBF	[REDACTADO-PRIVACIDAD]; objetos=4; muestra=E2R-923f82a741b5da0c92479e6ea50eb4d8ac9cc22f22b22a7359a4ecd05db97713	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-67bdc64827f270bc72c5022a55879114554b15782d680a0e2d857ebc4258b17a	E2R-57ff6167b0ad742286f6eb8dc543ec728f79f99aebdbfb6403fe8c2ed336fb79	daec81d9bbc09a2cb4de70c307952eff12900488fdb58258b59b045f5663f6dd	E2B-288e5b26435099cd9d48b76ba591187c5d4ea8a835d8cc7593fd0d77803e2771	288e5b26435099cd9d48b76ba591187c5d4ea8a835d8cc7593fd0d77803e2771	enoe_2020_1t_csv	REP-fb6012593658d2610b3f18dd2f3ad6d89cf17429296d03f79a7eec447d04c81c	df69c6653909cdd98c501b176dc9b2eb7cc2e0498e238f289a41b6803f7f457f	OBJ-B2-116f5f7880551b386d2c8d38e53637844d1ec7baaff0d5c5ba4a68931b4d9ec0	E2	RESUMEN-NEUTRAL-COMPACTO	FORMATO-NO-SOPORTADO	zip!/miembro=144:conjunto_de_datos_coe1_enoe_2020_1t/modelo_entidad_relacion/modelo_er_enoe_2020_1t.jpg!/contenido	FORMATO-NO-SOPORTADO; objetos=5; muestra=E2R-57ff6167b0ad742286f6eb8dc543ec728f79f99aebdbfb6403fe8c2ed336fb79	contenedor y miembros completos; anidados hasta profundidad 4	EXCEPCION-ESPECIFICA	DEPURADO	2026-08-17
RPTC-B2-680214cbf7e569b530ad4958cfef51f219fdeb61ac2505121a01a25a3d2cd69e	E2R-089534cfb09c592baa9dbd5e573f3b1256560a8ce51f28e59de31e3c030b6c9a	20a5153db5dc4cb76673bc5c3b6f5bf32461513daed7332373cc5d42b0675758	E2B-2638ba370e986e1119304936e62a73ffacd27def9831922f9b564ed2c0d4c857	2638ba370e986e1119304936e62a73ffacd27def9831922f9b564ed2c0d4c857	endireh_2003_bd_endireh_2003_sav	REP-ec97154d23d82d30022affed242ef325f7af285dae59543df93a57a11d3473e0	1d412c7f42d00461bbf0c24ee4a54ab500a1da6983f2a8e88a6b556b03685a1d	OBJ-B2-1f0b388ec91cfa1475572f979058fb9b42cf4810ff6f8563a51849bbcc24aa44	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=13:bd_endireh_2003_sav/endireh2003/nacionalm1.sav!/contenido/tabla=sav#variable=91:nombre_sha256=e2f5726fffcacbcf052afc962d16898d71b49911d88834aa2f	[REDACTADO-PRIVACIDAD]; objetos=512; muestra=E2R-089534cfb09c592baa9dbd5e573f3b1256560a8ce51f28e59de31e3c030b6c9a	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-6805dcec8ea5b6197b7e08b0229a525a48e3670dd009122278d6d84acef27a16	E2R-90dbf4807b02f387277e15007c90f8af904745ae3b5d13b2c6bff8317e689d80	868903000c4f8937f39eb6748b2c13520563547391023ac30bc1c9f9a6906e07	E2B-dec3606829b48b661f969cc8ccebd3a00850e81f7d49768bcfdbad53ab16a759	dec3606829b48b661f969cc8ccebd3a00850e81f7d49768bcfdbad53ab16a759	enoen_2020_4t_csv	REP-cc57df2cc83847e78a7006b7415dfb61a023f207bb3dc7ba219ee6b152b30249	c80d258fcd8a0975be4dcb49b0c4162ba46c1caa9a1f2af158b08a9195c62962	OBJ-B2-1e932b3ee215e3d7cb0ae82eccbfff483c244614682f0c8660a259366337f091	E2	RESUMEN-NEUTRAL-COMPACTO	TEXTO	zip!/miembro=190:conjunto_de_datos_coe2_enoen_2020_4t/metadatos/metadatos_enoen_2020_4t.txt!/contenido/documento=texto	TEXTO; objetos=5; muestra=E2R-90dbf4807b02f387277e15007c90f8af904745ae3b5d13b2c6bff8317e689d80	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-680733cce83a3933d91612be3cd81b62d0f2de48201a310da422ec1bd44f967b	E2R-07b6522c31d3aaa16bd354f0a8fcb1b122ed8c2855e05efcbb4103509c9ff15f	0d3d69247a9a2e897e15de83dc383aa549251d353dc2d7a3233cef5624686e8a	E2B-97e564fba07f41a89c4e834c178c7cf10fd539e18ae74693a0de5f5247d5ff6a	97e564fba07f41a89c4e834c178c7cf10fd539e18ae74693a0de5f5247d5ff6a	NO-APLICA	REP-055b07366ad918da80a22f9ce917f04ac4619a320608fe62575b940e5b9b90cf	f43fcf78533febabe4eacb539f0ed03470c8320d606f29f54c220cda5abb3039	OBJ-B2-0e5dd52544dbd7cd726eb3729439794085d2ba81b58130c774b4df1885af8769	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	tabla=sav#extension=1:subtipo=3	[REDACTADO-PRIVACIDAD]; objetos=5; muestra=E2R-07b6522c31d3aaa16bd354f0a8fcb1b122ed8c2855e05efcbb4103509c9ff15f	diccionario base, variables, formatos y value labels; extensiones no decodificadas quedan como excepción; observaciones no leídas	EXCEPCION-ESPECIFICA	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-68649fe48d589259f76c918c2a7a8b14458dcdeecfe47c5d69784333afb61124	E2R-ad42340871bbc8d0c8f38303663d405b01900d3cf1d94309d437c81c7fde1bcc	aea0325a60bd4d8b3bbddd35dcd78a6b42a358e68d7489ec60ac8b49ccb6155d	E2B-4630f614abfa7db9f0bb06d65f2c81f8e096cc969f21d2d898212229ca855dea	4630f614abfa7db9f0bb06d65f2c81f8e096cc969f21d2d898212229ca855dea	banxico_2013_17_crowding_out_70ymas	REP-9c63e57e1d3f02b4b1512e3a087fbc1caec9bfad387c931898a1b76ea41c67b2	899dff850d1b23c74d803c026d1dd6306f4115b1b9427a74eb008114d4e99839	OBJ-B2-4d3e9bf9995dc0bf8b0350539b71bae3fe904e49b9a01b4232d1cef08e016327	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	pagina=29#linea-estructural=19	[REDACTADO-PRIVACIDAD]; objetos=48; muestra=E2R-ad42340871bbc8d0c8f38303663d405b01900d3cf1d94309d437c81c7fde1bcc	todas las páginas; texto no extraíble se declara por página	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-68965b244c6e64e4f0bb6cee1f8064cec88204fd732ab602f2f5518401c8abb8	E2R-f32f93ceea472235b11d8bc5a149720341f5d162cc3dd3acb669ebf8444205a7	2cc1dcecafdff0abce7134d077b3bf7410e9cface03b9eabe35b4a0d224f6798	E2B-5f253af55a60a8119b22d7323ab8b98c7bf65a2509a040b38128b86fafdcc9fe	5f253af55a60a8119b22d7323ab8b98c7bf65a2509a040b38128b86fafdcc9fe	enoe_2023_2t_csv	REP-8a810138002d1d0d9fc3b8867ea8bdc15620ede8b13ba7f8d81523c28bc3a34b	b5efd0e94be25a9aaad852e652e4653bd2eaafef4df92e3fd206d5f3e0046b10	OBJ-B2-fdaaf1c3ea2f406f8b0d2322902c56c1fb1282ad12b4c214512308014a038719	E2	RESUMEN-NEUTRAL-COMPACTO	TEXTO	zip!/miembro=324:conjunto_de_datos_sdem_enoe_2023_2t/metadatos/metadatos_enoe_2023_2t.txt!/contenido/documento=texto	TEXTO; objetos=5; muestra=E2R-f32f93ceea472235b11d8bc5a149720341f5d162cc3dd3acb669ebf8444205a7	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-68bc7e9d27e60e73446bb86a9c85ad05db1745b20d2c04bea68ff6b06487d737	E2R-3e1ed989cdeb0f86ece48adcf058881b1802ecbb9e48e8e5b11d88159aab62df	c38ac2fe5f4bb661bf489afd3edb3a23c97d2cea338c54816898c3aae1d504ae	E2B-376017b7f50ebe32563ea8c6e03073b9d2c2a7a0dfc2e66c72c3c9db1164ea46	376017b7f50ebe32563ea8c6e03073b9d2c2a7a0dfc2e66c72c3c9db1164ea46	envipe2025_fd_pdf	REP-8b9e97445b5b44b661e2f7466f6713433c7778d8f126b4309fce2132f1cc5025	83fe02467b661d64e8638d882b242b0e534b8383e683a3fcbeadd66ead777fad	OBJ-B2-3ca5dfc3788acf6aa528192d95a3de7d4c7bd4a9b96d3905a366fc2eff44ceb8	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	contenido=raiz	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-3e1ed989cdeb0f86ece48adcf058881b1802ecbb9e48e8e5b11d88159aab62df	apertura detenida en parser de formato: PermissionError	EXCEPCION-ESPECIFICA	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-68db54371a371bbdc0787b79079af82cf6bd825edcde030745e6b7d20c51d58d	E2R-bc84336084ee3467ed7908f80d1bdbae9ea3cc5ce7af229ebcb8b5b6f9388394	90096e695a760fe0ecaacbb07a064049039f23fc38a113554baeaba0e359409b	E2B-229894f5316f2d3d4fae5e36960a6a7373cce38432d48c7d5e2e01da745a5168	229894f5316f2d3d4fae5e36960a6a7373cce38432d48c7d5e2e01da745a5168	2_vfinal_cuestionario_nios_0_a_9_ensanut_2024_etiquetas_cuestionarios	REP-9bd65b24850c64ca1ea98ab13da6927a89364c33e60bdfb708cd6f804198e5be	af65f922094c42a31d77cad5d8d889c0d7e597b925c7ef0efe1ae700fd66981c	OBJ-B2-ff73ef6f9a615bb47efde39c5f7f2cb44fc2847ccdf7a05469960e8010a408a1	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	pagina=5#linea-estructural=70	[REDACTADO-PRIVACIDAD]; objetos=698; muestra=E2R-bc84336084ee3467ed7908f80d1bdbae9ea3cc5ce7af229ebcb8b5b6f9388394	todas las páginas; texto no extraíble se declara por página	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-691772f62b42b14e68f6b320e8d5fbe925cf7441b046f70db4e5670b2219baec	E2R-25bf1f978cec355c7dc253e97632b8d9b05c20ccaf5c7b7b8e42c3d38c29c331	e451517f30b0faa72f7e604a2fe70e8968fb95aa531fd330318596fb82a86b39	E2B-6ab254fd351b82cf1b0b8f59ca6d94519633e1088f5981de2de9bd950d89a190	6ab254fd351b82cf1b0b8f59ca6d94519633e1088f5981de2de9bd950d89a190	envipe_2021_bd_envipe_2021_csv	REP-686c6477dbebf2693910c7279bdb4ca3742810968b685e27351ede1ed28aa7c1	4e81832dbb8f0a94488edf63c6212fa9fe383c799d15f797618cc79c913fed27	OBJ-B2-bdb45269f6d3d0b0ec0a5faf5a093dbb9ef9b391727cd9c38264075ffa0c1aa6	E2	RESUMEN-NEUTRAL-COMPACTO	COLUMNA	zip!/miembro=3:bd_envipe_2021_csv/TPer_Vic1.csv#/contenido-tabla#columna=102	COLUMNA; objetos=528; muestra=E2R-25bf1f978cec355c7dc253e97632b8d9b05c20ccaf5c7b7b8e42c3d38c29c331	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-69656f710a82fba16acaf28e25477fd2f326447990de28e8749bcc54e0634c82	E2R-cd3955c39fa1ed494b713369b3f048e162de53e2bed59034871a2c179e72f007	62ad1c6c483758be7eb0c73ed2b4c23ccb6b7964193bdcc4a8d0a06699c526ed	E2B-58e46cf14092d5d103a32a6b989eb35896bb45fd9e24dfc7160163591345884c	58e46cf14092d5d103a32a6b989eb35896bb45fd9e24dfc7160163591345884c	mociba_2024_mociba2024_bd_dta	REP-86a074fc5584bd5d87f007ba7692ce262a61f288fa83e13a3ef10c2b9486cc34	1228f9f4188284ce4d1420309b57802cbad640046977d3ce945337a5d0b39fb7	OBJ-B2-fb0ab132df445822f1b043b1797ae8c9dc7f4d5d6660614c77995c1c789344d9	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:MOCIBA2024.dta	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-cd3955c39fa1ed494b713369b3f048e162de53e2bed59034871a2c179e72f007	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-6979f85a9790e0d53ef392be655a623d3054b99272163b018ad774f2f75d3d20	E2R-d118e323f1d4a09652995f638ce49d321bde3606f8baa658417d7c24ee01e0e0	b008db1dbee6c171fe8c3643051f2df0b849ab7cf21dd4d66ff5a0bab3980057	E2B-a57cb4b9bc8241a489c530f989216bbf642479dc9616394ea1d6a91520a1bd8d	a57cb4b9bc8241a489c530f989216bbf642479dc9616394ea1d6a91520a1bd8d	endireh_2016_bd_viviendas_endireh2016_sitioinegi_rdata	REP-f48def59001fc161651597fb457a0610799ae1fb2122d4155dd74dce9ec8a70c	acb9dfac7799cf99c3f2aae20a0427cb8b0713ac672c96f799eabf61f54abf69	OBJ-B2-fdd15f282c9bc97f0a098d215288889b5578cd9a7617ffda82edfcc96511aff0	E2	RESUMEN-NEUTRAL-COMPACTO	FORMATO-NO-SOPORTADO	zip!/miembro=1:bd_viviendas_endireh2016_sitioinegi_rdata/bd_viviendas_endireh2016.Rdata!/contenido	FORMATO-NO-SOPORTADO; objetos=1; muestra=E2R-d118e323f1d4a09652995f638ce49d321bde3606f8baa658417d7c24ee01e0e0	contenedor y miembros completos; anidados hasta profundidad 4	EXCEPCION-ESPECIFICA	DEPURADO	2026-08-17
RPTC-B2-6980022f18dbd8f78d93e23b0d2fd92d3f3f5201e4f14489f8b34698c2528aa9	E2R-36dce3fbe6d1961548a4128df4a627f1a9714cac02f03072aa0bcf0371ca23d5	3b24e07ad919b2e8f7b2c4680d19ec9479920432713f20e38e499d527397a144	E2B-db975b3c6ff3ffc872dc3165b9959cdad428a4eeb5358b046ac23815923dc78c	db975b3c6ff3ffc872dc3165b9959cdad428a4eeb5358b046ac23815923dc78c	encig23_base_datos_csv	REP-661d369815eb8e3faf472039fc9426b97cc2577476d67fea948af48f336a852a	af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d	OBJ-B2-f47810965b9a9f5bf02986af6e56ff17f50e081600e0e0824383ddcba4e07e39	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=5:encig2023_04_sec_7.csv	[REDACTADO-PRIVACIDAD]; objetos=6; muestra=E2R-36dce3fbe6d1961548a4128df4a627f1a9714cac02f03072aa0bcf0371ca23d5	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-6988849bc53c0630ede63e94fd2b7713f37c72f1d7cf196d006de39ef947d4a8	E2R-4792955958c1137cb41da23b266200b7a0b97d6dbf9c2713f2dfbd60598ad3d0	d186ed26b7b33996f3b82f51aa42aa29d3eea6b0a7e57b105ee2fc228cad7da8	E2B-1d1f346dd25fa4ac2d14fe93f2a7f546e3409f19c5573af9229aa4a1525850a3	1d1f346dd25fa4ac2d14fe93f2a7f546e3409f19c5573af9229aa4a1525850a3	envipe2024_csv	REP-15a0ea2e77016aa8e1cabeb7b230a7434a8b1f33e2f52b7de4e883bbe9975bd2	90776b2fab6e3666dad1cb5f5f3eb7d6a7699dbfefd4f8f04f07fb01e61a6fb2	OBJ-B2-97a19a87383cfbb3d5958e5af01a39f0928c83e9be8b2d2a3ad25cc6d9651a23	E2	RESUMEN-NEUTRAL-COMPACTO	TABLA	zip!/miembro=6:thogar_envipe2024/catalogos/dominio.csv#/contenido-tabla	[REDACTADO-PRIVACIDAD]	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-69b6023a2fcf62341822b5b2c62499e32a4b8a7adf3630f62f64b190c920f801	E2R-62961e2a9289e04e47ce5eec85d42085b6cdc308f01d15d3caa14f77f7251bb4	b27896dc6fe02b41caeeadd3cbbfcfe35df7531dfd441f49b7087ad66733b3e8	E2B-fb47a0e754829c2509414e5893cf2a5eb28bcda7512af06a1de7f50dc6db2c26	fb47a0e754829c2509414e5893cf2a5eb28bcda7512af06a1de7f50dc6db2c26	envipe_2019_bd_envipe2019_dbf	REP-9a5be4c3c17502db27f4405d080cd663ccdde6f45d180ba6856a1ff63c56e123	f7cb0d6f3317cfa0ad1beb071704267da17ecd8b7e8faeb9e7942a27c86c0046	OBJ-B2-a8fa7b25e7b88b57e5a3c1241bf8b32d43b4d468aa5d100332da7e4685ebef8f	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=3:TPer_Vic1.dbf	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-62961e2a9289e04e47ce5eec85d42085b6cdc308f01d15d3caa14f77f7251bb4	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
