llave	calc	result_id	celda	instrumento	ola	conducta	eje	segmento	unidad	naturaleza_ic	firma_fp	estado_adopcion	origen_piso	paquete	estado
RESULT-ENOE-PISOS-TABLA#21074	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21074	ENOE	2023T4	jornada_mas_50_horas	entidad	04	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21075	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21075	ENOE	2023T4	jornada_mas_50_horas	entidad	05	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21076	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21076	ENOE	2023T4	jornada_mas_50_horas	entidad	06	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21077	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21077	ENOE	2023T4	jornada_mas_50_horas	entidad	07	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21078	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21078	ENOE	2023T4	jornada_mas_50_horas	entidad	08	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21079	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21079	ENOE	2023T4	jornada_mas_50_horas	entidad	09	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2108	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2108	ENOE	2014T1	sin_contrato_escrito	entidad	26	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21080	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21080	ENOE	2023T4	jornada_mas_50_horas	entidad	10	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21081	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21081	ENOE	2023T4	jornada_mas_50_horas	entidad	11	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21082	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21082	ENOE	2023T4	jornada_mas_50_horas	entidad	12	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21083	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21083	ENOE	2023T4	jornada_mas_50_horas	entidad	13	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21084	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21084	ENOE	2023T4	jornada_mas_50_horas	entidad	14	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21085	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21085	ENOE	2023T4	jornada_mas_50_horas	entidad	15	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21086	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21086	ENOE	2023T4	jornada_mas_50_horas	entidad	16	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21087	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21087	ENOE	2023T4	jornada_mas_50_horas	entidad	17	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21088	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21088	ENOE	2023T4	jornada_mas_50_horas	entidad	18	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21089	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21089	ENOE	2023T4	jornada_mas_50_horas	entidad	19	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2109	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2109	ENOE	2014T1	sin_contrato_escrito	entidad	27	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21090	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21090	ENOE	2023T4	jornada_mas_50_horas	entidad	20	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21091	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21091	ENOE	2023T4	jornada_mas_50_horas	entidad	21	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21092	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21092	ENOE	2023T4	jornada_mas_50_horas	entidad	22	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21093	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21093	ENOE	2023T4	jornada_mas_50_horas	entidad	23	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21094	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21094	ENOE	2023T4	jornada_mas_50_horas	entidad	24	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21095	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21095	ENOE	2023T4	jornada_mas_50_horas	entidad	25	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21096	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21096	ENOE	2023T4	jornada_mas_50_horas	entidad	26	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21097	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21097	ENOE	2023T4	jornada_mas_50_horas	entidad	27	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21098	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21098	ENOE	2023T4	jornada_mas_50_horas	entidad	28	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21099	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21099	ENOE	2023T4	jornada_mas_50_horas	entidad	29	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#211	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	211	ENOE	2005T1	pluriempleo	entidad	09	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2110	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2110	ENOE	2014T1	sin_contrato_escrito	entidad	28	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21100	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21100	ENOE	2023T4	jornada_mas_50_horas	entidad	30	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21101	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21101	ENOE	2023T4	jornada_mas_50_horas	entidad	31	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21102	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21102	ENOE	2023T4	jornada_mas_50_horas	entidad	32	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21103	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21103	ENOE	2023T4	desocupacion	nacional	NAC	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21104	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21104	ENOE	2023T4	desocupacion	sexo	HOMBRE	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21105	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21105	ENOE	2023T4	desocupacion	sexo	MUJER	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21106	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21106	ENOE	2023T4	desocupacion	edad	15-29	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21107	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21107	ENOE	2023T4	desocupacion	edad	30-44	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21108	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21108	ENOE	2023T4	desocupacion	edad	45-59	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21109	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21109	ENOE	2023T4	desocupacion	edad	60+	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2111	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2111	ENOE	2014T1	sin_contrato_escrito	entidad	29	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21110	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21110	ENOE	2023T4	desocupacion	escolaridad	MEDIA-SUPERIOR	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21111	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21111	ENOE	2023T4	desocupacion	escolaridad	PRIM-COMPLETA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21112	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21112	ENOE	2023T4	desocupacion	escolaridad	PRIM-INCOMPLETA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21113	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21113	ENOE	2023T4	desocupacion	escolaridad	SECUNDARIA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21114	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21114	ENOE	2023T4	desocupacion	localidad	100K+	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21115	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21115	ENOE	2023T4	desocupacion	localidad	15K-99K	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21116	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21116	ENOE	2023T4	desocupacion	localidad	2K5-15K	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21117	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21117	ENOE	2023T4	desocupacion	localidad	MENOS-2K5	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21118	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21118	ENOE	2023T4	desocupacion	entidad	01	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21119	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21119	ENOE	2023T4	desocupacion	entidad	02	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2112	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2112	ENOE	2014T1	sin_contrato_escrito	entidad	30	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21120	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21120	ENOE	2023T4	desocupacion	entidad	03	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21121	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21121	ENOE	2023T4	desocupacion	entidad	04	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21122	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21122	ENOE	2023T4	desocupacion	entidad	05	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21123	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21123	ENOE	2023T4	desocupacion	entidad	06	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21124	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21124	ENOE	2023T4	desocupacion	entidad	07	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21125	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21125	ENOE	2023T4	desocupacion	entidad	08	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21126	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21126	ENOE	2023T4	desocupacion	entidad	09	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21127	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21127	ENOE	2023T4	desocupacion	entidad	10	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21128	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21128	ENOE	2023T4	desocupacion	entidad	11	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21129	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21129	ENOE	2023T4	desocupacion	entidad	12	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2113	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2113	ENOE	2014T1	sin_contrato_escrito	entidad	31	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21130	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21130	ENOE	2023T4	desocupacion	entidad	13	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21131	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21131	ENOE	2023T4	desocupacion	entidad	14	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21132	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21132	ENOE	2023T4	desocupacion	entidad	15	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21133	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21133	ENOE	2023T4	desocupacion	entidad	16	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21134	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21134	ENOE	2023T4	desocupacion	entidad	17	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21135	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21135	ENOE	2023T4	desocupacion	entidad	18	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21136	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21136	ENOE	2023T4	desocupacion	entidad	19	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21137	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21137	ENOE	2023T4	desocupacion	entidad	20	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21138	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21138	ENOE	2023T4	desocupacion	entidad	21	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21139	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21139	ENOE	2023T4	desocupacion	entidad	22	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#2114	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	2114	ENOE	2014T1	sin_contrato_escrito	entidad	32	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21140	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21140	ENOE	2023T4	desocupacion	entidad	23	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21141	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21141	ENOE	2023T4	desocupacion	entidad	24	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21142	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21142	ENOE	2023T4	desocupacion	entidad	25	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21143	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21143	ENOE	2023T4	desocupacion	entidad	26	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21144	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21144	ENOE	2023T4	desocupacion	entidad	27	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#21145	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	21145	ENOE	2023T4	desocupacion	entidad	28	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
