relacion_id	fuente_canonica_normalizada	tipo_trabajo	siguiente_accion_original	siguiente_accion_original_sha256	input_requerido_original	reserva_original	evidencia_ref_original	criterio_cierre_individual
REL-b034b04e9ba040bd02e39b8b	ISSP	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-b8a1bd303f0aac03e3b1bdd7	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-bb570a7a7c72c881de31f75d	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	BUSQUEDA_DIRIGIDA	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	7f036c47afc4a5bd11592b151d061aea99b8b28e82df65d53698b1eed5678ecb	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-be38af5d3d025cfda97775c1	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	BUSQUEDA_DIRIGIDA	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.	66bf90c2e22b22db2e86c216e6fb2123dde2ef881a0c7e3e7d273f9540396e55	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-c065ff3c4b02af2b359a6a40	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-c0ffdbcc616f342880df820a	CSES	BUSQUEDA_DIRIGIDA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	68eb1fc86d0f1a425e1a5a7c259246ba20bdf33fa8731f12b32efd604b6d59f4	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-c3e1306bb304b019d0a94e4b	01-	CURADURIA_FUENTE	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	d037550cd1426688fd2abdfa16eb77e05f030000d4b29c15b046192bde2e8c55	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-c59edf3fce0cc17066bed9ee	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	BUSQUEDA_DIRIGIDA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	68eb1fc86d0f1a425e1a5a7c259246ba20bdf33fa8731f12b32efd604b6d59f4	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L10	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-c6870668d94d02dded8c4126	CCPV	CURADURIA_FUENTE	Abrir instrumento, ficha muestral y resultados CCPV; verificar cobertura geográfica y réplica del estimando original.	bc8839c9105b983c1ec7662da6e8685968d946b6441eea23ef00a090e26477db	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/hitoE-campana-medicion-v2_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-c72dd30027c28df4603464d5	GPS	CURADURIA_FUENTE	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	84d803994434985f361bc6efc9f311d9e27f320c7dab31f804d9296fb4f4a7ba	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-c9a73bd2a8258784f9f08ea8	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	BUSQUEDA_DIRIGIDA	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.	88d6c00e835e31d094ac93a7f945fd3e8dae764f600f5a4778e6827e30be1c07	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-ca5ecbdfd4be3728df0e509f	GPS	BUSQUEDA_DIRIGIDA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	84d803994434985f361bc6efc9f311d9e27f320c7dab31f804d9296fb4f4a7ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-cc6596882b8f135c946ad0f4	ENBIARE	CURADURIA_FUENTE	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	88a0ef450eccdb0376c06b9e718634490585a35afbee7b1f2b42ee30a9bb31c4	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-cd0d1c5fd7e85418603c73cd	ISSP	BUSQUEDA_DIRIGIDA	Consolidar codebook.	d4f4be4f3490f4f3f1099f5702f2daad43a081511d548e59a65707f41e713cd7	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-cf53a5e4bf5bf666390fa543	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-cf8f5979c73cdbe59cfaf5fd	ENCIG	CURADURIA_FUENTE	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-d630dc1ea394364e53631401	ISSP	BUSQUEDA_DIRIGIDA	Obtener codebook.	5365ca824d1edd1e43902e24bcbcb96a3dab8739d978e80e0cf4dc2695299330	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-d67770c443936b1d84304513	ENAFIN	BUSQUEDA_DIRIGIDA	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.	7cb863871fe49af869598ca1aa6fe02c65737dfa8015481d96c4500874549f2e	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-d7d327e72f466b970d040e81	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-d82eb6cef055001e7587db31	ENCOAP	BUSQUEDA_DIRIGIDA	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-da62a7c3cdb80080258aa148	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-dc5971db0730ed2876fdb5b3	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-dd07107a27bb1a5682a22176	ENIF	CURADURIA_FUENTE	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	f0c6e2d9983312f245131a5b3d3bcff118ac88d5632537e514b0d78acf81ccd5	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/hitoE-campana-medicion-v2_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-ddc381f55d9879a6629a14d4	MEXICO_PANEL_STUDY_2012	BUSQUEDA_DIRIGIDA	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	ede6819bb1cd3ce12f58d9a0c61b51fb63a379c6261fdc7adc0f74514e4d87a9	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-de059d547843c8fefa01197a	ENCUP	BUSQUEDA_DIRIGIDA	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.	e757a79abba5d75a2c85acfd52ca7470981a87a5bd346e2e0605133f62300537	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-e10120bebb9ed07d210a3a86	CNGMD	BUSQUEDA_DIRIGIDA	Abrir cuestionarios de los módulos 2/7 y mapear variables; usar solo como contexto municipal si no existe unidad individual.	41c1af2a283a508fc2f5eae223b31fa2c140d67f04514aff207d90ba60d90ba7	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-e2371e6b0d421f30c496d3da	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	BUSQUEDA_DIRIGIDA	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	e6132f567607fb339cb3c907e9b29072e9c2d5d7cabb00cde3709c1779a00e4f	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-e247f2d5250d822fb74a0638	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	BUSQUEDA_DIRIGIDA	Obtener codebook.	5365ca824d1edd1e43902e24bcbcb96a3dab8739d978e80e0cf4dc2695299330	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-e74ad11dd79c7485c9704116	ENCOAP	CURADURIA_FUENTE	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-e86c10c4e19ea32e57b6a28d	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-e95e26820797a0f55c9246d7	ISSP	BUSQUEDA_DIRIGIDA	Abrir cuestionario.	39ee5ac3ba3c2cebc413638b07231b7e028d335a941707fa9e7498318de8a709	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-ea0dde2ebf4bd96af8e3e139	ENCIG	CURADURIA_FUENTE	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-ed3674d93fbcd45914630569	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-ee1e829631a8bb7de93bcfd3	CSES	BUSQUEDA_DIRIGIDA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	68eb1fc86d0f1a425e1a5a7c259246ba20bdf33fa8731f12b32efd604b6d59f4	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-f07a221600f81a075ee85ac8	ENBIARE	CURADURIA_FUENTE	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	b5b88ffc4e5d47a7af72b18249563a58676ecaf4cd51b8068fa3c6f309ad418c	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-f09043ef09997adc0bb4a3f2	LATINOBARÓMETRO	CURADURIA_FUENTE	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.	895a660662f6e2aff564303d117da35585b981c90bf2f123407e2eb5912d9439	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/hitoE-campana-medicion-v2_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-f0cb8d6fa174935fae071144	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	BUSQUEDA_DIRIGIDA	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.	014db8569a22da88dffea08977f3ccd081816f03ec3ffc2a264502859b0796ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-f219eb1a0e1b71beb5a36f6f	ISSP	BUSQUEDA_DIRIGIDA	Obtener documentación.	43c33c75cb4c478fdd3a3c8ea2f3d12b8c4f07971e3f73717e71bd067fff4498	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L10	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-f25c37290ef71e21d1d73760	GLOBAL_PREFERENCES_SURVEY	CURADURIA_FUENTE	Abrir cuestionario y datos México; buscar proxy de deferencia y outcome laboral/comunicacional en la misma muestra.	c176042a8be4a5b609ddaa8c31e950d685ce26fc1f963a58445bb74c2f2b7dc9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/hitoE-campana-medicion-v2_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-f586d39d7211922886da9f95	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-f6d34c22618564c885af98e9	ENIF	BUSQUEDA_DIRIGIDA	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	f0c6e2d9983312f245131a5b3d3bcff118ac88d5632537e514b0d78acf81ccd5	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:forense/hitoE-campana-medicion-v2_0.md	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-f721d49d739e759d00a9643b	VOTAR_ENTRE_BALAS	CURADURIA_FUENTE	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	57a22c7261d7b0b21b8bc5f4c71c98f993bffd31214e4ba908e9f53a723c3c94	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-f96e306aefb2bab19baafbcc	ENIF	CURADURIA_FUENTE	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	f0c6e2d9983312f245131a5b3d3bcff118ac88d5632537e514b0d78acf81ccd5	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/hitoE-campana-medicion-v2_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-fb6a1baf579c6521a638b093	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y localizar texto y codificación exactos para el constructo y su desenlace coobservado.	238724ce7e7be1e028ed3c636da908073026dfefdcf27a6b9c5f9944a52c0edd	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-fd8abdfbae6d8de6a94eb38c	SE	CURADURIA_FUENTE	Abrir el payload canónico ya identificado y localizar variable/tabla exacta, unidad, periodo, codificación y parte faltante.	386429f23f8eef84f018bf886875894d33afa04bd753b4c1726cb2e2af3fd4c0	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-ff97af04e1d92981b386ac08	GPS	BUSQUEDA_DIRIGIDA	Con autorización de licencia, abrir codebook y payload GPS México; buscar variables de adopción CoDi/SPEI, coerción, riesgo fiscal y fricción.	058508c0a9285bf33bdc81c66bf41a1d03ff73edd157cd94f2a94517bd8201ac	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
