serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-28	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	entidad	28	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-28
ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-29	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	entidad	29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-29
ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-30	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	entidad	30	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-30
ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-31	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	entidad	31	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-31
ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-32	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	entidad	32	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ENTIDAD-32
ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-BASICA	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	escolaridad	basica	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-BASICA
ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-NINGUNO
ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-ESCOLARIDAD-SUPERIOR
ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-C	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	localidad	C	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-C
ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-R
ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-LOCALIDAD-U
ENDIREH-FISICA-BC-RECIENTE-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-NACIONAL-MX
ENDIREH-FISICA-BC-RECIENTE-PAREJA-B1	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	pareja	B1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-PAREJA-B1
ENDIREH-FISICA-BC-RECIENTE-PAREJA-B2	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	pareja	B2	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-PAREJA-B2
ENDIREH-FISICA-BC-RECIENTE-PAREJA-C1	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_reciente	pareja	C1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-RECIENTE-PAREJA-C1
ENDIREH-FISICA-BC-VIDA-EDAD-15-29	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	edad	15-29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-EDAD-15-29
ENDIREH-FISICA-BC-VIDA-EDAD-30-44	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	edad	30-44	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-EDAD-30-44
ENDIREH-FISICA-BC-VIDA-EDAD-45-59	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	edad	45-59	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-EDAD-45-59
ENDIREH-FISICA-BC-VIDA-EDAD-60	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	edad	60+	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-EDAD-60
ENDIREH-FISICA-BC-VIDA-ENTIDAD-01	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	01	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-01
ENDIREH-FISICA-BC-VIDA-ENTIDAD-02	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	02	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-02
ENDIREH-FISICA-BC-VIDA-ENTIDAD-03	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	03	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-03
ENDIREH-FISICA-BC-VIDA-ENTIDAD-04	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	04	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-04
ENDIREH-FISICA-BC-VIDA-ENTIDAD-05	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	05	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-05
ENDIREH-FISICA-BC-VIDA-ENTIDAD-06	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	06	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-06
ENDIREH-FISICA-BC-VIDA-ENTIDAD-07	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	07	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-07
ENDIREH-FISICA-BC-VIDA-ENTIDAD-08	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	08	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-08
ENDIREH-FISICA-BC-VIDA-ENTIDAD-09	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	09	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-09
ENDIREH-FISICA-BC-VIDA-ENTIDAD-10	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	10	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-10
ENDIREH-FISICA-BC-VIDA-ENTIDAD-11	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	11	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-11
ENDIREH-FISICA-BC-VIDA-ENTIDAD-12	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	12	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-12
ENDIREH-FISICA-BC-VIDA-ENTIDAD-13	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	13	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-13
ENDIREH-FISICA-BC-VIDA-ENTIDAD-14	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	14	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-14
ENDIREH-FISICA-BC-VIDA-ENTIDAD-15	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	15	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-15
ENDIREH-FISICA-BC-VIDA-ENTIDAD-16	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	16	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-16
ENDIREH-FISICA-BC-VIDA-ENTIDAD-17	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	17	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-17
ENDIREH-FISICA-BC-VIDA-ENTIDAD-18	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	18	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-18
ENDIREH-FISICA-BC-VIDA-ENTIDAD-19	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	19	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-19
ENDIREH-FISICA-BC-VIDA-ENTIDAD-20	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	20	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-20
ENDIREH-FISICA-BC-VIDA-ENTIDAD-21	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	21	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-21
ENDIREH-FISICA-BC-VIDA-ENTIDAD-22	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	22	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-22
ENDIREH-FISICA-BC-VIDA-ENTIDAD-23	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	23	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-23
ENDIREH-FISICA-BC-VIDA-ENTIDAD-24	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	24	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-24
ENDIREH-FISICA-BC-VIDA-ENTIDAD-25	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	25	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-25
ENDIREH-FISICA-BC-VIDA-ENTIDAD-26	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	26	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-26
ENDIREH-FISICA-BC-VIDA-ENTIDAD-27	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	27	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-27
ENDIREH-FISICA-BC-VIDA-ENTIDAD-28	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	28	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-28
ENDIREH-FISICA-BC-VIDA-ENTIDAD-29	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-29
ENDIREH-FISICA-BC-VIDA-ENTIDAD-30	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	30	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-30
ENDIREH-FISICA-BC-VIDA-ENTIDAD-31	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	31	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-31
ENDIREH-FISICA-BC-VIDA-ENTIDAD-32	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	entidad	32	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ENTIDAD-32
ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-BASICA	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	escolaridad	basica	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-BASICA
ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-NINGUNO
ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-ESCOLARIDAD-SUPERIOR
ENDIREH-FISICA-BC-VIDA-LOCALIDAD-C	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	localidad	C	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-LOCALIDAD-C
ENDIREH-FISICA-BC-VIDA-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-LOCALIDAD-R
ENDIREH-FISICA-BC-VIDA-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-LOCALIDAD-U
ENDIREH-FISICA-BC-VIDA-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-NACIONAL-MX
ENDIREH-FISICA-BC-VIDA-PAREJA-B1	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	pareja	B1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-PAREJA-B1
ENDIREH-FISICA-BC-VIDA-PAREJA-B2	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	pareja	B2	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-PAREJA-B2
ENDIREH-FISICA-BC-VIDA-PAREJA-C1	ENDIREH	genero	ENDIREH PISOS :: fisica_bc_vida	pareja	C1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-FISICA-BC-VIDA-PAREJA-C1
