conducta	ola	ambito	ventana	instrumento	dictamen	publicacion_nacional	calc_id	result_id	resultados_sha256	evidencia
escolar_vida	2016	escolar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_anual	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_ayuda	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_denuncia	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_01	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_02	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_03	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_04	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_05	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_06	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_07	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_08	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_09	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_10	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_institucion_11	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_01	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_02	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_03	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_04	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_05	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_06	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_07	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_08	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_09	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_10	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_razon_11	2016	familiar		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
familiar_vida	2016	familiar	vida	A/B/C	EXCLUIDO_POR_DISEÑO	NO_APLICA				Sección X pregunta hechos desde octubre 2015, sin reactivo de vida
laboral_ayuda	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_denuncia	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_01	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_02	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	SUPRIMIDA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_03	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	SUPRIMIDA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_04	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_05	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	SUPRIMIDA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_06	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_07	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_08	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	SUPRIMIDA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_09	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_institucion_10	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_01	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_02	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_03	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_04	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_05	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_06	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_07	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_08	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_09	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_10	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_razon_11	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_reciente	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
laboral_vida	2016	laboral_interpersonal		A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
digital_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
digital_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
economica_patrimonial_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
economica_patrimonial_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
emocional_control_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
emocional_control_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
fisica_bc_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
fisica_bc_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
no_fisica_alguna_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
no_fisica_alguna_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_ayuda	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_denuncia	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_fisica_a	2016	pareja	desde_octubre_2015	A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-PAREJA-FISICA-0002	RESULT-ENDIREH2016-PF-TABLA	c696269b9b90200cc71a6056102475eb4f7ea688e0ec0a4985ecd1089bcaf97a	spec.md + RESULT sellado
pareja_fisica_a	2016	pareja	vida	A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-PAREJA-FISICA-0002	RESULT-ENDIREH2016-PF-TABLA	c696269b9b90200cc71a6056102475eb4f7ea688e0ec0a4985ecd1089bcaf97a	spec.md + RESULT sellado
pareja_institucion_01	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_02	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_03	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_04	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_05	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_06	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_07	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_08	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_09	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_10	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_institucion_11	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_01	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_02	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_03	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_04	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_05	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_06	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_07	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_08	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
