id	raiz	archivo	familia	bytes_declarados	bytes_reales	C-EXISTE	C-HASH	C-ESTRUCTURA	miembro_corrupto	mtime_real
endireh_2006_bd_endireh_2006_dbf	data_raw	endireh2006/bd_endireh_2006_dbf.zip	zip	29314566	29314566	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:39:10-06:00
endireh_2006_bd_endireh_2006_dta	data_raw	endireh2006/bd_endireh_2006_dta.zip	zip	18126128	18126128	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:39:23-06:00
endireh_2006_bd_endireh_2006_sav	data_raw	endireh2006/bd_endireh_2006_sav.zip	zip	30695882	30695882	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:39:53-06:00
endireh_2011_fd_endireh11	data_raw	endireh2011/fd_endireh11.xls	otros	1061376	1061376	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:39:55-06:00
endireh_2011_bd_endireh_2011_rdata	data_raw	endireh2011/bd_endireh_2011_RData.zip	zip	19922788	19922788	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:40:11-06:00
endireh_2011_bd_endireh_2011_csv	data_raw	endireh2011/bd_endireh_2011_csv.zip	zip	28241643	28241643	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:40:33-06:00
endireh_2011_bd_endireh_2011_dbf	data_raw	endireh2011/bd_endireh_2011_dbf.zip	zip	34968488	34968488	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:41:05-06:00
endireh_2011_bd_endireh_2011_dta	data_raw	endireh2011/bd_endireh_2011_dta.zip	zip	30383196	30383196	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:41:31-06:00
endireh_2011_bd_endireh_2011_sav	data_raw	endireh2011/bd_endireh_2011_sav.zip	zip	34423435	34423435	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:41:58-06:00
endireh_2016_bd_mujeres_endireh2016_sitioinegi_rdata	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_RData.zip	zip	73131647	73131647	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:43:01-06:00
endireh_2016_bd_mujeres_endireh2016_sitioinegi_csv	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_csv.zip	zip	100845928	100845928	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:44:30-06:00
endireh_2016_bd_mujeres_endireh2016_sitioinegi_dbf	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_dbf.zip	zip	2895872	102349631	EXISTE	NO_COINCIDE	INTEGRO		2026-08-05T18:45:47-06:00
endireh_2016_bd_mujeres_endireh2016_sitioinegi_spss	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_spss.zip	zip	54518871	54518871	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:46:31-06:00
endireh_2016_bd_mujeres_endireh2016_sitioinegi_stata	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_stata.zip	zip	58918856	58918856	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:47:14-06:00
endireh_2016_bd_sd_endireh2016_sitioinegi_rdata	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_RData.zip	zip	16291192	16291192	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:47:28-06:00
endireh_2016_bd_sd_endireh2016_sitioinegi_csv	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_csv.zip	zip	17568947	17568947	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:47:39-06:00
endireh_2016_bd_sd_endireh2016_sitioinegi_dbf	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_dbf.zip	zip	15766111	15766111	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:47:51-06:00
endireh_2016_bd_sd_endireh2016_sitioinegi_spss	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_spss.zip	zip	19961366	19961366	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:04-06:00
endireh_2016_bd_sd_endireh2016_sitioinegi_stata	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_stata.zip	zip	10966606	10966606	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:11-06:00
endireh_2016_bd_viviendas_endireh2016_sitioinegi_rdata	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_RData.zip	zip	6146133	6146133	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:17-06:00
endireh_2016_bd_viviendas_endireh2016_sitioinegi_csv	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_csv.zip	zip	7116133	7116133	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:21-06:00
endireh_2016_bd_viviendas_endireh2016_sitioinegi_dbf	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_dbf.zip	zip	7161378	7161378	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:27-06:00
endireh_2016_bd_viviendas_endireh2016_sitioinegi_spss	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_spss.zip	zip	5053953	5053953	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:32-06:00
endireh_2016_bd_viviendas_endireh2016_sitioinegi_stata	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_stata.zip	zip	3046355	3046355	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:34-06:00
endireh_2021_endireh2021_calc_r	data_raw	endireh2021/endireh2021_calc_r.pdf	pdf	1255297	1255297	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:48:34-06:00
endireh_2021_bd_endireh_2021_rdata	data_raw	endireh2021/bd_endireh_2021_RData.zip	zip	36646028	36646028	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:49:17-06:00
endireh_2021_bd_endireh_2021_dbf	data_raw	endireh2021/bd_endireh_2021_dbf.zip	zip	100982152	100982152	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:50:31-06:00
endireh_2021_bd_endireh_2021_dta	data_raw	endireh2021/bd_endireh_2021_dta.zip	zip	44836129	44836129	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:51:09-06:00
endireh_2021_bd_endireh_2021_sav	data_raw	endireh2021/bd_endireh_2021_sav.zip	zip	67324204	67324204	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:52:03-06:00
engasto_2012_engasto12_fd	data_raw	engasto2012/engasto12_fd.pdf	pdf	1461889	1461889	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:52:04-06:00
engasto_2012_gasto_dbf	data_raw	engasto2013/gasto_dbf.zip	zip	60663633	60663633	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:00:55-06:00
engasto_2012_gasto_de_consumo_ajustado_constante_dbf	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_dbf.zip	zip	63269584	63269584	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:01:49-06:00
engasto_2012_gasto_de_consumo_ajustado_constante_dta	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_dta.zip	zip	49248833	49248833	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:02:23-06:00
engasto_2012_gasto_de_consumo_ajustado_constante_sav	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_sav.zip	zip	79293283	79293283	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:03:26-06:00
engasto_2012_gasto_de_consumo_ajustado_dbf	data_raw	engasto2013/gasto_de_consumo_ajustado_dbf.zip	zip	32947499	32947499	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:03:49-06:00
engasto_2012_gasto_de_consumo_ajustado_dta	data_raw	engasto2013/gasto_de_consumo_ajustado_dta.zip	zip	38953823	38953823	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:04:15-06:00
engasto_2012_gasto_de_consumo_ajustado_sav	data_raw	engasto2013/gasto_de_consumo_ajustado_sav.zip	zip	69821790	69821790	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:05:11-06:00
engasto_2012_gasto_dta	data_raw	engasto2013/gasto_dta.zip	zip	67727910	67727910	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:05:59-06:00
engasto_2012_gasto_mujeres_dbf	data_raw	engasto2013/gasto_mujeres_dbf.zip	zip	2209389	2209389	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:06:01-06:00
engasto_2012_gasto_mujeres_dta	data_raw	engasto2013/gasto_mujeres_dta.zip	zip	2321430	2321430	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:06:02-06:00
engasto_2012_gasto_mujeres_sav	data_raw	engasto2013/gasto_mujeres_sav.zip	zip	4328522	4328522	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:06:04-06:00
engasto_2012_gasto_sav	data_raw	engasto2013/gasto_sav.zip	zip	123772438	123772438	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:24-06:00
engasto_2012_hogar_dbf	data_raw	engasto2013/hogar_dbf.zip	zip	1674648	1674648	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:26-06:00
engasto_2012_hogar_dta	data_raw	engasto2013/hogar_dta.zip	zip	1837082	1837082	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:28-06:00
engasto_2012_hogar_sav	data_raw	engasto2013/hogar_sav.zip	zip	3861844	3861844	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:30-06:00
engasto_2012_lugar_compra_dbf	data_raw	engasto2012/lugar_compra_dbf.zip	zip	2011528	2011528	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:59:51-06:00
engasto_2012_lugar_compra_dta	data_raw	engasto2012/lugar_compra_dta.zip	zip	2006599	2006599	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:59:51-06:00
engasto_2012_lugar_compra_sav	data_raw	engasto2012/lugar_compra_sav.zip	zip	3621305	3621305	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:59:55-06:00
engasto_2012_persona_dbf	data_raw	engasto2013/persona_dbf.zip	zip	2201256	2201256	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:32-06:00
engasto_2012_persona_dta	data_raw	engasto2013/persona_dta.zip	zip	2345020	2345020	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:33-06:00
engasto_2012_persona_sav	data_raw	engasto2013/persona_sav.zip	zip	6847171	6847171	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:39-06:00
engasto_2012_vivienda_dbf	data_raw	engasto2012/vivienda_dbf.zip	zip	1073475	1073475	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:00:01-06:00
engasto_2012_vivienda_dta	data_raw	engasto2012/vivienda_dta.zip	zip	1181477	1181477	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:00:02-06:00
engasto_2012_vivienda_sav	data_raw	engasto2012/vivienda_sav.zip	zip	2529775	2529775	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:00:04-06:00
engasto_2013_viviendas_dbf	data_raw	engasto2013/viviendas_dbf.zip	zip	1082772	1082772	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:40-06:00
engasto_2013_viviendas_dta	data_raw	engasto2013/viviendas_dta.zip	zip	1250776	1250776	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:41-06:00
engasto_2013_viviendas_sav	data_raw	engasto2013/viviendas_sav.zip	zip	2308548	2308548	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:43-06:00
envipe_2011_fd_envipe2011	data_raw	envipe2011/fd_envipe2011.xls	otros	459264	459264	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T19:07:44-06:00
envipe_2011_base_de_datos_envipe_2011_dbf	data_raw	envipe2011/base_de_datos_envipe_2011_dbf.zip	zip	8956716	8956716	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:50-06:00
envipe_2012_fd_envipe2012	data_raw	envipe2012/fd_envipe2012.xls	otros	415744	415744	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T19:07:52-06:00
envipe_2012_base_de_datos_envipe_2012_dbf	data_raw	envipe2012/base_de_datos_envipe_2012_dbf.zip	zip	10171572	10171572	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:56-06:00
envipe_2013_fd_envipe2013	data_raw	envipe2013/fd_envipe2013.xlsx	zip	192702	192702	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:07:56-06:00
envipe_2013_bd_envipe13_dbf	data_raw	envipe2013/bd_envipe13_dbf.zip	zip	10433209	10433209	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:03-06:00
envipe_2014_fd_envipe2014	data_raw	envipe2014/fd_envipe2014.pdf	pdf	1836970	1836970	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:04-06:00
envipe_2014_bd_envipe2014_dbf	data_raw	envipe2014/bd_envipe2014_dbf.zip	zip	11506651	11506651	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:12-06:00
envipe_2015_fd_envipe2015	data_raw	envipe2015/fd_envipe2015.pdf	pdf	1852255	1852255	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:13-06:00
envipe_2015_bd_envipe2015_dbf	data_raw	envipe2015/bd_envipe2015_dbf.zip	zip	15422694	15422694	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:21-06:00
envipe_2016_calculo_indicadores_r_envipe2016	data_raw	envipe2016/calculo_indicadores_r_envipe2016.pdf	pdf	1010455	1010455	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:22-06:00
envipe_2016_fd_envipe2016	data_raw	envipe2016/fd_envipe2016.pdf	pdf	2423007	2423007	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:23-06:00
envipe_2016_bd_envipe2016_dbf	data_raw	envipe2016/bd_envipe2016_dbf.zip	zip	18625348	18625348	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:40-06:00
envipe_2017_calculo_indicadores_r_envipe2017	data_raw	envipe2017/calculo_indicadores_r_envipe2017.pdf	pdf	1471628	1471628	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:40-06:00
envipe_2017_fd_envipe2017	data_raw	envipe2017/fd_envipe2017.pdf	pdf	1878707	1878707	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:41-06:00
envipe_2017_bd_envipe2017_dbf	data_raw	envipe2017/bd_envipe2017_dbf.zip	zip	18932534	18932534	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:08:59-06:00
envipe_2018_bd_envipe2018_dbf	data_raw	envipe2018/bd_envipe2018_dbf.zip	zip	26205205	26205205	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:09:19-06:00
envipe_2019_bd_envipe2019_dbf	data_raw	envipe2019/bd_envipe2019_dbf.zip	zip	26082327	26082327	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:09:32-06:00
envipe_2020_bd_envipe_2020_dbf	data_raw	envipe2020/bd_envipe_2020_dbf.zip	zip	27600154	27600154	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:09:56-06:00
envipe_2021_bd_envipe_2021_rdata	data_raw	envipe2021/bd_envipe_2021_RData.zip	zip	18802198	18802198	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:10:09-06:00
envipe_2021_bd_envipe_2021_csv	data_raw	envipe2021/bd_envipe_2021_csv.zip	zip	25767952	25767952	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:10:29-06:00
envipe_2021_bd_envipe_2021_dbf	data_raw	envipe2021/bd_envipe_2021_dbf.zip	zip	29296800	29296800	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:10:44-06:00
envipe_2021_bd_envipe_2021_dta	data_raw	envipe2021/bd_envipe_2021_dta.zip	zip	18740198	18740198	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:11:01-06:00
envipe_2021_bd_envipe_2021_sav	data_raw	envipe2021/bd_envipe_2021_sav.zip	zip	30277683	30277683	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:11:19-06:00
envipe_2022_bd_envipe_2022_rdata	data_raw	envipe2022/bd_envipe_2022_RData.zip	zip	17290935	17290935	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:11:30-06:00
envipe_2022_bd_envipe_2022_csv	data_raw	envipe2022/bd_envipe_2022_csv.zip	zip	24387033	24387033	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:11:45-06:00
envipe_2022_bd_envipe_2022_dbf	data_raw	envipe2022/bd_envipe_2022_dbf.zip	zip	27251407	27251407	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:12:05-06:00
envipe_2022_bd_envipe_2022_dta	data_raw	envipe2022/bd_envipe_2022_dta.zip	zip	17530262	17530262	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:12:19-06:00
envipe_2022_bd_envipe_2022_sav	data_raw	envipe2022/bd_envipe_2022_sav.zip	zip	28573124	28573124	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:12:40-06:00
envipe_2023_bd_envipe_2023_rdata	data_raw	envipe2023/bd_envipe_2023_RData.zip	zip	15447717	15447717	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:12:54-06:00
envipe_2023_bd_envipe_2023_csv	data_raw	envipe2023/bd_envipe_2023_csv.zip	zip	23113239	23113239	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:13:16-06:00
envipe_2023_bd_envipe_2023_dbf	data_raw	envipe2023/bd_envipe_2023_dbf.zip	zip	25485140	25485140	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:13:39-06:00
envipe_2023_bd_envipe_2023_dta	data_raw	envipe2023/bd_envipe_2023_dta.zip	zip	16221003	9289283	EXISTE	NO_COINCIDE	CORRUPTO	BadZipFile: File is not a zip file	2026-08-05T19:14:21-06:00
envipe_2023_bd_envipe_2023_sav	data_raw	envipe2023/bd_envipe_2023_sav.zip	zip	26786689	21495362	EXISTE	NO_COINCIDE	CORRUPTO	BadZipFile: File is not a zip file	2026-08-05T19:17:21-06:00
envipe_2024_bd_envipe_2024_rdata	data_raw	envipe2024/bd_envipe_2024_RData.zip	zip	17337721	17337721	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:17:36-06:00
envipe_2024_bd_envipe_2024_csv	data_raw	envipe2024/bd_envipe_2024_csv.zip	zip	23430232	23430232	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:17:54-06:00
envipe_2024_bd_envipe_2024_dbf	data_raw	envipe2024/bd_envipe_2024_dbf.zip	zip	33648165	33648165	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:18:20-06:00
envipe_2024_bd_envipe_2024_dta	data_raw	envipe2024/bd_envipe_2024_dta.zip	zip	22669258	22669258	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:18:37-06:00
envipe_2024_bd_envipe_2024_sav	data_raw	envipe2024/bd_envipe_2024_sav.zip	zip	23160739	23160739	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:18:55-06:00
envipe_2025_bd_envipe_2025_rdata	data_raw	envipe2025/bd_envipe_2025_RData.zip	zip	16419635	16419635	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:19:05-06:00
envipe_2025_bd_envipe_2025_csv	data_raw	envipe2025/bd_envipe_2025_csv.zip	zip	18933389	18933389	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:19:19-06:00
envipe_2025_bd_envipe_2025_dbf	data_raw	envipe2025/bd_envipe_2025_dbf.zip	zip	25443823	25443823	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:19:36-06:00
envipe_2025_bd_envipe_2025_dta	data_raw	envipe2025/bd_envipe_2025_dta.zip	zip	20577128	20577128	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:19:52-06:00
envipe_2025_bd_envipe_2025_sav	data_raw	envipe2025/bd_envipe_2025_sav.zip	zip	17346809	17346809	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:07-06:00
mociba_2015_mociba2015_fd	data_raw	mociba2015/mociba2015_fd.xlsx	zip	292304	292304	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:08-06:00
mociba_2015_mociba2015_bd_dbf	data_raw	mociba2015/mociba2015_bd_dbf.zip	zip	2756809	2756809	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:09-06:00
mociba_2015_mociba2015_bd_spss	data_raw	mociba2015/mociba2015_bd_spss.zip	zip	3058486	3058486	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:11-06:00
mociba_2016_mociba2016_fd	data_raw	mociba2016/mociba2016_fd.xlsx	zip	149330	149330	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:12-06:00
mociba_2016_mociba2016_bd_dbf	data_raw	mociba2016/mociba2016_bd_dbf.zip	zip	1251420	1251420	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:12-06:00
mociba_2016_mociba2016_bd_sav	data_raw	mociba2016/mociba2016_bd_sav.zip	zip	2845571	2845571	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:15-06:00
mociba_2017_mociba2017_fd	data_raw	mociba2017/mociba2017_fd.xlsx	zip	115580	115580	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:15-06:00
mociba_2017_mociba2017_bd_dbf	data_raw	mociba2017/mociba2017_bd_dbf.zip	zip	526927	526927	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:16-06:00
mociba_2017_mociba2017_bd_sav	data_raw	mociba2017/mociba2017_bd_sav.zip	zip	1043304	1043304	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:17-06:00
mociba_2019_mociba2019_fd	data_raw	mociba2019/mociba2019_fd.xlsx	zip	195143	195143	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:18-06:00
mociba_2019_mociba2019_bd_dbf	data_raw	mociba2019/mociba2019_bd_dbf.zip	zip	543734	543734	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:18-06:00
mociba_2019_mociba2019_bd_sav	data_raw	mociba2019/mociba2019_bd_sav.zip	zip	389231	389231	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:19-06:00
mociba_2020_mociba2020_fd	data_raw	mociba2020/mociba2020_fd.xlsx	zip	273223	273223	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:20-06:00
mociba_2020_mociba2020_bd_rdata	data_raw	mociba2020/mociba2020_bd_RData.zip	zip	1292082	1292082	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:21-06:00
mociba_2020_mociba2020_bd_csv	data_raw	mociba2020/mociba2020_bd_csv.zip	zip	1184107	1184107	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:23-06:00
mociba_2020_mociba2020_bd_dbf	data_raw	mociba2020/mociba2020_bd_dbf.zip	zip	1757737	1757737	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:24-06:00
mociba_2020_mociba2020_bd_dta	data_raw	mociba2020/mociba2020_bd_dta.zip	zip	1036646	1036646	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:25-06:00
mociba_2020_mociba2020_bd_sav	data_raw	mociba2020/mociba2020_bd_sav.zip	zip	1903720	1903720	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:26-06:00
mociba_2021_mociba2021_fd	data_raw	mociba2021/mociba2021_fd.xlsx	zip	129886	129886	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:26-06:00
mociba_2021_mociba2021_bd_rdata	data_raw	mociba2021/mociba2021_bd_RData.zip	zip	1195723	1195723	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:28-06:00
mociba_2021_mociba2021_bd_csv	data_raw	mociba2021/mociba2021_bd_csv.zip	zip	1300049	1300049	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:28-06:00
mociba_2021_mociba2021_bd_dbf	data_raw	mociba2021/mociba2021_bd_dbf.zip	zip	1907694	1907694	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:29-06:00
mociba_2021_mociba2021_bd_dta	data_raw	mociba2021/mociba2021_bd_dta.zip	zip	1059137	1059137	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:30-06:00
mociba_2021_mociba2021_bd_sav	data_raw	mociba2021/mociba2021_bd_sav.zip	zip	2130265	2130265	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:31-06:00
mociba_2022_mociba2022_fd	data_raw	mociba2022/mociba2022_fd.xlsx	zip	136935	136935	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:32-06:00
mociba_2022_mociba2022_bd_rdata	data_raw	mociba2022/mociba2022_bd_RData.zip	zip	1227243	1227243	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:32-06:00
mociba_2022_mociba2022_bd_csv	data_raw	mociba2022/mociba2022_bd_csv.zip	zip	1303159	1303159	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:33-06:00
mociba_2022_mociba2022_bd_dbf	data_raw	mociba2022/mociba2022_bd_dbf.zip	zip	1949398	1949398	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:34-06:00
mociba_2022_mociba2022_bd_dta	data_raw	mociba2022/mociba2022_bd_dta.zip	zip	1098647	1098647	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:35-06:00
mociba_2022_mociba2022_bd_sav	data_raw	mociba2022/mociba2022_bd_sav.zip	zip	1838006	1838006	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:36-06:00
mociba_2023_mociba2023_fd	data_raw	mociba2023/mociba2023_fd.xlsx	zip	138846	138846	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:36-06:00
mociba_2023_mociba2023_bd_rdata	data_raw	mociba2023/mociba2023_bd_RData.zip	zip	1236848	1236848	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:39-06:00
mociba_2023_mociba2023_bd_csv	data_raw	mociba2023/mociba2023_bd_csv.zip	zip	1411045	1411045	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:39-06:00
mociba_2023_mociba2023_bd_dbf	data_raw	mociba2023/mociba2023_bd_dbf.zip	zip	2099957	2099957	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:41-06:00
mociba_2023_mociba2023_bd_dta	data_raw	mociba2023/mociba2023_bd_dta.zip	zip	1196041	1196041	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:42-06:00
mociba_2023_mociba2023_bd_sav	data_raw	mociba2023/mociba2023_bd_sav.zip	zip	1936747	1936747	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:43-06:00
mociba_2024_mociba2024_bd_rdata	data_raw	mociba2024/mociba2024_bd_RData.zip	zip	1341731	1341731	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:44-06:00
mociba_2024_mociba2024_bd_dbf	data_raw	mociba2024/mociba2024_bd_dbf.zip	zip	2245140	2245140	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:45-06:00
mociba_2024_mociba2024_bd_dta	data_raw	mociba2024/mociba2024_bd_dta.zip	zip	1271152	1271152	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:48-06:00
mociba_2024_mociba2024_bd_sav	data_raw	mociba2024/mociba2024_bd_sav.zip	zip	2056547	2056547	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:49-06:00
mociba_2025_mociba2025_fd	data_raw	mociba2025/mociba2025_fd.xlsx	zip	143098	143098	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:49-06:00
mociba_2025_mociba2025_bd_rdata	data_raw	mociba2025/mociba2025_bd_RData.zip	zip	1339899	1339899	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:50-06:00
mociba_2025_mociba2025_bd_csv	data_raw	mociba2025/mociba2025_bd_csv.zip	zip	1541603	1541603	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:51-06:00
mociba_2025_mociba2025_bd_dbf	data_raw	mociba2025/mociba2025_bd_dbf.zip	zip	2268896	2268896	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:53-06:00
