id_manifiesto	archivo	raiz	tamano_bytes	usado_para_declara_uso	necesidades_que_lo_citan	tsv_de_apertura_que_lo_toca	estado	universo_declarado	consumo_detectado	consumo_universo_declarado	sha256_observado	representacion_id	estado_e0	grado_inspeccion	objetos_logicos	frontera_inspeccion	reporte_neutral_ref	contrato_sha256	reporte_sha256
engasto_2012_hogar_dta	engasto2013/hogar_dta.zip	data_raw	1837082	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	bb17939d883175c1cb31d82ad951bc13c1b4b3713974142d7a3233169d7440ae	REP-8d75188a17b92d8f22180cb2a36761e13b51ac82c37c342d11d0b867aa8fd071	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-1779c42725cca00fd221b7fd6f87e7ed19d136bb8184e4454bee17c896e9b2f3	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	cda77b7ab68bb542da7ea27cfb4b8890f80cc7c048d40b6dc82718585e7ba07a
engasto_2012_hogar_sav	engasto2013/hogar_sav.zip	data_raw	3861844	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	e2149c27ef13dddefc74e43e9d624fac1ebeecc7d4efc687af065eed0a937ad0	REP-0b2b84de9c7f0c8e0cce8e551a996a235ffd2bf43fc4fe33155b405071702c73	PRESENTE-INTEGRO	E2	229	contenedor y miembros completos; anidados hasta profundidad 4	E2B-d4c3f8886b743d3276890b6c8764cb9fa11c07444eb23826f21469abe69e4a16	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	3fb7f5973575a88926a5cd29b5fe7fbaff4216e12866128a7639637830ccac90
engasto_2012_lugar_compra_dbf	engasto2012/lugar_compra_dbf.zip	data_raw	2011528	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	b0b646ee6585ed4606432df6b0480317b8a4e51adefb596a26d5fb2ef179542b	REP-1f66d3b7ca99d2479ae8ae20cd157d8e2c386035688cd2e4bec3d44d729d9882	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-7ea0a9d87ea8141b96c47598ce184322ac71b792aedbd0a868b751e3b38cbb32	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	ee934c007d024ab2513543227515ae814122d95ce431c74a891e46347b21a6e9
engasto_2012_lugar_compra_dta	engasto2012/lugar_compra_dta.zip	data_raw	2006599	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	33a7cab7835ba38e2f1f3bf6dcd534c85b7517681a7df5c84d0daa5e159127d3	REP-66eb4f3e5b17ea3504a4cf83b5bad0d35759be21604c96f240556c21513f0e62	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-596ee4b97e6bea28c27de0982ba209c769af4b71590c547150cb34840f02e74c	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	af838a29cc91aff8f806b22629883af28792d74c27b83ad90c74ad4214cc4e5f
engasto_2012_lugar_compra_sav	engasto2012/lugar_compra_sav.zip	data_raw	3621305	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	bff8b55b2c59d9f2431030a75797cba8037c64b21a4248555fceb87e86ede70f	REP-d8695f807b69b788cc3519761d524cbb863d66f4d17ce6ee9a955c2755481287	PRESENTE-INTEGRO	E2	90	contenedor y miembros completos; anidados hasta profundidad 4	E2B-748a7a69b61547ec46684818a3fe23577da7e3d2f01d118d5591ed7c8a97347d	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	77e30bb2956f8654358ae162e19f7a5d994265e7fce405b5f11842b2723121b6
engasto_2012_persona_dbf	engasto2013/persona_dbf.zip	data_raw	2201256	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	fc177b94e8d382d4510f61100c7184254201e30a66749c8873283eb3b0aed2db	REP-7fd36f028bc73e9ac8b83564edf8a0cf883081bc52da47432d8aaf05d845993e	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-4d752325f9eae60f9c5824228fd4e9b84050846fc3838deb4b853e49696bdb28	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	5d8080ab72eab6248d734ed612ff54438bd908ba23071d44bde8d01073e9accf
engasto_2012_persona_dta	engasto2013/persona_dta.zip	data_raw	2345020	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	8de915f904fad1d40b73566b3db60506f98a1cc926e58319488a1a34310425d2	REP-bd84d2ae471cebae9812969c61e1b25f89504ac092d84f549464738b8ea3d021	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-a4657834213fec016cfdbdff6107b6774d8c51e8aadb095d6f820b88091bebe3	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	da2a4a5de210df8abaac677647310ade1dbade445907bb5d5d0a51ba71c6b271
engasto_2012_persona_sav	engasto2013/persona_sav.zip	data_raw	6847171	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	8e85eab54028831c00f02d8a7841fa887d60e998b6700983d69a2fd99f29491c	REP-db07f5f870574e685f3efbe17f6ac75cb42d5d8106dfc688f23ba69dde6d4928	PRESENTE-INTEGRO	E2	76	contenedor y miembros completos; anidados hasta profundidad 4	E2B-ba1dc3785ee1ae320a7252fcfcf5e0c23f11cb52744b660f3bbb300a23174acb	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	2242480b77517b561d750f1ee2a6851ca686fa1835880dc66a5853397eaac888
engasto_2012_vivienda_dbf	engasto2012/vivienda_dbf.zip	data_raw	1073475	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	e66f04e7ed66b354aaa64f809f999d665091638fbf6de4fd995b40a5bc367f60	REP-2a57d594c0b2fac10c7f85b4be4bcb4f80a8306d4dfbc5f5186ff3d07c9328b6	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-22ed7ef59a3e83030ac13c0602e535e3c9a8733f698e533efbc87b9b6fa5b56b	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	64a18c24d13a69066eb7e5836aa69bc2b41041f9a120a2e544880190dfefe2dc
engasto_2012_vivienda_dta	engasto2012/vivienda_dta.zip	data_raw	1181477	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	97ebeae2423ffafe1f568ec0a0f6e1e68e853e0cb11bc3cb42fd0e830995fd4a	REP-302b8653d563d27da5f8860f40ed01b3b6f261912e576e94d53aa73321e2d9de	PRESENTE-INTEGRO	E2	71	contenedor y miembros completos; anidados hasta profundidad 4	E2B-3eb7a536238792d63c9c85bdd4a962dd20535b883644683aeabe466146a9eead	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	8df88176840ee7dc12025d0aaac41a5d5f539d4604ad6513b5345a19dda56b26
engasto_2012_vivienda_sav	engasto2012/vivienda_sav.zip	data_raw	2529775	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	4c7509bc4bc273c2851ef2defe726e90b632001aa0c43e5ae51567460ea05b1c	REP-9e8b165df7db01c67997531085e975917761d4497f940851dbd716cf657e0c3e	PRESENTE-INTEGRO	E2	100	contenedor y miembros completos; anidados hasta profundidad 4	E2B-163a28ccc63cfa6419cd39c1c7060b9fa5060a62413a0bec915d9870d50a8cf1	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	25a2df029497486098b12bb7a5ce610dfe8609bb515b44cd774366e10e0e05a1
engasto_2013_viviendas_dbf	engasto2013/viviendas_dbf.zip	data_raw	1082772	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	bd1fa799ef23b02328b9a5ac5beb65a76d9b5ab2207423b4da49bb67a4aeaa93	REP-609d11e419a08383e001fa3ca121d0b10fc9996abd23dc3764c7028948207b8e	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-2e003c324da6802ec354a1a592d7f54638ad28cb71366a4a953dfde1252a9dc2	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	0cef39471d98f8dfba89cbce171910e0f09b113679dd0d1cca252a2e85942837
engasto_2013_viviendas_dta	engasto2013/viviendas_dta.zip	data_raw	1250776	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	3e7d5da238523b0107ad37e965d4cc5908219586e3322ac530be5295a7960978	REP-0e5cead0ae968a60bfa8c6deba6e701252a210f7dbe4104ec9f95b67c7d42821	PRESENTE-INTEGRO	E2	74	contenedor y miembros completos; anidados hasta profundidad 4	E2B-6ff10cf96905c959d5e1437a27ed62f209016c7df83a41b0858305629e12db1a	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	09c741ee9ebd2f4085e194a9eac2df8efd85a4c5c4a53ef8f4ced139cbb6f4a0
engasto_2013_viviendas_sav	engasto2013/viviendas_sav.zip	data_raw	2308548	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	be6d7c6cfc6b35817c8f522be21030b96ed0bd8a28097a1ea1adf3d41fe933ce	REP-a6c5c594b3e5d5a33a69adabfdc932fc41e48bc7863bc07ed2883dd3401d0903	PRESENTE-INTEGRO	E2	103	contenedor y miembros completos; anidados hasta profundidad 4	E2B-cdec23b391e0225039d352c9d2193e8a2e0bd7911401f97e52fe2be6c74c9a15	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	cc5b8e207b2002bd0ec08b33cda9cc7089ad9c5a0f62ad68cdc02b22bf4497ee
enif2018_csv	enif2018_csv.zip	data_raw	4450312	candidata para R1.2 (estabilidad->planeación larga, dato CONSAR/ENIF) -- serie histórica ENIF	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	51f33ec74ccd596dc74b695587310d02e651923467255520aadc4d9fe13461d5	REP-ed102a4d3d171122890cbaad695e50d0750c2a6e850f2fb7b03d6866e7a5446a	PRESENTE-INTEGRO	E2	1919	contenedor y miembros completos; anidados hasta profundidad 4	E2B-ff7116b8e251679a78729320f47f9a112af4339e7139e5807a6239a103542e05	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	de3da92d73dd34b3ed0ad1416cb74fec60278d0f1dd0918234de7e6620ed3492
enif2018_cuestionario_pdf	enif_2018_cuestionario.pdf	data_raw	1688866	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	cda9a0283a39514e404c53aacb1d0200b68b38f29d8e06b4cd2386a4b8b558e9	REP-0c67100a9fa8998c742c53875b0ec45d2cdff0bad993fd1383583da974333158	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-7e513727fb744a62b70c0b237662588ea10e8effcbc15cada3e2eac6b635b606	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	07aa27393c0a5781153bcad7a9a00da385a961f5365883521879660bcbbbf3ce
enif2018_fd_xlsx	enif_2018_fd.xlsx	data_raw	246905	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	dd8d5c92a7a031505d95da3ee6f00b670f90d5fd5cbd94c744393ffe81b4f6d7	REP-e062ab8b50b8de3c99ef6c8857eefc3004a2943e0617d2db8c287097c202c7e8	PRESENTE-INTEGRO	E2	52	todas las hojas/tablas y encabezados; celdas de observación no persistidas	E2B-5dec9616d2934b42d89527becd328b2dc0e98f7e57c3f280290cf4708e5c2a99	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	4e78ea3fee9b1737992960144b1b5ddea57a010ffed9b327a5d25623949d40f9
enif2021_csv	enif2021_csv.zip	data_raw	2511357	candidata para R1.2 -- serie histórica ENIF	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9	REP-fd9ac094289cd2d3f96bb1c5bd05287caa3f6363976a7a0f6bff379aef89219e	PRESENTE-INTEGRO	E2	1982	contenedor y miembros completos; anidados hasta profundidad 4	E2B-01e5937d9e66eb4ce5fb89afba8bb8df611abf9d72833ac40e061e76d394dd92	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	1b363877d542954a6c722cae39126f2bf1b33b989654d551d6a95bc9f7e5b2f1
enif2021_cuestionario_pdf	enif_2021_cuestionario.pdf	data_raw	1214633	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	2fe495a58f2eae73aa3f583d2859de3aa062c4d925453cb6522939c1fea81e16	REP-caf46c736c65763b1fc19270d16d5201b2b1dc665708ebb2f7357e7a3be98fa8	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-809675d0ae553f9967bf990cf4c9d7caf41e30258d41fbdf234ea1ea170a7ccc	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	a4ade3301f4bcc52b5c0a700f5720819e3dd716fe4f535dce86d8625cf41cfdd
enif2021_fd_zip	enif_2021_fd_pdf.zip	data_raw	1229311	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	6f4e3aab705ddb6910607be15aa711eca56ef5060dcc60bc941d201ef3079457	REP-d9cd4710c1292461b69eda1dd5896858ffbdcc408ff6f99131de4f9e53c4d3ff	PRESENTE-INTEGRO	E2	35	contenedor y miembros completos; anidados hasta profundidad 4	E2B-946be95e0fef0ed11653cebf501c453856b35fbea080abbe874c31cb0a2e0d46	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	07cc271025f4d2cba165138e51b13664aef3d8d2a63b6a79459f4f9cadb8892b
enif2024_csv	enif2024_csv.zip	data_raw	3086077	candidata para R1.2 -- serie histórica ENIF	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	via ruta: cita literal en tests/cal_conf_faseb_pos5_6.py (ver forense/notas/2026-08-13-cep-cotejo.md SS2) x campo archivo de data/manifiesto.yaml @ fd788a9, 13/	a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c	REP-5bf81261d6c09fe30216d5dd283cc465f31bbf265fe40082ab3b6414a372e96a	PRESENTE-INTEGRO	E2	2124	contenedor y miembros completos; anidados hasta profundidad 4	E2B-2989bda672459c479ccd73f18505feaca672c4f1f1a3ca18c668029eb36bb23a	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	ac2fd0fbee085697a5c6d09e3572a98fbcd68823c3c209d89d04ef73874b5327
enif2024_cuestionario_pdf	enif_2024_cuestionario.pdf	data_raw	1228366	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b	REP-1859ae400fa82903ba87e72e19a5d95932c4c83857589d4150ab0a05615453cb	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-323d1d7f7521a40ed0b95d7e6db608d98641723979d283a66b8825531a7f3711	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	1b44b6a53c11a9463ad2e2e928f4b56e4835f263dcc039bd0ce69d4b9daee072
enif2024_fd_xlsx	enif_2024_fd.xlsx	data_raw	122271	documentación -- mapeo de reactivos a los seis componentes de confianza_institucional	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	17e2ad86ce9e4fd5783ee54e9b51ee436b934e002d5736b82094070c74a25db2	REP-126c1547f5cf6fe9957d6c8a9f1cc1363c33f1d9bddd07074b96bb20d0bd809b	PRESENTE-INTEGRO	E2	36	todas las hojas/tablas y encabezados; celdas de observación no persistidas	E2B-548ca2d2092983204f4471e3d681e3b39a265893ae7289e154acb517aa26d3de	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	693a5a24a0564175c1b45da2c28040d95781d12e82ad5007875d4b7c34f4209d
enif_2012_bases_enif2012_dbf	bases_enif2012_dbf.zip	data_raw	527249	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	7bafcf6fdd3747bf330099dd752f2010441e0cd18fe942c35b15249d98092e55	REP-c4293f32804dc36754f621d9fbfcacee5aacd645258d74850b7435779ec72e70	PRESENTE-INTEGRO	E2	8	contenedor y miembros completos; anidados hasta profundidad 4	E2B-9fc1b5d86b6a4a211f106f8fa304f9fbf269bd971ec953bdf3ee939df0fe40f4	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	9f92f7410bff6eb8fdf5ab4c6de896ab3c9c86687b96778cd997f2f526afd139
enif_2012_bases_enif2012_sav	bases_enif2012_sav.zip	data_raw	1352284	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	9f1d6eb7301bc74b7e7094d4b4c59e23294c016dca52a734544cf68160a05750	REP-ee680278bba1c157f7bb7441c0592ebf736cea29a71df90e198df5080cd091c3	PRESENTE-INTEGRO	E2	381	contenedor y miembros completos; anidados hasta profundidad 4	E2B-1d39368f18fbee14e39d5caebb62ef23fc4d9a9450b7b150642eb7b13a22270f	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	2783c5ef9c8ac91216e9d99d3957e195dbba93f557be2e184c9e8a70c2673bc8
