puerta	clase_origen	institucion	url	tipo	cobertura_temporal	unidad_observacion	granularidad_geo	hay_microdato	condicion_acceso	necesidad_que_sirve	llave_ADR57c_si_alguna	clasificacion_a4	universo_declarado	fecha_sondeo
VOTAR_ENTRE_BALAS	gap_mapeo_map_b	NO-ENCONTRADO	https://votarentrebalas.datacivica.org/	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27,N8		EXISTE-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDA la base completa (id adq15_votarentrebalas_votar_entre_balas_base): political_violence.csv con 3379 filas y 28 columnas (victima, genero, hasta 4 partidos, coalicion, hasta 3 puestos y sus categorias, nivel y area de gobierno, tipo de evento, agresor, fecha, estado, municipio, claves INEGI de entidad y municipio), mas Diccionario-datos.pdf y Metodologia.pdf. Eso responde literalmente la condicion "reglas y anios exactos" que la cola declaraba faltante para N27: las reglas son Metodologia.pdf y los anios, MEDIDOS sobre el payload, van de 2017 a 2026 (404 filas sin fecha, declarado). El ZIP lo genera el servidor en cada peticion, asi que A.7 aplica y la entrada lleva dos hashes: el crudo y el de contenido (c1d343311977fec4), que COINCIDE entre bajadas.	2026-08-14
RNM_ENSAFI_2023_ficha992	catalogo_metadatos_inegi	INEGI (en colaboracion con CONDUSEF)	https://www.inegi.org.mx/rnm/index.php/catalog/992	ficha_metadatos_ddi	"2023 (levantamiento declarado 25/sep-17/nov/2023 en prosa; tabla ""Periodo de ejecucion"" da 14/ago/2023-12/abr/2024 para su propia fila ""Levantamiento"" -- discrepancia interna, ver nota)"	viviendas, hogares, persona elegida 18+; tablas TVIVIENDA/THOGAR/TSDEM/TMODULO	nacional y por entidad federativa	si, declarado en la ficha; fuente ya en corpus propio (ensafi2023_bd_csv_zip, manifiesto.yaml) pero sin FD descargable propio -- ver nota	publico, confidencialidad LSNIEG arts. 37/45/47/100; requiere citar fuente			EXISTE-NO-SATISFACE	"CORRECCION post-revision (era EXISTE-SATISFACE): la ficha satisface 8 de 10 piezas del universo minimo, pero 2 quedan sin cerrar y una clasificacion de una sola palabra las escondia. FALTA: (1) FD/descriptor propio -- nivel 1 solo parcial, atenuado por el data-dictionary navegable de la ficha pero sin archivo descargable; (2) PDF ""Conociendo la base de datos"" -- NO-ENCONTRADO, universo recorrido: los 3 tabs de la ficha + export JSON (portal del programa NO revisado para esta pieza especifica, pendiente, no un NO-ENCONTRADO adicional). Resto (muestreo, recoleccion, factores de expansion, cuestionario, politica de acceso, indicadores de calidad, 3 documentos de biblioteca) EXISTE-SATISFACE. Ficha de metadatos DDI de ENSAFI 2023; cuestionario (10 secciones) e indicadores de calidad (1, IC90%) verificados byte a byte; 3 documentos de biblioteca correctos via Materiales de Referencia (Informe operativo/Documento conceptual/Diseno muestral); DEFECTO declarado: 2 citas en prosa de la propia ficha (upc 889463903888/889463903871) resultaron ser documentos de ENIF 2021, no de ENSAFI, no corregido en el catalogo; ver forense/notas/2026-08-12-acto-m-adq-ensafi-enfih.md"	2026-08-12
RNM_ENFIH_2019_ficha709	catalogo_metadatos_inegi	Banco de Mexico + INEGI (levantamiento INEGI)	https://www.inegi.org.mx/rnm/index.php/catalog/709	ficha_metadatos_ddi	"2019 (levantamiento declarado 7/oct-29/nov/2019 en prosa y en tabla ""Periodo de referencia""; tabla ""Periodo de ejecucion"" da 7/oct-19/nov/2019 para su propia fila ""Levantamiento"" -- discrepancia interna, ver nota)"	viviendas, hogares; tablas TViviendas/THogares/TSDem/TModulo+11 tablas de activos-pasivos especificos	nacional	si, ya en corpus propio con descriptor completo (enfih2019_bd_csv_zip + enfih2019_fd_xlsx, 16 hojas, manifiesto.yaml)	publico, confidencialidad LSNIEG arts. 37/45/47/100; requiere citar fuente			EXISTE-NO-SATISFACE	"CORRECCION post-revision (era EXISTE-SATISFACE): 8 de 9 piezas del universo minimo EXISTE-SATISFACE, pero 1 queda NO-ENCONTRADO y una clasificacion de una sola palabra la escondia. FALTA: PDF ""Conociendo la base de datos"" -- universo recorrido: los tabs de la ficha, el portal SPA (shell sin contenido) y el export JSON; el espejo de Banxico (banxico.org.mx/enfih/) NO revisado para esta pieza especifica, pendiente, no un NO-ENCONTRADO adicional. Resto (muestreo, recoleccion, factores de expansion, cuestionario, politica de acceso, indicadores de calidad, 3 documentos de biblioteca) EXISTE-SATISFACE. Ficha de metadatos DDI de ENFIH 2019; cuestionario (236 preguntas, 10 secciones+4a) y 3 documentos de biblioteca (Informe operativo/Diseno muestral/Diseno conceptual) NO enlazados directo por el catalogo (Materiales de Referencia rebota a portal SPA) -- las 4 URLs derivadas por analogia con el patron de ENSAFI y verificadas byte a byte, portada correcta en las 4; indicador de calidad especifico con anomalia de archivo EXPLICADA (hoja residual de plantilla ICC ajena, hoja ENFIH con 2 indicadores genuinos confirmados abriendo el libro con xlrd); ver forense/notas/2026-08-12-acto-m-adq-ensafi-enfih.md"	2026-08-12
CSES_Modulo5_2016_2021	organismo_internacional	CSES (Comparative Study of Electoral Systems) Secretariat	https://cses.org/data-download/cses-module-5-2016-2021/	microdato	2016-2021 (Modulo 5; cobertura de Mexico dentro del pooled NO verificada a nivel variable en esta sesion)	individuo (encuestado), archivo pooled cross-nacional	nacional (multi-pais; no verificado subnacional)	si -- csv/spss/stata/sas/r descargados integros	libre, descarga directa sin registro ni sesion	N17,N25,N26,N27		EXISTE-SATISFACE	3 archivos descargados y verificados integros (csv/codebook/cuestionario; sha256 en data/manifiesto.yaml bajo cses5_modulo5_2016_2021_csv/_codebook/_cuestionario); pagina sondeada 200 (via override de sandbox, cses.org fuera del allowlist de red de la caja); sin barrera de registro encontrada, 0 menciones a login/terms en el HTML. (b)-(d) del criterio de cierre A.4/A.5 preparados, no ejecutados por concurrencia con ACTO M-ADQ -- ver forense/notas/2026-08-12-acto-p-lote1-adquisicion.md	2026-08-12
WorldBank_MEX_ECEPIE_2012_2014_catalogo2661	organismo_internacional	Banco Mundial (World Bank Microdata Library / NADA)	https://microdata.worldbank.org/catalog/2661/study-description	microdato + documentacion	2012-2014 (Baseline/Year1/Endline)	nino/cuidador (evaluacion de impacto Programa de Educacion Inicial)	nacional (Mexico)	"si, declarado -- gateado tras login (""Get Microdata""); documentacion (7 archivos) SI descargada, integra, sin login"	7 archivos de documentacion libres (ASQ + instrumentos y reportes de las 3 olas; sha256 en manifiesto bajo wb2661_asq_questionnaires/_baseline_instrumentos/_year1_instrumentos/_endline_instrumentos/_baseline_report/_year1_report/_endline_report); microdato nuclear exige cuenta gratuita NADA -- registro completado 2026-08-12 (jonieqsa@gmail.com), ACTIVACION DE CORREO CONFIRMADA POR EL USUARIO 2026-08-13 (no verificable por este agente via Gmail; hecho reportado por el usuario, no sondeado por comando en esta sesion). Microdato nuclear en si AUN NO descargado -- este acto no descarga nada (fuera de perimetro), queda para un acto que si abra 'Get Microdata' con la cuenta ya activa.	N13		EXISTE-SATISFACE	"Estudio confirmado por titulo de pagina (""Mexico - Early Childhood Education Program Impact Evaluation 2012-2014"", ID MEX_2012-2014_ECEPIE_v01_M_v01_A_PUF). Pestana ""Get Microdata"": ""To access data for this study, user must be logged in..."". Registro ejecutado sin CAPTCHA 2026-08-12, cuenta creada (jonieqsa@gmail.com). ACTUALIZACION 2026-08-13: el usuario confirma haber hecho clic en el correo de activacion -- cuenta activa. No verificable por este agente via Gmail (mismo bloqueo del clasificador de auto-mode que en ACTO P); hecho reportado directamente por el usuario en esta sesion, no sondeado por comando. El microdato nuclear ('Get Microdata') en si sigue sin descargarse -- este acto (R-doble-prima) no descarga nada, fuera de su perimetro; con la cuenta ya activa, un acto posterior puede completar la descarga sin volver a registrar. Credencial de la cuenta reportada al usuario/mesa fuera de este archivo, no transcrita aqui. Detalle en forense/notas/2026-08-12-acto-p-lote1-adquisicion.md y forense/notas/2026-08-13-r2-registro-via-completa.md | ACTUALIZA 2026-08-13 (REG-LOTE3): el microdato PUF nuclear (antes 'AUN NO descargado') está ahora en corpus -- MEX_2012-2014_ECEPIE_v01_M_v01_A_PUF en formatos SAS/SPSS/ASCII/Stata12 + xml descriptor, ids wb2661_* en manifiesto.yaml. No verificado por este acto si se usó la cuenta NADA activada o si la 'Get Microdata' se completó manualmente; el archivo real es la evidencia."	2026-08-13
GPS_Global_Preferences_Survey	organismo_internacional	briq / Universidad de Bonn	https://gps.econ.uni-bonn.de/downloads	microdato + documentacion	2012 (encuestado junto con Gallup World Poll 2012)	individuo (vinculable a Gallup World Poll 2012 por identificador personal, segun el propio formulario)	nacional (multi-pais)	si, declarado -- dataset pais/individuo via formulario de solicitud; do-files (scripts, no dato) SI descargados libres	do-files libres sin registro (sha256 en manifiesto bajo gps_do_files_country_level/_individual_level); dataset real exige formulario nombre+correo+organizacion+aceptar licencia (sin contrasena) -- enviado en esta sesion (HTTP 302 -> ?submitted=1), entrega declarada por el propio formulario como ligada al correo jonieqsa@gmail.com, no confirmable (mismo bloqueo de Gmail)	N2,N4,N5,N6,N17		EXISTE-SATISFACE	"Formulario Laravel con token CSRF, licencia CC BY-NC-SA 4.0 declarada + cita obligatoria (Falk et al. 2018 QJE). Primer envio fallo validacion server-side (campo ""title"" obligatorio omitido); reenviado con title=dr, aceptado (HTTP 302 a ?submitted=1, recarga posterior sin errores). Pagina de confirmacion no expone descarga inline -- entrega por correo, no verificable en esta sesion. Detalle en forense/notas/2026-08-12-acto-p-lote1-adquisicion.md | ACTUALIZA 2026-08-13 (REG-LOTE3): la entrega por correo, declarada pendiente el 2026-08-12, llegó -- GPS_Dataset.zip, GPS_Questionnaires.zip, GPS_dataset_country_level.zip en descargas_mx/Descargas Manuales, registrados como gps_dataset/gps_questionnaires/gps_dataset_country_level en manifiesto.yaml. Mismo patrón que WVS (fila EXISTE-SATISFACE de este mismo TSV): bloqueo era de formulario, no de portal."	2026-08-12
GESIS_ISSP	organismo_internacional	GESIS -- Leibniz Institute for the Social Sciences (ISSP archive host)	https://www.gesis.org/en/issp/data-and-documentation/	microdato + documentacion	2012 (ZA5900 Family and Changing Gender Roles IV) / 2017 (ZA6980 Social Networks and Social Resources) / 2019 (ZA7600 Social Inequality V)	individuo (encuestado)	nacional (Mexico, dentro de muestra cross-nacional pooled)	si -- 3 de 3 modulos descargados integros por el usuario (16 archivos: 4 ZA6980 + 10 ZA5900 + 2 ZA7600; sha256 en manifiesto bajo za6980_*/za5900_*/za7600_*)	libre tras registro gratuito GESIS (usuario ya registrado, descarga manual en navegador autenticado -- mismo criterio A.4 v2.6 que WVS/World Bank: registro gratuito no es NO-ACCESIBLE). Los 3 modulos abiertos en esta sesion via bloqueo de Cloudflare del Commit 2 de ACTO P (11 intentos anonimos, todos 403) -- la sesion autenticada del usuario en navegador resolvio el reto, mismo patron que WVS.	N2,N3,N12,N13,N14,N28,N30		EXISTE-SATISFACE	Mexico VERIFICADO en el dato real (no solo en la ficha) para 2 de 3 modulos: ZA6980 c_alphan=MX N=1002/44492; ZA5900 C_ALPHAN=MX N=1527/61754. ZA7600 EXISTE-NO-SATISFACE especifico -- Mexico AUSENTE de sus 29 paises (c_alphan nunca 'MX', country nunca 484; conteo=0), confirma con el dato real lo que data/cola-adquisicion-2026-08-12.tsv ya declaraba desde un sondeo web del 2026-08-06 para N3. La asignacion de 7 necesidades a 'ISSP' como fuente unica se ACOTA: 6 (N2,N12,N13,N14,N28,N30) corresponden a los modulos 2012/2017 (Mexico presente en ambos); N3 corresponde especificamente al modulo 2019 (Mexico ausente) -- no se cae en bloque, pero tampoco es limpia por modulo unico; reportado a mesa, no editado en la cola (fuera de perimetro). Detalle completo en forense/notas/2026-08-13-r2-registro-via-completa.md	2026-08-13
INEGI_ENCOAP_2023	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/programas/encoap/2023/default.html	microdato	2023	hogar/persona (Encuesta Nacional de Confianza en la Administracion Publica)	nacional (Estados Unidos Mexicanos)	si -- base de datos real confirmada (5 formatos: csv/dbf/dta/RData/sav, ~410-587 KB c/u) + descriptor de archivos (FD)	libre, descarga directa sin registro ni sesion	N2,N30		EXISTE-SATISFACE	Portada sondeada 200 (curl, 3912 bytes, SPA de componentes INEGI). Su JSON-LD trae un contentUrl senuelo (.../app/administracion/sasi/prueba.pdf) -- MISMO patron de soft-404/placeholder ya documentado en este repo para ENVIPE 2024 (2026-07-31-perimetro-descarga.md) -- no se confio en el. Se aplico en su lugar el mecanismo B ya probado en 5+ programas INEGI (2026-08-04-barrido-alcanzabilidad-27fuentes.md): (1) idBiinegi=3369 leido de <menu-gen idm> en la portada; (2) pestanadata.js confirma pestana Microdatos (data-tipoinformacion=4); (3) GET a /app/api/descarga/componente/descargamasiva/lista/archivoscompaginacion?idBiinegi=3369&tipodocto=4... devuelve JSON con pathLogico=/programas/encoap/2023/microdatos/bd_encoap2023 + 5 extensiones, sin adivinar nada; (4) URL final verificada con GET -r 0-0 (no HEAD): 206 Partial Content, Content-Type application/x-zip-compressed, Content-Range 0-0/420306 -- archivo real (firma distinta del soft-404 fijo de 2263 bytes ya documentado). El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
GDELT_RawDataFiles	repositorio_academico	The GDELT Project	https://www.gdeltproject.org/data.html	microdato (base de eventos globales, CSV)	215+ anios segun portada, actualizado diariamente	evento noticioso geolocalizado, escala planetaria	global, sin recorte por pais en el mecanismo de descarga documentado en la portada	"si -- portada declara ""100% free and open"", Raw Data Files en CSV (>2.5TB/anio), sin registro"	libre, descarga directa sin registro ni sesion	N17,N27		EXISTE-NO-SATISFACE	"Portada sondeada 200 (curl, 55068 bytes). Buscado ""mexico""/""méxico"" en el HTML crudo: 0 coincidencias -- la portada no declara microdato de Mexico, describe una base global de eventos (todos los paises, 215+ anios) sin filtro de pais en el mecanismo de descarga documentado (""Raw Data Files""). Consistente con lo que la propia cola-adquisicion ya declaraba ANTES de este sondeo (destraba_condicional_faltante de N17/N27: ""debe construirse universo Mexico, deduplicar noticias, clasificar agravio/respuesta y unir entorno rural/urbano""). No es NO-ACCESIBLE (cero barrera de acceso, 100% libre) ni NO-ENCONTRADO (el recurso si existe y responde) -- lo que falta es el recorte/declaracion de Mexico en la portada, no el acceso al dato."	2026-08-12
OSF_InteractingAsEquals_PartisanPolarizacion_Mexico	repositorio_academico	Autores del articulo (Nature Human Behaviour), datos alojados en Open Science Framework (OSF)	https://www.nature.com/articles/s41562-024-02043-y	microdato + codigo de replicacion	no verificada a nivel variable (no se abrio Master_Data.dta, fuera de perimetro de este acto)	municipio (Dip_Municipality_2021.dta, indicadores de pobreza 2020) + individuo (chats experimentales; texto crudo NO disponible por proteccion de sujetos humanos, declarado por el propio articulo)	municipal (Mexico)	si -- 10 archivos reales confirmados en carpeta Data/ via API publica de OSF: Master_Data.dta (1290938 B), Dip_Municipality_2021.dta, Concentrado_indicadores_de_pobreza_2020_modificado.dta, 2018_SEE_PRE_NAL_MUN.xlsx, SI_F9_results*.dta, binscatter_morena_pobreza.csv	"libre, sin registro -- API publica de OSF confirma nodo f7bzy con ""public"": true y current_user_permissions=[read] sin autenticacion"	N3,N17		EXISTE-SATISFACE	"Articulo sondeado 200 -L (351081 bytes tras redirect de cookies de nature.com), titulo confirma Mexico (""Interacting as equals reduces partisan polarization in Mexico""). Seccion ""Data availability"" declara verbatim: ""The original data collected for this study...are available at https://osf.io/f7bzy/... Owing to human subjects protections, the raw text from the chats is not available, but all text-based measures needed to replicate analyses are included in the public dataset."" OSF es SPA (React), HTML crudo sin contenido (title generico ""OSF"") -- sondeado via su API REST publica y documentada (api.osf.io/v2/nodes/f7bzy/, api.osf.io/v2/.../files/osfstorage/): nodo confirmado publico, titulo ""Interacting as Equals"", listado de archivos/carpetas sin autenticacion. Listado de metadatos unicamente (nombre+tamano), ningun archivo abierto a nivel de contenido -- respeta el perimetro de este acto."	2026-08-12
MassMobilization_Dataverse_MMdata	repositorio_academico	Mass Mobilization Project (datos alojados en Harvard Dataverse)	https://massmobilization.github.io/	microdato (protestas, evento/pais-anio)	portada declara datos actualizados a 2018-03-31	evento de protesta, multi-pais	global (multi-pais); recorte de Mexico NO verificable -- el host real del dato esta bloqueado (ver condicion_acceso)	declarado por la portada (enlaza a Harvard Dataverse); NO verificado byte a byte por este agente	NO OBTENIDO POR ESTE AGENTE EN 4 INTENTOS. La portada (massmobilization.github.io) responde 200, 100% libre, sin registro. El repositorio real (dataverse.harvard.edu/dataverse/MMdata) da HTTP 202 con cabecera x-amzn-waf-action: challenge en las 4 rutas probadas: (1) pagina de la coleccion directa; (2) API REST /api/dataverses/MMdata/contents; (3) dominio raiz dataverse.harvard.edu/; (4) reintento de (1) con cabeceras de navegador real (Chrome/Windows UA) -- 202 identico, sin cambio. Es un reto anti-bot (AWS WAF Captcha/Challenge) a nivel de dominio, mismo patron funcional que el Cloudflare de GESIS/ISSP documentado en P.Lote-1 SS5.1, proveedor distinto (AWS en vez de Cloudflare). No es NO-ACCESIBLE (no se confirmo pago/afiliacion -- ni siquiera se pudo ver contenido) ni NO-ENCONTRADO (la portada declara el dataset con nombre y ubicacion exactos).	N17,N27		NO OBTENIDO POR ESTE AGENTE EN 4 INTENTOS	"Receta manual (<1 min): (1) abrir https://dataverse.harvard.edu/dataverse/MMdata en un navegador real -- el reto AWS WAF se resuelve solo (JS), como el de Cloudflare en ISSP/WVS; (2) localizar el dataset ""Mass Mobilization Data"" (CSV/tab) y descargar; (3) verificar cobertura de Mexico a nivel de fila/pais (no declarada en ningun momento por este agente, ni en la portada ni en Dataverse -- pendiente de confirmar, igual que GDELT/UCDP)."	2026-08-12
UCDP_Downloads_GED	repositorio_academico	Uppsala Conflict Data Program (Uppsala University)	https://ucdp.uu.se/downloads/	microdato (multiples datasets de conflicto armado/violencia organizada; evento, diada o pais-anio segun dataset)	1946-2025 / 1989-2025 segun dataset, declarado en portada	evento georreferenciado / diada / pais-anio, multi-pais, segun dataset	global, sin recorte por pais en el mecanismo de descarga documentado en la portada	si -- decenas de archivos reales listados (CSV/XLSX/RDS/DTA); verificado GED Global v26.1 (ged261-csv.zip, 206 Partial Content, Content-Range 0-0/39122522)	libre, descarga directa sin registro ni sesion; portada declara CC BY 4.0 para todos los datasets	N17,N27		EXISTE-NO-SATISFACE	"Portada sondeada 200 (curl, 138078 bytes). Buscado ""mexico""/""méxico"" en el HTML crudo: 0 coincidencias -- la portada no declara microdato de Mexico, describe multiples bases globales de conflicto/violencia (todos los paises). Acceso verificado como el mas libre de las 15 fuentes de este lote (sin registro, CC BY 4.0 explicito, archivo real confirmado por GET -r 0-0). Mismo razonamiento que GDELT: no es NO-ACCESIBLE (cero barrera) ni NO-ENCONTRADO (el recurso existe y responde) -- falta el recorte/declaracion de Mexico en la portada; verificar presencia de Mexico en las filas del GED es trabajo de un acto de descarga posterior, no de este sondeo."	2026-08-12
RNM_CNGMD_2023_catalogo977	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/rnm/index.php/catalog/977	microdato + metadato (DDI/XML)	2023 (ejercicio de referencia 2022 segun anioInformacion del API de descarga)	municipio/alcaldia (gobierno municipal y demarcacion territorial)	nacional (Estados Unidos Mexicanos)	si -- 87 archivos reales confirmados via API archivoscompaginacion (tipoinformacion=12, Datos Abiertos) de la pagina programas/cngmd/2023/ enlazada por la misma ficha; verificado 1 con GET -r 0-0 (206 Partial Content, Content-Range 0-0/2835380)	"libre -- la propia ficha RNM, campo ""Condicion de acceso"", declara textualmente: ""Uso publico...el INEGI...pone a disposicion de todos los usuarios los microdatos de los censos nacionales de gobierno, a traves de un sitio de descarga directa"""	N28		EXISTE-SATISFACE	"Ficha RNM sondeada 200 (curl, 190760 bytes), titulo ""Mexico - Censo Nacional de Gobiernos Municipales y Demarcaciones Territoriales de la Ciudad de Mexico 2023"". Solo trae 3 pestanas (Informacion del proyecto / Diccionario de Datos / Materiales de Referencia), SIN pestana ""Get Microdata"" tipo NADA -- en su lugar declara ""sitio de descarga directa"" en el campo de politica de acceso. Se verifico ese sitio real (programas/cngmd/2023/, idBiinegi=3298, confirmado por <menu-gen idm> y por titulo identico) con el mismo mecanismo B ya documentado (pestanadata.js -> pestana ""Datos abiertos"" es tipoinformacion=12, no 4; tipodocto=4 dio vacio, tipodocto=12 dio 87 archivos reales con pathLogico/extension declarados por el API, sin adivinar). El primer resultado que produjo este procedimiento es el que se reporta. | Corroborado 2026-08-13 (REG-LOTE3) por mecanismo independiente: la herramienta oficial 'Descarga Masiva' de INEGI (.exe + manifiesto XML, no el payload) descargada por el usuario declara 159.08 MB y enumera URLs reales bajo datosabiertos/cngmd/2023/... -- mismo programa, vía de descubrimiento distinta a la API archivoscompaginacion que esta fila ya usó. Registrada como descargamasiva_1382026_134046 en manifiesto.yaml. No cambia el veredicto, ya era EXISTE-SATISFACE."	2026-08-12
WorldBank_MEX_EnterpriseSurvey_2023_catalogo6453	organismo_internacional	Banco Mundial (World Bank Enterprise Surveys, Finance Competitiveness and Innovation Global Practice)	https://microdata.worldbank.org/catalog/6453	microdato + documentacion	2023	empresa/establecimiento formal del sector privado (al menos 1% de propiedad privada)	nacional (Mexico)	si, declarado -- gateado tras registro en un segundo dominio (enterprisesurveys.org), NO el NADA de microdata.worldbank.org	"libre tras registro gratuito, mecanismo DISTINTO al de los otros 2 catalogos WB de este lote: la pestana ""Get Microdata"" de ESTE catalogo no pide login NADA -- declara ""Data available from external repository"" -> https://www.enterprisesurveys.org/en/data -> boton ""Access microdata"" -> https://login.enterprisesurveys.org/en/signin -> formulario de registro (nombre/correo/password/""primary institution affiliation"" como campo de texto libre, no gate de afiliacion real/pais/resumen de 1 parrafo del proyecto de investigacion/aceptar ""Data Access Protocol""), sin campo de pago en ningun paso"	N22,N23,N32		EXISTE-SATISFACE	"Catalogo sondeado 200 (curl, 61748 bytes), titulo ""Mexico - World Bank Enterprise Survey 2023"". Pestana get-microdata (200, 29357 bytes) NO trae el patron ""Login to access data"" de NADA (distinto de catalogo 2661 documentado en P.Lote-1) -- trae ""Data available from external repository...https://www.enterprisesurveys.org/en/data"". Seguido ese enlace (200, 128370 bytes): ""For access to the microdata, visit the Data Portal by selecting Access microdata"" -> href real https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/signin.html (200, redirige a /en/signin). Pagina de registro (/en/registration, 200) pide: First Name/Last Name/Email/Password/Primary institution affiliation/Confirm Password/Country of Residence/""a one-paragraph summary of your research project""/aceptar Data Access Protocol + Privacy Notice -- sin cargo, sin exigir afiliacion institucional verificable (campo de texto libre). No se ejecuto el registro (este acto no descarga)."	2026-08-12
WorldBank_MEX_LargeScaleFinancialEducation_2011_catalogo2049	organismo_internacional	Banco Mundial (World Bank Group) -- David McKenzie, Miriam Bruhn, Gabriel Lara Ibarra	https://microdata.worldbank.org/catalog/2049	microdato + documentacion	2011-2012	individuo (evaluacion de impacto de un programa de educacion financiera a gran escala)	nacional (Mexico)	si, declarado -- gateado tras login NADA	"libre tras registro gratuito -- MISMO patron NADA que catalogo 2661 (P.Lote-1 SS5.3): ""Login to access data. To access data for this study, user must be logged in. Click on the links below to login or register for a free account."" La cuenta de este proyecto (jonieqsa@gmail.com, creada en ACTO P.Lote-1, activada 2026-08-13 segun forense/notas/2026-08-12-acto-p-lote1-adquisicion.md y la fila WorldBank_MEX_ECEPIE_2012_2014_catalogo2661 de este mismo puntero) sirve para este catalogo tambien -- NO hace falta un registro nuevo"	N5		EXISTE-SATISFACE	"Catalogo sondeado 200 (curl, 63863 bytes), titulo ""Mexico - Large-Scale Financial Education Program Impact Evaluation 2011-2012"". Pestana get-microdata (200) confirma el mismo texto ""Login to access data..."" ya documentado para catalogo 2661 -- no se repite la exploracion completa, se cita por evidencia identica de dominio y mecanismo NADA. El primer resultado que produjo este procedimiento es el que se reporta."	2026-08-12
WorldBank_MEX_ParentalEmpowerment_2010_catalogo1039	organismo_internacional	Banco Mundial (World Bank Group) -- Harry Anthony Patrinos, Consejo Nacional de Fomento Educativo (CONAFE)	https://microdata.worldbank.org/catalog/1039/study-description	microdato + documentacion	2010 (Endline Survey)	individuo/escuela (Programa de Participacion Social, AGE/APF, CONAFE)	nacional (Mexico)	si, declarado -- gateado tras login NADA	"libre tras registro gratuito -- MISMO patron NADA que catalogo 2661/2049: ""Login to access data...""; misma cuenta ya activa de este proyecto sirve tambien aqui"	N28		EXISTE-SATISFACE	"Catalogo sondeado 200 (curl, 59394 bytes), titulo ""Mexico - Impact Evaluation of Parental Empowerment Program 2010, Endline Survey"". Pestana get-microdata (200) confirma el mismo texto ""Login to access data..."" ya documentado para catalogo 2661 -- no se repite la exploracion completa, se cita por evidencia identica de dominio y mecanismo NADA. El primer resultado que produjo este procedimiento es el que se reporta."	2026-08-12
openICPSR_Microcredit_MexicoPlacement_proj116334	repositorio_academico	openICPSR (Inter-university Consortium for Political and Social Research, University of Michigan)	https://www.openicpsr.org/openicpsr/project/116334/version/V1/view	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente (bloqueo Cloudflare); ver nota	no verificada por este agente	no verificada por este agente	si -- payload real adquirido e íntegro en el corpus compartido (116334-V1.zip, listado interno confirma 'Compartamos_AEJ', datos .dta + scripts .do)	descarga humana vía navegador resolvió el reto Cloudflare que bloqueó al agente (mismo patrón que WVS/ISSP/GPS); licencia BSD modificada + CC BY 4.0 (LICENSE.txt, copyright AEA 2015) descargada junto al payload	N3		EXISTE-SATISFACE	Receta manual (<1 min): abrir https://www.openicpsr.org/openicpsr/project/116334/version/V1/view en un navegador real -- el reto Cloudflare se resuelve solo (JS), como en ISSP/WVS; verificar en la pagina si pide cuenta openICPSR gratuita o si la descarga es directa (distincion no confirmable por este agente). | ACTUALIZA 2026-08-13 (REG-LOTE3): ver también filas MICROCREDIT_IMPACTS_COMPARTAMOS_RCT y MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP, mismo hallazgo.	2026-08-12
JPAL_CorruptionInformation_MexicoVoters_2009	repositorio_academico	J-PAL (Abdul Latif Jameel Poverty Action Lab); datos alojados por la investigadora (Ana De la O, Yale University)	https://www.povertyactionlab.org/evaluation/information-dissemination-campaign-and-voters-behavior-2009-municipal-elections-mexico	microdato (replication data de un experimento de campo, AEA RCT AEARCTR-0001973)	2009 (elecciones municipales)	individuo/votante	municipal (Mexico)	"si -- enlace directo ""Download data (545 KB)"" en la propia pagina, verificado real (206 Partial Content, Content-Range 0-0/184801, application/zip)"	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	"Pagina sondeada 200 (curl, 104790 bytes), titulo ""Information Dissemination Campaign and Voters' Behavior in the 2009 Municipal Elections in Mexico"" (20 menciones de Mexico/mexico en el HTML). Enlace ""Download data (545 KB)"" apunta a http://campuspress.yale.edu/anadelao/files/2010/11/Replication-files-24ft7wz.zip -- verificado con GET -r 0-0 siguiendo redirects (301 http->https, 302 a bpb-us-w2.wpmucdn.com, CDN BunnyCDN): 206 Partial Content, Content-Range 0-0/184801, sin ningun paso de registro. El primer resultado que produjo este procedimiento es el que se reporta."	2026-08-12
