id_manifiesto	archivo	raiz	tamano_bytes	usado_para_declara_uso	necesidades_que_lo_citan	tsv_de_apertura_que_lo_toca	estado	universo_declarado
enigh2012_nc_csv	enigh2012_nc_csv.zip	data_raw	25396190	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enigh2014_nc_csv	enigh2014_nc_csv.zip	data_raw	39555490	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enigh2016_nc_csv	enigh2016_nc_csv.zip	data_raw	40991826	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enigh2018_nc_csv	enigh2018_nc_csv.zip	data_raw	43339807	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enigh2020_nc_csv	enigh2020_nc_csv.zip	data_raw	93711908	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enigh2022_nc_csv	enigh2022_nc_csv.zip	data_raw	90030937	candidata para R5.1 (volatilidad + ausencia de Estado -> familia como seguro; si ENIGH no permite identificar beneficiarios) -- serie histórica ENIGH nueva construcción			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_guia	ennvih/guiausuariov1.pdf	data_raw	483275	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_hogar_cb	ennvih/ehh02cb_all.zip	data_raw	2195863	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_hogar_dta	ennvih/ehh02dta_all.zip	data_raw	17534918	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_hogar_q	ennvih/ehh02q_all.zip	data_raw	3750632	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_local_cb	ennvih/eloc02cb_all.zip	data_raw	901067	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_local_dta	ennvih/eloc02dta_all.zip	data_raw	1591239	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_local_q	ennvih/eloc02q_all.zip	data_raw	5995112	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih1_2002_ponderador	ennvih/ehh02w_all.zip	data_raw	755310	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_guia	ennvih/guiausuariov2.pdf	data_raw	307528	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_hogar_cb	ennvih/ehh05cb_all.zip	data_raw	1184711	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_hogar_dta	ennvih/ehh05dta_all.zip	data_raw	20198874	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_hogar_q	ennvih/ehh05q_all.zip	data_raw	2913036	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_local_cb	ennvih/eloc05cb_all.zip	data_raw	166796	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_local_dta	ennvih/eloc05dta_all.zip	data_raw	417340	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_local_q	ennvih/eloc05q_all.zip	data_raw	642097	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_ponderador_longitudinal	ennvih/ehh05lw_all.zip	data_raw	698559	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih2_2005_ponderador_transversal	ennvih/ehh05w_all.zip	data_raw	759009	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_factores_exp	ennvih/calculo-de-factores-de-expansion.pdf	data_raw	337947	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_guia	ennvih/guia_de_usuario_ennvih-3.pdf	data_raw	774086	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_hogar_cb	ennvih/ehh09cb_all.zip	data_raw	10077598	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_hogar_dta	ennvih/ehh09dta_all.zip	data_raw	26376091	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_hogar_q	ennvih/ehh09q_all.zip	data_raw	6156032	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_local_cb	ennvih/eloc09cb_all.zip	data_raw	1796199	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_local_dta	ennvih/eloc09dta_all.zip	data_raw	423878	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_local_q	ennvih/eloc09q_all.zip	data_raw	2618552	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_ponderador_longitudinal	ennvih/ehh09lw_all.zip	data_raw	655349	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
ennvih3_2009_ponderador_transversal	ennvih/ehh09w_all.zip	data_raw	876722	CAL-G3 (forense/hitoD-preregistro-v2_0.md, Nota 7 + Adenda 1) — estimación propia de la elasticidad formalidad→composición del ahorro del hogar en el panel ENNViH/MxFLS, ventana 2002-2012			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2019_1t_csv	conjunto_de_datos_enoe_2019_1t_csv.zip	data_raw	44252554	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2019_2t_csv	conjunto_de_datos_enoe_2019_2t_csv.zip	data_raw	44295173	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2019_3t_csv	conjunto_de_datos_enoe_2019_3t_csv.zip	data_raw	44134773	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2019_4t_csv	conjunto_de_datos_enoe_2019_4t_csv.zip	data_raw	39117268	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2020_1t_csv	conjunto_de_datos_enoe_2020_1t_csv.zip	data_raw	43904494	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2023_1t_csv	conjunto_de_datos_enoe_2023_1t_csv.zip	data_raw	41532376	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2023_2t_csv	conjunto_de_datos_enoe_2023_2t_csv.zip	data_raw	42728491	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2023_3t_csv	conjunto_de_datos_enoe_2023_3t_csv.zip	data_raw	44005595	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2023_4t_csv	conjunto_de_datos_enoe_2023_4t_csv.zip	data_raw	43788274	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2024_1t_csv	conjunto_de_datos_enoe_2024_1t_csv.zip	data_raw	55944351	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2024_2t_csv	conjunto_de_datos_enoe_2024_2t_csv.zip	data_raw	41777459	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2024_3t_csv	conjunto_de_datos_enoe_2024_3t_csv.zip	data_raw	53958272	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2024_4t_csv	conjunto_de_datos_enoe_2024_4t_csv.zip	data_raw	54101479	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2025_1t_csv	conjunto_de_datos_enoe_2025_1t_csv.zip	data_raw	61038674	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2025_2t_csv	conjunto_de_datos_enoe_2025_2t_csv.zip	data_raw	53803168	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2025_3t_csv	conjunto_de_datos_enoe_2025_3t_csv.zip	data_raw	46026887	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2025_4t_csv	conjunto_de_datos_enoe_2025_4t_csv.zip	data_raw	54060030	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_2026_1t_csv	conjunto_de_datos_enoe_2026_1t_csv.zip	data_raw	42978855	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_con_basedatos_proy2010_pdf	con_basedatos_proy2010.pdf	data_raw	2517892	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_ampliado_v5_pdf	c_amp_v5.pdf	data_raw	1074087	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_ampliado_v6a_pdf	c_amp_v6a.pdf	data_raw	610436	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_basico_v5_pdf	c_bas_v5.pdf	data_raw	1057071	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_basico_v7_pdf	c_bas_v7.pdf	data_raw	591203	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_sociodemografico_v4_pdf	c_sdem_v4.pdf	data_raw	916902	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoe_cuestionario_sociodemografico_v5a_pdf	c_sdem_v5a.pdf	data_raw	698586	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2020_3t_csv	conjunto_de_datos_enoen_2020_3t_csv.zip	data_raw	34070549	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2020_4t_csv	conjunto_de_datos_enoen_2020_4t_csv.zip	data_raw	42038767	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2021_1t_csv	conjunto_de_datos_enoen_2021_1t_csv.zip	data_raw	45815136	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2021_2t_csv	conjunto_de_datos_enoen_2021_2t_csv.zip	data_raw	33876717	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2021_3t_csv	conjunto_de_datos_enoen_2021_3t_csv.zip	data_raw	51070919	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2021_4t_csv	conjunto_de_datos_enoen_2021_4t_csv.zip	data_raw	43112416	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
enoen_2022_1t_csv	conjunto_de_datos_enoen_2022_1t_csv.zip	data_raw	44630600	CAL-G3 / horizonte_temporal -- pendiente de pre-registro			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
