puerta	url	http_sin_override	http_con_override	cabecera_diagnostica	quien_puede	receta_manual	fuentes_que_sirve	fecha_sondeo	universo_declarado	estado_triaje
GLOBAL_PREFERENCES_SURVEY	https://gps.econ.uni-bonn.de/downloads	200	no_probado (ya alcanzable sin override)	portada real (titulo: Global Preferences Survey - Downloads). mapa-ext-academico-2026-08-06.tsv:12 clasifica NO-ACCESIBLE/DUPLICADA ("REQUIERE-DECISION-DE-MESA") -- portal de descargas alcanzable hoy, contradice parcialmente esa clasificacion previa de 8 dias atras (declarado, no reclasificado -- fuera de perimetro de este acto)	AGENTE	re-verificar si el acceso real a los archivos de descarga (no solo la pagina) requiere registro; clasificacion previa de NO-ACCESIBLE puede estar desactualizada	N15	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
HOMESCAN_CONSUMER_PANEL_SERVICES	https://nielseniq.com/global/es/products/homescan/	200	no_probado (ya alcanzable sin override)	server: nginx, portada real (titulo: Homescan - NIQ). Panel mismo "requiere licencia" per mapa-ext-civil-2026-08-06.tsv:9, NO-ACCESIBLE ya declarado -- portal (alcanzable) distinto del dato propietario (NO-ACCESIBLE)	AGENTE (portal; dato propietario NO-ACCESIBLE per fuente previa)		N21	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	https://microdata.worldbank.org/catalog/6667	200	no_probado (ya alcanzable sin override)	portada real, titulo coincide exacto (Mexico - Impact Evaluation of The Mobile Pedagogical Tutors Program 2016). URL ya conocida en forense/notas/2026-08-13-triage-63.md:129	USUARIO_REGISTRO	catalogo publico alcanzable; patron de World Bank microdata (misma familia que fila MEXICO_ENTERPRISE_SURVEYS) sugiere descarga tras registro gratuito, no verificado a nivel de archivo en este sondeo	N15	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N28	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
IMSS	https://datos.imss.gob.mx	503 (Incapsula WAF)	503 (Incapsula WAF, identico con override -- no es artefacto de sandbox)	Cabeceras Incapsula reales (X-Iinfo, Set-Cookie visid_incap_/incap_ses_) -- bloqueo activo de bot-management (Imperva Incapsula), no caida de servicio generica. Verificado primero per la propia nota de triage-63.md:139 ("verificar datos.imss.gob.mx antes de un curl nuevo")	NADIE	reintentar desde navegador real (Incapsula tipicamente exige JS/cookie de navegador); no confundir con IMSS_Datos_Abiertos_Asegurados (bucket A de TRIAGE-63, fila distinta sin evidencia de fusion)	N18	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N17,N3	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
ISSP		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N12,N13,N14,N2,N28,N3,N30	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
LAPOP		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N30	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	ADQUIRIDO-PARCIAL
LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N5	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
LATINOBARÓMETRO		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N15,N30	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	ADQUIRIDO
MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	https://massmobilization.github.io/	200	no_probado (ya alcanzable sin override)	server: GitHub.com, portada real (titulo: The Mass Mobilization Project). Misma URL que la fila MASS_MOBILIZATION_PROTEST_DATA_MEXICO -- posible mismo objeto bajo dos nombres, declarado no fusionado (fuera de perimetro, no toca estado_triaje)	AGENTE		N17,N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
MASS_MOBILIZATION_PROTEST_DATA		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N17,N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
MASS_MOBILIZATION_PROTEST_DATA_MEXICO	https://massmobilization.github.io/	200	no_probado (ya alcanzable sin override)	server: GitHub.com, portada real; misma URL que la fila MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO -- posible mismo objeto bajo dos nombres, declarado no fusionado (fuera de perimetro, no toca estado_triaje)	AGENTE		N17,N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	https://microdata.worldbank.org/catalog/870/data-dictionary/F2	200	no_probado (ya alcanzable sin override)	server: cloudflare, portada real (titulo: Mexico - Enterprise Survey 2010). Coincide con mapa-ext-academico-2026-08-06.tsv:2 (WBES_MEXICO_PANEL_2006_2010)	USUARIO_REGISTRO	catalogo publico alcanzable; descarga de microdato exige registro gratuito per mapa-ext-academico-2026-08-06.tsv:2 ("microdato tras registro gratuito segun evidencia local")	N22,N23,N32	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	https://www.openicpsr.org/openicpsr/project/116334/version/V1/ (URL de la fila hermana MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP, cola-adquisicion-2026-08-12.tsv:26 -- probado como candidato mas plausible, identidad NO fusionada)	403	403 (identico con override y con User-Agent de navegador -- bloqueo de acceso real, no de bot)	openICPSR exige registro/sesion para acceso a proyecto -- 403 persiste con UA de navegador, consistente con "SI" (requiere algo) que cola-adquisicion-2026-08-12.tsv:25 ya declaraba para esta fila. No se fusiona con la fila hermana sin evidencia de URL propia -- misma reserva que forense/notas/2026-08-13-triage-63.md:118 ya declaro	USUARIO_REGISTRO		N3	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N3	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
OECD		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N30	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
PANEL_DE_COMPRA_DE_HOGARES	https://www.kantar.com/latin-america/latinoamerica/Mexico?par=global%2FCoverage%2Fworldpanel%2FMexico	200	no_probado (ya alcanzable sin override)	sin cabecera Server expuesta, portada real (titulo: Mexico). Panel mismo "requiere licencia" per mapa-ext-civil-2026-08-06.tsv:8, NO-ACCESIBLE ya declarado -- portal (alcanzable) distinto del dato propietario (NO-ACCESIBLE)	AGENTE (portal; dato propietario NO-ACCESIBLE per fuente previa)		N21	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N21	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
PUB		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N26,N28	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	ADQUIRIDO
REGISTRO_DE_TANDAS_Y_REPUTACION	(ninguna URL propia verificable -- ver cabecera_diagnostica)	N/A (sin URL propia)	N/A	sin URL para sondear -- "Tanda Ahorro MX" (mapa-fuentes-externas-consolidado-2026-08-06.tsv:29, acceso "requiere convenio"/NO-ACCESIBLE ya declarado por esa via) no resuelve a una plataforma verificable por buscador (2 WebSearch: nombre exacto, variante "tandaahorro"); candidatos genericos de tandas digitales existen (TandaPlus, MINES, app TANDA en Google Play) pero ninguno se llama "Tanda Ahorro MX" -- no se fuerza identidad sin evidencia	NO_PROBADO	si mesa tiene el nombre/URL real de "Tanda Ahorro MX", re-sondear; si no, la clasificacion NO-ACCESIBLE ya existente (mapa-fuentes-externas-consolidado:29) es la mejor evidencia disponible	N29	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	https://www.tandamas.mx/	200	no_probado (ya alcanzable sin override)	server: Vercel, portada real (titulo: Tanda+ (Tanda Mas)). Es el portal publico de "Tanda+" (mapa-fuentes-externas-consolidado-2026-08-06.tsv:28) -- esa misma fila ya clasifico el REGISTRO OPERATIVO/datos como "requiere convenio"/NO-ACCESIBLE; portal publico (alcanzable) distinto del registro operativo/datos (NO-ACCESIBLE), no contradicho	AGENTE (portal publico; registro operativo/datos NO-ACCESIBLE per fuente previa, no verificado de nuevo aqui)		N29	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
RELLABORALES		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	NO-RESOLUBLE-POR-NOMBRE
RELLABORALESPRUEBA		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	NO-RESOLUBLE-POR-NOMBRE
REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	https://www.ift.org.mx/usuarios-y-audiencias/reporte-sobre-el-uso-y-la-confianza-de-los-servicios-financieros-digitales-sfd	200	no_probado (ya alcanzable sin override)	sin cabecera Server expuesta, portada real, titulo exacto coincide con el nombre de la fuente. Coincide con mapa-ext-oficial-2026-08-06.tsv:EXT-OF-07	AGENTE		N24	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
SE		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N21,N22,N32	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	NO-RESOLUBLE-POR-NOMBRE
SERIES_SPEI_CODI_BANXICO	https://www.banxico.org.mx/servicios/sistema-pagos-electronicos-in001.html	200	no_probado (ya alcanzable sin override)	sin cabecera Server expuesta, portada real (pagina informativa de SPEI). Las series/microdatos numericos viven en el Sistema de Informacion Economica (SIE), endpoint distinto no confirmado en este sondeo	AGENTE	confirmar el endpoint SIE especifico si el objeto es la serie numerica, no la pagina informativa	N17,N24	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
SICS	https://sics.funcionpublica.gob.mx (host secundario: https://consultasics.buengobierno.gob.mx)	000 (curl 28: Connection timed out)	000 (curl 28: Resolving timed out -- con override; host secundario da curl 35: TLS unexpected EOF con override)	NO OBTENIDO POR ESTE AGENTE EN 2+ INTENTOS (sin y con override, 2 hosts). Consistente con hallazgo independiente de hace 8 dias (forense/notas/2026-08-05-conf17-fetch-corrida-B.md:316: "no resolvio por DNS"/"cierre TLS anomalo") -- falla tecnica reproducida dos veces, no bloqueo deliberado confirmado. Dato relevante no reclasificado (fuera de perimetro): el PAYLOAD de SICS ya esta adquirido y registrado (r8_1_contraloria_social_2019_2025_csv, EXISTE-NO-SATISFACE, forense/notas/2026-08-08-verif3.md) -- esta fila parece describir el sistema operativo de captura a nivel-comite, objeto distinto del dataset agregado ya en corpus	NADIE	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS. Receta <1min: abrir https://sics.funcionpublica.gob.mx y https://consultasics.buengobierno.gob.mx en navegador real desde otra red/ISP; si tampoco resuelve, considerar solicitud de transparencia per forense/notas/2026-08-05-barrido-publico-17-condiciones-no-existe.md:166	N28	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
SIN_CANDIDATO_IDENTIFICADO		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N33	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	NO-RESOLUBLE-POR-NOMBRE
UCDP		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N17,N27	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
VOTAR_ENTRE_BALAS	https://votarentrebalas.datacivica.org/	200	no_probado (ya alcanzable sin override)	server: cloudflare, portada real (titulo: Votar entre balas)	AGENTE		N27,N8	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | Sondeo TRIAGE-63 COMMIT 2 (2026-08-13, SONDEO-COMPLETO segun ADR-80(a)/D-M): GET real, sin override primero, con override si fallo; URLs de mapa-fuentes-externas-consolidado-2026-08-06.tsv / mapa-ext-*-2026-08-06.tsv / cola-adquisicion-2026-08-12.tsv cuando existian, WebSearch cuando no.	CANDIDATA-A-SONDEO
WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023		NO_PROBADO	NO_PROBADO	no aplica -- fuera de alcance de este acto (universo interno, no portal)	NO_PROBADO		N22,N23,N32	2026-08-13	Fuera de alcance declarado de VERIFICA-PUERTAS (encargo SS3.2): sondearlas es un lote propio. Etiquetada NO_PROBADO en vez de NO-ENCONTRADO para no leerse como "no existe". Universo original: buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	DUPLICADA-DE-FILA-RESUELTA
