ola	era	conducta	reactivo_o_precodigo	denominador	unidad	manifest_id	estado_pre_dato
2022T3	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T4	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2022T4	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2022_4t_microdatos	PRE-REGISTRADA
2023T1	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T1	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2023_1t_microdatos	PRE-REGISTRADA
2023T2	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T2	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2023_2t_microdatos	PRE-REGISTRADA
2023T3	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T3	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2023_3t_microdatos	PRE-REGISTRADA
2023T4	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2023_4t_microdatos	PRE-REGISTRADA
2023T4	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2023_4t_microdatos	PRE-REGISTRADA
2024T1	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T1	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2024_1t_microdatos	PRE-REGISTRADA
2024T2	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T2	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2024_2t_microdatos	PRE-REGISTRADA
2024T3	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T3	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2024_3t_microdatos	PRE-REGISTRADA
2024T4	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2024_4t_microdatos	PRE-REGISTRADA
2024T4	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2024_4t_microdatos	PRE-REGISTRADA
2025T1	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T1	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2025_1t_microdatos	PRE-REGISTRADA
2025T2	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T2	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2025_2t_microdatos	PRE-REGISTRADA
2025T3	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T3	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2025_3t_microdatos	PRE-REGISTRADA
2025T4	pos2023	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2025_4t_microdatos	PRE-REGISTRADA
2025T4	pos2023	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2025_4t_microdatos	PRE-REGISTRADA
