puerta	clase_origen	institucion	url	tipo	cobertura_temporal	unidad_observacion	granularidad_geo	hay_microdato	condicion_acceso	necesidad_que_sirve	llave_ADR57c_si_alguna	clasificacion_a4	universo_declarado	fecha_sondeo
GDELT_RawDataFiles	repositorio_academico	The GDELT Project	https://www.gdeltproject.org/data.html	microdato (base de eventos globales, CSV)	215+ anios segun portada, actualizado diariamente	evento noticioso geolocalizado, escala planetaria	global, sin recorte por pais en el mecanismo de descarga documentado en la portada	si -- portada declara "100% free and open", Raw Data Files en CSV (>2.5TB/anio), sin registro	libre, descarga directa sin registro ni sesion	N17,N27		EXISTE-NO-SATISFACE	Portada sondeada 200 (curl, 55068 bytes). Buscado "mexico"/"méxico" en el HTML crudo: 0 coincidencias -- la portada no declara microdato de Mexico, describe una base global de eventos (todos los paises, 215+ anios) sin filtro de pais en el mecanismo de descarga documentado ("Raw Data Files"). Consistente con lo que la propia cola-adquisicion ya declaraba ANTES de este sondeo (destraba_condicional_faltante de N17/N27: "debe construirse universo Mexico, deduplicar noticias, clasificar agravio/respuesta y unir entorno rural/urbano"). No es NO-ACCESIBLE (cero barrera de acceso, 100% libre) ni NO-ENCONTRADO (el recurso si existe y responde) -- lo que falta es el recorte/declaracion de Mexico en la portada, no el acceso al dato.	2026-08-12
OSF_InteractingAsEquals_PartisanPolarizacion_Mexico	repositorio_academico	Autores del articulo (Nature Human Behaviour), datos alojados en Open Science Framework (OSF)	https://www.nature.com/articles/s41562-024-02043-y	microdato + codigo de replicacion	no verificada a nivel variable (no se abrio Master_Data.dta, fuera de perimetro de este acto)	municipio (Dip_Municipality_2021.dta, indicadores de pobreza 2020) + individuo (chats experimentales; texto crudo NO disponible por proteccion de sujetos humanos, declarado por el propio articulo)	municipal (Mexico)	si -- 10 archivos reales confirmados en carpeta Data/ via API publica de OSF: Master_Data.dta (1290938 B), Dip_Municipality_2021.dta, Concentrado_indicadores_de_pobreza_2020_modificado.dta, 2018_SEE_PRE_NAL_MUN.xlsx, SI_F9_results*.dta, binscatter_morena_pobreza.csv	libre, sin registro -- API publica de OSF confirma nodo f7bzy con "public": true y current_user_permissions=[read] sin autenticacion	N3,N17		EXISTE-SATISFACE	Articulo sondeado 200 -L (351081 bytes tras redirect de cookies de nature.com), titulo confirma Mexico ("Interacting as equals reduces partisan polarization in Mexico"). Seccion "Data availability" declara verbatim: "The original data collected for this study...are available at https://osf.io/f7bzy/... Owing to human subjects protections, the raw text from the chats is not available, but all text-based measures needed to replicate analyses are included in the public dataset." OSF es SPA (React), HTML crudo sin contenido (title generico "OSF") -- sondeado via su API REST publica y documentada (api.osf.io/v2/nodes/f7bzy/, api.osf.io/v2/.../files/osfstorage/): nodo confirmado publico, titulo "Interacting as Equals", listado de archivos/carpetas sin autenticacion. Listado de metadatos unicamente (nombre+tamano), ningun archivo abierto a nivel de contenido -- respeta el perimetro de este acto.	2026-08-12
MassMobilization_Dataverse_MMdata	repositorio_academico	Mass Mobilization Project (datos alojados en Harvard Dataverse)	https://massmobilization.github.io/	microdato (protestas, evento/pais-anio)	portada declara datos actualizados a 2018-03-31	evento de protesta, multi-pais	global (multi-pais); recorte de Mexico NO verificable -- el host real del dato esta bloqueado (ver condicion_acceso)	declarado por la portada (enlaza a Harvard Dataverse); NO verificado byte a byte por este agente	NO OBTENIDO POR ESTE AGENTE EN 4 INTENTOS. La portada (massmobilization.github.io) responde 200, 100% libre, sin registro. El repositorio real (dataverse.harvard.edu/dataverse/MMdata) da HTTP 202 con cabecera x-amzn-waf-action: challenge en las 4 rutas probadas: (1) pagina de la coleccion directa; (2) API REST /api/dataverses/MMdata/contents; (3) dominio raiz dataverse.harvard.edu/; (4) reintento de (1) con cabeceras de navegador real (Chrome/Windows UA) -- 202 identico, sin cambio. Es un reto anti-bot (AWS WAF Captcha/Challenge) a nivel de dominio, mismo patron funcional que el Cloudflare de GESIS/ISSP documentado en P.Lote-1 SS5.1, proveedor distinto (AWS en vez de Cloudflare). No es NO-ACCESIBLE (no se confirmo pago/afiliacion -- ni siquiera se pudo ver contenido) ni NO-ENCONTRADO (la portada declara el dataset con nombre y ubicacion exactos).	N17,N27		NO OBTENIDO POR ESTE AGENTE EN 4 INTENTOS	Receta manual (<1 min): (1) abrir https://dataverse.harvard.edu/dataverse/MMdata en un navegador real -- el reto AWS WAF se resuelve solo (JS), como el de Cloudflare en ISSP/WVS; (2) localizar el dataset "Mass Mobilization Data" (CSV/tab) y descargar; (3) verificar cobertura de Mexico a nivel de fila/pais (no declarada en ningun momento por este agente, ni en la portada ni en Dataverse -- pendiente de confirmar, igual que GDELT/UCDP).	2026-08-12
UCDP_Downloads_GED	repositorio_academico	Uppsala Conflict Data Program (Uppsala University)	https://ucdp.uu.se/downloads/	microdato (multiples datasets de conflicto armado/violencia organizada; evento, diada o pais-anio segun dataset)	1946-2025 / 1989-2025 segun dataset, declarado en portada	evento georreferenciado / diada / pais-anio, multi-pais, segun dataset	global, sin recorte por pais en el mecanismo de descarga documentado en la portada	si -- decenas de archivos reales listados (CSV/XLSX/RDS/DTA); verificado GED Global v26.1 (ged261-csv.zip, 206 Partial Content, Content-Range 0-0/39122522)	libre, descarga directa sin registro ni sesion; portada declara CC BY 4.0 para todos los datasets	N17,N27		EXISTE-NO-SATISFACE	Portada sondeada 200 (curl, 138078 bytes). Buscado "mexico"/"méxico" en el HTML crudo: 0 coincidencias -- la portada no declara microdato de Mexico, describe multiples bases globales de conflicto/violencia (todos los paises). Acceso verificado como el mas libre de las 15 fuentes de este lote (sin registro, CC BY 4.0 explicito, archivo real confirmado por GET -r 0-0). Mismo razonamiento que GDELT: no es NO-ACCESIBLE (cero barrera) ni NO-ENCONTRADO (el recurso existe y responde) -- falta el recorte/declaracion de Mexico en la portada; verificar presencia de Mexico en las filas del GED es trabajo de un acto de descarga posterior, no de este sondeo.	2026-08-12
RNM_CNGMD_2023_catalogo977	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/rnm/index.php/catalog/977	microdato + metadato (DDI/XML)	2023 (ejercicio de referencia 2022 segun anioInformacion del API de descarga)	municipio/alcaldia (gobierno municipal y demarcacion territorial)	nacional (Estados Unidos Mexicanos)	si -- 87 archivos reales confirmados via API archivoscompaginacion (tipoinformacion=12, Datos Abiertos) de la pagina programas/cngmd/2023/ enlazada por la misma ficha; verificado 1 con GET -r 0-0 (206 Partial Content, Content-Range 0-0/2835380)	libre -- la propia ficha RNM, campo "Condicion de acceso", declara textualmente: "Uso publico...el INEGI...pone a disposicion de todos los usuarios los microdatos de los censos nacionales de gobierno, a traves de un sitio de descarga directa"	N28		EXISTE-SATISFACE	Ficha RNM sondeada 200 (curl, 190760 bytes), titulo "Mexico - Censo Nacional de Gobiernos Municipales y Demarcaciones Territoriales de la Ciudad de Mexico 2023". Solo trae 3 pestanas (Informacion del proyecto / Diccionario de Datos / Materiales de Referencia), SIN pestana "Get Microdata" tipo NADA -- en su lugar declara "sitio de descarga directa" en el campo de politica de acceso. Se verifico ese sitio real (programas/cngmd/2023/, idBiinegi=3298, confirmado por <menu-gen idm> y por titulo identico) con el mismo mecanismo B ya documentado (pestanadata.js -> pestana "Datos abiertos" es tipoinformacion=12, no 4; tipodocto=4 dio vacio, tipodocto=12 dio 87 archivos reales con pathLogico/extension declarados por el API, sin adivinar). El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
WorldBank_MEX_EnterpriseSurvey_2023_catalogo6453	organismo_internacional	Banco Mundial (World Bank Enterprise Surveys, Finance Competitiveness and Innovation Global Practice)	https://microdata.worldbank.org/catalog/6453	microdato + documentacion	2023	empresa/establecimiento formal del sector privado (al menos 1% de propiedad privada)	nacional (Mexico)	si, declarado -- gateado tras registro en un segundo dominio (enterprisesurveys.org), NO el NADA de microdata.worldbank.org	libre tras registro gratuito, mecanismo DISTINTO al de los otros 2 catalogos WB de este lote: la pestana "Get Microdata" de ESTE catalogo no pide login NADA -- declara "Data available from external repository" -> https://www.enterprisesurveys.org/en/data -> boton "Access microdata" -> https://login.enterprisesurveys.org/en/signin -> formulario de registro (nombre/correo/password/"primary institution affiliation" como campo de texto libre, no gate de afiliacion real/pais/resumen de 1 parrafo del proyecto de investigacion/aceptar "Data Access Protocol"), sin campo de pago en ningun paso	N22,N23,N32		EXISTE-SATISFACE	Catalogo sondeado 200 (curl, 61748 bytes), titulo "Mexico - World Bank Enterprise Survey 2023". Pestana get-microdata (200, 29357 bytes) NO trae el patron "Login to access data" de NADA (distinto de catalogo 2661 documentado en P.Lote-1) -- trae "Data available from external repository...https://www.enterprisesurveys.org/en/data". Seguido ese enlace (200, 128370 bytes): "For access to the microdata, visit the Data Portal by selecting Access microdata" -> href real https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/signin.html (200, redirige a /en/signin). Pagina de registro (/en/registration, 200) pide: First Name/Last Name/Email/Password/Primary institution affiliation/Confirm Password/Country of Residence/"a one-paragraph summary of your research project"/aceptar Data Access Protocol + Privacy Notice -- sin cargo, sin exigir afiliacion institucional verificable (campo de texto libre). No se ejecuto el registro (este acto no descarga).	2026-08-12
WorldBank_MEX_LargeScaleFinancialEducation_2011_catalogo2049	organismo_internacional	Banco Mundial (World Bank Group) -- David McKenzie, Miriam Bruhn, Gabriel Lara Ibarra	https://microdata.worldbank.org/catalog/2049	microdato + documentacion	2011-2012	individuo (evaluacion de impacto de un programa de educacion financiera a gran escala)	nacional (Mexico)	si, declarado -- gateado tras login NADA	libre tras registro gratuito -- MISMO patron NADA que catalogo 2661 (P.Lote-1 SS5.3): "Login to access data. To access data for this study, user must be logged in. Click on the links below to login or register for a free account." La cuenta de este proyecto (jonieqsa@gmail.com, creada en ACTO P.Lote-1, activada 2026-08-13 segun forense/notas/2026-08-12-acto-p-lote1-adquisicion.md y la fila WorldBank_MEX_ECEPIE_2012_2014_catalogo2661 de este mismo puntero) sirve para este catalogo tambien -- NO hace falta un registro nuevo	N5		EXISTE-SATISFACE	Catalogo sondeado 200 (curl, 63863 bytes), titulo "Mexico - Large-Scale Financial Education Program Impact Evaluation 2011-2012". Pestana get-microdata (200) confirma el mismo texto "Login to access data..." ya documentado para catalogo 2661 -- no se repite la exploracion completa, se cita por evidencia identica de dominio y mecanismo NADA. El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
WorldBank_MEX_ParentalEmpowerment_2010_catalogo1039	organismo_internacional	Banco Mundial (World Bank Group) -- Harry Anthony Patrinos, Consejo Nacional de Fomento Educativo (CONAFE)	https://microdata.worldbank.org/catalog/1039/study-description	microdato + documentacion	2010 (Endline Survey)	individuo/escuela (Programa de Participacion Social, AGE/APF, CONAFE)	nacional (Mexico)	si, declarado -- gateado tras login NADA	libre tras registro gratuito -- MISMO patron NADA que catalogo 2661/2049: "Login to access data..."; misma cuenta ya activa de este proyecto sirve tambien aqui	N28		EXISTE-SATISFACE	Catalogo sondeado 200 (curl, 59394 bytes), titulo "Mexico - Impact Evaluation of Parental Empowerment Program 2010, Endline Survey". Pestana get-microdata (200) confirma el mismo texto "Login to access data..." ya documentado para catalogo 2661 -- no se repite la exploracion completa, se cita por evidencia identica de dominio y mecanismo NADA. El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
openICPSR_Microcredit_MexicoPlacement_proj116334	repositorio_academico	openICPSR (Inter-university Consortium for Political and Social Research, University of Michigan)	https://www.openicpsr.org/openicpsr/project/116334/version/V1/view	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente	no verificada por este agente	no verificada por este agente	no verificado por este agente -- pagina bloqueada antes de ver contenido	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS -- (1) curl plano: HTTP 403, cabeceras server: cloudflare, cf-mitigated: challenge, CSP referenciando challenges.cloudflare.com (identico patron a GESIS/ISSP, P.Lote-1 SS5.1); (2) curl con cabeceras de navegador real (Chrome/Windows UA + Accept + Accept-Language): HTTP 403 sin cambio. openICPSR (a diferencia de ICPSR clasico, que exige Restricted Data Use Agreement -- ver fila ICPSR_Mexico_Panel_Study_2012, NO-ACCESIBLE) suele permitir descarga tras registro gratuito, pero no se pudo confirmar: el bloqueo de Cloudflare ocurrio ANTES de ver ese formulario	N3		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	Receta manual (<1 min): abrir https://www.openicpsr.org/openicpsr/project/116334/version/V1/view en un navegador real -- el reto Cloudflare se resuelve solo (JS), como en ISSP/WVS; verificar en la pagina si pide cuenta openICPSR gratuita o si la descarga es directa (distincion no confirmable por este agente).	2026-08-12
JPAL_CorruptionInformation_MexicoVoters_2009	repositorio_academico	J-PAL (Abdul Latif Jameel Poverty Action Lab); datos alojados por la investigadora (Ana De la O, Yale University)	https://www.povertyactionlab.org/evaluation/information-dissemination-campaign-and-voters-behavior-2009-municipal-elections-mexico	microdato (replication data de un experimento de campo, AEA RCT AEARCTR-0001973)	2009 (elecciones municipales)	individuo/votante	municipal (Mexico)	si -- enlace directo "Download data (545 KB)" en la propia pagina, verificado real (206 Partial Content, Content-Range 0-0/184801, application/zip)	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	Pagina sondeada 200 (curl, 104790 bytes), titulo "Information Dissemination Campaign and Voters' Behavior in the 2009 Municipal Elections in Mexico" (20 menciones de Mexico/mexico en el HTML). Enlace "Download data (545 KB)" apunta a http://campuspress.yale.edu/anadelao/files/2010/11/Replication-files-24ft7wz.zip -- verificado con GET -r 0-0 siguiendo redirects (301 http->https, 302 a bpb-us-w2.wpmucdn.com, CDN BunnyCDN): 206 Partial Content, Content-Range 0-0/184801, sin ningun paso de registro. El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
Zenodo_ElectoralPrecinctLevel_MexicoMunicipal	repositorio_academico	Calderon-Hernandez, Larreguy, Marshall, Perez Castellanos (datos en Zenodo/CERN + espejo en GitHub)	https://www.nature.com/articles/s41597-025-04918-9	microdato (base de datos a nivel de casilla/precinto electoral)	no verificada a nivel variable (no se abrio el zip, fuera de perimetro de este acto)	precinto/casilla electoral	municipal/casilla (Mexico)	si -- verificado real en Zenodo (206 Partial Content, Content-Range 0-0/739952144, access_right=open via API) + espejo declarado en GitHub	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	ADVERTENCIA DE CALIDAD DE LA COLA: la URL congelada en el Commit 1 de este acto (https://www.nature.com/articles/s41597-025-04999-0, tal como venia en data/cola-adquisicion-2026-08-12.tsv) da 404 REAL de Nature ("Page not found | Nature", verificado con cookie-jar para descartar bucle de consentimiento de cookies, no un bloqueo de caja). Buscado el titulo exacto en el buscador propio de nature.com (www.nature.com/search, A.6: candidata de buscador, promovida solo tras abrir byte a byte) -- resultado: DOI real s41597-025-04918-9 ("9" y "18" transpuestos/distintos respecto al "9" y "99" de la cola; probable error de transcripcion al construir la cola). Pagina real sondeada 200 -L (287370 bytes), titulo "Electoral precinct-level database for Mexican municipal elections | Scientific Data" -- coincide exacto con el fuente_canonica de la cola. Seccion "Data Records" declara "available through the Zenodo repository and a dedicated GitHub page": https://doi.org/10.5281/zenodo.14991954 (resuelve a zenodo.org/records/14991955) y https://github.com/brunocalderonh/The-Mexican-municipal-elections-electoral-precinct-level-database. API de Zenodo (zenodo.org/api/records/14991955) confirma 1 archivo (739952144 bytes) con access_right=open; verificado ademas con GET -r 0-0 directo sobre el archivo. Reportar a mesa: esta fila corrige la URL de la cola-adquisicion para futuros actos, no se edito la cola (fuera de perimetro de este acto).	2026-08-12
Banxico_EncuestaCompetenciasFinancieras	canasta_publica	Banco de Mexico	https://www.banxico.org.mx/publicaciones-y-prensa/encuesta-de-competencias-financieras-de-la-poblaci/microdatos/competencias-financieras-mi.html	microdato	2019-2024 (6 olas anuales, enlaces directos confirmados en la portada)	individuo (competencias financieras de la poblacion)	nacional (Mexico)	si -- 6 archivos xlsx reales enlazados directo (2019 a 2024) + manuales PDF; verificado ola 2024 (206 Partial Content, Content-Range 0-0/1210013)	libre, descarga directa sin registro ni sesion	N29		EXISTE-SATISFACE	Pagina sondeada 200 (curl, 16537 bytes; contenido en codificacion Latin-1/mojibake -- re-sondeada con LC_ALL=C para no perder matches de grep, no afecta el resultado). Titulo "Competencias financieras, microdatos, Banco de Mexico", encabezado "Microdatos y manual de la base de datos encuesta de competencias financieras de la poblacion". 6 enlaces directos a .xlsx ("Microdatos encuesta anual: resultados del modulo de competencias financieras {2019..2024}") mas varios PDF de manual/diccionario, todos con href relativo bajo /publicaciones-y-prensa/.../microdatos/, sin formulario ni sesion. Verificado el archivo de 2024 con GET -r 0-0 (URL-encoded): 206 Partial Content, Content-Type application/vnd.openxmlformats-officedocument.spreadsheetml.sheet, Content-Range 0-0/1210013. El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
OECD_TrustSurveyData	organismo_internacional	OCDE (Organizacion para la Cooperacion y el Desarrollo Economicos)	https://www.oecd.org/en/data/datasets/oecd-trust-survey-data.html	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente	no verificada por este agente	no verificada por este agente	no verificado por este agente -- pagina bloqueada antes de ver contenido	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS -- (1) curl plano: HTTP 403, cabeceras server: cloudflare, cf-mitigated: challenge, CSP referenciando challenges.cloudflare.com (identico patron a GESIS/ISSP, P.Lote-1 SS5.1); (2) curl con cabeceras de navegador real: HTTP 403 sin cambio	N30		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	Receta manual (<1 min): abrir https://www.oecd.org/en/data/datasets/oecd-trust-survey-data.html en un navegador real -- el reto Cloudflare se resuelve solo (JS); el portal de datos OCDE (data-explorer.oecd.org) suele ofrecer descarga libre de series/microdatos agregados, verificar en la pagina si el Trust Survey especifico exige registro (no confirmable por este agente).	2026-08-12
Cenfri_MicroinsuranceMexico	ong_observatorio	Cenfri (Centre for Financial Regulation and Inclusion)	https://cenfri.org/research-paper/price-and-information-type-in-life-microinsurance-demand-experimental-evidence-from-mexico/	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente	no verificada por este agente	no verificada por este agente	no verificado por este agente -- pagina bloqueada antes de ver contenido	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS -- (1) curl plano: HTTP 403, cabeceras server: cloudflare, cf-mitigated: challenge, CSP referenciando challenges.cloudflare.com (identico patron a GESIS/ISSP, P.Lote-1 SS5.1); (2) curl con cabeceras de navegador real: HTTP 403 sin cambio	N21		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	Receta manual (<1 min): abrir la URL en un navegador real -- el reto Cloudflare se resuelve solo (JS); Cenfri es un think tank de politica publica, es probable que el dataset real (si existe como microdato reusable, no solo el paper) viva en un repositorio externo citado dentro del PDF del research paper -- no confirmable por este agente sin abrir la pagina.	2026-08-12
INEGI_ENCOAP_2023_adquisicion_PLOTE2	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/contenidos/programas/encoap/2023/microdatos/bd_encoap2023_csv.zip	microdato	2023	hogar/persona (Encuesta Nacional de Confianza en la Administracion Publica)	nacional (Estados Unidos Mexicanos)	si -- payload real adquirido e integro en el corpus compartido (420306 bytes, zip valido, sha256 en manifiesto.yaml id inegi_encoap_2023_csv)	libre, descarga directa sin registro ni sesion	N2,N30		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): API archivoscompaginacion documentada por SONDA-1 (idBiinegi=3369) devuelve 204 sistemico en esta sesion (verificado con id invalido de control, mismo resultado). URL real recuperada de data/curacion-universo/universo-declarado-t0.tsv (activo ACT-050e7d14027179aad03439ee, declaracion T0 previa), verificada independiente con GET -r 0-0: 206, Content-Range 0-0/420306 -- mismo tamano que SONDA-1 ya habia reportado por la via de la API (mismo archivo, ruta distinta). Descarga completa verificada 420306 bytes exactos.	2026-08-13
Banxico_EncuestaCompetenciasFinancieras_adquisicion_PLOTE2	canasta_publica	Banco de Mexico	https://www.banxico.org.mx/publicaciones-y-prensa/encuesta-de-competencias-financieras-de-la-poblaci/microdatos/{746E6FB8-DA99-CB2F-3D57-ABC5118E154B}.xlsx	microdato	2024 (ola mas reciente de 6 disponibles, 2019-2024)	individuo (competencias financieras de la poblacion)	nacional (Mexico)	si -- payload real adquirido e integro en el corpus compartido (1210013 bytes, xlsx valido, sha256 en manifiesto.yaml id banxico_encuesta_competencias_financieras_2024)	libre, descarga directa sin registro ni sesion	N29		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (6 enlaces .xlsx directos en la portada) reproducido sin cambios. GET -r 0-0 verificado antes de bajar: 206, Content-Range 0-0/1210013 -- coincide exacto con SONDA-1. Descarga completa verificada 1210013 bytes exactos, dominio banxico.org.mx alcanzado SIN override de sandbox (ver 4-bis).	2026-08-13
Zenodo_ElectoralPrecinctLevel_MexicoMunicipal_adquisicion_PLOTE2	repositorio_academico	Calderon-Hernandez, Larreguy, Marshall, Perez Castellanos (datos en Zenodo/CERN + espejo en GitHub)	https://zenodo.org/api/records/14991955/files/brunocalderonh/The-Mexican-municipal-elections-electoral-precinct-level-database-Static_v1.zip/content	microdato (base de datos a nivel de casilla/precinto electoral)	no verificada a nivel variable (no se abrio el zip, fuera de perimetro de este acto)	precinto/casilla electoral	municipal/casilla (Mexico)	si -- payload real adquirido e integro en el corpus compartido (739952144 bytes, md5 d1cbf7125ab6f2ffecf3d9f0e0ab125e coincide exacto con el reportado por la API de Zenodo, sha256 en manifiesto.yaml id zenodo_electoral_precinct_level_mexico_municipal)	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (API publica de Zenodo, record 14991955) reproducido sin cambios. GET -r 0-0 verificado antes de bajar: 206, Content-Range 0-0/739952144 -- coincide exacto con SONDA-1. Descarga completa verificada por md5 exacto, dominio zenodo.org alcanzado SIN override de sandbox (ver 4-bis; contradice el hallazgo previo de SONDA-1 de que este dominio requeria override -- declarado en la nota de este acto, no resuelto). Corrige ademas el DOI de la cola (T1, ver data/cola-adquisicion-2026-08-12.tsv).	2026-08-13
OSF_InteractingAsEquals_PartisanPolarizacion_Mexico_adquisicion_PLOTE2	repositorio_academico	Autores del articulo (Nature Human Behaviour), datos alojados en Open Science Framework (OSF)	https://api.osf.io/v2/nodes/f7bzy/files/osfstorage/667adb6db0ed59004879e6f2/	microdato + codigo de replicacion	no verificada a nivel variable (no se abrieron los .dta a nivel de contenido, fuera de perimetro de este acto)	municipio (indicadores de pobreza 2020) + individuo (chats experimentales; texto crudo NO disponible por proteccion de sujetos humanos, declarado por el propio articulo)	municipal (Mexico)	si -- 10/10 payloads reales adquiridos e integros en el corpus compartido (2321478 bytes total; tamanos exactos verificados 1:1 contra el listado de la API publica de OSF antes de bajar; sha256 de cada uno en manifiesto.yaml, ids osf_iae_*)	libre, sin registro -- API publica de OSF confirma nodo f7bzy con public=true	N3,N17		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (API REST publica de OSF) reproducido sin cambios. Los 10 archivos de la carpeta Data/ (que SONDA-1 solo listo por metadatos, sin abrir -- fuera de su perimetro de sondeo) se descargaron completos aqui: cada tamano coincide exacto con el declarado por la API antes de bajar (verificacion por archivo, no solo por total). Firmas de tipo verificadas (8 Stata Release 118, 1 CSV ASCII, 1 Excel 2007+) -- ninguno es pagina de error. Dominio osf.io alcanzado SIN override de sandbox (ver 4-bis; contradice el hallazgo previo de SONDA-1 de que este dominio requeria override -- declarado en la nota de este acto, no resuelto).	2026-08-13
