id_afirmacion	dominio	report	estado_hoja	existencia_documento	pieza_o_razon	instrumento_ola	propietario	prioridad
ASTRA5-U0-PAREJA-022	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	mismo artículo (DOI 10.21071/psye.v15i1.15508), no registrado. Igual que pareja-013.	ENDIREH 2021, reanalizado por Rodríguez-Hernández et al. 2023	ASTRA5-U2	3
ASTRA5-U0-PAREJA-023	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	endireh2021_bd_csv_zip|e4f1e7b1898cc53b3126ed959a9089091afd2ffdd1439911f5419e6c99c6037e|raíz data_raw; U0 no abrió microdato	ENDIREH 2021 (INEGI), cuestionario A	ASTRA5-U2	1
ASTRA5-U0-PAREJA-024	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Rojas-Solís et al. (estudios de violencia digital de pareja, Yucatán/Puebla) El estudio de Yucatan de Rojas-Solis esta identificado con precision (titulo, revista, periodo de muestra 2015-2020)	Rojas-Solís et al. (estudios de violencia digital de pareja, Yucatán/Puebla)	ASTRA5-MESA-PAREJA	3
ASTRA5-U0-PAREJA-025	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Efecto causal sin diseño identificador en el corpus recorrido: el propio report reconoce que 'la evidencia mexicana representativa... es escasa' y que los datos son de consultoras de mercado (The CIU, transversal descriptivo), no estudios longitudinales o cuasi-experimentales. Búsqueda explícita: u0mf --busca 'the ciu'→0 (no está en manifiesto como dato estructurado); no se identificó en el corpus		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-026	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Ningún instrumento del corpus recorrido mide uso, función o riesgo de Grindr específicamente. Búsqueda explícita: u0busca -q 'grindr|hombres que tienen sexo con hombres|hsh'→0 aciertos (control positivo: la misma consulta batch sí trajo aciertos para otros términos en la misma corrida, confirmando que la herramienta funciona); u0mf --busca 'grindr'→0. La evidencia que cita el report es un estudio 		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-027	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	El propio report rechaza el esencialismo; el constructo 'esencia nacional fija' (celos/infidelidad/machismo como rasgo nacional constante) no es observable por diseño alguno (no es una variable, es una negación de variable). Los instrumentos recorridos (ENDIREH, ENOE, Censo) sólo permiten medir variación por clase/región/escolaridad, ya cubierta en otras filas de este lote (pareja-013, 017, 019, 0		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-028	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	boletín UNAM-DGCS-108 (14-feb-2024), no registrado en manifiesto. Registrar el boletín	UNAM, Dirección General de Comunicación Social, boletín DGCS-108/2024	ASTRA5-U2	3
ASTRA5-U0-PAREJA-029	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	UNAM DGCS-108 (2024) vs ENVINOV 2007 (IMJUVE) (https://www.dgcs.unam.mx/boletin/bdboletin/2024_108.html) Documento primario leido integro y cita textual exacta obtenida: el boletin UNAM-DGCS-108 en efecto atribuye 76% psicologica/17% sexual/15% fisica a 'en 2021' bajo la sigla 'ENVIN', sin mencionar la ENVINOV 2007 del IMJUVE. Esto confirma el nucleo de la afirmacion del report (mala atribucion de	UNAM DGCS-108 (2024) vs ENVINOV 2007 (IMJUVE)	ASTRA5-U2	3
ASTRA5-U0-PAREJA-030	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	EMAT serie 2013-2022 — tabulado de matrimonios por grupo de edad y de matrimonios con menores de edad, no registrado en manifiesto. Cotejar distribución por edad y el conteo 48,275→32 contra la serie EMAT 2013-2022 completa.	EMAT (INEGI), serie 2013-2022	ASTRA5-MESA-PAREJA	3
ASTRA5-U0-PAREJA-031	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es una lista de causas plausibles (atribución causal) que combina las series ya medidas (pareja-001/002/003/015/030) sin un diseño que aísle mecanismo. Ninguna encuesta del corpus (ENOE, EMAT identificado no adquirido, Censo) tiene diseño causal para 'por qué' se retrasa el matrimonio; serían necesarios paneles o cuasi-experimentos. No se identificó instrumento causal tras este recorrido; no equiv		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-032	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENADID 2018 (historias de unión/disolución) — no registrado en manifiesto	ENADID 2018 (INEGI)	ASTRA5-MESA-PAREJA	3
ASTRA5-U0-PAREJA-033	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Contenido normativo/recomendación sin desenlace observable: el report no formula un indicador de éxito/adopción medible (p.ej. tasa de litigios patrimoniales resueltos, número de reformas estatales aprobadas). Sería medible sólo si se reformulara como ese tipo de desenlace y se identificara la fuente administrativa correspondiente (no explorada en este lote).		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-034	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución causal que combina datos descriptivos ya cubiertos (The CIU, pareja-006/007; ENDUTIH RESULT-ENDUTIH-PISOS-2024-TABLA de acceso) sin diseño que aísle el mecanismo de adopción de apps. No se identificó instrumento causal tras este recorrido; no equivale a imposibilidad universal. El dato específico de Bumble (mujer inicia la conversación) es una característica de producto reportada por la		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-035	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Mexicanos Primero + Fundación Naná, estudio escolar, feb-2025 (https://www.mexicanosprimero.org/comunicado.php?url=mexicanos-primero-y-fundacion-nana-presentan-el-estudio-violencia-en-el-noviazgo-desde-la-perspectiva-escolar-250225) Documento primario identificado y leido integro: comunicado oficial de Mexicanos Primero (organizacion civil, sitio propio) que confirma textualmente la cifra y el uni	Mexicanos Primero + Fundación Naná, estudio escolar, feb-2025	ASTRA5-U2	3
ASTRA5-U0-PAREJA-036	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Busqueda explicita: u0busca -q 'bidireccional' -> 0 aciertos con texto (de 113780); u0busca -q 'victima|agredido' --encuesta endireh -> 69 aciertos, todos con la mujer como respondiente-victima (ENDIREH2006/2011/2016), ninguno pregunta por agresion cometida o sufrida por el hombre; u0mf --busca endireh --busca varon -> 1/1680 (tabulados PDF, no releva bidireccionalidad). No se identifico instrumen	'algunos estudios de muestras universitarias' (sin identificar en el report)	ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-037	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Boletín N°4 CEPAL 'Violencia Feminicida en Cifras' (nov-2025), no registrado en manifiesto. Registrar el boletín CEPAL	CEPAL, Observatorio de Igualdad de Género de América Latina y el Caribe	ASTRA5-U2	3
ASTRA5-U0-PAREJA-038	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Lista de causas plausibles (atribución causal) que combina hallazgos ya medidos (violencia ENDIREH, escolaridad protectora, machismo/caballerismo) sin diseño que aísle cada mecanismo ni pese su contribución relativa. Ningún instrumento recorrido (ENDIREH) tiene diseño causal para separar estas cinco explicaciones. No se identificó instrumento causal tras este recorrido; no equivale a imposibilidad		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-039	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Calderón-Pérez, Flores-Galaz y Rivera-Aragón (2018) Documento identificado con precision (autores, revista, volumen, año, sitio del emisor UNAM) y el resumen/abstract confirma textualmente el universo (CDMX/Colima, n=186) y el hallazgo central citado por el report (infidelidad sexual masculina independiente de orientacion). Falta el articulo completo para verificar el detalle de los factores 'enoj	Calderón-Pérez, Flores-Galaz y Rivera-Aragón (2018)	ASTRA5-MESA-PAREJA	3
ASTRA5-U0-PAREJA-040	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Premisas Histórico-Socio-Culturales (Díaz-Guerrero	Premisas Histórico-Socio-Culturales (Díaz-Guerrero; actualización Díaz-Loving 2019)	ASTRA5-MESA-PAREJA	3
ASTRA5-U0-PAREJA-041	MIGRACION	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	enadid2023_base_datos_csv|995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18|raíz data_raw; U0 no abrió microdato	ENADID 2023 (INEGI), sección IV migración internacional (THOGAR/TMIGRANTE)	ASTRA5-MESA-MIGRACION	3
ASTRA5-U0-PAREJA-042	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es una comparación entre marcos teóricos transnacionales (Hofstede/GLOBE/honor-dignidad-face) y la especificidad mexicana, no un desenlace observable por una encuesta. Instrumentos recorridos con módulos de valores (LAPOP, WVS) no tienen un módulo Hofstede/GLOBE aplicado a pareja identificado tras este recorrido. No se identificó instrumento tras este recorrido; no equivale a imposibilidad univers		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-043	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Recomendaciones de producto sin desenlace observable definido por el report (no se propone métrica de adopción/éxito). Serían medibles si se reformularan como tasa de adopción de una función de seguridad específica tras su lanzamiento.		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-044	SALUD	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Recomendación de salud pública sin desenlace observable definido en el report (no propone tasa de detección/prevención medible). Sería medible con indicadores de cobertura de PrEP/pruebas VIH atribuibles a canal app, no explorados en este lote.		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-045	VIOLENCIA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Recomendación de intervención escolar sin desenlace observable definido en el report (no propone métrica de evaluación de programa). El 13.6% que motiva la recomendación ya está cubierto en pareja-014 (dedup de esa cifra); la recomendación en sí sería medible con una evaluación de impacto de programa escolar, no identificada en este lote.		ASTRA5-U2	4
ASTRA5-U0-PAREJA-046	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Recomendación de comunicación/política pública sin desenlace observable definido. El ejemplo que motiva la recomendación ('3 de cada 10') ya está cubierto en pareja-028/029.		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-PAREJA-047	PAREJA	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Marco interpretativo transversal que atribuye causas (culturales/estructurales/de adaptación racional/generacionales/internacionales) a los patrones ya medidos en las demás filas de este lote (pareja-001 a 046); su parte nueva es la atribución causal misma, no una observación adicional. Todos los instrumentos recorridos (ENOE, EMAT, Censo, ENDIREH, ENADID, ENDISEG identificados) son encuestas/regi		ASTRA5-MESA-PAREJA	4
ASTRA5-U0-GENBEH-001	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Lista suplementaria de 733 estudios no abierta/descargada por U0; sin RESULT propio.	Duncan et al., Nature Communications 10:3328 (2019), DOI 10.1038/s41467-019-11112-0; revisión 2008–2017	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-002	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Lista suplementaria de 733 estudios no abierta/descargada por U0; sin RESULT propio.	Duncan et al., Nature Communications 10:3328 (2019), DOI 10.1038/s41467-019-11112-0; revisión 2008–2017	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-003	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-004	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-005	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-006	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-007	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-008	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-009	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Holmes et al. 2014 BMJ (PDF, SHA conocido) en data/manifiesto.yaml con id propio	Holmes et al., BMJ 349:g4164 (2014)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-010	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	acceso a datos individuales linkeados de MCPS (genotipo ADH1B rs1229984 + variable de consumo de alcohol del cuestionario basal) via solicitud de investigador bona fide en https://mcps-epcm.org/study.html (DNAnexus) y https://www.ctsu.ox.ac.uk/research/mcps	ninguno identificado	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-011	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Bierut et al. 2012 (Mol Psychiatry 17(4):445-50, PMID 21968928) en el manifiesto U0	Bierut et al., Molecular Psychiatry (2012)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-012	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	descargar y registrar en manifiesto el artículo 1994 (PMID 7772269) con SHA propio	Estudio 1994, "Apparent monomorphism of ALDH2 in seven American Indian populations" (ScienceDirect 0741832994000867 / PMID 7772269)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-013	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar PDF de Garcia-Andrade et al. 1997 (DOI ajp.154.7.983) en el manifiesto.	Garcia-Andrade, Wall & Ehlers, Am J Psychiatry 154(7):983 (1997)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-014	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Gonzalez & Skewes 2018 (Psychol Addict Behav 32(4):401-409, PMID 29723011) en el manifiesto U0	Gonzalez & Skewes, Psychology of Addictive Behaviors (2018) — no verificado	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-015	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	texto completo de Lisker et al. 1995 (Am J Hum Biol 7(2):213-216, PMID 28557218) para confirmar si reporta frecuencia de ADH2/ADH1B*2 entre los 'siete sistemas geneticos', y de Konishi et al. 2004 (no 2003	Lisker et al. (1995, cita a confirmar); Konishi et al. (2003/2004, año a confirmar)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-016	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-NO-SATISFACE-DESDE-CAJA	identificar el documento primario (autor/año no citados por el report en L98) que reporta ~50% de ADH1B*2 en huicholes	no identificado por el propio report	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-017	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Caspi et al. 2002 (DOI 10.1126/science.1072290) en el manifiesto.	Caspi et al., Science 297:851-854 (2002), DOI 10.1126/science.1072290	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-018	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Byrd & Manuck 2014 (PMID 23786983) en el manifiesto	Byrd & Manuck, Biological Psychiatry 75(1):9-17 (2014)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-019	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	NO-ACCESIBLE-DESDE-CAJA	Lea & Chambers, New Zealand Medical Journal (2007) EXISTENCIA-NO-COMPROBADA tras 4 consultas: WebFetch eutils esearch 'Lea RA Chambers GK MAOA Maori' -> 1 acierto pero es PMID 22377710 (Eccles DA, Macartney-Coxson D, Chambers GK, Lea RA. 'A unique demographic history exists for the MAO-A gene in Polynesians'. J Hum Genet. 2012	Lea & Chambers, New Zealand Medical Journal (2007)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-020	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	(1) amicus brief del NAACP Legal Defense Fund sobre el caso Wells (Texas) -- buscar en naacpldf.org o en bases judiciales (CourtListener, PACER)	no verificado	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-021	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	cotejar tabla de SNP-h² por fenotipo en Karlsson Linnér et al. 2019 (mismo PDF que GENBEH-003/004/005, aún SIN-ID en manifiesto).	Karlsson Linnér et al., Nature Genetics 51:245-257 (2019)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-022	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	cotejar tabla de correlaciones genéticas (rg) por conducta de riesgo en el mismo artículo.	Karlsson Linnér et al., Nature Genetics 51:245-257 (2019)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-023	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Buchwald et al. 2022 (DOI 10.1093/ntr/ntab175) en el manifiesto y cotejar cifra exacta OR=2.05 IC95 1.23-3.42 y OR≈5.92 dosis-respuesta.	Buchwald et al., Nicotine & Tobacco Research (2022)	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-024	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Chenoweth et al. 2013 (Pharmacogenet Genomics 23(4):232-235, PMID 23462429) en el manifiesto U0	Chenoweth et al. (2013) — no verificado	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
ASTRA5-U0-GENBEH-025	GENETICA	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	registrar Lerman et al. 2015 (Lancet Respir Med 3(2):131-138, PMID 25588294) en el manifiesto U0	Lerman et al. (2015) — no verificado	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	3
