ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	19	MEDIO	"7. **[MEDIO]** El ""quedar bien"" mexicano se motiva por **simpatía/calidez/personalismo** (Triandis et al. 1984), no por jerarquía ritual como el *mianzi/lian* asiático. Es face funcionalmente, pero con una gramática afectiva distinta: preservar la armonía por cuidado del otro, no por deber jerárquico."
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	21	MEDIO	8. **[MEDIO]** Díaz-Guerrero documentó premisas histórico-socioculturales (PHSC) —obediencia afiliativa, abnegación, respeto sobre amor, autosacrificio— que describen una moral relacional donde el valor propio se realiza cumpliendo roles familiares, no defendiéndose de afrentas (honor).
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	23	NO-EXPLÍCITO	9. **[SÓLIDO]** La proneidad a la **vergüenza** se asocia consistentemente con mayor malestar psicológico (depresión, externalización de culpa); la proneidad a la **culpa** (reparadora) es adaptativa. El marianismo/autosilenciamiento —forma de face/vergüenza de género— se asocia con depresión y ansiedad en mujeres latinas.
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	25	MEDIO	10. **[MEDIO]** El machismo tiene dos caras (Arciniega et al. 2008): machismo tradicional (agresivo, defensivo, tipo honor) vs. **caballerismo** (nutricio, relacional, tipo dignidad/face cálido). El machismo tradicional se asocia con menor escolaridad y peor afrontamiento; el caballerismo con mejor salud mental y satisfacción vital.
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	27	MEDIO	"11. **[MEDIO]** México NO encaja limpiamente en ""cultura de honor"" mediterránea/sureña estadounidense: aunque la literatura clásica (Leung-Cohen) etiqueta a Latinoamérica como honor, el estudio de Smith 2017 muestra que los propios mexicanos **rechazan** el honor como autodescripción."
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	29	NO-EXPLÍCITO	"12. **[HIPÓTESIS RAZONABLE]** El face conductual mexicano es en parte **adaptación racional a instituciones débiles y baja confianza**: la confianza interpersonal en México es de solo **22%** (ENAFI/Encuesta Mundial de Valores, bajo el promedio de 28% de 56 países) y la confianza en el gobierno rondó 38% en 2023 (Latinobarómetro). Donde no hay Estado de derecho confiable, las redes personales cálidas y la reputación de ""buena gente"" son capital de supervivencia."
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	31	MEDIO	"13. **[MEDIO]** Hay un gradiente generacional y de secularización: los jóvenes urbanos escolarizados (""sin religión"" creciente, valores emancipativos al alza vía WVS) se mueven hacia dignidad/autoexpresión; el México rural, popular y mayor conserva más vergüenza comunitaria y culpa religiosa."
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	33	NO-EXPLÍCITO	"14. **[SÓLIDO, MALINTERPRETADO]** El error más común es tratar a ""el mexicano"" como bloque. La evidencia (Krys, Smith, Díaz-Guerrero, censos) exige segmentar por región, clase, edad, género, escolaridad, urbanización, religiosidad y exposición global."
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	35	NO-EXPLÍCITO	15. **[HIPÓTESIS RAZONABLE, ALTA UTILIDAD]** La síntesis operativa: **dignidad como identidad declarada + face como práctica relacional cálida + culpa como residuo religioso decreciente + vergüenza como sanción comunitaria en entornos cerrados**, con honor como periferia (masculinidad tradicional, regiones de violencia), no como núcleo.
corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md	ab76b878988d4ed3f8757e770bfc927949cf05c59ed209d7916ecee474d29a66	281	MEDIO	Las afirmaciones marcadas **[SÓLIDO]** provienen de estudios revisados por pares con muestras amplias o de convergencia entre fuentes (Smith et al. 2017; Krys et al. 2022; Censo INEGI 2020; literatura TOSCA/GASP; Thomson et al. 2018; Hofstede). Las **[MEDIO]** se apoyan en estudios sólidos pero con muestras específicas (frecuentemente estudiantes o mexicano-americanos) o en constructos aún en debate. Las **[HIPÓTESIS RAZONABLE]** son inferencias coherentes con la evidencia pero no probadas directamente para México. Se ha evitado tratar intuiciones como hechos, no se ha rellenado la sección indígena por falta de evidencia integrada, y se han señalado explícitamente las tensiones no resueltas (Krys vs. Salvador sobre si el self latinoamericano es independiente o interdependiente).
corpus/reports/Mérito__Movilidad_Social_y_Desigualdad_en_México__Actualización_2025-2026.md	f8ef1dd32d199ec428e07452e86d668813d7ef71be550d0539ac28410f7079f3	4	NO-EXPLÍCITO	- La movilidad social en México sigue **estancada y hereditaria**: el Informe CEEY 2025 (con datos ESRU-EMOVI 2023) confirma que de cada 100 personas nacidas en el quintil más bajo, 50 no salen de él y solo dos llegan al quintil más alto, y que 73 de cada 100 siguen en pobreza por ingresos; en paralelo, la desigualdad medida por el Gini cayó a 0.391 en 2024 (mínimo histórico) gracias a transferencias y salario mínimo, no a movilidad estructural.
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	10	FUERTE	**1. Dos planos que deben separarse: asociacionismo formal (bajo) vs. cooperación informal (alta).** [FUERTE] La ENCUCI 2020 (INEGI-INE) muestra que menos de una de cada cuatro personas pertenece a algún grupo: 23% asociación de padres de familia, 19% organización deportiva/religiosa, 16% grupo estudiantil, 11% organización cultural o vecinal; menos del 10% en partidos, asociaciones profesionales o ambientalistas. Sin embargo, 22.1% ha trabajado con otras personas para resolver problemas comunitarios y 27.4% ha firmado una petición. La cooperación informal (tandas, faenas, ayuda mutua) opera en un registro distinto al asociacionismo formal cívico. Estudios comparados sitúan a México **por encima** de la media latinoamericana en asociacionismo formal pero **por debajo** en asociacionismo informal medido por encuesta —un hallazgo que conviene tomar con cautela porque las encuestas subestiman la cooperación informal no institucionalizada.
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	12	FUERTE	"**2. Confianza generalizada baja, confianza particularizada alta.** [FUERTE] Según el Pew Research Center (publicado el 1 de diciembre de 2025; encuesta presencial a 28,333 adultos entre el 8 de enero y el 26 de abril de 2025), solo **18%** de los adultos mexicanos dice que ""se puede confiar en la mayoría de las personas"" —el segundo nivel más bajo de 25 países tras Turquía (14%), y por debajo de Kenia (20%) y Brasil (22%); la mediana de los países de ingreso medio fue 27% frente a 59% en los de ingreso alto. La ENCUCI 2020 matiza el cuadro: solo 32.1% cree que ""se puede confiar en la mayoría"", pero 62.1% confía (grado 8-10) en personas que conoce personalmente. Latinobarómetro confirma el patrón regional: desconfianza al desconocido pero confianza en círculos conocidos (vecinos, amigos, familia). Este es el mecanismo de **confianza radial / personalización de la confianza**."
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	14	FUERTE	"**3. Tandas/cundinas (ROSCAs): cooperación financiera fuera del banco sostenida por confianza personal.** [FUERTE] La participación es muy amplia: según la CONDUSEF, entre quienes ahorran de manera informal, las tandas son el segundo mecanismo más usado tras ""guardar en casa"", con **32.7%** de participación; la ENSAFI 2023 (CONDUSEF-INEGI) indica que de quienes ahorran, 41% lo hace informalmente y de ellos 22% participa en tandas. El estudio etnográfico clásico de Vélez-Ibáñez documentó en 130 ROSCAs (1,300 miembros) una tasa de incumplimiento mínima (~0.005% de los fondos), sostenida por redes densas y *confianza* (confianza mutua basada en parentesco, amistad o relaciones análogas). La organizadora (""madre de la tanda"") ejerce liderazgo, define monto/orden, y aplica monitoreo y presión social. No hay respaldo legal; el único enforcement es reputacional, y el riesgo de fraude aumenta drásticamente cuando la tanda se recluta entre desconocidos."
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	18	FUERTE	"**5. Organización vecinal ante la inseguridad.** [FUERTE] La ENVIPE registra ""realizar acciones conjuntas con sus vecinos"" como una medida de protección establecida de los hogares (del orden de ~14% de hogares, con variación estatal —p. ej. 14.2% en Jalisco en 2019; 10.1% en Veracruz en 2022). El contexto que la activa es la debilidad institucional: la ENVIPE 2023 reporta que **92.4%** de los delitos quedan sin investigar (cifra negra) y solo 10.9% se denuncia; la ENVIPE 2024 reporta la inseguridad como la preocupación principal de la población en 2024 con **60.7%**, seguida de escasez de agua (36.8%) y aumento de precios (34.4%). Ante ese vacío, los vecinos se organizan, cada vez más vía WhatsApp (""segurichats"", ""chats del miedo"")."
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	20	FUERTE	**6. Policías comunitarias (CRAC-PC, Guerrero): acción colectiva de seguridad con matices de coerción.** [FUERTE] Surgida en 1995 en pueblos indígenas de la Montaña y la Costa Chica de Guerrero, legalizada en 2011 (Ley 701). Según la Secretaría de Seguridad estatal, entre 2012 y 2018 se formaron 23 grupos civiles armados, presentes en ~64% del estado. La literatura académica (Fini, Fuentes Díaz, Gasparello) advierte sobre faccionalismo, infiltración criminal y la distinción entre la CRAC-PC —con procuración de justicia comunitaria— y grupos que sólo imitan el modelo de seguridad sin control interno de sus integrantes.
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	22	MEDIA	"**7. Redes religiosas como capital social.** [MEDIA] Las iglesias evangélico-pentecostales proveen redes de apoyo mutuo y sentido de pertenencia, especialmente entre clases bajas, población rural, indígena y migrante, con mayor concentración en los estados del norte y del sur. Operan como sustituto de la asistencia pública ausente (""crea redes de apoyo donde consiguen trabajo… ofrece una asistencia mucho más potente que la pública""). El pentecostalismo funciona como infraestructura de capital social bonding intensivo."
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	24	FUERTE	**8. Experimentos económicos con población EN México confirman cooperación condicional y equidad.** [FUERTE] En 11 aldeas mestizas de Michoacán y Guanajuato (Candelo, Eckel & Johnson; lab-in-the-field 2005; n=1,274; apuestas ~2 días de salario): en el **dictator game** (*Games* 2018, 9(4):77) se dona en promedio **34%** de la dotación y 17.6% dan más de la mitad; en el **ultimatum game** (*Economics Letters* 2019, vol. 177) la oferta media por aldea es **34-46%**, superando la oferta maximizadora de ingreso en 9 de 11 aldeas. En el **trust game** con la Caja Mixtlán de Jalisco (Di Giannatale, Elbittar, López & Roa, *Economía Mexicana* 2013; n=69) se envió en promedio ~**152 de 300 pesos** (~50.7%).
corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	4c062d9e06d8ed8a6336beccedaeb9d4a593db903a8d9ee3ced81b5359d09c96	51	FUERTE	**Comités de agua y gobernanza de comunes.** [FUERTE] Extensa literatura (Palerm, Sandoval-Moreno, Pliego & Guadarrama, Perevochtchikova) documenta comités comunitarios de agua potable que —sin figura legal— administran pozos y manantiales, distribución, trabajo colectivo de mantenimiento, autorizaciones de acceso y reglas con sanciones. Es el caso mexicano paradigmático de gobernanza tipo Ostrom de bienes comunes, con cargos rotativos y autoridad comunitaria.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	5	FUERTE	*Reporte de investigación profunda. Corpus anti-esencialista sobre la conducta y psicología del mexicano contemporáneo. Fecha: julio de 2026. Todas las afirmaciones van marcadas por tier: [FUERTE] / [MEDIA] / [HIPÓTESIS RAZONABLE] / [NARRATIVA POPULAR].*
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	14	FUERTE	1. **[FUERTE] La jerarquía de confianza institucional es una calibración racional del desempeño.** El ciudadano confía en quien le funciona o no le extorsiona (familiares 84.8%, universidades públicas 75.9%, Marina 91%) y desconfía de quien le falla o le pide mordida (partidos 23.9%, policía municipal, Ministerio Público). Es la cara política de la **confianza radial** del corpus. CONFIRMA el constructo.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	16	FUERTE	2. **[FUERTE] La cifra oculta (93.2%) NO es tolerancia al delito: es cálculo ante un sistema que no resuelve.** Según INEGI (ENVIPE 2025), en 2024 sólo se denunció 9.6% de los delitos y 93.2% quedó en cifra oculta; la razón principal para no denunciar es la pérdida de tiempo, seguida de la desconfianza en la autoridad (14%). Denunciar tiene costo alto y rendimiento casi nulo: sólo 0.8% del total de delitos termina con resolución positiva para la víctima.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	18	FUERTE	3. **[FUERTE] La participación electoral es contingente y estratégica, no un déficit fijo de cultura cívica.** 59.8% votó en la presidencial 2024; 12.86% en la judicial 2025. El ciudadano vota cuando percibe que el acto importa.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	20	MEDIA-FUERTE	"4. **[MEDIA-FUERTE] El voto de 2024 fue transversal, sin clivaje regional ni de clase claro.** Sheinbaum ganó en casi todos los segmentos socioeconómicos y regiones; se rompió el eje norte-sur de 2006. Esto MATIZA la idea de un ""México partido en dos""."
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	22	MEDIA	5. **[MEDIA] El apoyo al liderazgo personalista se apoya en provisión e identidad, no en ideología ni en autoritarismo esencial.** Conecta con **autócrata benévolo**: el líder ideal provee y protege a cambio de lealtad.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	24	MEDIA	"6. **[MEDIA] La polarización mexicana es afectiva y de líderes, de magnitud moderada.** El termómetro hacia el partido rival cayó de 4.1 (2000) a 2.4 (2018) en escala 0-10; pero medida por opinión sobre partidos ""no amerita la descripción de polarización"" (Moreno 2024). Es MENOR que la de EE.UU. El eje realmente divisorio es el apoyo/rechazo a la ""4T"", no izquierda-derecha."
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	26	MEDIA	7. **[MEDIA] El clientelismo desde abajo tiene agencia: el ciudadano acepta el bien y vota como quiere.** El giro a transferencias directas no condicionadas (Banco del Bienestar) debilita al broker local tradicional pero puede generar gratitud personalista al líder y/o sentido de derecho (entitlement). CONFIRMA-Y-MATIZA el constructo de clientelismo.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	28	FUERTE	8. **[FUERTE] La mordida es un mecanismo burocrático racional en un sistema de baja calidad, no un vicio del carácter.** 14% experimentó corrupción en trámites (ENCIG 2023). Es la **trampa social** de Rothstein: cada quien paga porque supone que los demás pagan.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	30	MEDIA-FUERTE	9. **[MEDIA-FUERTE] Linchamientos y autodefensas son respuesta al vacío del Estado, no barbarie cultural.** Se concentran donde la impunidad y la ausencia estatal son mayores. Aplicación directa de **violencia como destructor selectivo**: la inseguridad erosiona la confianza institucional y redirige hacia la autodefensa comunitaria.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	32	MEDIA	10. **[MEDIA] La policía comunitaria (CRAC-PC) es institucionalidad alternativa con lógica propia, distinta del linchamiento espontáneo y de las autodefensas armadas.** Se rige por usos y costumbres y asamblea.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	34	FUERTE	11. **[FUERTE] La protesta no convencional está segmentada por género, edad y clase.** El 8M/marea verde y los colectivos de búsqueda de personas desaparecidas son las formas más vitales de acción cívica contenciosa; movilizan sobre todo a mujeres jóvenes urbanas y a familiares (mayoritariamente madres) en duelo.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	36	FUERTE	12. **[FUERTE] La confianza interpersonal amplia es baja y la radial es alta.** México es una sociedad de baja confianza generalizada; se confía en el círculo conocido, no en el extraño ni en el sistema.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	38	MEDIA	"13. **[MEDIA] El ""apoyo a la democracia"" mexicano es frágil y contingente al gobierno en turno.** Subió de 35% (2023) a 49% (2024) tras el triunfo oficialista; Latinobarómetro concluye que México ""carece de demócratas insatisfechos porque tiene pocos demócratas""."
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	40	MEDIA	14. **[MEDIA] El clasemediero no es antisistema.** Su ansiedad de estatus y su miedo racional a caer lo vuelven cauto; muchos apoyan estabilidad y provisión más que ruptura.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	48	MEDIA	"Se aplican tres advertencias metodológicas. Primera: **no importar marcos extranjeros sin crítica.** Hofstede (distancia de poder), GLOBE y WVS ofrecen correlaciones pero no explican mecanismos y a menudo reifican como ""valores"" lo que es respuesta a incentivos; el marco honor/dignidad/face (usado en psicología cultural anglosajona) describe mal a México, mejor caracterizado como **cultura de dignidad, no de honor ni de face** (Smith 2017) [MEDIA]. Segunda: **separar tres fuentes de evidencia** — (a) datos primarios sobre población en México, (b) marcos teóricos importados, (c) estudios con muestras mexicano-americanas en EE.UU. (que NO son evidencia sobre México). Tercera: **marcar el sesgo urbano.** La ENCIG y la ENCUCI son fuertes en población urbana/con trámites (la ENCIG cubre sólo ciudades de 100 mil+ habitantes); el México rural, indígena e informal es un **VACÍO** que no se rellena por analogía."
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	54	FUERTE	**[FUERTE] (datos primarios sólidos o convergencia de fuentes):**
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	255	MEDIA-FUERTE	- **SI** elección presidencial con provisión percibida y baja competitividad **ENTONCES** participación ~60% con voto oficialista transversal — PORQUE provisión + identidad — **[MEDIA-FUERTE]**.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	256	FUERTE	- **SI** elección técnica/judicial con boletas complejas y resultado percibido como decidido **ENTONCES** abstención >85% — PORQUE cálculo costo-beneficio — **[FUERTE]**.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	268	FUERTE	- **SI** trámite presencial con funcionario discrecional y sin registro **ENTONCES** alta probabilidad de mordida — PORQUE trampa social — **[FUERTE]**.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	274	FUERTE	- **SI** delito sin cobertura de seguro y con agresor identificable **ENTONCES** no denuncia — PORQUE miedo + inutilidad percibida — **[FUERTE]**.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	280	MEDIA-FUERTE	- **SI** comunidad con ausencia de policía confiable + impunidad + red comunitaria fuerte **ENTONCES** emergencia de autodefensa o justicia comunitaria — PORQUE vacío de Estado + destructor selectivo — **[MEDIA-FUERTE]**.
corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	8d98900588d3f07e05839c2252c8b0945ecd405512d47cf43f55cae90738d4a0	286	MEDIA	"- **SI** norma percibida como inútil o extractiva y baja probabilidad de sanción **ENTONCES** evasión (""hacerse guaje"") — PORQUE cálculo ante institución de baja calidad — **[MEDIA]**."
corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	2ead6a5a8c3e16b7e94e32be1d3eebd6bfe476ed815ec5ebe6cbaed426915404	41	NO-EXPLÍCITO	"1. **Convierte una diferencia de clase en una diferencia de cultura.** Adjudicar ""honor"" al México rural y ""dignidad"" al urbano educado es exactamente el movimiento que este corpus existe para evitar: lo que varía por escolaridad y exposición no es el marco moral, es la sanción disponible."
corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	2ead6a5a8c3e16b7e94e32be1d3eebd6bfe476ed815ec5ebe6cbaed426915404	42	NO-EXPLÍCITO	"2. **Dignidad y face correlacionan r=.96.** No son polos entre los que un país deba repartirse. Un ""híbrido"" presupone una oposición que los datos no muestran."
corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	2ead6a5a8c3e16b7e94e32be1d3eebd6bfe476ed815ec5ebe6cbaed426915404	43	NO-EXPLÍCITO	3. **La clasificación es externa.** El esquema honor/dignidad/face es un marco importado **(c)** de la psicología cultural estadounidense; el sujeto mexicano, preguntado, no se reconoce en la etiqueta de honor.
corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	2ead6a5a8c3e16b7e94e32be1d3eebd6bfe476ed815ec5ebe6cbaed426915404	45	MEDIA	"**Lectura canónica que sustituye al híbrido:** lo medible y sostenido es una **sensibilidad reputacional alta** `[MEDIA]` —reputación familiar, costo social de ""quedar mal"", respuesta a la ofensa pública— que se explica mejor como **gestión de face bajo autopercepción de dignidad** que como cultura de honor. Los fenómenos que el texto original agrupaba bajo ""honor"" (machismo, códigos de género) se analizan en su propio report, con sus propias marcas de procedencia — varios de ellos **(b)**, muestra mexicano-americana. El legado colonial español es una hipótesis histórica sin identificación causal en este corpus y no debe presentarse como explicación."
corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	96b842bba10353112c2e8b9be36351770bb7e97701d54f273c16d7e822a63261	7	NO-EXPLÍCITO	"- **La juventud mexicana no es una cohorte homogénea, y ese es el hallazgo central:** lo que la distingue psicológicamente es menos un ""carácter generacional"" único que una divergencia interna radical —entre el joven urbano conectado de clase media, la ""nini"" cuidadora, el joven rural, el indígena y el informal— que comparten un mismo entorno digital y económico pero lo viven de forma opuesta. Extrapolar del bilingüe de clase alta de San Pedro Garza García al nini de Iztapalapa es el error que este reporte corrige activamente."
corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	96b842bba10353112c2e8b9be36351770bb7e97701d54f273c16d7e822a63261	8	NO-EXPLÍCITO	"- **Lo que cambia ""de verdad"" (efecto de cohorte/estructura, no de edad) es sobre todo conductual y económico:** la adultez se aplaza (la independencia antes de los 18 años cayó de 31.1% a 16.9% entre generaciones), la fecundidad adolescente se desplomó (de 70.6 a 45.2 nacimientos por mil mujeres de 15–19 entre 2018 y 2023) y la salud mental femenina joven se deterioró. Mucho de lo que se lee como ""psicología juvenil"" es adaptación racional a vivienda inalcanzable, informalidad e instituciones que fallan."
