clave	unidad	tipo	filas_o_contratos	razon
duelo	LECTURA-36eaeb28-08	F	ENLACE;ENLACE;ASTRA5-U0-DUEL-024	
duelo	LECTURA-36eaeb28-09	G	ASTRA5-U0-DUEL-025;ASTRA5-U0-DUEL-026	
duelo	LECTURA-36eaeb28-09	F	ASTRA5-U0-DUEL-025;ASTRA5-U0-DUEL-026	
duelo	LECTURA-36eaeb28-10	G	ENLACE;ENLACE;ENLACE;ASTRA5-U0-DUEL-027	
duelo	LECTURA-36eaeb28-10	F	ENLACE;ENLACE;ENLACE;ASTRA5-U0-DUEL-027	
duelo	LECTURA-36eaeb28-11	G	ASTRA5-U0-DUEL-028	
duelo	LECTURA-36eaeb28-11	F	ASTRA5-U0-DUEL-028	
duelo	LECTURA-36eaeb28-12	G	ENLACE;ASTRA5-U0-DUEL-029	
duelo	LECTURA-36eaeb28-12	F	ENLACE;ASTRA5-U0-DUEL-029	
duelo	LECTURA-36eaeb28-13	G	ASTRA5-U0-DUEL-030;ASTRA5-U0-DUEL-031	
duelo	LECTURA-36eaeb28-13	F	ASTRA5-U0-DUEL-030;ASTRA5-U0-DUEL-031	
duelo	LECTURA-36eaeb28-14	G	ASTRA5-U0-DUEL-032	
duelo	LECTURA-36eaeb28-14	F	ASTRA5-U0-DUEL-032	
duelo	LECTURA-36eaeb28-15	G	ASTRA5-U0-DUEL-033	
duelo	LECTURA-36eaeb28-15	F	ASTRA5-U0-DUEL-033	
duelo	CAND-36eaeb28-L4	P	ASTRA5-U0-DUEL-034;ASTRA5-U0-DUEL-035;ASTRA5-U0-DUEL-036	
duelo	LECTURA-36eaeb28-INT-TLDR-01	F	ASTRA5-U0-DUEL-034;ASTRA5-U0-DUEL-035;ASTRA5-U0-DUEL-025	
duelo	LECTURA-36eaeb28-INT-MIG-02	F	ASTRA5-U0-DUEL-037	
duelo	LECTURA-36eaeb28-INT-VINCULO	F	ENLACE;ENLACE	DEDUP: mismo componente metodológico de Almanza 2020 ya cubierto por ASTRA5-U0-DUEL-007/008 (duelo-007/008)
duelo	LECTURA-36eaeb28-INT-REVIC	F	ENLACE;ENLACE;ASTRA5-U0-DUEL-024	
duelo	LECTURA-36eaeb28-INT-BUSQUEDA	F	ASTRA5-U0-DUEL-022;ASTRA5-U0-DUEL-023	DEDUP: agencia (duelo-022) y riesgo físico Artículo 19 (duelo-023) ya cubren campo/peritaje de facto/riesgo
duelo	LECTURA-36eaeb28-INT-ESTIGMA	F	ENLACE;ASTRA5-U0-DUEL-029	DEDUP: mismo componente de Almanza 2020 (estigma/apoyo) ya cubierto por ASTRA5-U0-DUEL-012 y duelo-029
duelo	LECTURA-36eaeb28-INT-SOMAT	F	ENLACE;ENLACE;ENLACE;ASTRA5-U0-DUEL-038	
duelo	LECTURA-36eaeb28-INT-SEGMENTOS	F	ASTRA5-U0-DUEL-019;ASTRA5-U0-DUEL-020;ASTRA5-U0-DUEL-037	DEDUP: región/edad/sexo (duelo-019), perfil buscadoras (duelo-020) y EAAF (duelo-037) ya cubren los denominadores de L111-121
duelo	LECTURA-36eaeb28-INT-POLITICA	F	ASTRA5-U0-DUEL-039	
duelo	LECTURA-36eaeb28-INT-AUDITORIA	F		NO-AFIRMACION: auditoría meta (recombina Almanza n5, Smid n29, Heeke n73/n295 ya dictaminados; no aporta afirmación nueva)
duelo	INT-L54	INT	ASTRA5-U0-DUEL-040	
emociones-morales	LECTURA-ab76b878-01	G	ASTRA5-U0-EMOC-001	
emociones-morales	LECTURA-ab76b878-01	F	ASTRA5-U0-EMOC-001	
emociones-morales	LECTURA-ab76b878-02	G	ASTRA5-U0-EMOC-002	
emociones-morales	LECTURA-ab76b878-02	F	ASTRA5-U0-EMOC-002	
emociones-morales	LECTURA-ab76b878-03	G	ASTRA5-U0-EMOC-003	
emociones-morales	LECTURA-ab76b878-03	F	ASTRA5-U0-EMOC-003	
emociones-morales	LECTURA-ab76b878-04	G	ASTRA5-U0-EMOC-004;ASTRA5-U0-EMOC-005;ASTRA5-U0-EMOC-006	
emociones-morales	LECTURA-ab76b878-04	F	ASTRA5-U0-EMOC-004;ASTRA5-U0-EMOC-005;ASTRA5-U0-EMOC-006	
emociones-morales	LECTURA-ab76b878-05	G	ASTRA5-U0-EMOC-007	
emociones-morales	LECTURA-ab76b878-05	F	ASTRA5-U0-EMOC-007	
emociones-morales	LECTURA-ab76b878-06	G	ASTRA5-U0-AUTOR-021;ASTRA5-U0-EMOC-009	
emociones-morales	LECTURA-ab76b878-06	F	ASTRA5-U0-AUTOR-021;ASTRA5-U0-EMOC-009	
emociones-morales	LECTURA-ab76b878-07	G	ASTRA5-U0-EMOC-010	
emociones-morales	LECTURA-ab76b878-07	F	ASTRA5-U0-EMOC-010	
emociones-morales	LECTURA-ab76b878-08	G	ASTRA5-U0-EMOC-011	
emociones-morales	LECTURA-ab76b878-08	F	ASTRA5-U0-EMOC-011	
emociones-morales	LECTURA-ab76b878-09	G	ASTRA5-U0-EMOC-012;ASTRA5-U0-EMOC-013	
emociones-morales	LECTURA-ab76b878-09	F	ASTRA5-U0-EMOC-012;ASTRA5-U0-EMOC-013	
emociones-morales	LECTURA-ab76b878-10	G	ASTRA5-U0-EMOC-014	
emociones-morales	LECTURA-ab76b878-10	F	ASTRA5-U0-EMOC-014	
emociones-morales	LECTURA-ab76b878-11	G	ASTRA5-U0-EMOC-015	
emociones-morales	LECTURA-ab76b878-11	F	ASTRA5-U0-EMOC-015	
emociones-morales	LECTURA-ab76b878-12	G	ASTRA5-U0-EMOC-016;ASTRA5-U0-EMOC-017;ASTRA5-U0-EMOC-018;ASTRA5-U0-EMOC-019	
emociones-morales	LECTURA-ab76b878-12	F	ASTRA5-U0-EMOC-016;ASTRA5-U0-EMOC-017;ASTRA5-U0-EMOC-018;ASTRA5-U0-EMOC-019	
emociones-morales	LECTURA-ab76b878-13	G	ASTRA5-U0-EMOC-020	
emociones-morales	LECTURA-ab76b878-13	F	ASTRA5-U0-EMOC-020	
emociones-morales	LECTURA-ab76b878-14	G	ASTRA5-U0-EMOC-021	
emociones-morales	LECTURA-ab76b878-14	F	ASTRA5-U0-EMOC-021	
emociones-morales	LECTURA-ab76b878-15	G	ASTRA5-U0-EMOC-022	
emociones-morales	LECTURA-ab76b878-15	F	ASTRA5-U0-EMOC-022	
emociones-morales	CAND-ab76b878-L281	P		NO-AFIRMACION: nota editorial -- es la misma nota metodologica sobre criterios de tier (SOLIDO/MEDIO/HIPOTESIS) que cierra el report (L280-281); no es una afirmacion sobre Mexico, es meta-comentario sobre como el propio report clasifico su evidencia.
emociones-morales	MORAL-INTERNO-01	F	ASTRA5-U0-EMOC-023;ASTRA5-U0-EMOC-001;ASTRA5-U0-EMOC-003;ASTRA5-U0-EMOC-015	
emociones-morales	MORAL-INTERNO-02	F	ASTRA5-U0-EMOC-024;ASTRA5-U0-EMOC-025;ASTRA5-U0-EMOC-026;ASTRA5-U0-EMOC-027;ASTRA5-U0-EMOC-028;ASTRA5-U0-EMOC-010;ASTRA5-U0-EMOC-012;ASTRA5-U0-EMOC-013;ASTRA5-U0-EMOC-014;ASTRA5-U0-EMOC-016;ASTRA5-U0-EMOC-019	
emociones-morales	MORAL-INTERNO-03	F	ASTRA5-U0-EMOC-029;ASTRA5-U0-EMOC-030;ASTRA5-U0-EMOC-001;ASTRA5-U0-EMOC-004;ASTRA5-U0-EMOC-005;ASTRA5-U0-EMOC-006;ASTRA5-U0-EMOC-020	
emociones-morales	MORAL-INTERNO-04	F	ASTRA5-U0-EMOC-031;ASTRA5-U0-EMOC-032;ASTRA5-U0-EMOC-007;ASTRA5-U0-EMOC-016;ASTRA5-U0-EMOC-020;ASTRA5-U0-EMOC-021;ASTRA5-U0-EMOC-022	
familia	LECTURA-188f152f-01	G	ASTRA5-U0-FAM-001	
familia	LECTURA-188f152f-02	G	ASTRA5-U0-FAM-002	
familia	LECTURA-188f152f-03	G	ASTRA5-U0-FAM-003;ASTRA5-U0-FAM-004;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-006	
familia	LECTURA-188f152f-04	G	ASTRA5-U0-FAM-007;ASTRA5-U0-FAM-008;ASTRA5-U0-FAM-009;ASTRA5-U0-FAM-010	
familia	LECTURA-188f152f-05	G	ASTRA5-U0-FAM-011	
familia	LECTURA-188f152f-06	G	ASTRA5-U0-FAM-012;ASTRA5-U0-FAM-013	
familia	LECTURA-188f152f-07	G	ASTRA5-U0-FAM-014	
familia	LECTURA-188f152f-08	G	ASTRA5-U0-FAM-015	
familia	LECTURA-188f152f-09	G	ASTRA5-U0-FAM-016	
familia	LECTURA-188f152f-10	G	ASTRA5-U0-FAM-017	
familia	LECTURA-188f152f-11	G	ASTRA5-U0-FAM-018	
familia	LECTURA-188f152f-12	G	ASTRA5-U0-FAM-019	
familia	LECTURA-188f152f-13	G	ASTRA5-U0-FAM-020	
familia	LECTURA-188f152f-14	G	ASTRA5-U0-FAM-021;ASTRA5-U0-FAM-022	
familia	LECTURA-188f152f-15	G	ASTRA5-U0-FAM-023;ASTRA5-U0-FAM-024	
familia	LECTURA-188f152f-01	F	ASTRA5-U0-FAM-001	
familia	LECTURA-188f152f-02	F	ASTRA5-U0-FAM-002	
familia	LECTURA-188f152f-03	F	ASTRA5-U0-FAM-003;ASTRA5-U0-FAM-004;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-006	
familia	LECTURA-188f152f-04	F	ASTRA5-U0-FAM-007;ASTRA5-U0-FAM-008;ASTRA5-U0-FAM-009;ASTRA5-U0-FAM-010	
familia	LECTURA-188f152f-05	F	ASTRA5-U0-FAM-011	
familia	LECTURA-188f152f-06	F	ASTRA5-U0-FAM-012;ASTRA5-U0-FAM-013	
familia	LECTURA-188f152f-07	F	ASTRA5-U0-FAM-014	
familia	LECTURA-188f152f-08	F	ASTRA5-U0-FAM-015	
familia	LECTURA-188f152f-09	F	ASTRA5-U0-FAM-016	
familia	LECTURA-188f152f-10	F	ASTRA5-U0-FAM-017	
familia	LECTURA-188f152f-11	F	ASTRA5-U0-FAM-018	
familia	LECTURA-188f152f-12	F	ASTRA5-U0-FAM-019	
familia	LECTURA-188f152f-13	F	ASTRA5-U0-FAM-020	
familia	LECTURA-188f152f-14	F	ASTRA5-U0-FAM-021;ASTRA5-U0-FAM-022	
familia	LECTURA-188f152f-15	F	ASTRA5-U0-FAM-023;ASTRA5-U0-FAM-024	
familia	FAMILIA-INTERNO-01	F	ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-026;ASTRA5-U0-FAM-027;ASTRA5-U0-FAM-028;ASTRA5-U0-FAM-029;ASTRA5-U0-FAM-030	
familia	FAMILIA-INTERNO-02	F	ASTRA5-U0-FAM-007;ASTRA5-U0-FAM-008;ASTRA5-U0-FAM-009;ASTRA5-U0-FAM-010;ASTRA5-U0-FAM-031;ASTRA5-U0-FAM-032;ENLACE;ASTRA5-U0-FAM-033	
familia	FAMILIA-INTERNO-03	F	ASTRA5-U0-FAM-034;ASTRA5-U0-FAM-035;ASTRA5-U0-FAM-036;ASTRA5-U0-FAM-037;ASTRA5-U0-FAM-038;ASTRA5-U0-FAM-039;ASTRA5-U0-FAM-042;ASTRA5-U0-FAM-045;ASTRA5-U0-FAM-046	
familia	FAMILIA-INTERNO-04	F	ASTRA5-U0-FAM-040;ASTRA5-U0-FAM-041;ASTRA5-U0-FAM-043;ASTRA5-U0-FAM-044;ASTRA5-U0-FAM-047;ASTRA5-U0-FAM-048;ASTRA5-U0-FAM-049;ASTRA5-U0-FAM-050;ASTRA5-U0-FAM-051	
finanzas	LECTURA-d6710e19-01	G	ENLACE;ASTRA5-U0-FIN-010	
finanzas	LECTURA-d6710e19-02	G	ENLACE;ASTRA5-U0-FIN-011;ASTRA5-U0-FIN-012	
finanzas	LECTURA-d6710e19-03	G	ENLACE;ASTRA5-U0-FIN-013;ASTRA5-U0-FIN-014	
finanzas	LECTURA-d6710e19-04	G	ENLACE;ASTRA5-U0-FIN-015;ASTRA5-U0-FIN-016	
finanzas	LECTURA-d6710e19-05	G	ASTRA5-U0-FIN-017;ASTRA5-U0-FIN-018;ASTRA5-U0-FIN-019	
finanzas	LECTURA-d6710e19-06	G	ASTRA5-U0-FIN-020;ASTRA5-U0-FIN-021;ASTRA5-U0-FIN-022	
finanzas	LECTURA-d6710e19-07	G	ASTRA5-U0-FIN-023;ASTRA5-U0-FIN-024	
finanzas	LECTURA-d6710e19-08	G	ENLACE;ASTRA5-U0-FIN-025;ASTRA5-U0-FIN-026	
finanzas	LECTURA-d6710e19-09	G	ENLACE;ASTRA5-U0-FIN-027	
finanzas	LECTURA-d6710e19-10	G	ENLACE;ENLACE	
finanzas	LECTURA-d6710e19-11	G	ENLACE;ASTRA5-U0-FIN-028	
finanzas	LECTURA-d6710e19-12	G	ENLACE;ASTRA5-U0-FIN-029	
finanzas	LECTURA-d6710e19-13	G	ASTRA5-U0-FIN-030;ASTRA5-U0-FIN-031;ASTRA5-U0-FIN-032;ASTRA5-U0-FIN-033	
finanzas	TIER-d6710e19-L69	T		NO-AFIRMACION: encabezado de leyenda de la seccion 'Mapa de evidencia' que introduce tres narrativas populares (L70-72) ya calificadas por el propio report como 'Falso' en la seccion Mitos (L131-136, items 1-3); no es una afirmacion sostenida por el report sino un rotulo editorial que agrupa creencias a refutar.
finanzas	LECTURA-d6710e19-01	F	ENLACE;ASTRA5-U0-FIN-010	
finanzas	LECTURA-d6710e19-02	F	ENLACE;ASTRA5-U0-FIN-011;ASTRA5-U0-FIN-012	
finanzas	LECTURA-d6710e19-03	F	ENLACE;ASTRA5-U0-FIN-013;ASTRA5-U0-FIN-014	
finanzas	LECTURA-d6710e19-04	F	ENLACE;ASTRA5-U0-FIN-015;ASTRA5-U0-FIN-016	
finanzas	LECTURA-d6710e19-05	F	ASTRA5-U0-FIN-017;ASTRA5-U0-FIN-018;ASTRA5-U0-FIN-019	
finanzas	LECTURA-d6710e19-06	F	ASTRA5-U0-FIN-020;ASTRA5-U0-FIN-021;ASTRA5-U0-FIN-022	
finanzas	LECTURA-d6710e19-07	F	ASTRA5-U0-FIN-023;ASTRA5-U0-FIN-024	
finanzas	LECTURA-d6710e19-08	F	ENLACE;ASTRA5-U0-FIN-025;ASTRA5-U0-FIN-026	
finanzas	LECTURA-d6710e19-09	F	ENLACE;ASTRA5-U0-FIN-027	
finanzas	LECTURA-d6710e19-10	F	ENLACE;ENLACE	
finanzas	LECTURA-d6710e19-11	F	ENLACE;ASTRA5-U0-FIN-028	
finanzas	LECTURA-d6710e19-12	F	ENLACE;ASTRA5-U0-FIN-029	
finanzas	LECTURA-d6710e19-13	F	ASTRA5-U0-FIN-030;ASTRA5-U0-FIN-031;ASTRA5-U0-FIN-032;ASTRA5-U0-FIN-033	
finanzas	INT-L49-L51	INT	ASTRA5-U0-FIN-034	
finanzas	INT-L65-L67	INT	ASTRA5-U0-FIN-035	
genero	LECTURA-e317fefe-01	G	ASTRA5-U0-GEN-002	
genero	LECTURA-e317fefe-01	F	ASTRA5-U0-GEN-002	
genero	LECTURA-e317fefe-02	G	ASTRA5-U0-GEN-003	
genero	LECTURA-e317fefe-02	F	ASTRA5-U0-GEN-003	
genero	LECTURA-e317fefe-03	G	ASTRA5-U0-GEN-004	
genero	LECTURA-e317fefe-03	F	ASTRA5-U0-GEN-004	
genero	LECTURA-e317fefe-04	G	ASTRA5-U0-GEN-005	
genero	LECTURA-e317fefe-04	F	ASTRA5-U0-GEN-005	
genero	LECTURA-e317fefe-05	G	ASTRA5-U0-GEN-006	
genero	LECTURA-e317fefe-05	F	ASTRA5-U0-GEN-006	
genero	LECTURA-e317fefe-06	G	ASTRA5-U0-GEN-007	
genero	LECTURA-e317fefe-06	F	ASTRA5-U0-GEN-007	
genero	LECTURA-e317fefe-07	G	ASTRA5-U0-GEN-009;ASTRA5-U0-GEN-010;ASTRA5-U0-GEN-011;ASTRA5-U0-GEN-012	
genero	LECTURA-e317fefe-07	F	ASTRA5-U0-GEN-009;ASTRA5-U0-GEN-010;ASTRA5-U0-GEN-011;ASTRA5-U0-GEN-012	
genero	LECTURA-e317fefe-08	G	ASTRA5-U0-GEN-013;ASTRA5-U0-GEN-014	
genero	LECTURA-e317fefe-08	F	ASTRA5-U0-GEN-013;ASTRA5-U0-GEN-014	
genero	LECTURA-e317fefe-09	G	ASTRA5-U0-GEN-015;ASTRA5-U0-GEN-016	
genero	LECTURA-e317fefe-09	F	ASTRA5-U0-GEN-015;ASTRA5-U0-GEN-016	
genero	LECTURA-e317fefe-10	G	ASTRA5-U0-GEN-017	
genero	LECTURA-e317fefe-10	F	ASTRA5-U0-GEN-017	
genero	LECTURA-e317fefe-11	G	ASTRA5-U0-GEN-018	
genero	LECTURA-e317fefe-11	F	ASTRA5-U0-GEN-018	
genero	LECTURA-e317fefe-12	G	ASTRA5-U0-GEN-019	
genero	LECTURA-e317fefe-12	F	ASTRA5-U0-GEN-019	
genero	LECTURA-e317fefe-13	G	ASTRA5-U0-GEN-020;ASTRA5-U0-GEN-021	
genero	LECTURA-e317fefe-13	F	ASTRA5-U0-GEN-020;ASTRA5-U0-GEN-021	
genero	LECTURA-e317fefe-14	G	ASTRA5-U0-GEN-022	
genero	LECTURA-e317fefe-14	F	ASTRA5-U0-GEN-022	
genero	LECTURA-e317fefe-15	G	ASTRA5-U0-GEN-023	
genero	LECTURA-e317fefe-15	F	ASTRA5-U0-GEN-023	
genero	GENERO-INTERNO-01	F	ENLACE;ASTRA5-U0-GEN-024;ASTRA5-U0-GEN-025	
genero	GENERO-INTERNO-02	F		DEDUP: genero-001;genero-002;genero-003;genero-004 — Patrones 1-3 (L91-116) elaboran las mismas cuatro afirmaciones ya filadas (Arciniega/Nuñez/Castillo/Wheeler), sin componente empírico nuevo.
genero	GENERO-INTERNO-03	F	ASTRA5-U0-GEN-006;ASTRA5-U0-GEN-007;ASTRA5-U0-GEN-008;ASTRA5-U0-GEN-009;ASTRA5-U0-GEN-010;ASTRA5-U0-GEN-011;ASTRA5-U0-GEN-012;ASTRA5-U0-GEN-013;ASTRA5-U0-GEN-017;ASTRA5-U0-GEN-018;ASTRA5-U0-GEN-019;ASTRA5-U0-GEN-022;ASTRA5-U0-GEN-026	
genero	GENERO-INTERNO-04	F	ASTRA5-U0-GEN-014;ASTRA5-U0-GEN-020;ASTRA5-U0-GEN-021;ASTRA5-U0-GEN-027;ASTRA5-U0-GEN-028;ASTRA5-U0-GEN-029;ASTRA5-U0-GEN-031	
genero	GENERO-INTERNO-05	F	ASTRA5-U0-GEN-030;ASTRA5-U0-GEN-032;ASTRA5-U0-GEN-033	
genetica-conductual	LECTURA-c42009a3-01	G	ENLACE;ASTRA5-U0-GENBEH-009;ASTRA5-U0-GENBEH-010;ASTRA5-U0-GENBEH-011	
genetica-conductual	LECTURA-c42009a3-02	G	ASTRA5-U0-GENBEH-012;ASTRA5-U0-GENBEH-013;ASTRA5-U0-GENBEH-014	
genetica-conductual	LECTURA-c42009a3-03	G	ASTRA5-U0-GENBEH-015;ASTRA5-U0-GENBEH-016	
genetica-conductual	LECTURA-c42009a3-04	G	ASTRA5-U0-GENBEH-017;ASTRA5-U0-GENBEH-018;ASTRA5-U0-GENBEH-019;ASTRA5-U0-GENBEH-020	
genetica-conductual	LECTURA-c42009a3-05	G	ENLACE;ASTRA5-U0-GENBEH-021;ASTRA5-U0-GENBEH-022	
genetica-conductual	LECTURA-c42009a3-06	G	ENLACE;ENLACE	
genetica-conductual	LECTURA-c42009a3-07	G	ASTRA5-U0-GENBEH-023;ASTRA5-U0-GENBEH-024;ASTRA5-U0-GENBEH-025;ASTRA5-U0-GENBEH-026	
genetica-conductual	LECTURA-c42009a3-08	G	ASTRA5-U0-GENBEH-027;ASTRA5-U0-GENBEH-028;ASTRA5-U0-GENBEH-029;ASTRA5-U0-GENBEH-030;ASTRA5-U0-GENBEH-031	
genetica-conductual	LECTURA-c42009a3-09	G	ASTRA5-U0-GENBEH-032;ASTRA5-U0-GENBEH-033;ASTRA5-U0-GENBEH-034	
genetica-conductual	LECTURA-c42009a3-10	G	ASTRA5-U0-GENBEH-035	
genetica-conductual	LECTURA-c42009a3-11	G	ASTRA5-U0-GENBEH-036	
genetica-conductual	LECTURA-c42009a3-12	G	ASTRA5-U0-GENBEH-037	
genetica-conductual	TIER-c42009a3-L154	T	ASTRA5-U0-GENBEH-032;ASTRA5-U0-GENBEH-033	
genetica-conductual	TIER-c42009a3-L167	T	ASTRA5-U0-GENBEH-017;ASTRA5-U0-GENBEH-018	
genetica-conductual	LECTURA-c42009a3-01	F	ENLACE;ASTRA5-U0-GENBEH-009;ASTRA5-U0-GENBEH-010;ASTRA5-U0-GENBEH-011	
genetica-conductual	LECTURA-c42009a3-02	F	ASTRA5-U0-GENBEH-012;ASTRA5-U0-GENBEH-013;ASTRA5-U0-GENBEH-014	
genetica-conductual	LECTURA-c42009a3-03	F	ASTRA5-U0-GENBEH-015;ASTRA5-U0-GENBEH-016	
genetica-conductual	LECTURA-c42009a3-04	F	ASTRA5-U0-GENBEH-017;ASTRA5-U0-GENBEH-018;ASTRA5-U0-GENBEH-019;ASTRA5-U0-GENBEH-020	
genetica-conductual	LECTURA-c42009a3-05	F	ENLACE;ASTRA5-U0-GENBEH-021;ASTRA5-U0-GENBEH-022	
genetica-conductual	LECTURA-c42009a3-06	F	ENLACE;ENLACE	
genetica-conductual	LECTURA-c42009a3-07	F	ASTRA5-U0-GENBEH-023;ASTRA5-U0-GENBEH-024;ASTRA5-U0-GENBEH-025;ASTRA5-U0-GENBEH-026	
genetica-conductual	LECTURA-c42009a3-08	F	ASTRA5-U0-GENBEH-027;ASTRA5-U0-GENBEH-028;ASTRA5-U0-GENBEH-029;ASTRA5-U0-GENBEH-030;ASTRA5-U0-GENBEH-031	
genetica-conductual	LECTURA-c42009a3-09	F	ASTRA5-U0-GENBEH-032;ASTRA5-U0-GENBEH-033;ASTRA5-U0-GENBEH-034	
genetica-conductual	LECTURA-c42009a3-10	F	ASTRA5-U0-GENBEH-035	
genetica-conductual	LECTURA-c42009a3-11	F	ASTRA5-U0-GENBEH-036	
genetica-conductual	LECTURA-c42009a3-12	F	ASTRA5-U0-GENBEH-037	
genetica-conductual	GENCON-INTERNO-01	F		NO-AFIRMACION: marco conceptual/definición metodológica (5 niveles causales, canal legítimo/prohibido) — encabezado editorial que rige la lectura de G01-G12, no es en sí una afirmación empírica dictaminable
genetica-conductual	GENCON-INTERNO-02	F	ENLACE;ASTRA5-U0-GENBEH-009;ASTRA5-U0-GENBEH-010;ASTRA5-U0-GENBEH-011;ASTRA5-U0-GENBEH-012;ASTRA5-U0-GENBEH-013;ASTRA5-U0-GENBEH-015	DEDUP: detalle de Patrón A (L81-101) ya cubierto en las filas de G01/G02/G03
genetica-conductual	GENCON-INTERNO-03	F	ASTRA5-U0-GENBEH-023;ASTRA5-U0-GENBEH-024;ASTRA5-U0-GENBEH-025;ASTRA5-U0-GENBEH-026	DEDUP: detalle de Patrón B (L103-116) ya cubierto en las filas de G07
genetica-conductual	GENCON-INTERNO-04	F	ENLACE;ASTRA5-U0-GENBEH-021;ASTRA5-U0-GENBEH-022;ENLACE;ENLACE;ASTRA5-U0-GENBEH-027;ASTRA5-U0-GENBEH-028;ASTRA5-U0-GENBEH-029;ASTRA5-U0-GENBEH-030;ASTRA5-U0-GENBEH-031;ASTRA5-U0-GENBEH-032;ASTRA5-U0-GENBEH-033;ASTRA5-U0-GENBEH-034	DEDUP: detalle de Patrones C/D/E (L118-158) ya cubierto en las filas de G05/G06/G08/G09
genetica-conductual	GENCON-INTERNO-05	F	ASTRA5-U0-GENBEH-017;ASTRA5-U0-GENBEH-018;ASTRA5-U0-GENBEH-019;ASTRA5-U0-GENBEH-020	DEDUP: detalle de Patrón F (L160-174) ya cubierto en las filas de G04
genetica-conductual	GENCON-INTERNO-06	F	ASTRA5-U0-GENBEH-038	
genomica	LECTURA-6ebfdf54-01	G	ENLACE;ENLACE	
genomica	LECTURA-6ebfdf54-02	G	ENLACE;ASTRA5-U0-GENOM-007	
genomica	LECTURA-6ebfdf54-03	G	ASTRA5-U0-GENOM-006	
genomica	LECTURA-6ebfdf54-04	G	ASTRA5-U0-GENOM-005	
genomica	LECTURA-6ebfdf54-05	G	ENLACE;ASTRA5-U0-GENOM-008	
genomica	LECTURA-6ebfdf54-06	G	ASTRA5-U0-GENOM-009;ASTRA5-U0-GENOM-010	
genomica	LECTURA-6ebfdf54-07	G	ASTRA5-U0-GENOM-011;ASTRA5-U0-GENOM-012;ASTRA5-U0-GENOM-013	
genomica	LECTURA-6ebfdf54-08	G	ASTRA5-U0-GENOM-014;ASTRA5-U0-GENOM-015;ASTRA5-U0-GENOM-016	
genomica	LECTURA-6ebfdf54-09	G	ASTRA5-U0-GENOM-017;ASTRA5-U0-GENOM-018;ASTRA5-U0-GENOM-019	
genomica	LECTURA-6ebfdf54-10	G	ASTRA5-U0-GENOM-020;ASTRA5-U0-GENOM-021;ASTRA5-U0-GENOM-022	
genomica	LECTURA-6ebfdf54-11	G	ASTRA5-U0-GENOM-023;ASTRA5-U0-GENOM-024	
genomica	CAND-6ebfdf54-L4	P	ASTRA5-U0-GENOM-031	
genomica	CAND-6ebfdf54-L5	P	ASTRA5-U0-GENOM-032	
genomica	CAND-6ebfdf54-L6	P	ASTRA5-U0-GENOM-033	
genomica	LECTURA-6ebfdf54-01	F	ENLACE;ENLACE	
genomica	LECTURA-6ebfdf54-02	F	ENLACE;ASTRA5-U0-GENOM-007	
genomica	LECTURA-6ebfdf54-03	F	ASTRA5-U0-GENOM-006	
genomica	LECTURA-6ebfdf54-04	F	ASTRA5-U0-GENOM-005	
genomica	LECTURA-6ebfdf54-05	F	ENLACE;ASTRA5-U0-GENOM-008	
genomica	LECTURA-6ebfdf54-06	F	ASTRA5-U0-GENOM-009;ASTRA5-U0-GENOM-010	
genomica	LECTURA-6ebfdf54-07	F	ASTRA5-U0-GENOM-011;ASTRA5-U0-GENOM-012;ASTRA5-U0-GENOM-013	
genomica	LECTURA-6ebfdf54-08	F	ASTRA5-U0-GENOM-014;ASTRA5-U0-GENOM-015;ASTRA5-U0-GENOM-016	
genomica	LECTURA-6ebfdf54-09	F	ASTRA5-U0-GENOM-017;ASTRA5-U0-GENOM-018;ASTRA5-U0-GENOM-019	
genomica	LECTURA-6ebfdf54-10	F	ASTRA5-U0-GENOM-020;ASTRA5-U0-GENOM-021;ASTRA5-U0-GENOM-022	
genomica	LECTURA-6ebfdf54-11	F	ASTRA5-U0-GENOM-023;ASTRA5-U0-GENOM-024	
genomica	LECTURA-6ebfdf54-INT-12	F	ASTRA5-U0-GENOM-025;ASTRA5-U0-GENOM-026;ASTRA5-U0-GENOM-027	
genomica	LECTURA-6ebfdf54-INT-13	F	ASTRA5-U0-GENOM-028	
genomica	LECTURA-6ebfdf54-INT-14	F	ASTRA5-U0-GENOM-029	
genomica	LECTURA-6ebfdf54-INT-15	F	ASTRA5-U0-GENOM-030	
humor	LECTURA-57ec2d17-01	G	ASTRA5-U0-HUM-008;ASTRA5-U0-HUM-009;ASTRA5-U0-HUM-010;ASTRA5-U0-HUM-011	
humor	LECTURA-57ec2d17-02	G	ASTRA5-U0-HUM-012;ASTRA5-U0-HUM-013	
humor	LECTURA-57ec2d17-03	G	ASTRA5-U0-HUM-015;ASTRA5-U0-HUM-016	
humor	LECTURA-57ec2d17-04	G	ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ASTRA5-U0-HUM-017	
humor	LECTURA-57ec2d17-05	G	ENLACE;ASTRA5-U0-HUM-018;ASTRA5-U0-HUM-019;ASTRA5-U0-HUM-020	
humor	LECTURA-57ec2d17-06	G	ASTRA5-U0-HUM-021;ASTRA5-U0-HUM-022	
