fecha,producto,indicador,numerador,denominador,valor,unidad,frecuencia,universo_institucional,regimen_definicion,fuente,nota
2020-08,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.67,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-08,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.98,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-08,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.03,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-08,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,1.99,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-08,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.84,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-09,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.63,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-09,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.91,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-09,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.89,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-09,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,1.77,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-09,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.74,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-10,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.04,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-10,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.88,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-10,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.76,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-10,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,1.92,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-10,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.69,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-11,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.03,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-11,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.30,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-11,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.06,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-11,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.55,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-11,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.79,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-12,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.40,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-12,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.92,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-12,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.38,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-12,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.09,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2020-12,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,7.39,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-01,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.72,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-01,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,7.49,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-01,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.51,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-01,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.27,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-01,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,7.60,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-02,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.53,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-02,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,7.04,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-02,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.68,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-02,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.18,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-02,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,7.58,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-03,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.90,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-03,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.06,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-03,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.57,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-03,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.86,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-03,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.97,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-04,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.50,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-04,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.57,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-04,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.37,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-04,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.60,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-04,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.57,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-05,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.26,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-05,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.04,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-05,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.29,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-05,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.61,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2021-05,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.37,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
