slot	consumidor	tipo_uso	generacion_actual	valor_actual	estimando_requerido	calc_candidato	result_candidato	valor_candidato	veredicto	veredicto_sellado_ref	via_autorizada	replay_ref	firma_o_pin	siguiente_operacion	razon
RES-0183	milpa/catalogo-momentos-v0_1.tsv:M08	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M08:M08				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0184	milpa/catalogo-momentos-v0_1.tsv:M09	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M09:M09				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0185	milpa/catalogo-momentos-v0_1.tsv:M10	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M10:M10				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0186	milpa/catalogo-momentos-v0_1.tsv:M11	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M11:M11				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0187	milpa/catalogo-momentos-v0_1.tsv:M12	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M12:M12				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0188	milpa/catalogo-momentos-v0_1.tsv:M13	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M13:M13				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0189	milpa/catalogo-momentos-v0_1.tsv:M14	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M14:M14				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0190	milpa/catalogo-momentos-v0_1.tsv:M15	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M15:M15				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0191	milpa/catalogo-momentos-v0_1.tsv:M16	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M16:M16				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0192	milpa/catalogo-momentos-v0_1.tsv:M17	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M17:M17				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0193	milpa/catalogo-momentos-v0_1.tsv:M18	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M18:M18				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0194	milpa/catalogo-momentos-v0_1.tsv:M19	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M19:M19				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0195	milpa/catalogo-momentos-v0_1.tsv:M20	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M20:M20				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0196	milpa/catalogo-momentos-v0_1.tsv:M21	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M21:M21				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0197	milpa/catalogo-momentos-v0_1.tsv:M22	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M22:M22				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0198	milpa/catalogo-momentos-v0_1.tsv:M23	momento	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	M23:M23				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			MEDIR-CALC-O-PLAN-FECHADO-CON-DEPENDENCIA	CORR-SIN-CALC-DECLARADA
RES-0199	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/salud:condicionales_confianza_institucional/salud				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0200	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/educación:condicionales_confianza_institucional/educación				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0201	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/financiera:condicionales_confianza_institucional/financiera				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0202	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/seguridad-FFAA:condicionales_confianza_institucional/seguridad-FFAA				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0203	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/justicia-policía:condicionales_confianza_institucional/justicia-policía				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0204	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_confianza_institucional/electoral-partidos:condicionales_confianza_institucional/electoral-partidos				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0205	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares/radio_confianza:condicionales_escalares/radio_confianza				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0206	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares/familismo_apoyo:condicionales_escalares/familismo_apoyo				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0207	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0208	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares_exposicion_violencia/exposicion_violencia:condicionales_escalares_exposicion_violencia/exposicion_violencia				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0209	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares_medido_nacional/norma_de_género:condicionales_escalares_medido_nacional/norma_de_género				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0210	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida	condicional_theta	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	condicionales_escalares_medido_nacional/obligación_medida:condicionales_escalares_medido_nacional/obligación_medida				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			DICTAMINAR-HISTORICO-SIN-RELEVO-POR-FILA-O-MEDIR-SI-SIGUE-CONSUMO	CORR-SIN-CALC-DECLARADA
RES-0211	data/curacion-registro/celdas-d/GOB.gobierno_digital.encig2025.edad_x_escolaridad.yaml:GOB.gobierno_digital.encig2025.edad_x_escolaridad	celda_D	LEGACY-GEN1	NO-DECLARADO-EN-EL-REGISTRO	GOB.gobierno_digital.encig2025.edad_x_escolaridad:GOB.gobierno_digital.encig2025.edad_x_escolaridad				SIN-CANDIDATO	NINGUNO	NINGUNA-ACREDITADA			PREPARAR-CALC-RELEVO-DESDE-CRUDO-CON-SPEC-CONGELADA	CORR-SIN-CALC-DECLARADA
