# GENERADO por tools/dominios/cola-completa/revisa_no_encontrado.py — no editar
id_afirmacion	clase	programa_candidato	casado_por_nombre	instrumento_texto
ASTRA5-U0-MER-012	SIN-PROGRAMA			INEGI Pobreza Multidimensional 2024, reporte de resultados 27/25 y nota técnica, 13-ago-2025
ASTRA5-U0-MER-019	SIN-PROGRAMA			Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059
ASTRA5-U0-MER-020	SIN-PROGRAMA			Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059
ASTRA5-U0-MER-021	SIN-PROGRAMA			Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059
ASTRA5-U0-MER-022	SIN-PROGRAMA			Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059
ASTRA5-U0-MER-023	SIN-PROGRAMA			INEGI, Sistema de Cuentas Nacionales de Mexico (SCNM), Producto Interno Bruto Trimestral (PIBT), cifras preliminares 4o trimestre 2025.
ASTRA5-U0-MER-025	SIN-PROGRAMA			Integralia Consultores, Reporte/actualizacion anual de Nearshoring 2025 (consultoria privada, sitio del emisor).
ASTRA5-U0-MER-027	SIN-PROGRAMA			Deloitte Global Gen Z and Millennial Survey 2025 (14a edicion), perfil pais Mexico.
ASTRA5-U0-MER-029	SIN-PROGRAMA			No aplica (acto de gobierno, no encuesta).
ASTRA5-U0-MER-041	SIN-PROGRAMA			Euromonitor International (LuxuryLab Global 2025); AMEXCAP (Asociación Mexicana de Capital Privado); TTR Data.
ASTRA5-U0-CAPSOC-007	SIN-PROGRAMA			no identificado
ASTRA5-U0-CAPSOC-009	SIN-PROGRAMA			CONDUSEF, material 'Ahorro' (gob.mx, ed. 2018)
ASTRA5-U0-CAPSOC-010	SIN-PROGRAMA			Velez-Ibañez 1983 (Bonds of Mutual Trust) / 1993, citado en Campos 1998
ASTRA5-U0-CAPSOC-013	SIN-PROGRAMA			Constitucion Politica del Estado Libre y Soberano de Oaxaca
ASTRA5-U0-CAPSOC-020	SIN-PROGRAMA			Ley Numero 701 de Reconocimiento, Derechos y Cultura de los Pueblos y Comunidades Indigenas del Estado de Guerrero (2011, reformada 2022)
ASTRA5-U0-CAPSOC-021	SIN-PROGRAMA			Secretaria de Seguridad Publica del Estado de Guerrero; CNDH, Informe especial sobre los grupos de autodefensa y la seguridad publica en el Estado de Guerrero
ASTRA5-U0-CAPSOC-022	SIN-PROGRAMA			(instrumento_ola vacío en v1.0) datos_id_estado: faltante: leer a texto completo la tesis de Gasparello (2020) para cotejar la distinción CRAC-PC vs. imitadores citada; identificar los artículos específicos de Fini y de Fuentes Díaz sobre CRAC-PC (no confirmados esta sesión por rate-limit de CrossRef).
ASTRA5-U0-CAPSOC-025	SIN-PROGRAMA			Candelo, Eckel & Johnson, 'Social Distance Matters in Dictator Games: Evidence from 11 Mexican Villages', Games 2018, 9(4):77; 'The Proposer's Behavior in the Ultimatum Game in 11 Mexican Villages', Economics Letters 2019, vol. 177
ASTRA5-U0-CAPSOC-026	SIN-PROGRAMA			Di Giannatale, Elbittar et al., trust game Caja Popular Mixtlan (varias publicaciones 2009-2013)
ASTRA5-U0-CAPSOC-029	SIN-PROGRAMA			Dayton-Johnson, 'Choosing rules to govern the commons: a model with evidence from Mexico', Journal of Economic Behavior & Organization, 2000, vol. 42, pp.19-41
ASTRA5-U0-CAPSOC-031	SIN-PROGRAMA			CAF World Giving Report 2025 / World Happiness Report 2025
ASTRA5-U0-CAPSOC-032	SIN-PROGRAMA			Henrich, Boyd, Bowles, Camerer, Fehr, Gintis (eds.), Foundations of Human Sociality: Economic Experiments and Ethnographic Evidence from Fifteen Small-Scale Societies, Oxford University Press, 2004
ASTRA5-U0-CAPSOC-033	SIN-PROGRAMA			Palerm Viqueira, Sandoval-Moreno et al. (varios articulos, p.ej. redalyc 'Ostrom y la gobernanza del agua en Mexico', 'Gobernanza y derecho al agua: practicas comunes...')
ASTRA5-U0-POL-010	SIN-PROGRAMA			INE Estudio Muestral de Participacion Ciudadana 2024; INE computo final PJF 2025
ASTRA5-U0-POL-012	SIN-PROGRAMA			INE Estudio Muestral de Participacion Ciudadana 2024
ASTRA5-U0-POL-013	SIN-PROGRAMA			INE computo distrital presidencial 2024 (agregado por entidad); informe postelectoral Integralia (no en manifiesto)
ASTRA5-U0-POL-015	SIN-PROGRAMA			Estudios Electorales Mexicanos (Castro Cornejo 2023) — no en manifiesto
ASTRA5-U0-POL-016	SIN-PROGRAMA			CSES modulos 2-5 (cses5_modulo5_2016_2021, cses2/3/4_module_full en descargas_mx)
ASTRA5-U0-POL-017	SIN-PROGRAMA			Encuesta Moreno (El Financiero) — no en manifiesto, fuente de tipo periodistico
ASTRA5-U0-POL-019	SIN-PROGRAMA			Presupuesto de Egresos de la Federacion (PEF) 2026, DOF
ASTRA5-U0-POL-020	SIN-PROGRAMA			MCCI (Mexicanos Contra la Corrupcion y la Impunidad), portal propio contralacorrupcion.mx -- no la encuesta MCCI-Reforma; MCCI ya tiene AL MENOS UN producto de encuesta propio y registrado en el manifiesto (mcci_encuesta_corrupcion_impunidad_2019_2024_xlsx, base publica de contralacorrupcion.mx), pero es una encuesta de corrupcion/impunidad, no la de aprobacion/intencion de voto de beneficiarios que cita esta fila -- son productos distintos.
ASTRA5-U0-POL-024	SIN-PROGRAMA			Corruption Perceptions Index 2024, Transparency International
ASTRA5-U0-POL-025	SIN-PROGRAMA			Base de datos LEM (Lynchings in Mexico) — no en manifiesto de este repo
ASTRA5-U0-POL-028	SIN-PROGRAMA			RNPDNO (Registro Nacional de Personas Desaparecidas y No Localizadas)
ASTRA5-U0-POL-034	SIN-PROGRAMA			ver politica-010/013
ASTRA5-U0-POL-035	SIN-PROGRAMA			INE Estudio Muestral de Participacion Ciudadana 2024; INE computo final PJF 2025
ASTRA5-U0-POL-039	SIN-PROGRAMA			Base de datos LEM (Lynchings in Mexico) — no en manifiesto de este repo
ASTRA5-U0-SINT-001	SIN-PROGRAMA			Gelfand et al. (2011), Science, material suplementario (33 naciones)
ASTRA5-U0-SINT-002	SIN-PROGRAMA			Díaz-Guerrero (1967) tipología de síndromes; Díaz-Loving et al. (2011-2017); Springer (2019) 'Ethnopsychology: Pieces from the Mexican Research Gallery'
ASTRA5-U0-SINT-004	SIN-PROGRAMA			Ramírez-Esparza et al. (estudio de autorreporte y conducta observada en interacciones en español vs. inglés)
ASTRA5-U0-SINT-005	SIN-PROGRAMA			Rosengren et al., artículo indexado en PMC; tesis de maestría, Portland State University
ASTRA5-U0-SINT-006	SIN-PROGRAMA			Ross, Mirowsky y Cockerham (1983, American Journal of Community Psychology); estudio MDPI (2024); Ramondt y Ramírez (2017)
ASTRA5-U0-SINT-007	SIN-PROGRAMA			Fontes (2007); Mirande (1988), encuesta a hombres latinos
ASTRA5-U0-SINT-009	SIN-PROGRAMA			Encuesta de percepción de desigualdad y movilidad, 7 ciudades, N=2,493 (autor/año no identificados en el report)
ASTRA5-U0-SINT-010	SIN-PROGRAMA			Tipa (2019-2023), estudio de castings publicitarios; cita de Tenoch Huerta (declaración pública, no dato)
ASTRA5-U0-SINT-011	SIN-PROGRAMA			OXFAM (informe no identificado por año en el report); Gonzalbo (2013); Rappaport (2014)
ASTRA5-U0-SINT-012	SIN-PROGRAMA			INEGI (Gini histórico, PIB per cápita estatal); Jordahl (2009); Our World in Data
ASTRA5-U0-SINT-014	SIN-PROGRAMA			SESNSP/INEGI (tasas estatales de homicidio 2023); Institute for Economics and Peace, Índice de Paz México (impacto económico de la violencia)
ASTRA5-U0-SINT-015	SIN-PROGRAMA			Migration Policy Institute (MPI), estimación 2023; distribución estatal de remesas (fuente no identificada por el report más allá de 'estados con mayor recepción')
ASTRA5-U0-SINT-019	SIN-PROGRAMA			Banco Mundial/OCDE (Gini comparado); Transparency International CPI (comparado, distinto de la ficha México ya en MER-008); Consejo Ciudadano para la Seguridad Pública y la Justicia Penal (ranking de ciudades, no confirmado por nombre)
ASTRA5-U0-SINT-021	SIN-PROGRAMA			Cernas Ortiz et al. (2018)
ASTRA5-U0-SINT-022	SIN-PROGRAMA			Parker y Vogl (2023), Economic Journal; evaluación administrativa de Becas Benito Juárez (2019, reemplazo de Prospera)
ASTRA5-U0-SINT-023	SIN-PROGRAMA			Consultoría de mercado no identificada por nombre; Gearing et al. (2024); Lagunes-Cordoba et al. (2021)
ASTRA5-U0-SINT-024	SIN-PROGRAMA			Informe sectorial fintech no identificado por nombre en el report (posiblemente Finnovista Fintech Radar o similar)
ASTRA5-U0-SINT-025	SIN-PROGRAMA			Organización Internacional del Trabajo (informe de IA y empleo); Banamex (estudio de riesgo de automatización)
ASTRA5-U0-SINT-026	SIN-PROGRAMA			Registros civiles de matrimonio (fuente/año no citados); INEGI (hogares unipersonales, corte urbano no citado explícitamente)
ASTRA5-U0-JUV-003	SIN-PROGRAMA			OECD Society at a Glance 2024 (no confirmado en corpus)
ASTRA5-U0-JUV-010	SIN-PROGRAMA			ENCODAT 2025 (Secretaría de Salud / CONADIC / INSP)
ASTRA5-U0-JUV-013	SIN-PROGRAMA			Cuenta Satélite del Trabajo No Remunerado de los Hogares de México (INEGI) — no confirmada en este lote
ASTRA5-U0-JUV-014	SIN-PROGRAMA			publicación OCDE no identificada en este lote
ASTRA5-U0-JUV-018	SIN-PROGRAMA			ninguno identificado en el corpus; requiere registro legal/administrativo externo
ASTRA5-U0-JUV-021	SIN-PROGRAMA			Berkeley Institute for Young Americans, 'Cultural Evolution' (Erin Heys, 2024) — no en el manifiesto de este proyecto
ASTRA5-U0-JUV-022	SIN-PROGRAMA			Deloitte Global 2025 Gen Z and Millennial Survey — no registrada en el manifiesto de este proyecto
ASTRA5-U0-JUV-024	SIN-PROGRAMA			Consulta Mitofsky, estudio post-electoral 2024 (publicación original no localizada)
ASTRA5-U0-JUV-025	SIN-PROGRAMA			no identificado (organización no especificada por el report)
ASTRA5-U0-JUV-027	SIN-PROGRAMA			no identificado en este lote
ASTRA5-U0-CONS-001	SIN-PROGRAMA			Roland Berger 'Inside the mind of Mexican consumers' (mar 2024); McKinsey 2023 (informe no identificado con precision)
ASTRA5-U0-CONS-002	SIN-PROGRAMA			McKinsey encuesta de gasto del consumidor Mexico, nov 2011 (publicada 2012)
ASTRA5-U0-CONS-003	SIN-PROGRAMA			McKinsey encuesta de gasto del consumidor Mexico, nov 2011
ASTRA5-U0-CONS-005	SIN-PROGRAMA			GWI Core (panel trimestral online), reporte 'Aspirational Consumers'
ASTRA5-U0-CONS-007	SIN-PROGRAMA			Wang 2022, Journal of Applied Social Psychology (documento no localizado esta sesion)
ASTRA5-U0-CONS-008	SIN-PROGRAMA			Acuna y Tipa 2022, Revista Mexicana de Sociologia (documento no localizado esta sesion)
ASTRA5-U0-CONS-009	SIN-PROGRAMA			PCMI 2024 (no localizado)
ASTRA5-U0-CONS-014	SIN-PROGRAMA			IZEA '2024 Trust in Influencer Marketing' (Mexico), sept/2024
ASTRA5-U0-CONS-015	SIN-PROGRAMA			AMVO 'Estudio de Venta Online en Mexico' (edicion no identificada con certeza: 2025 o 2026)
ASTRA5-U0-CONS-016	SIN-PROGRAMA			Roland Berger 'Inside the mind of Mexican consumers' (mar 2024)
ASTRA5-U0-CONS-017	SIN-PROGRAMA			EBANX 'Beyond Borders' (varias ediciones anuales); PCMI (no localizado)
ASTRA5-U0-CONS-018	SIN-PROGRAMA			Kantar Worldpanel 'Brand Footprint' 2024 (Mexico y comparacion LatAm/global)
ASTRA5-U0-CONS-019	SIN-PROGRAMA			Statista 2024; AMVO (documento no localizado)
ASTRA5-U0-CONS-020	SIN-PROGRAMA			Think with Google Mexico (articulo/estudio especifico no localizado)
ASTRA5-U0-CONS-025	SIN-PROGRAMA			No identificado (posible reporte de mercado privado tipo Statista/Research and Markets)
ASTRA5-U0-CONS-026	SIN-PROGRAMA			AMVO, reporte de resultados Buen Fin 2024 (no localizado especificamente)
ASTRA5-U0-CONS-027	SIN-PROGRAMA			Hofstede Insights, 'Country Comparison: Mexico' (sitio web, actualizacion no fechada por el report)
ASTRA5-U0-CONS-029	SIN-PROGRAMA			Santander Trade (portal de comercio exterior); McKinsey (comparativo LatAm no localizado)
ASTRA5-U0-CONS-031	SIN-PROGRAMA			EY 'Future Consumer Index' Mexico 2025 (no confirmado); McKinsey ConsumerWise 2023 (no confirmado)
ASTRA5-U0-CONS-032	SIN-PROGRAMA			'Salud Publica de Mexico' (revista), articulo no identificado con titulo/ano/DOI exacto
ASTRA5-U0-CONS-033	SIN-PROGRAMA			INEGI, posible 'Indice de Confianza del Consumidor' o componente de expectativas de compra de bienes durables (marzo 2025); Elogia 2025; Global Anti-Scam Alliance (no identificadas)
ASTRA5-U0-TRAB-001	SIN-PROGRAMA			OECD Data Explorer, DSD_HW@DF_AVG_ANN_HRS_WKD, país MEX
ASTRA5-U0-TRAB-002	SIN-PROGRAMA			OECD Data Explorer, indicador 'Average annual wages', país MEX
ASTRA5-U0-TRAB-003	SIN-PROGRAMA			Gallup State of the Global Workplace 2025/2026
ASTRA5-U0-TRAB-004	SIN-PROGRAMA			Hofstede Insights / IBM replication data (sin ola fija)
ASTRA5-U0-TRAB-005	SIN-PROGRAMA			GLOBE Study, House et al. 2004; Dorfman et al. 2007, Journal of World Business
ASTRA5-U0-TRAB-007	SIN-PROGRAMA			Schmitz & Weber 2017, International Journal of Academic Research and Reflection; Gordon 2014 (tesis/articulo etnográfico)
ASTRA5-U0-TRAB-008	SIN-PROGRAMA			Pellegrini & Scandura 2008 (Journal of Management); Pavett & Morris 1995; Howell et al. 2007 (Journal of World Business)
ASTRA5-U0-TRAB-009	SIN-PROGRAMA			CONASAMI, resolución de salarios mínimos 2025
ASTRA5-U0-TRAB-011	SIN-PROGRAMA			NOM-035-STPS-2018, publicada 23/oct/2018
ASTRA5-U0-TRAB-012	SIN-PROGRAMA			Confianza Scale–Spanish 2024, International Journal for the Advancement of Counselling
ASTRA5-U0-TRAB-013	SIN-PROGRAMA			Estudio de compadrazgo/HRM 2024 (autor no nombrado por el report)
ASTRA5-U0-TRAB-014	SIN-PROGRAMA			Morris & Klesner 2010, Comparative Political Studies
ASTRA5-U0-TRAB-017	SIN-PROGRAMA			IMSS, página institucional 'Estrés Laboral'
ASTRA5-U0-TRAB-018	SIN-PROGRAMA			Uribe-Prado, Maslach Burnout Inventory-General Survey (MBI-GS), n=1,110 CDMX
ASTRA5-U0-TRAB-019	SIN-PROGRAMA			Ley Federal del Trabajo, Art. 61 y ss. (jornada máxima)
ASTRA5-U0-TRAB-020	SIN-PROGRAMA			INEGI, Indicador de Informalidad Laboral por entidad (ola/trimestre no fijado por el report)
ASTRA5-U0-TRAB-023	SIN-PROGRAMA			Randstad Workmonitor 2025, México
ASTRA5-U0-TRAB-025	SIN-PROGRAMA			No identificado por el report.
ASTRA5-U0-TRAB-026	SIN-PROGRAMA			Conapred, estudio/publicación de brecha salarial de género (año no dado por el report)
ASTRA5-U0-TRAB-028	SIN-PROGRAMA			Cámara de Diputados / INE, composición por sexo
ASTRA5-U0-TRAB-029	SIN-PROGRAMA			Villarreal 2010 (revista no dada por el report)
ASTRA5-U0-TRAB-030	SIN-PROGRAMA			Solís, Güémez & Campos-Vázquez 2023, El Colegio de México
ASTRA5-U0-TRAB-031	SIN-PROGRAMA			World Inequality Report 2022, World Inequality Lab (wir2022.wid.world)
ASTRA5-U0-TRAB-033	SIN-PROGRAMA			Hofstede Insights (comparación entre países); GLOBE (comunicación indirecta LatAm)
ASTRA5-U0-TRAB-034	SIN-PROGRAMA			Dávila & Elvira, European Business Review (año no dado por el report)
ASTRA5-U0-TRAB-036	SIN-PROGRAMA			CIFEM-IPADE / BBVA, 'Nivel de progreso de las Empresas Familiares' (ediciones sucesivas)
ASTRA5-U0-TRAB-037	SIN-PROGRAMA			CIFEM-IPADE/BBVA 'Nivel de progreso...'; UDLAP CIG 'Radiografía de la Empresa Familiar en México'
ASTRA5-U0-TRAB-039	SIN-PROGRAMA			No identificado por el report.
ASTRA5-U0-TRAB-041	SIN-PROGRAMA			No identificado por el report.
ASTRA5-U0-TRAB-043	SIN-PROGRAMA			US Census Bureau / US BEA, comercio bilateral 2024
ASTRA5-U0-TRAB-044	SIN-PROGRAMA			Secretaría de Economía, estadística oficial de IED
ASTRA5-U0-TRAB-046	SIN-PROGRAMA			INEGI, Medición de la Economía Informal (MEI)
ASTRA5-U0-TRAB-048	SIN-PROGRAMA			GEM México (Tecnológico de Monterrey/EGADE, coordinador nacional del capítulo)
ASTRA5-U0-MIGR-004	SIN-PROGRAMA			US Bureau of Labor Statistics, Current Employment Statistics (Establishment Survey / 'jobs report')
ASTRA5-U0-MIGR-016	SIN-PROGRAMA			Urban Institute, Well-Being and Basic Needs Survey (WBNS), ronda diciembre 2025
ASTRA5-U0-MIGR-017	SIN-PROGRAMA			Brookings Institution, Center for Economic Security and Opportunity, informe Watson et al. mayo 2026 (basado en datos de deportacion/deteciones)
ASTRA5-U0-MIGR-019	SIN-PROGRAMA			PDH-Ibero (Programa de Derechos Humanos, Universidad Iberoamericana) con ACNUR, informe 'Travesias Forzadas: Desplazamiento Interno en Mexico' (edicion 2024)
ASTRA5-U0-MIGR-021	SIN-PROGRAMA			IRS (Internal Revenue Service, EEUU), reglamento sobre el 'remittance transfer tax' de H.R.1
ASTRA5-U0-MIGR-023	SIN-PROGRAMA			Texas-Mexico Center, Southern Methodist University (SMU), blog institucional sobre el Programa Bracero
ASTRA5-U0-MIGR-029	SIN-PROGRAMA			MATT (Mexicans and Americans Thinking Together), posiblemente su estudio 'The US/Mexico Cycle: The End of an Era' (2014) u otro no identificado
ASTRA5-U0-MIGR-033	SIN-PROGRAMA			UPMRIP (SEGOB), Boletines Estadisticos y Sintesis Graficas de Politica Migratoria 2025
ASTRA5-U0-MIGR-034	SIN-PROGRAMA			Cuentas nacionales por pais + Banco Mundial/organismos de remesas (no un instrumento unico)
ASTRA5-U0-MIGR-035	SIN-PROGRAMA			Banco Mundial, Remittance Prices Worldwide (RPW), issue relativo a 4T-2023
ASTRA5-U0-MIGR-036	SIN-PROGRAMA			Manuel Orozco, Inter-American Dialogue (analista/organizacion, publicacion no identificada con precision)
ASTRA5-U0-MIGR-038	SIN-PROGRAMA			SEGOB / Presidencia de la Republica, comunicados oficiales sobre 'Mexico te abraza'
ASTRA5-U0-MIGR-039	SIN-PROGRAMA			Camara de Diputados / SEGOB / Diario Oficial de la Federacion (proceso legislativo mexicano)
ASTRA5-U0-MIGR-040	SIN-PROGRAMA			Deportation Data Project (posiblemente UC Berkeley Law, no confirmado esta sesion) sobre datos administrativos de ICE
ASTRA5-U0-MIGR-041	SIN-PROGRAMA			Ninguno de este corpus; DHS/ICE publica estadisticas oficiales de deportacion que podrian sustituir a la prensa como fuente primaria (no verificado en esta sesion)
ASTRA5-U0-GEN-002	SIN-PROGRAMA			Arciniega et al. (2008), Journal of Counseling Psychology 55(1) — escala Machismo/Caballerismo (no localizada en manifiesto ni en corpus PDF)
ASTRA5-U0-GEN-003	SIN-PROGRAMA			Nuñez et al. (2016), HCHS/SOL — no localizado en manifiesto ni corpus
ASTRA5-U0-GEN-004	SIN-PROGRAMA			Castillo et al. (2010), Marianismo Beliefs Scale — no localizado en manifiesto ni corpus
ASTRA5-U0-GEN-005	SIN-PROGRAMA			Wheeler et al. (2010), Journal of Marriage and Family — no localizado en manifiesto ni corpus
ASTRA5-U0-GEN-006	SIN-PROGRAMA			Informe de Violencia contra las Mujeres, SESNSP (serie 2015-2025) — documento oficial, no en manifiesto del corpus
ASTRA5-U0-GEN-007	SIN-PROGRAMA			MCCI (investigación feminicidios, no la encuesta de corrupción) y Causa en Común (informe) — ninguno localizado en este lote
ASTRA5-U0-GEN-008	SIN-PROGRAMA			SESNSP (mismo informe que genero-005), desagregado por entidad
ASTRA5-U0-GEN-013	SIN-PROGRAMA			INE, Cómputos Distritales 2024 — documento oficial (centralelectoral.ine.mx)
ASTRA5-U0-GEN-014	SIN-PROGRAMA			Constitución Política (reforma de paridad) y composición oficial de las cámaras — no localizado en este lote
ASTRA5-U0-GEN-015	SIN-PROGRAMA			SCJN, Acción de Inconstitucionalidad 148/2017 (7-sep-2021) y Amparo en Revisión 267/2023 — documentos oficiales scjn.gob.mx
ASTRA5-U0-GEN-016	SIN-PROGRAMA			legislación penal de 32 entidades — no localizado en este lote
ASTRA5-U0-GEN-020	SIN-PROGRAMA			CEPAL, Observatorio de Igualdad de Género — Boletín 'Violencia Feminicida en Cifras' N°4 (nov-2024)
ASTRA5-U0-GEN-026	SIN-PROGRAMA			World Economic Forum, Global Gender Gap Report 2024
ASTRA5-U0-GEN-027	SIN-PROGRAMA			Banco Mundial (documento no identificado) — no localizado en este lote
ASTRA5-U0-GEN-028	SIN-PROGRAMA			CGPJ, Observatorio contra la Violencia Doméstica y de Género — Informe sobre víctimas mortales 2024
ASTRA5-U0-GEN-029	SIN-PROGRAMA			decreto/acto administrativo argentino — no localizado en este lote
ASTRA5-U0-GEN-030	SIN-PROGRAMA			Ley Federal del Trabajo, artículo 132 fracción XXVII bis (reforma 2012)
ASTRA5-U0-RELIG-004	SIN-PROGRAMA			Encuesta Nacional sobre Creencias y Practicas Religiosas en Mexico (ENCREER), RIFREM/CONACYT/COLEF/COLJAL/CIESAS, 2016
ASTRA5-U0-RELIG-005	SIN-PROGRAMA			ENCREER (RIFREM/CONACYT/COLEF/COLJAL/CIESAS), 2016
ASTRA5-U0-RELIG-010	SIN-PROGRAMA			Hernandez, A. y O'Connor, M.I., proyecto de campo 2000-2012 (Colef/UCSB); articulo 'Migracion y conversion religiosa entre los mixtecos de Oaxaca', Alteridades (UAM)
ASTRA5-U0-RELIG-011	SIN-PROGRAMA			literatura academica no identificada con precision (CIESAS/El Colef)
ASTRA5-U0-RELIG-012	SIN-PROGRAMA			Comunicado/operativo de la Secretaria de Gobierno de la Ciudad de Mexico (Secretaria de Seguridad Ciudadana, Gustavo A. Madero), diciembre 2025
ASTRA5-U0-RELIG-013	SIN-PROGRAMA			Comunicado de la Secretaria de Gobierno de la Ciudad de Mexico (SECGOB CDMX), 28/oct/2024
ASTRA5-U0-RELIG-014	SIN-PROGRAMA			R. Andrew Chesnut, 'Devoted to Death: Santa Muerte, the Skeleton Saint' (Oxford University Press, 2012) y entrevistas/blog posteriores del autor
ASTRA5-U0-RELIG-018	SIN-PROGRAMA			Abraido-Lanza AF et al. (2007), Ethnicity & Disease; estudio de reclusas anglo/hispanoamericanas no identificado con precision por el report
ASTRA5-U0-RELIG-019	SIN-PROGRAMA			Espinosa de los Monteros K. & Gallo L.C. (2011), revision sistematica sobre fatalismo
ASTRA5-U0-RELIG-020	SIN-PROGRAMA			Concanaco Servytur (Confederacion de Camaras Nacionales de Comercio, Servicios y Turismo), comunicado de prensa, 16/oct/2024
ASTRA5-U0-RELIG-021	SIN-PROGRAMA			Secretaria de Turismo (Sectur), boletin Dia de Muertos 2024
ASTRA5-U0-RELIG-022	SIN-PROGRAMA			IBGE (Instituto Brasileiro de Geografia e Estatistica), Censo Demografico 2022
ASTRA5-U0-RELIG-025	CANDIDATO-POR-NOMBRE	CCPV	censo general de poblacion	Censo General de Poblacion 1930 y 1940 (Direccion General de Estadistica, antecedente de INEGI)
ASTRA5-U0-RELIG-026	SIN-PROGRAMA			Ipsos, 'Global Religion 2023' / 'Religion Global 2023'
ASTRA5-U0-RELIG-027	SIN-PROGRAMA			INE/TEPJF, resultados electorales 2018 y 2021 (registro de partidos)
ASTRA5-U0-RELIG-029	SIN-PROGRAMA			ENCREER (RIFREM/CONACYT/COLEF/COLJAL/CIESAS), 2016
ASTRA5-U0-RELIG-031	SIN-PROGRAMA			Roberto Blancarte, obra sobre laicidad y catolicismo popular en Mexico (titulo exacto no dado por el report)
ASTRA5-U0-RELIG-032	SIN-PROGRAMA			Pargament KI et al. (1988), escala de estilos de afrontamiento religioso; estudios UAEM (Universidad Autonoma del Estado de Mexico) no identificados con precision
ASTRA5-U0-RELIG-033	SIN-PROGRAMA			estudio academico publicado en 'Revista de Ciencias Sociales' (titulo generico, institucion y ano no dados por el report)
ASTRA5-U0-RELIG-035	SIN-PROGRAMA			Frente Nacional por la Familia, marcha y iniciativa 2016 (fuente exacta -prensa/registro del Senado- no dada por el report)
ASTRA5-U0-CONOC-001	SIN-PROGRAMA			OECD PISA 2022 resultados matemáticas, lectura y ciencias; ficha México Vols. I-II 2023 y Vol. I tabla I.2.4/I.B1.2.1/I.B1.3.1
ASTRA5-U0-CONOC-002	SIN-PROGRAMA			OECD PISA 2022 resultados matemáticas, lectura y ciencias; ficha México Vols. I-II 2023 y Vol. I tabla I.2.4/I.B1.2.1/I.B1.3.1
ASTRA5-U0-CONOC-003	SIN-PROGRAMA			OECD PISA 2022 resultados matemáticas, lectura y ciencias; ficha México Vols. I-II 2023 y Vol. I tabla I.2.4/I.B1.2.1/I.B1.3.1
ASTRA5-U0-CONOC-006	SIN-PROGRAMA			Wellcome Global Monitor 2018, informe publicado 2019, Trust in Scientists Index, cinco ítems, rango 1–4; capítulo 3 y Box 3.2
ASTRA5-U0-CONOC-009	SIN-PROGRAMA			OECD Education at a Glance 2025, nota de país México
ASTRA5-U0-CONOC-012	SIN-PROGRAMA			Reuters Institute Digital News Report 2026 (Universidad de Oxford), publicado 16/jun/2026
ASTRA5-U0-CONOC-017	SIN-PROGRAMA			Research Land (agencia de Grupo UPAX), comunicado abril 2026
ASTRA5-U0-CONOC-021	SIN-PROGRAMA			SEP, Panorama Educativo de México 2024 (o serie equivalente INEE/Mejoredu)
ASTRA5-U0-CONOC-022	SIN-PROGRAMA			CEEY, Informe de Movilidad Social en México (edición no especificada por el report)
ASTRA5-U0-CONOC-023	SIN-PROGRAMA			Brookings Institution, análisis de López-Calva sobre retorno educativo en México
ASTRA5-U0-CONOC-024	SIN-PROGRAMA			Wellcome Global Monitor 2018 y 2020
ASTRA5-U0-CONOC-038	SIN-PROGRAMA			Estudio(s) UNAM (Facultad de Ciencias Políticas y Sociales), Luis Ángel Hurtado Razo, sobre desinformación COVID vía WhatsApp
ASTRA5-U0-SALMEN-001	SIN-PROGRAMA			ENEP (Encuesta Nacional de Epidemiologia Psiquiatrica) 2001-2002 (CIDI computarizado v15)
ASTRA5-U0-SALMEN-002	SIN-PROGRAMA			Reanalisis de ENEP 2001-2002 (Rafful C. et al., J Affect Disord, 2012)
ASTRA5-U0-SALMEN-003	SIN-PROGRAMA			Reanalisis de ENEP 2001-2002 (Borges G, Wang PS, et al., ~2007)
ASTRA5-U0-SALMEN-004	SIN-PROGRAMA			Reanalisis de ENEP 2001-2002 (Borges/Wang 2007)
ASTRA5-U0-SALMEN-005	SIN-PROGRAMA			Reanalisis de ENEP 2001-2002 bajo DSM-IV (British Journal of Psychiatry, 2007)
ASTRA5-U0-SALMEN-006	SIN-PROGRAMA			Commonwealth Fund (revision de sistemas de salud, 2021); CIEP (series presupuestales, Mexico)
ASTRA5-U0-SALMEN-007	SIN-PROGRAMA			WHO Mental Health Atlas 2020
ASTRA5-U0-SALMEN-008	SIN-PROGRAMA			Somatic Symptom Index (Escobar JI et al., 1987, 1989), estudio ECA Los Angeles
ASTRA5-U0-SALMEN-010	SIN-PROGRAMA			Husain et al. 2007; Baer et al. (estudios clinicos, EE.UU.)
ASTRA5-U0-SALMEN-011	SIN-PROGRAMA			Borges G, Breslau J, et al. AJPH 2013 (probable reanalisis conjunto ENEP + NLAAS)
ASTRA5-U0-SALMEN-017	SIN-PROGRAMA			Decreto de reforma a la Ley General de Salud en materia de salud mental y adicciones, DOF 16-05-2022
