# tools/dominios/cola-completa/adjudicacion-v1_0.tsv -- ACTO GEN2-COLA-COMPLETA-1
# Una fila por afirmación de la cola v1.0 (SHA 34949751). Texto de decisión: los valores citados en `razon` se leyeron de resultados.json sellados; ningún número vive aquí como insumo.
id_afirmacion	dominio	programa_id	estado	calc	result_ids	veredicto	razon
ASTRA5-U0-CRPOP-006	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-PER-2024-02	MATIZA	el IMOR de créditos personales de banca comercial feb-2024 queda muy lejos de ~10.8%: la cifra no es IMOR de personales de ese universo; solo sería compatible con IMORA u otro universo, no verificable aquí
ASTRA5-U0-CRPOP-007	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-NOM-2024-03;RESULT-BANXICO-SERIES-TDC-2024-03	MATIZA	solo el comparador de sistema mar-2024 (nómina y tarjeta); las cifras de BanCoppel (R16 por institución) son NO-ACCESIBLE aquí; si fueran IMOR, serían varias veces las del sistema
ASTRA5-U0-CRPOP-012	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-2024-12	CONFIRMA	la parte de sistema (IMOR consumo 3.1% dic-2024) cae dentro de 0.5 pp del RESULT; las cifras de Azteca (IMOR 3.8/5.2, IMORA ~10.7, cobertura 313%) son R16 por institución, NO-ACCESIBLE aquí
ASTRA5-U0-CRPOP-017	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): IMOR/IMORA por institución 3T24 y serie 2021-2024: R16 por institución; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). El ICV de PCR Verum es calificadora, no serie pública
ASTRA5-U0-CRPOP-018	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-NOM-2024-03;RESULT-BANXICO-SERIES-TDC-2024-03	MATIZA	igual que CRPOP-007: solo el comparador de sistema mar-2024; la cifra de la institución y el ROA quedan NO-ACCESIBLE aquí
ASTRA5-U0-CRPOP-029	DINERO	CNBV	NO-CONSTRUIBLE			SIN-VEREDICTO	IMOR/IMORA/ROE de una SOFOM ENR y su línea de fondeo: la CNBV no publica serie prudencial de ENR (buscado: boletín estadístico de SOFOM ENR en el manifiesto y en las dos constancias); la fuente son reportes de calificadora y emisora
ASTRA5-U0-CRPOP-031	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): IMOR sector SOFIPO jun-2025 e indicadores de CAME: boletín SOFIPO; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). NICAP e intervención: comunicados, no serie
ASTRA5-U0-CRPOP-036	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): «IMOR de consumo del sector popular» abr-2021 no es agregado publicado; se construiría agregando R16 por institución con una lista de bancos populares a declarar; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRPOP-040	DINERO	CNBV	NO-CONSTRUIBLE			SIN-VEREDICTO	umbrales normativos de alerta (partes relacionadas, interés capitalizado) y un dato de emisora quebrada: no es afirmación sobre una serie; buscado: R16 y boletines en las dos constancias
ASTRA5-U0-CRPOP-044	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-2024-12;RESULT-BANXICO-SERIES-CON-2026-03	CONFIRMA	la parte de sistema («IMOR de consumo del sistema ~3%») se sostiene en dic-2024 y mar-2026; la de bancos populares (5-8% / 10-16% ajustado) es R16 por institución, NO-ACCESIBLE aquí
ASTRA5-U0-CRPOP-049	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): IMOR etapa 3 de Compartamos: R16 por institución; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). Castigos trimestrales: reporte BMV de la emisora, no serie CNBV
ASTRA5-U0-CRPOP-050	DINERO	BANXICO	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): pérdida esperada y CAT por institución: RIB de créditos personales de Banxico; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRPOP-055	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-2023-12	CONFIRMA	IMOR de consumo dic-2023 (3.4%) cae dentro de 0.5 pp del RESULT; los IMOR ajustados (consumo 10.5%, tarjeta 13.7% jun-2025) y la banca total (2.1/4.1) no están en las constancias: NO-ACCESIBLE aquí
ASTRA5-U0-CRPOP-057	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): la regla IMORA > 2.5×IMOR se evalúa por institución con R16 (bancos) y boletín SOFIPO (CAME); host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRPOP-060	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): castigos y cartera vencida ajustada de CAME y comparación con Azteca/BanCoppel/Findep: boletín SOFIPO y R16 por institución; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-TRUST-018	DINERO	BANXICO	NO-CONSTRUIBLE			SIN-VEREDICTO	«82% de las transacciones en efectivo»: sin fuente identificada; no es serie administrativa de pagos (las series SPEI/CoDi del manifiesto miden montos y operaciones electrónicas, no la proporción en efectivo); el piso de persona sería ENIF, fuera de este acto
ASTRA5-U0-CLASE-042	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): morosidad de SOFIPO 2025 (9.91%): boletín SOFIPO; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). La alerta del REF es texto, no serie
ASTRA5-U0-VIOL-041	DINERO	BANXICO	NO-CONSTRUIBLE			SIN-VEREDICTO	estudio econométrico de Banxico (homicidios → IED estatal): estimación de investigación, no serie; título no identificado por el report
ASTRA5-U0-FAM-004	TRABAJO	BANXICO	DIFERIDO			SIN-VEREDICTO	unidad no casa: serie administrativa agregada nacional (flujo/monto/índice macro), no persona; sin CALC en este acto ni en data/corrida0 que la derive; busqueda en data/corrida0/CALC-* por CALC de salario real/STPS (0 encontrados); ls data/corrida0 | grep -i salario (0); es serie macro agregada, no reactivo de encuesta
ASTRA5-U0-MER-026	MIGRACION	BANXICO	DIFERIDO			SIN-VEREDICTO	unidad no casa: serie administrativa agregada nacional (flujo/monto/índice macro), no persona; sin CALC en este acto ni en data/corrida0 que la derive; busqueda en data/corrida0/CALC-* por CALC de remesas agregadas nacionales Balanza de Pagos (0 encontrados; solo hay CALC-ENIGH-*-REMESAS-* de hogar receptor, otra unidad); serie administrativa, no reactivo de encuesta
ASTRA5-U0-CONS-021	DINERO	BANXICO	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): participación de MSI en saldos de tarjeta: RIB de tarjetas de Banxico; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-MIGR-001	MIGRACION	BANXICO	DIFERIDO			SIN-VEREDICTO	unidad no casa: serie administrativa agregada nacional (flujo/monto/índice macro), no persona; sin CALC en este acto ni en data/corrida0 que la derive; igual que MER-026: 0 CALC de remesas agregadas Balanza de Pagos en data/corrida0; serie administrativa, no reactivo de encuesta
ASTRA5-U0-MIGR-002	MIGRACION	BANXICO	DIFERIDO			SIN-VEREDICTO	unidad no casa: serie administrativa agregada nacional (flujo/monto/índice macro), no persona; sin CALC en este acto ni en data/corrida0 que la derive; igual: 0 CALC de razón remesas/PIB en data/corrida0; razón de series administrativas, no reactivo de encuesta
ASTRA5-U0-VIOL-001	VIOLENCIA	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C11-HABITO-VISITAR-2025T3-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C11-HABITO-VISITAR-2025T4-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C09-HABITO-OBJETOS-VALOR-2025T3-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C09-HABITO-OBJETOS-VALOR-2025T4-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C10-HABITO-CAMINAR-NOCHE-2025T3-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C10-HABITO-CAMINAR-NOCHE-2025T4-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C12-HABITO-MENORES-2025T3-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C12-HABITO-MENORES-2025T4-TOTAL-TODOS-P	ROMPE	Nota de cierre GEN2-ENSU-SERIE-1 (bloque C): visitar parientes 21.9/23.4% vs report 22.4/23.9% = CONFIRMA; objetos de valor 39.2/41.1% vs 40.6/42.5% = MATIZA (1.4pp); caminar de noche 33.8/35.8% vs 35.0/37.1% = MATIZA (1.2-1.3pp); menores salgan solos 29.3/29.5% vs 36.9/38.0% = ROMPE por regla (7.6-8.5pp, diferencia de universo: C09-C12 excluyen 'No aplica', declarado en la nota). Peor veredicto entre partes: ROMPE.
ASTRA5-U0-VIOL-003	VIOLENCIA	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-TOTAL-TODOS-P	CONFIRMA	Nota de cierre: 0.630 (IC95 0.622-0.638) vs report 63.0% -> dentro del IC, CONFIRMA.
ASTRA5-U0-VIOL-014	GENERO	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-SEXO-MUJER-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-SEXO-HOMBRE-P;RESULT-ENSU-PISOS-C03-INSEG-CAJERO-2025T3-SEXO-MUJER-P	CONFIRMA	Nota de cierre: mujeres 0.682 (0.671-0.693) vs 68.2%, hombres 0.567 (0.554-0.580) vs 56.7%, cajeros mujeres 0.778 (0.768-0.788) vs 77.8% -> las tres dentro del IC, CONFIRMA.
ASTRA5-U0-VIOL-032	VIOLENCIA	ENVIPE	MEDIDO	CALC-ENVIPE-PERCEPCION-2024-0001	RESULT-ENVIPE-PERCEPCION-2024-DEJO-PERMITIR-MENORES-SALIR-SOLOS-2024-TOTAL-TODOS-P	MATIZA	Conducta DEJO-PERMITIR-MENORES-SALIR-SOLOS-2024 total nacional = 0.6156 vs report 61.4% (comunicado 562/24) -> muy cercano (0.16pp), esa parte sola CONFIRMARIA. Pero la afirmacion tiene dos partes: '61.4% dejo permitir menores salir solos' Y '45.9% dejo de salir de noche'; esta ultima conducta (dejar de salir de noche por miedo) no existe en este CALC (solo hay INSEGURO-CAMINAR-DE-NOCHE-2024, que mide percepcion de inseguridad al caminar, no la conducta de evitar salir). Solo una de las dos partes esta medida -> MATIZA.
ASTRA5-U0-VIOL-034	GENERO	ENVIPE	MEDIDO	CALC-ENVIPE-PERCEPCION-2024-0001	RESULT-ENVIPE-PERCEPCION-2024-INSEGURO-CAMINAR-DE-NOCHE-2024-SEXO-MUJER-P;RESULT-ENVIPE-PERCEPCION-2024-INSEGURO-CAMINAR-DE-NOCHE-2024-SEXO-HOMBRE-P	MATIZA	La conducta mide INSEGURO-CAMINAR-DE-NOCHE (percepcion de inseguridad), no 'se siente segura' del report; se usa el complemento (declarado): mujeres inseguras 0.6626 -> seguras 1-0.6626=0.3374 (33.7%) vs report 33.6%; hombres inseguros 0.4988 -> seguros 0.5012 (50.1%) vs report 50.0%. Ambos casi exactos pero via transformacion de complemento (no es lectura directa del RESULT) -> MATIZA.
ASTRA5-U0-VIOL-035	VIOLENCIA	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-40-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-92-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-22-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-65-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-83-P;RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2025T3-CIUDAD-08-P	CONFIRMA	Nota de cierre: las tres ciudades de mayor inseguridad (0.883, 0.882, 0.863) y las tres de menor (0.089, 0.156, 0.150) reproducen al decimal 88.3/88.2/86.3 y 8.9/15.6/15.0 del report -> CONFIRMA (x6).
ASTRA5-U0-VIOL-038	CONFIANZA	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C15-CORRUPCION-POLICIA-2025T4-TOTAL-TODOS-P	CONFIRMA	Nota de cierre: report no especifica ola; se midio la ultima abierta (2025T4) = 0.454 (0.431-0.476) vs report 47.2% -> dentro del IC, CONFIRMA.
ASTRA5-U0-INTER-034	VIOLENCIA	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C01-INSEG-CIUDAD-2024T1-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C09-HABITO-OBJETOS-VALOR-2024T1-TOTAL-TODOS-P;RESULT-ENSU-PISOS-C10-HABITO-CAMINAR-NOCHE-2024T1-TOTAL-TODOS-P	MATIZA	Nota de cierre: inseguridad ciudad 0.610 (0.602-0.618) vs 61% = CONFIRMA; joyeria/efectivo 0.459 (0.450-0.468) vs 47.4% = MATIZA (1.5pp); caminar de noche 0.394 vs 40.8% = MATIZA (1.4pp). Peor veredicto entre partes: MATIZA.
ASTRA5-U0-SANC-007	SANCION_SOCIAL	ENSU	MEDIDO	CALC-ENSU-PISOS-0001	RESULT-ENSU-PISOS-C09-HABITO-OBJETOS-VALOR-2024T1-TOTAL-TODOS-P	MATIZA	Nota de cierre (fila INTER-034/SANC-007 joyeria-efectivo mar 2024): 0.459 (0.450-0.468) vs report 47.4% -> fuera del IC pero a <=3pp (1.5pp), MATIZA.
ASTRA5-U0-SALMEN-025	TECNOLOGIA	ENDUTIH	DIFERIDO			SIN-VEREDICTO	CALC-ENDUTIH-PISOS-2024-0001 mide celular e internet por separado en EDAD_12_17 y EDAD_18_29; ningún RESULT sellado mide el tramo 12-29 que cita el report, y sumar celdas a mano no es lectura de un RESULT (regla: ninguna cifra tecleada). Sucesor: conducta 12-29 en un CALC ENDUTIH nuevo. [Auditoría: el agente agregó celdas a mano; se retira el MEDIDO.]
ASTRA5-U0-VEJEZ-002	FAMILIA_CUIDADOS	ENADID	DIFERIDO			SIN-VEREDICTO	sin CALC: ningún CALC sellado de ENADID mide la proporción de 60+ sobre la población total (los existentes miden jefatura/migración 2018 y unión por sexo y edad 2023); la pregunta de edad existe, así que no es NO-CONSTRUIBLE. Sucesor: estructura etaria ENADID 2018 (2023 reservada para conductas nuevas).
ASTRA5-U0-VEJEZ-016	DINERO	ENASEM	DIFERIDO			SIN-VEREDICTO	ola reservada: ENASEM 2024 (E.6); ENASEM 2021 sí está abierta y ningún CALC mide pensión contributiva 65+ por sexo. Sucesor: pieza ENASEM 2021 de pensiones.
ASTRA5-U0-VEJEZ-032	RURAL_INDIGENA	ENUT	DIFERIDO			SIN-VEREDICTO	sin CALC: los CALC de ENUT 2024 no traen eje de hablante de lengua indígena; la parte de proyección 2030 es CONAPO (otro programa, no en esta fila). Sucesor: eje lengua indígena en un CALC ENUT.
