area_consulta	llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	result_punto	calc	sha256_resultados	sha256_sello	reserva
Trámites y Estado	RESULT-R-TRA-M-07-PUNTO	tramite	R	ENCIG 2021	TRA-M-07	la tabla ya es el universo de la seccion VIII (39930 filas = 37168 No + 2595 Si + 167 No sabe, exacto, cero blancos); sin filtro adicional	proporcion ponderada R en [0,1]	0.07181522879909936	0.06711842625679515	0.07651203134140358	IC-ULTIMATE-CLUSTER	CONSUMO-GEN2-ACTIVO	RESULT-R-TRA-M-07-PUNTO	CALC-R-TRA-M-07-v3	d62ce17da2f2e0315c27bb37157efafc568c0e872dedaba325403a0c6075127f	356703b98f3ffbe97cde0b1782c2b7bbd60f01a8dae9561be7f33ec875b32af1	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-TIENEAHORROS-A-P-NO-TIENE	dinero	no_tiene_ahorros_enif2024	ENIF 2024	dinero.ahorro.tiene_ahorros	Personas ELEGIDAS de 18 anios y mas en TMODULO.csv (EDAD_V 18-98), las 13502 sin perdida.	complemento contado, 1-A-P-TIENE -- releva RES-0032 (esperado 0.357920)	0.35792043341812185			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-TIENEAHORROS-A-P-NO-TIENE	CALC-TIENE-AHORROS-0001-v1_1	5b5f231c676e070d7d12518151bf03d89f362f6cf3d2261752b57039a2baea7a	73a703d55efb8752605dcb0997fa8ac229c3f951dba1dc305cf7f512e3b880e3	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-TIENEAHORROS-A-P-TIENE	dinero	tiene_ahorros_enif2024	ENIF 2024	dinero.ahorro.tiene_ahorros	Personas ELEGIDAS de 18 anios y mas en TMODULO.csv (EDAD_V 18-98), las 13502 sin perdida.	p ponderado de tiene_ahorros -- releva RES-0031 (esperado 0.642080)	0.6420795665818781			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-TIENEAHORROS-A-P-TIENE	CALC-TIENE-AHORROS-0001-v1_1	5b5f231c676e070d7d12518151bf03d89f362f6cf3d2261752b57039a2baea7a	73a703d55efb8752605dcb0997fa8ac229c3f951dba1dc305cf7f512e3b880e3	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S1xD1	tramite	S1xD1	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S1xD1 = hasta primaria x Rural	0.33821973592663684	0.30046617022479377	0.37860278763172794	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S1xD1	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S1xD2	tramite	S1xD2	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S1xD2 = hasta primaria x Complemento urbano	0.452362924697569	0.4133095715384544	0.49199834440151874	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S1xD2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S1xD3	tramite	S1xD3	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S1xD3 = hasta primaria x Urbano	0.5238831153224065	0.4903273035707968	0.5567914830601665	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S1xD3	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S2xD1	tramite	S2xD1	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S2xD1 = secundaria x Rural	0.40781742459549963	0.3748278654042986	0.4404677215235302	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S2xD1	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S2xD2	tramite	S2xD2	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S2xD2 = secundaria x Complemento urbano	0.5267530179087778	0.49884966036571654	0.5526469841401991	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S2xD2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S2xD3	tramite	S2xD3	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S2xD3 = secundaria x Urbano	0.5972085849904782	0.5757997454445923	0.6179302693492549	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S2xD3	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S3xD1	tramite	S3xD1	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S3xD1 = media superior x Rural	0.38456627334582755	0.35345359777214364	0.41669681027415156	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S3xD1	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S3xD2	tramite	S3xD2	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S3xD2 = media superior x Complemento urbano	0.502474641238631	0.47666140962269526	0.5280179794907507	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S3xD2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S3xD3	tramite	S3xD3	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S3xD3 = media superior x Urbano	0.5736189438488493	0.5497263023209648	0.5961430255942156	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S3xD3	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S4xD1	tramite	S4xD1	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S4xD1 = superior x Rural	0.4305100972648407	0.4028170508272529	0.45929326952274663	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S4xD1	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S4xD2	tramite	S4xD2	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S4xD2 = superior x Complemento urbano	0.5499180279546432	0.5273421246680273	0.5715520860124206	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S4xD2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-TRA-SXD12-C2-P-S4xD3	tramite	S4xD3	ENVIPE 2024	TRA.evade_norma.envipe2025.escolaridad_x_dominio	DELITOS (una fila por delito de tmod_vic) con BP1_20 in {1,2} -- la unidad y el universo EXACTOS de prereg-caja-ENVIPE-EVASION-NORMA (MAESTRA34-L5 P3). ENVIPE 2024 ENTERA para C1 (cruce escolaridad_proxy x dominio_urbano_rural, I24, n de soporte). ENVIPE 2023 ENTERA como insumo de C7 (cruce, I23). ENVIPE 2025 SOLO para los marginales de UN EJE (escolaridad_proxy, dominio_urbano_rural, nacional), a traves del modulo congelado tools/celda_d/marginales_reproduccion.py con la ola cargada reservada=True. El cruce de 2025 es COMMIT-3.	C2 piso log-aditivo sobre los marginales SELLADOS de 2025, celda S4xD3 = superior x Urbano	0.6194165992369566	0.601297630192143	0.6368951298852671	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	ADOPTADO-POR-FIRMA	RESULT-TRA-SXD12-C2-P-S4xD3	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	5d120c1f302c364639c5cdfaf82efec7a7a84cbb1a0d55c0825aa0188330c7c7	2ee24feda904577ab49e508cd21f8ce81dc08a441254d478d183516d289ae10a	Revisar identidad estimando, oferta compatible y alcance de firma.
