llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	firma	temporalidad	result_punto	result_inf	result_sup	calc	sha256_resultados	sha256_sello	uso	oferta_compatible	oferta_valor_ic	reserva
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-30-44-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	EDAD:30-44	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.013240955084179551	0.00629368694875212	0.022416334576169206	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-30-44-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-30-44-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-30-44-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-45-59-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	EDAD:45-59	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.017443363778136305	0.010223582450263061	0.025523913609539473	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-45-59-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-45-59-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-45-59-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-60-MAS-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	EDAD:60-MAS	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.006148729813011423	0.0018243936827145983	0.011546466195039668	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-60-MAS-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-60-MAS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-EDAD-60-MAS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-HASTA-PRIMARIA-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	ESCOLARIDAD:HASTA-PRIMARIA	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.011924170029008387	0.0031288372399960744	0.02122483141917587	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-HASTA-PRIMARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-HASTA-PRIMARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-HASTA-PRIMARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-MEDIA-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	ESCOLARIDAD:MEDIA-SUPERIOR	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.013135690596356485	0.005529160430069275	0.023744781537815514	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-MEDIA-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-MEDIA-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-MEDIA-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SECUNDARIA-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	ESCOLARIDAD:SECUNDARIA	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.013183344235131735	0.0066704730927361995	0.02021051540258499	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SECUNDARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SECUNDARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SECUNDARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	ESCOLARIDAD:SUPERIOR	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.010748090249905052	0.005210097443672363	0.017796509955684135	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-ESCOLARIDAD-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	FORMALIDAD:CON-SEGURIDAD-SOCIAL	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.014299325973586052	0.008247350998996945	0.022146207744185367	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	FORMALIDAD:SIN-SEGURIDAD-SOCIAL	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.006166891480312561	0.0023184189462127818	0.010213502538938022	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-15-000-Y-MAS-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	LOCALIDAD:15-000-Y-MAS	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.014244662296052093	0.009504991832508683	0.01990999874249233	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-15-000-Y-MAS-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-15-000-Y-MAS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-15-000-Y-MAS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-MENOR-DE-15-000-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	LOCALIDAD:MENOR-DE-15-000	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.0059554806086653	0.0025579451266296797	0.009899525156836897	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-MENOR-DE-15-000-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-MENOR-DE-15-000-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-LOCALIDAD-MENOR-DE-15-000-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-NACIONAL-TODOS-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	NACIONAL:TODOS	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.012110263658483486	0.008484063461288608	0.01645363710844866	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-NACIONAL-TODOS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-1-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	SEXO:1	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.015493882588361324	0.009160803853121874	0.023180365716134188	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-1-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-1-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-1-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-2-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	SEXO:2	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.008853426855569158	0.0051834578956264955	0.012864007598818127	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-2-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-2-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-SEXO-2-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-UNIVERSO-UNIVERSO-TRABAJA-P	dinero	Proporciones marginales ponderadas ENIF 2021 de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 comparable con ENIF 2024.	ENIF 2021	UNIVERSO:UNIVERSO-TRABAJA	Persona elegida 18+ con desenlace definido y diseño válido; K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.010824197631660619	0.006876486151629966	0.015631066104959027	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-UNIVERSO-UNIVERSO-TRABAJA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-UNIVERSO-UNIVERSO-TRABAJA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-K7-OTRO-UNIVERSO-UNIVERSO-TRABAJA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	1280b82fa69f7e4ab1c081c3ba6e67b8bc492b8c4ee1210f19747c9f4bbaff6c	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:EJE-FUERA-DE-U1NA		EJE-FUERA-DE-U1NA
