resultado_id	consumidor	tipo_uso	corrida_natural	valor_legacy	estado_relevo	razon_relevo	calc_observado	result_observado	causa_principal	subcausa	grupo_dependencia	disponibilidad_acreditada	siguiente_accion	compuerta	paquete_propuesto	evidencia
RES-0142	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L-solo	celda_L	CORR-0058	0.04875	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-06	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0143	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L+corpus	celda_L	CORR-0058	0.04725	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-06	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0144	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:AGREGADO	celda_AGREGADO	CORR-0059	"{""z_L_corpus"": -0.029681868352214986, ""z_L_solo"": 1.2250487643801482, ""z_M"": -1.3312557780399201}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-06	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0145	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:R	celda_R	CORR-0060	0.04377543852935772	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0146	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:M	celda_M	CORR-0061	0.045694	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0147	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L-solo	celda_L	CORR-0062	0.052875	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0148	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L+corpus	celda_L	CORR-0062	0.051625000000000004	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0149	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:AGREGADO	celda_AGREGADO	CORR-0063	"{""z_L_corpus"": 7.759647205090208, ""z_L_solo"": 8.995328847006066, ""z_M"": 1.896584950527814}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0150	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:R	celda_R	CORR-0064	0.12602486953090247	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-02	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0151	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:M	celda_M	CORR-0065	0.085118	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-02	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0152	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L-solo	celda_L	CORR-0066	0.15125	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-02	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0153	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L+corpus	celda_L	CORR-0066	0.15	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-02	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0154	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:AGREGADO	celda_AGREGADO	CORR-0067	"{""z_L_corpus"": 4.738161161194345, ""z_L_solo"": 4.985196373750412, ""z_M"": -8.084349767655816}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-02	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0155	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:R	celda_R	CORR-0068	0.04453797671500066	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-03	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0156	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:M	celda_M	CORR-0069	0.085118	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-03	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0157	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L-solo	celda_L	CORR-0070	0.1225	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-03	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0158	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L+corpus	celda_L	CORR-0070	0.12125	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-03	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0159	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:AGREGADO	celda_AGREGADO	CORR-0071	"{""z_L_corpus"": 27.000158619839638, ""z_L_solo"": 27.440118313633807, ""z_M"": 14.282859694902879}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-TRA-M-03	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0160	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:R	celda_R	CORR-0072	0.07181522879909936	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-TRA-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0161	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:M	celda_M	CORR-0073	0.085118	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-TRA-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0162	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L-solo	celda_L	CORR-0074	0.14425	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-TRA-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0163	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L+corpus	celda_L	CORR-0074	0.147	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-TRA-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0164	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO	celda_AGREGADO	CORR-0075	"{""z_L_corpus"": 31.37441747805242, ""z_L_solo"": 30.226849337769103, ""z_M"": 5.5512132391389075}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-TRA-M-07	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0165	milpa/src/celdas.py:CORTES_C1:formalidad	corte_pi	CORR-0076	('segsoc=1', 'segsoc=2')	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-SIN-RESULT-GEN2	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0166	milpa/src/celdas.py:CORTES_C1:edad	corte_pi	CORR-0076	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-EDAD-RESERVADO	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0167	milpa/src/celdas.py:CORTES_C1:urbanizacion	corte_pi	CORR-0076	('1', '2', '3', '4')	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-SIN-RESULT-GEN2	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0168	milpa/src/celdas.py:CORTES_C1:ingreso	corte_pi	CORR-0076	('1', '2', '3', '4')	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-SIN-RESULT-GEN2	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0169	milpa/src/celdas.py:CORTES_C1:acceso_digital	corte_pi	CORR-0076	('1', '2')	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-SIN-RESULT-GEN2	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0170	milpa/src/celdas.py:CORTES_C1:migracion	corte_pi	CORR-0076	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CORTE-SIN-RESULT-GEN2	CORTES-PI-PILOTO	CORTES_C1 declara cuatro cortes y deja edad/migración pendientes; no hay RESULT GEN2 por corte	esperar corte de edad, crosswalk y piloto de Opus; no convertir constantes de código en mediciones	ESPERA-MERGE	NINGUNO	milpa/src/celdas.py:CORTES_C1; NC-0240; reserva del encargo
RES-0171	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud	celda_D	CORR-0077	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-D-SIN-ESTIMADOR-ADJUDICADO	CELDA-D-PILOTO	existe contrato YAML de celda-D; no existe estimador/result acreditado	esperar GEN2-CELDA-D-PILOTO-1; reutilizar sólo su contrato de una celda, no generalizar antes del resultado	ESPERA-MERGE	NINGUNO	ADR-531; NC-0239; reserva CELDA-D-PILOTO-1
RES-0172	data/curacion-registro/celdas-d/G5.obligacion_medida.conducta.yaml:G5.obligacion_medida.conducta	celda_D	CORR-0078	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-D-SIN-ESTIMADOR-ADJUDICADO	CELDA-D-PILOTO	existe contrato YAML de celda-D; no existe estimador/result acreditado	esperar GEN2-CELDA-D-PILOTO-1; reutilizar sólo su contrato de una celda, no generalizar antes del resultado	ESPERA-MERGE	NINGUNO	ADR-531; NC-0239; reserva CELDA-D-PILOTO-1
RES-0173	data/curacion-registro/celdas-d/G5.radio_confianza.encuci_vs_enbiare.yaml:G5.radio_confianza.encuci_vs_enbiare	celda_D	CORR-0079	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-D-SIN-ESTIMADOR-ADJUDICADO	CELDA-D-PILOTO	existe contrato YAML de celda-D; no existe estimador/result acreditado	esperar GEN2-CELDA-D-PILOTO-1; reutilizar sólo su contrato de una celda, no generalizar antes del resultado	ESPERA-MERGE	NINGUNO	ADR-531; NC-0239; reserva CELDA-D-PILOTO-1
RES-0174	milpa/catalogo-momentos-v0_1.tsv:M01	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0175	milpa/catalogo-momentos-v0_1.tsv:M02	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0176	milpa/catalogo-momentos-v0_1.tsv:M03	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0177	milpa/catalogo-momentos-v0_1.tsv:M04	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0178	milpa/catalogo-momentos-v0_1.tsv:M05	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0179	milpa/catalogo-momentos-v0_1.tsv:M06	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0180	milpa/catalogo-momentos-v0_1.tsv:M07	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0181	milpa/catalogo-momentos-v0_1.tsv:M08	momento	CORR-0080	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MOMENTO-AJUSTE-DEPENDIENTE-DE-ESTIMADOR-POR-CELDA	MOMENTOS-AJUSTE-PILOTO	catálogo declara ENIGH 2022 como universo, pero instrumentos y universo de candidatos siguen POR DECLARAR	esperar el piloto de celda-D que adjudica estimador/ruta/dato; no escribir un medidor común	ESPERA-MERGE	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M01..M08; ADR-531
RES-0182	milpa/catalogo-momentos-v0_1.tsv:M09	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0183	milpa/catalogo-momentos-v0_1.tsv:M10	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0184	milpa/catalogo-momentos-v0_1.tsv:M11	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0185	milpa/catalogo-momentos-v0_1.tsv:M12	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0186	milpa/catalogo-momentos-v0_1.tsv:M13	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
