calc_id	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	tau2	n	conteo	result_id_p
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	19	0.630378						20989	13231	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	20	0.539444						15262	8233	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	21	0.609239						16711	10181	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	22	0.563250						8664	4880	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	23	0.697767						8778	6125	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	24	0.555811						10437	5801	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	25	0.598476						14826	8873	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	26	0.596145						15097	9000	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	27	0.586601						8672	5087	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	28	0.591063						10070	5952	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	29	0.602419						3803	2291	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	30	0.516659						27283	14096	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	31	0.616968						8062	4974	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	ENT	32	0.522491						7114	3717	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	TLOC	100MIL-MAS	0.631175						216878	136888	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	TLOC	15MIL-99MIL	0.550784						100239	55210	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	TLOC	2500-14999	0.546156						101916	55662	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	TLOC	MENOS-2500	0.536241						36685	19672	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2019	TOTAL	TODOS	0.586837						455718	267432	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2019-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	01	0.540609						4728	2556	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	02	0.526954						6270	3304	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	03	0.639378						1478	945	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	04	0.540933						2895	1566	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	05	0.657919						9945	6543	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	06	0.531108						2427	1289	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	07	0.594132						16020	9518	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	08	0.554046						8761	4854	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	09	0.790084						11819	9338	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	10	0.576460						4656	2684	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	11	0.525357						15262	8018	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	12	0.560678						9089	5096	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	13	0.538781						5776	3112	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	14	0.539442						24238	13075	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	15	0.608776						38239	23279	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	16	0.550645						10001	5507	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	17	0.586518						5548	3254	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	18	0.647947						3312	2146	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	19	0.628927						17188	10810	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	20	0.556495						10054	5595	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	21	0.608716						12551	7640	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	22	0.595165						5501	3274	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	23	0.649886						4390	2853	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	24	0.566715						7517	4260	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	25	0.638973						10592	6768	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	26	0.586932						10560	6198	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	27	0.604915						3703	2240	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	28	0.653284						6775	4426	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	29	0.614982						2483	1527	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	30	0.515681						19386	9997	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	31	0.644742						2539	1637	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	ENT	32	0.534353						4905	2621	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	TLOC	100MIL-MAS	0.634323						136295	86455	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	TLOC	15MIL-99MIL	0.555363						64149	35626	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	TLOC	2500-14999	0.553944						70722	39176	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	TLOC	MENOS-2500	0.534691						27442	14673	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2020	TOTAL	TODOS	0.589167						298608	175930	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2020-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	01	0.548176						6715	3681	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	02	0.536575						11497	6169	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	03	0.646473						2311	1494	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	04	0.553846						4810	2664	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	05	0.656716						13065	8580	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	06	0.534536						3214	1718	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	07	0.620786						12162	7550	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	08	0.581067						12613	7329	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	09	0.784904						19740	15494	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	10	0.573741						6055	3474	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	11	0.532815						24836	13233	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	12	0.580907						11093	6444	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	13	0.559193						6935	3878	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	14	0.537134						32450	17430	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	15	0.606688						47395	28754	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	16	0.547041						15816	8652	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	17	0.610140						6233	3803	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	18	0.582499						4297	2503	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	19	0.628216						23164	14552	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	20	0.565837						9326	5277	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	21	0.630410						15942	10050	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	22	0.587877						7886	4636	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	23	0.634399						9669	6134	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	24	0.573477						9486	5440	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	25	0.641007						14978	9601	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	26	0.570646						13879	7920	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	27	0.614636						8937	5493	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	28	0.641735						9934	6375	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	29	0.623921						3244	2024	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	30	0.553059						22918	12675	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	31	0.609882						8541	5209	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	ENT	32	0.533670						6742	3598	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	TLOC	100MIL-MAS	0.636705						189050	120369	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	TLOC	15MIL-99MIL	0.566831						87220	49439	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	TLOC	2500-14999	0.561562						93719	52629	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	TLOC	MENOS-2500	0.540397						35894	19397	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2021	TOTAL	TODOS	0.595822						405883	241834	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2021-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	01	0.568375						6457	3670	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	02	0.519266						8772	4555	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	03	0.628234						2628	1651	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	04	0.556859						4687	2610	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	05	0.636378						12711	8089	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	06	0.520460						3128	1628	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	07	0.617504						24795	15311	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	08	0.574017						12085	6937	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	09	0.758188						27083	20534	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	10	0.554680						6602	3662	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	11	0.541248						28789	15582	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	12	0.589409						13427	7914	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	13	0.560631						7793	4369	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	14	0.531926						34971	18602	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	15	0.593741						59334	35229	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	16	0.513392						18966	9737	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	17	0.616030						7037	4335	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	18	0.558685						4473	2499	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	19	0.619119						23191	14358	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	20	0.409724						11415	4677	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	21	0.603431						16905	10201	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	22	0.592962						9434	5594	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	23	0.653797						10205	6672	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-MISMA-ESCOLARIDAD	PAREJA	2022	ENT	24	0.554066						10515	5826	RESULT-EMAT-PAREJA-PISOS-M-MISMA-ESCOLARIDAD-2022-ENT-24-P
