id	raiz_declarada	raiz_resuelta	archivo	estado_A1	clase_P1	tamano_declarado	tamano_real	hallado_en_otra_raiz	tiene_url_origen	estado_reserva	licencia
ift_sfd_base_de_datos_zip	SIN-RAIZ	data_raw	ADQ15_IFT_SFD_uso_confianza/basededatossfd.zip	COINCIDE	ESTÁ-Y-COINCIDE	4660022	4660022		SI		Terminos de uso del Instituto Federal de Telecomunicaciones (https://www.ift.org
enoe_2016_1t_csv_microdatos	SIN-RAIZ	data_raw	2016trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	29867488	29867488		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2016_2t_csv_microdatos	SIN-RAIZ	data_raw	2016trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26779138	26779138		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2016_3t_csv_microdatos	SIN-RAIZ	data_raw	2016trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26452611	26452611		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2016_4t_csv_microdatos	SIN-RAIZ	data_raw	2016trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26466686	26466686		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2017_1t_csv_microdatos	SIN-RAIZ	data_raw	2017trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	29455399	29455399		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2017_2t_csv_microdatos	SIN-RAIZ	data_raw	2017trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	27024159	27024159		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2017_3t_csv_microdatos	SIN-RAIZ	data_raw	2017trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26498706	26498706		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2017_4t_csv_microdatos	SIN-RAIZ	data_raw	2017trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26664215	26664215		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2018_1t_csv_microdatos	SIN-RAIZ	data_raw	2018trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	29646952	29646952		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2018_2t_csv_microdatos	SIN-RAIZ	data_raw	2018trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26835694	26835694		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2018_3t_csv_microdatos	SIN-RAIZ	data_raw	2018trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26606485	26606485		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2018_4t_csv_microdatos	SIN-RAIZ	data_raw	2018trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	26724182	26724182		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2005_1t_csv_microdatos	SIN-RAIZ	data_raw	2005trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	33534030	33534030		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2008_1t_csv_microdatos	SIN-RAIZ	data_raw	2008trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	27278375	27278375		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2012_1t_csv_microdatos	SIN-RAIZ	data_raw	2012trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	31269330	31269330		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2014_1t_csv_microdatos	SIN-RAIZ	data_raw	2014trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	25134524	25134524		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_2018_4t_csv_datosabiertos	SIN-RAIZ	data_raw	conjunto_de_datos_enoe_2018_4t_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	41902692	41902692		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_amp_v1_pdf	SIN-RAIZ	data_raw	fd_c_amp_v1.pdf	COINCIDE	ESTÁ-Y-COINCIDE	303437	303437		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_amp_v2_pdf	SIN-RAIZ	data_raw	fd_c_amp_v2.pdf	COINCIDE	ESTÁ-Y-COINCIDE	293353	293353		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_amp_v3_pdf	SIN-RAIZ	data_raw	fd_c_amp_v3.pdf	COINCIDE	ESTÁ-Y-COINCIDE	959621	959621		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_amp_v4_pdf	SIN-RAIZ	data_raw	fd_c_amp_v4.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1082006	1082006		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_bas_v1_pdf	SIN-RAIZ	data_raw	fd_c_bas_v1.pdf	COINCIDE	ESTÁ-Y-COINCIDE	292326	292326		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_bas_v2_pdf	SIN-RAIZ	data_raw	fd_c_bas_v2.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1091129	1091129		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_bas_amp_conapo_pdf	SIN-RAIZ	data_raw	fd_c_bas_amp_conapo.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1211513	1211513		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_fd_c_bas_amp_15ymas_pdf	SIN-RAIZ	data_raw	fd_c_bas_amp_15ymas.pdf	COINCIDE	ESTÁ-Y-COINCIDE	4383629	4383629		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_123_fd_c_bas_amp_pdf	SIN-RAIZ	data_raw	enoe_123_fd_c_bas_amp.pdf	COINCIDE	ESTÁ-Y-COINCIDE	2124901	2124901		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
enoe_325_fd_c_bas_amp_pdf	SIN-RAIZ	data_raw	enoe_325_fd_c_bas_amp.pdf	COINCIDE	ESTÁ-Y-COINCIDE	2124734	2124734		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
ennvih1_muestra_diseno	SIN-RAIZ	data_raw	ennvih_diseno/ennvih-1_muestra.pdf	COINCIDE	ESTÁ-Y-COINCIDE	56225	56225		SI		no declarada por la fuente
enoe_2024_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2024_trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	31773308	31773308		SI		no declarada por la fuente
enoe_2019_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/2019trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	31269571	31269571		SI		no declarada por la fuente
enoe_2019_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/2019trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	28592043	28592043		SI		no declarada por la fuente
enoe_2019_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/2019trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	31116800	31116800		SI		no declarada por la fuente
enoe_2019_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/2019trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	28058037	28058037		SI		no declarada por la fuente
enoe_2020_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/2020trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	27350239	27350239		SI		no declarada por la fuente
enoe_2023_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2023_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	37487716	37487716		SI		no declarada por la fuente
enoe_2023_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2023_trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	39500761	39500761		SI		no declarada por la fuente
enoe_2023_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2023_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	40893331	40893331		SI		no declarada por la fuente
enoe_2023_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2023_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	40681812	40681812		SI		no declarada por la fuente
enoe_2024_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2024_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	37004177	37004177		SI		no declarada por la fuente
enoe_2024_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2024_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	43272328	43272328		SI		no declarada por la fuente
enoe_2024_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2024_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	43410469	43410469		SI		no declarada por la fuente
enoe_2025_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2025_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	40919680	40919680		SI		no declarada por la fuente
enoe_2025_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2025_trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	38752236	38752236		SI		no declarada por la fuente
enoe_2025_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2025_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	40062680	40062680		SI		no declarada por la fuente
enoe_2025_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2025_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	43383478	43383478		SI		no declarada por la fuente
enoe_2026_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_2026_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	40843186	40843186		SI		no declarada por la fuente
enoe_n_2020_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2020_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	19827422	19827422		SI		no declarada por la fuente
enoe_n_2020_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2020_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	23007909	23007909		SI		no declarada por la fuente
enoe_n_2021_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2021_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	24586788	24586788		SI		no declarada por la fuente
enoe_n_2021_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2021_trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	23887444	23887444		SI		no declarada por la fuente
enoe_n_2021_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2021_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	32559052	32559052		SI		no declarada por la fuente
enoe_n_2021_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2021_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	27117836	27117836		SI		no declarada por la fuente
enoe_n_2022_1t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2022_trim1_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	27691497	27691497		SI		no declarada por la fuente
enoe_n_2022_2t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2022_trim2_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	30537564	30537564		SI		no declarada por la fuente
enoe_n_2022_3t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2022_trim3_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	29571337	29571337		SI		no declarada por la fuente
enoe_n_2022_4t_microdatos	SIN-RAIZ	data_raw	enoe_microdatos_post2019/enoe_n_2022_trim4_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	29670618	29670618		SI		no declarada por la fuente
adqcorre_r74r75_gdelt_masterreducedv2	SIN-RAIZ	data_raw	ADQCORRE_R74R75_GDELT/GDELT.MASTERREDUCEDV2.1979-2013.zip	COINCIDE	ESTÁ-Y-COINCIDE	1088704384	1088704384		SI		GDELT Global Knowledge Graph/Event Database -- datos derivados de fuentes de not
adqcorre_r74r75_gdelt2_export_mx_20260824	SIN-RAIZ	data_raw	ADQCORRE_R74R75_GDELT2_MX20260824/gdeltv2-export-20260824-96files.tar.gz	COINCIDE	ESTÁ-Y-COINCIDE	6201400	6201400		SI		GDELT Global Knowledge Graph/Event Database -- uso libre citando GDELT Project (
adqcorre_r74r75_massmobilization_mmall_v16	SIN-RAIZ	data_raw	ADQCORRE_R74R75_MASSMOB/mmALL_073120_v16.tab	COINCIDE	ESTÁ-Y-COINCIDE	15534524	15534524		SI		CC0 1.0 (Harvard Dataverse, dataset publico); texto completo no verificado, solo
ensafi2023_fd_xlsx_zip	SIN-RAIZ	data_raw	ensafi2023/ensafi_2023_fd_xlsx.zip	COINCIDE	ESTÁ-Y-COINCIDE	1108577	1108577		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
ensafi2023_cuestionario_pdf	SIN-RAIZ	data_raw	ensafi2023/ensafi_2023_cuestionario.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1182405	1182405		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
nber_w33208_fintech_lending_no_credit_history	SIN-RAIZ	data_raw	nber_w33208_fintech_lending_no_credit_history/w33208.rev1.pdf	COINCIDE	ESTÁ-Y-COINCIDE	9735904	9735904		SI		NBER Working Paper -- de acceso libre en nber.org (no todos los NBER WP son libr
ine_conteos_censales_participacion_2024	SIN-RAIZ	data_raw	ine_conteos_censales_participacion/DatosAbiertos_DECEyEC_ConteosCensales2024.zip	COINCIDE	ESTÁ-Y-COINCIDE	82419841	82419841		SI		libre, descarga directa sin registro (declarado en data/universo-puertas-2026-08
ine_conteos_censales_prision_preventiva_2024	SIN-RAIZ	data_raw	ine_conteos_censales_participacion/DatosAbiertos_DECEyEC_ConteosCensales_PrisionPreventiva2024.zip	COINCIDE	ESTÁ-Y-COINCIDE	7454	7454		SI		libre, descarga directa sin registro
ine_conteos_censales_voto_anticipado_2024	SIN-RAIZ	data_raw	ine_conteos_censales_participacion/DatosAbiertos_DECEyEC_ConteosCensales_VotoAnticipado2024.zip	COINCIDE	ESTÁ-Y-COINCIDE	16203	16203		SI		libre, descarga directa sin registro
sesna_informe_situacion_sea_2024	SIN-RAIZ	data_raw	sesna_informe_situacion_sea/Informe-de-Situacion-SEA-VF-15.04.24.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1866983	1866983		SI		no verificada en este acto -- sitio oficial de la Secretaría Ejecutiva del Siste
iepc_jalisco_voto_nulo_2024_base_datos	SIN-RAIZ	data_raw	iepc_jalisco_voto_nulo_2024/estudio_del_voto_nulo_base_de_datos_por_casilla.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	1222905	1222905		SI		no verificada en este acto -- sitio oficial IEPC Jalisco, sin muro de descarga
iepc_jalisco_voto_nulo_2024_relacion_paquetes	SIN-RAIZ	data_raw	iepc_jalisco_voto_nulo_2024/estudio_del_voto_nulo_relacion_de_paquetes_electorales_seleccionados.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	98717	98717		SI		no verificada en este acto
iepc_jalisco_voto_nulo_2024_cuestionario	SIN-RAIZ	data_raw	iepc_jalisco_voto_nulo_2024/anexo_3_hoja_de_vaciado_y_cuestionario.pdf	COINCIDE	ESTÁ-Y-COINCIDE	154954	154954		SI		no verificada en este acto
iepc_jalisco_voto_nulo_2024_informe	SIN-RAIZ	data_raw	iepc_jalisco_voto_nulo_2024/informe_de_resultados_estudio_muestral_voto_nulo_2024.pdf	COINCIDE	ESTÁ-Y-COINCIDE	2000582	2000582		SI		no verificada en este acto
ine_fiscalizacion_prefo2324_cam_agenda_eventos	SIN-RAIZ	data_raw	ine_fiscalizacion_agenda_gasto_candidatura_2024/PREFO_23-24_CAM_AE_240624.csv	COINCIDE	ESTÁ-Y-COINCIDE	112060366	112060366		SI		no verificada en este acto -- portal oficial de datos abiertos de fiscalización 
ine_fiscalizacion_prefo2324_cam_gasto_rubro	SIN-RAIZ	data_raw	ine_fiscalizacion_agenda_gasto_candidatura_2024/PREFO_23-24_CAM_GxR_240624.csv	COINCIDE	ESTÁ-Y-COINCIDE	433909	433909		SI		no verificada en este acto
asf_informe_resultado_fiscalizacion_cp2023_general	SIN-RAIZ	data_raw	asf_informe_cuenta_publica_2023/MR_General_a.pdf	COINCIDE	ESTÁ-Y-COINCIDE	4113672	4113672		SI		no verificada en este acto -- sitio oficial de la Auditoría Superior de la Feder
asf_auditoria_2024_0165_ds_vacunacion_issste	SIN-RAIZ	data_raw	asf_auditoria_165_ds_vacunacion_isste_2024/2024_0165_a.pdf	COINCIDE	ESTÁ-Y-COINCIDE	635172	635172		SI		no verificada en este acto -- sitio oficial ASF, sin muro
dgis_urgencias_descriptores_2008_2017_xlsx	SIN-RAIZ	data_raw	Descriptores_Base_de_Datos_URGENCIAS_2008_2017.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	48855	48855		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_descriptores_2018_xlsx	SIN-RAIZ	data_raw	Descriptores_Base_de_Datos_URGENCIAS_2018.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	57095	57095		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_descriptores_2019_xlsx	SIN-RAIZ	data_raw	Descriptores_Base_de_Datos_URGENCIAS_2019.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	57114	57114		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_descriptores_2023_2025_xlsx	SIN-RAIZ	data_raw	Descriptores_Base_de_Datos_URGENCIAS_2023_2025.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	71440	71440		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_catalogos_2008_2016_7z	SIN-RAIZ	data_raw	Catalogos_de_Urgencias_2008_2016.zip	COINCIDE	ESTÁ-Y-COINCIDE	874496	874496		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_catalogos_2023_2025_zip	SIN-RAIZ	data_raw	Catalogos_de_Urgencias_2023_2025.zip	COINCIDE	ESTÁ-Y-COINCIDE	4802371	4802371		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_2008_zip	SIN-RAIZ	data_raw	Urgencias_2008.zip	COINCIDE	ESTÁ-Y-COINCIDE	132145439	132145439		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_2009_zip	SIN-RAIZ	data_raw	Urgencias_2009.zip	COINCIDE	ESTÁ-Y-COINCIDE	184374602	184374602		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_2025_zip	SIN-RAIZ	data_raw	Urgencias_2025.zip	COINCIDE	ESTÁ-Y-COINCIDE	229051646	229051646		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
dgis_urgencias_2026_zip	SIN-RAIZ	data_raw	Urgencias_2026.zip	COINCIDE	ESTÁ-Y-COINCIDE	132421453	132421453		SI		Datos Abiertos de la Direccion General de Informacion en Salud (DGIS), Secretari
cero_desabasto_reportes_entidad_cuatrimestre_csv	SIN-RAIZ	data_raw	cero_desabasto_reportes_por_entidad_cuatrimestre.csv	COINCIDE	ESTÁ-Y-COINCIDE	17872	17872		SI		Cero Desabasto (Nosotrxs / colectivo civil) -- descarga publica desde el sitio; 
inmujeres_macu_indicadores_territoriales_xlsx	SIN-RAIZ	data_raw	base_macu.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	800145	800145		SI		Instituto Nacional de las Mujeres (Inmujeres), portal publico Mapa de Cuidados -
ine_prep2024_base_datos_20240603_2005_zip	SIN-RAIZ	data_raw	20240603_2005_PREP.zip	COINCIDE	ESTÁ-Y-COINCIDE	47062008	47062008		SI		Instituto Nacional Electoral -- publicacion abierta del PREP, descarga sin regis
icpsr35024_mexico_panel_study_2012_dats_json	SIN-RAIZ	data_raw	35024_dats_2.2.json	COINCIDE	ESTÁ-Y-COINCIDE	4527	4527		SI		ICPSR (University of Michigan) -- metadatos de descarga abierta; el microdato ex
icpsr35024_mexico_panel_study_2012_codebook_es_zip	SIN-RAIZ	data_raw	35024-0001-Codebook-spanish.pdf.zip	COINCIDE	ESTÁ-Y-COINCIDE	2690814	2690814		SI		ICPSR (University of Michigan) -- documentacion de descarga abierta; el microdat
wb2028_cafr_leon_2005_ddi_xml	SIN-RAIZ	data_raw	MEX_2005_CAFR_v01_M.xml	COINCIDE	ESTÁ-Y-COINCIDE	4642520	4642520		SI		World Bank Microdata Library, catalogo 2028 -- acceso tras cuenta gratuita (la r
wb2028_cafr_leon_2005_stata8_zip	SIN-RAIZ	data_raw	MEX_2005_CAFR_v01_M_STATA8.zip	COINCIDE	ESTÁ-Y-COINCIDE	305245	305245		SI		World Bank Microdata Library, catalogo 2028 -- acceso tras cuenta gratuita (la r
wb2028_cafr_leon_2005_ddi_pdf	SIN-RAIZ	data_raw	ddi-documentation-english_microdata-2028.pdf	COINCIDE	ESTÁ-Y-COINCIDE	112408	112408		SI		World Bank Microdata Library, catalogo 2028 -- acceso tras cuenta gratuita (la r
cngmd2023_esquema_conceptual_xlsx	SIN-RAIZ	data_raw	ec_cngmd2023.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	536309	536309		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
cngmd2023_descarga_masiva_app_y_orden_zip	SIN-RAIZ	data_raw	DescargaMasiva_192026_194559.zip	COINCIDE	ESTÁ-Y-COINCIDE	603147	603147		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
cngmd2023_m4_proteccion_civil_cuestionario_pdf	SIN-RAIZ	data_raw	cngmd_2023_m4.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1939327	1939327		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
cngmd2023_m5_justicia_civica_cuestionario_pdf	SIN-RAIZ	data_raw	cngmd_2023_m5.pdf	COINCIDE	ESTÁ-Y-COINCIDE	2643423	2643423		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
cngmd2023_m6_agua_saneamiento_cuestionario_pdf	SIN-RAIZ	data_raw	cngmd_2023_m6.pdf	COINCIDE	ESTÁ-Y-COINCIDE	9251680	9251680		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
cngmd2023_m7_residuos_solidos_cuestionario_pdf	SIN-RAIZ	data_raw	cngmd_2023_m7.pdf	COINCIDE	ESTÁ-Y-COINCIDE	3334783	3334783		SI		Terminos de Libre Uso de la Informacion del INEGI (https://www.inegi.org.mx/ineg
wbes_mexico_2023_ddi_xml	SIN-RAIZ	data_raw	MEX_2023_WBES_v01_M.xml	COINCIDE	ESTÁ-Y-COINCIDE	766584	766584		SI		World Bank Microdata Library, catalogo 6453 -- acceso tras cuenta gratuita (la r
wbes_mexico_2023_ddi_pdf	SIN-RAIZ	data_raw	ddi-documentation-english_microdata-6453.pdf	COINCIDE	ESTÁ-Y-COINCIDE	958503	958503		SI		World Bank Microdata Library, catalogo 6453 -- acceso tras cuenta gratuita (la r
wbes_mexico_2023_microdato_dta_zip	SIN-RAIZ	data_raw	WBES_Mexico2023_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	517828	517828		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_2023_documentacion_zip	SIN-RAIZ	data_raw	WBES_Mexico2023_Documentation.zip	COINCIDE	ESTÁ-Y-COINCIDE	1265467	1265467		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_sampling_note_consolidated_2022_pdf	SIN-RAIZ	data_raw	WBES-Sampling-Note-Consolidated-2022.pdf	COINCIDE	ESTÁ-Y-COINCIDE	434649	434649		SI		World Bank Enterprise Surveys, documentacion metodologica publica
wbes_mexico_2010_microdato_dta_zip	SIN-RAIZ	data_raw	WBES_Mexico2010_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	301152	301152		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_2010_documentacion_zip	SIN-RAIZ	data_raw	WBES_Mexico2010_Documentation.zip	COINCIDE	ESTÁ-Y-COINCIDE	2696131	2696131		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_2006_microdato_dta_zip	SIN-RAIZ	data_raw	WBES_Mexico2006_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	282085	282085		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_2006_documentacion_zip	SIN-RAIZ	data_raw	WBES_Mexico2006_Documentation.zip	COINCIDE	ESTÁ-Y-COINCIDE	1018608	1018608		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_panel_2006_2010_microdato_dta_zip	SIN-RAIZ	data_raw	WBES-Panel_Mexico2010_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	832065	832065		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_panel_2010_2023_microdato_dta_zip	SIN-RAIZ	data_raw	WBES-Panel_Mexico2023_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	1187900	1187900		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_mexico_panel_2010_2023_documentacion_zip	SIN-RAIZ	data_raw	WBES-Panel_Mexico2023_Documentation.zip	COINCIDE	ESTÁ-Y-COINCIDE	3977994	3977994		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_os_mexico_2026_ai_microdato_dta_zip	SIN-RAIZ	data_raw	WBES-OS_Mexico2026_Data.zip	COINCIDE	ESTÁ-Y-COINCIDE	45248	45248		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
wbes_os_mexico_2026_ai_documentacion_zip	SIN-RAIZ	data_raw	WBES-OS_Mexico2026_Documentation.zip	COINCIDE	ESTÁ-Y-COINCIDE	955817	955817		SI		World Bank Enterprise Surveys (enterprisesurveys.org) -- acceso tras registro; t
