procedencia_id	relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	procedencia_necesidad_id	procedencia_fuente	procedencia_objeto_evidencia_id	accion_normalizacion	clasificacion_relacion	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	siguiente_accion	objeto_modelo_origen	objeto_modelo_origen_ref
PROV-953018a5920cad00f321346d	REL-72ff714a3ba6d0bab952e05f	N2	ISSP	OE-e98c88fd0bd8f8493cef061f	N2	ISSP	OE-e98c88fd0bd8f8493cef061f	SIN_CAMBIO	CANDIDATA	INDICE_SIN_PAYLOAD	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	Fuente indexada sin descarga.	NO_DETERMINADO	2017	México	NO_DETERMINADO	Identidad de fuente	Reactivo, desenlace y coobservación	NO_APLICA	NO_DETERMINADO	Alta	Obtener codebook México 2017.	NO_DETERMINADO	NO_DETERMINADO
PROV-bc94aeb89ab068d1d5316ae5	REL-75b2ff53a19d8058eba2dbb7	N13	ISSP	OE-c784b73130190d561571fe98	N13	ISSP	OE-c784b73130190d561571fe98	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	NO_DETERMINADO	Referencia general sin apertura.	persona	NO_DETERMINADO	México	NO_DETERMINADO	NO_DETERMINADO	Obligación familiar	NO_APLICA	NO_DETERMINADO	Alta	Abrir módulo exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-d03373bb9c031174ce090cae	REL-75c66af2edc4b79afcb439c3	N6	GPS	OE-b8aa8e44f3c2ce01baa1541e	N6	GPS	OE-b8aa8e44f3c2ce01baa1541e	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-72d999f49b8c88c8d972047e	REL-75de72336ada4a506a3b5476	N30	BIARE	OE-e16378a2a79da5a6d4246280	N30	BIARE	OE-e16378a2a79da5a6d4246280	SIN_CAMBIO	CANDIDATA	IDENTIDAD_AMBIGUA	MAIN:canon/modelo-decision-v4_0.md	confianza	NO_DETERMINADO	No hay evidencia abierta del instrumento BIARE.	persona	NO_DETERMINADO	México	NO_DETERMINADO	Demanda definida	Transacción y enforcement	NO_APLICA	NO_DETERMINADO	Alta	Resolver BIARE/ENBIARE.	NO_DETERMINADO	NO_DETERMINADO
PROV-ea6ab560366f5a2afca52b34	REL-7751c832c7e30e4e4d7603cc	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	ISSP	NO_DETERMINADO	Puerta ISSP sin payload.	NO_DETERMINADO	NO_DETERMINADO	México	NO_DETERMINADO	NO_DETERMINADO	Edición, reactivo y outcome	NO_APLICA	NO_DETERMINADO	Alta	Resolver edición.	NO_DETERMINADO	NO_DETERMINADO
PROV-449d662eb7115653ed623c17	REL-781037a17e27bb2b93e13a63	N27	RELLABORALES	OE-ede59336763d11312f8c178e	N27	RELLABORALES	OE-ede59336763d11312f8c178e	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	NO_DETERMINADO	Eventos con agravio, actor, respuesta y entorno urbano/rural.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	NO_DETERMINADO	NO_DETERMINADO
PROV-49d1523067b2deb9850364a0	REL-796c0458c0c71745f0a6b2a4	N3	ISSP	OE-6c724f4d1ff61a92ad3b1beb	N3	ISSP	OE-6c724f4d1ff61a92ad3b1beb	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L38	NO_DETERMINADO	NO_DETERMINADO	NO-ENCONTRADO-EN-UNIVERSO-DECLARADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-bec71caad399b0fd3be473db	REL-7a38c275915e890903752598	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	NO_DETERMINADO	NO_DETERMINADO
PROV-4f63afa91b21b3fbf97c4adc	REL-7c92eca186a227ee718864e6	N6	ENSAFI	OE-e14567b41b8dd6d210ed240d	N6	ENSAFI2023_BD_CSV_ZIP	OE-e14567b41b8dd6d210ed240d	CONSERVAR_EVIDENCIA_DISTINTA	CANDIDATA	VARIABLE_SIN_DOCUMENTACION	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	IMPULSIVID	IMPULSIVID	Columna binaria existe sin texto; no hay desenlace de ahorro ante volatilidad verificado.	persona	2023	20448 filas TMODULO	{1,2}, dirección desconocida	Nombre potencialmente relacionado	Aversión y conducta específica coobservada	No usar	Diccionario, constructo y outcome faltantes	Alta	Obtener diccionario y verificar outcome antes de adjudicar.	NO_DETERMINADO	NO_DETERMINADO
PROV-93ecdb9a9e9a306b5e16b0c3	REL-7da283a75f336e409f2ff88d	N30	LAPOP	OE-dd987fd1f12b5504ad657782	N30	LAPOP	OE-dd987fd1f12b5504ad657782	SIN_CAMBIO	CANDIDATA	ACCESO_ESTRUCTURAL	MAIN:forense/notas/2026-08-05-p-lapop-microdato.md:L186	LAPOP	NO_DETERMINADO	Base y buscador existen; contenido pertinente no local.	persona	NO_DETERMINADO	México	NO_DETERMINADO	Fuente de confianza plausible	Microdato y conducta conjunta	NO_APLICA	NO_DETERMINADO	Alta	Identificar reactivos antes de solicitar datos.	NO_DETERMINADO	NO_DETERMINADO
PROV-dfc9e10fefa99a7b64235635	REL-7feec534a72e40bdf9b6b393	N19	PI	OE-bbfe0ee94abe5623f3a73de8	N19	PI	OE-bbfe0ee94abe5623f3a73de8	SIN_CAMBIO	CANDIDATA	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-fuentes-2026-08-06.tsv	L110	NO_DETERMINADO	Portafolio de Información aparece en el mapa, sin payload, tabla o diccionario abierto asociado a esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Resolver el recurso canónico de PI y abrir la tabla/diccionario específico antes de adjudicar.	NO_DETERMINADO	NO_DETERMINADO
PROV-3af6f2451ddff209a598d2f9	REL-8038d6208aa088aad43a40c9	N4	ENFIH	OE-e27983370bd678a404483a92	N4	ENFIH	OE-e27983370bd678a404483a92	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L10	NO_DETERMINADO	NO_DETERMINADO	'9.12 ¿Usted tiene seguro de vida?' / educativo / de auto / personal contra accidentes / de casa / de gastos medicos (6 variantes P9_12_1 a P9_12_6)	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: binario Si/No, tenencia de producto de seguro; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 19 coincidencias de 'seguro' en 838 variables (16 hojas); riesgo/arriesg/perdida/perder/certidumbre = 0. Le falta: mide tenencia de producto de seguro (conducta/acceso financiero), no disposicion actitudinal al riesgo -- mismo defecto de categoria que el candidato ya descartado ENIF P5_23/P5_24 (ADR-52 A: mide proteccion IPAB, un moderador, no aversion), 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-dcc3228d164035a81c5a4059	REL-837d54e76ebe85170870493a	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	SIN_CAMBIO	CANDIDATA	INVENTARIO	MAIN:data/inventarios/inventario-fuentes-credito-ahorro-finanzas-hogar-mexico.md:L40	Ahorro Financiero y Financiamiento	NO_DETERMINADO	Reportes/bases CNBV agregados inventariados.	indicador agregado	NO_DETERMINADO	México	NO_DETERMINADO	Ahorro y financiamiento	Relación concreta N19	Contexto/prior agregado posible	Elegir serie y unidad	Alta	Abrir tabla específica.	NO_DETERMINADO	NO_DETERMINADO
PROV-4695e59abdc9726fec4b206f	REL-845a93bc24990147a394f897	N2	ISSP	OE-f0df762d8d95ea4d04b39ef2	N2	ISSP	OE-f0df762d8d95ea4d04b39ef2	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	NO_DETERMINADO	ISSP Social Networks identificado sin apertura.	persona	2017	México	NO_DETERMINADO	Fuente plausible	Variable y outcome	NO_APLICA	NO_DETERMINADO	Alta	Abrir codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-a87c8386c10c2972fce3ef26	REL-87b4ab08a7e1b65f965ffb88	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	SIN_CAMBIO	CANDIDATA	ABIERTO_SIN_MAPEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L3	NO_DETERMINADO	La fuente figura abierta sin mapeo; no se dispone aquí de variable, tabla o texto que satisfaga la clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	ABIERTO-SIN-MAPEO	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	NO_DETERMINADO	NO_DETERMINADO
PROV-9e610ce3ad75d1943d67f647	REL-894b3c5025557df7ef942f2a	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	SIN_CAMBIO	CANDIDATA	INDICE_SIN_PAYLOAD	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	Evaluación indexada sin descarga.	NO_DETERMINADO	2012-2014	NO_DETERMINADO	NO_DETERMINADO	Diseño de evaluación	Obligación familiar	NO_APLICA	NO_DETERMINADO	Alta	Obtener instrumentos.	NO_DETERMINADO	NO_DETERMINADO
PROV-e37ff5279f63b25404783df6	REL-89b5a730c80b52245609d460	N12	ENSAFI	OE-546cf24d0efb616e6df36902	N12	ENSAFI	OE-546cf24d0efb616e6df36902	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/glosario-v5_6.md	N12|ENSAFI|OE-546cf24d0efb616e6df36902	NO_DETERMINADO	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-3c7a091a92c6061293e9ffa6	REL-8b5abcdb9a618f64c2639477	N25	INE	OE-629ec191998ec508c83fae05	N25	INE	OE-629ec191998ec508c83fae05	SIN_CAMBIO	CANDIDATA	CLASE_FUENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	INE	NO_DETERMINADO	Institución identificada sin producto concreto.	NO_DETERMINADO	NO_DETERMINADO	México	NO_DETERMINADO	Autoridad de fuente	Datos N25	NO_APLICA	NO_DETERMINADO	Alta	Precisar producto.	NO_DETERMINADO	NO_DETERMINADO
PROV-e896e7349626be69821c2d2a	REL-8b8dd24f3edbc5fd0b11d4a4	N19	BDIF	OE-3a26c30b380d433254ad2e91	N19	BDIF	OE-3a26c30b380d433254ad2e91	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	BDIF está catalogada como inclusión financiera, pero no se abrió una tabla con adopción/rechazo por institución y segmento sin historial.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	BDIF está catalogada como inclusión financiera, pero no se abrió una tabla con adopción/rechazo por institución y segmento sin historial.	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	NO_DETERMINADO	NO_DETERMINADO
PROV-5b687a065b51d4ceff0339ad	REL-8d2952203ec3678f3bd0c473	N30	ISSP	OE-e3bde63fce778e1bc8333717	N30	ISSP	OE-e3bde63fce778e1bc8333717	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	NO_DETERMINADO	Social Networks sin apertura.	persona	2017	México	NO_DETERMINADO	Confianza/redes potencial	Transacción y enforcement	NO_APLICA	NO_DETERMINADO	Alta	Abrir codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-f14bc6985115a7276875f497	REL-8d5ee427f92ae19be789b8d6	N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	SIN_CAMBIO	CANDIDATA	BASE_INDEXADA_SIN_MAPEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L14	NO_DETERMINADO	La base de violencia político-criminal está identificada, pero no hay variables abiertas que prueben respuesta individual o el mecanismo requerido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	CANDIDATA	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	NO_DETERMINADO	NO_DETERMINADO
PROV-4f7fc70c109229b78f67ac37	REL-8da82cf2f91efb7fe1958467	N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/integrador-psicologia-mexicano.md	N15|ENCOAP|OE-abc2c8ba2a4e437153d2ebfd	NO_DETERMINADO	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-18d65ac97f7968345eeb32ea	REL-8f6cc360dac1c16f2ea6c7ea	N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:AGENTS.md	N17|ENSAFI|OE-a13725c982c703ffc6b3e2aa	NO_DETERMINADO	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-e49fc8bc48feddb3928fc97c	REL-928de62ad3c403adf193bfc4	N20	ENFIH	OE-9ef5332d117f6e0df34c9570	N20	ENFIH	OE-9ef5332d117f6e0df34c9570	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Denuncia coobservada con tenencia/activación de seguro.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-fc4285592efe70163ef74662	REL-93cfba9117d75fe44fa4a111	N20	ENVIPE	OE-ec4ae2e4df0decfd79367f30	N20	ENVIPE	OE-ec4ae2e4df0decfd79367f30	SIN_CAMBIO	NEGATIVA	VARIABLE_Y_MICRODATO	MAIN:forense/hitoD-preregistro-v2_0.md:L693	BP2_1	BP2_1	Vehículo robado asegurado válido solo en robo total; 1028/40280 y 100% BPCOD=01.	víctima/delito	2025	Víctimas con módulo, México	binaria, válida solo BPCOD=01	Seguro en robo total	Seguro variable entre delitos y denuncia general	Estimar denuncia dentro de robo total con reserva	Restringir a BPCOD=01	Baja para ausencia estructural	No generalizar; buscar fuente alternativa.	NO_DETERMINADO	NO_DETERMINADO
PROV-6fac99f31425c5bd9fe0fb60	REL-943ed2bde102c6e791588b3b	N19	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	OE-9f3e0fdd7257cc6289194937	N19	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	OE-9f3e0fdd7257cc6289194937	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L40	NO_DETERMINADO	NO_DETERMINADO	NO-ENCONTRADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-edca70756280abfe5d476866	REL-94e18be48f89c37e4d7164e8	N21	PANEL_DE_COMPRA_DE_HOGARES	OE-fdb3e7f808f4472e8774119c	N21	PANEL_DE_COMPRA_DE_HOGARES	OE-fdb3e7f808f4472e8774119c	SIN_CAMBIO	NO_ACCESIBLE	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L30	NO_DETERMINADO	NO_DETERMINADO	NO-ACCESIBLE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-9431078621c072c4bfc95f81	REL-987f01cb468fa0b51b2dffc6	N4	ENFIH	OE-64909cd43474fe401f3cf196	N4	ENFIH	OE-64909cd43474fe401f3cf196	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-f022707119b11fa2aedaecf9	REL-99525527adc1ae5960ac2055	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La documentación confirma evento, demanda, actores, respuesta y lugar, pero falta abrir el archivo México y verificar granularidad/entorno.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La documentación confirma evento, demanda, actores, respuesta y lugar, pero falta abrir el archivo México y verificar granularidad/entorno.	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	NO_DETERMINADO	NO_DETERMINADO
PROV-d2d291d224519fb5f5ddcd88	REL-9ccac3c7a04b0040d317efb7	N27	GDELT	OE-f6d17977c51b480cd7befa6b	N27	GDELT	OE-f6d17977c51b480cd7befa6b	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	N27|GDELT|OE-f6d17977c51b480cd7befa6b	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	NO_DETERMINADO	NO_DETERMINADO
PROV-5e74cbb52c4e9e39a5de7070	REL-9dfab617c356df5594575a3c	N12	ISSP	OE-2d196672c346d9eb08441b65	N12	ISSP	OE-2d196672c346d9eb08441b65	SIN_CAMBIO	CANDIDATA	INDICE_SIN_PAYLOAD	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	Social Networks 2017 sin descarga.	persona	2017	México	NO_DETERMINADO	Fuente plausible	Reactivo apoyo y desenlace	NO_APLICA	NO_DETERMINADO	Alta	Obtener codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-6b97791042b9d64c8a726105	REL-a451582fd7fcd4bce1db01ca	N12	ENSAFI	OE-e7969017eea0c50fe8d10a7e	N12	ENSAFI	OE-e7969017eea0c50fe8d10a7e	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L5	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos apoyo/ayuda/familiar = 0 (ni en forma completa ni en los indices derivados de TMODULO), 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
