fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
CORPUS-COMPLETO-1:MODUTIH_2009	MODUTIH_2009	MODUTIH_2009	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2009/microdatos/endutih_2009_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2009)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MODUTIH_2010	MODUTIH_2010	MODUTIH_2010	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2010/microdatos/endutih_2010_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MODUTIH_2011	MODUTIH_2011	MODUTIH_2011	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2011/microdatos/Modutih2011_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2011)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MODUTIH_2012	MODUTIH_2012	MODUTIH_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2012/microdatos/modutih2012_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MODUTIH_2013	MODUTIH_2013	MODUTIH_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2013/microdatos/modutih2013_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MODUTIH_2014	MODUTIH_2014	MODUTIH_2014	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/modutih/2014/microdatos/modutih2014_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MODUTIH ola 2014)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOHOMA_2017	MOHOMA_2017	MOHOMA_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mohoma/2017/microdatos/bd_mohoma_2017_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOHOMA ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2015	MOLEC_2015	MOLEC_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_may15_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 4 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2016	MOLEC_2016	MOLEC_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb16_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2017	MOLEC_2017	MOLEC_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb17_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2018	MOLEC_2018	MOLEC_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb18_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2019	MOLEC_2019	MOLEC_2019	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb19_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2019)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2020	MOLEC_2020	MOLEC_2020	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb20_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2021	MOLEC_2021	MOLEC_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb21_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2022	MOLEC_2022	MOLEC_2022	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb22_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2023	MOLEC_2023	MOLEC_2023	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb23_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2024	MOLEC_2024	MOLEC_2024	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2024/microdatos/molec_feb24_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2024)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2025	MOLEC_2025	MOLEC_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2025/microdatos/fd_molec_2025.xlsx		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOLEC_2025-Jun	MOLEC_2025-Jun	MOLEC_2025-Jun	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/molec/2025/microdatos/molec_jun25_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOLEC ola 2025 Jun)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2013	MOPRADEF_2013	MOPRADEF_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_fd.xlsx		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2013-Nov	MOPRADEF_2013-Nov	MOPRADEF_2013-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2013_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2013 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2014	MOPRADEF_2014	MOPRADEF_2014	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2014_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2014)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 4 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2014-Ago	MOPRADEF_2014-Ago	MOPRADEF_2014-Ago	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_agosto_2014_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2014 Ago)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2014-Feb	MOPRADEF_2014-Feb	MOPRADEF_2014-Feb	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_feb14_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2014 Feb)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2014-May	MOPRADEF_2014-May	MOPRADEF_2014-May	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_may14_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2014 May)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2014-Nov	MOPRADEF_2014-Nov	MOPRADEF_2014-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2014_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2014 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2015	MOPRADEF_2015	MOPRADEF_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2015_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2015-Nov	MOPRADEF_2015-Nov	MOPRADEF_2015-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2015_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2015 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2016	MOPRADEF_2016	MOPRADEF_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2016_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2016-Nov	MOPRADEF_2016-Nov	MOPRADEF_2016-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2016_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2016 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2017	MOPRADEF_2017	MOPRADEF_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2017_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2017-Nov	MOPRADEF_2017-Nov	MOPRADEF_2017-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2017_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2017 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2018	MOPRADEF_2018	MOPRADEF_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2018_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2018-Nov	MOPRADEF_2018-Nov	MOPRADEF_2018-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2018_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2018 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2019	MOPRADEF_2019	MOPRADEF_2019	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2019_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2019)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2019-Nov	MOPRADEF_2019-Nov	MOPRADEF_2019-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2019_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2019 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2020	MOPRADEF_2020	MOPRADEF_2020	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2020_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2020-Nov	MOPRADEF_2020-Nov	MOPRADEF_2020-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2020_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2020 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2021	MOPRADEF_2021	MOPRADEF_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2021_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2021-Nov	MOPRADEF_2021-Nov	MOPRADEF_2021-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2021_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2021 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2022	MOPRADEF_2022	MOPRADEF_2022	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2022_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2022-Nov	MOPRADEF_2022-Nov	MOPRADEF_2022-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2022_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2022 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2023	MOPRADEF_2023	MOPRADEF_2023	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2023_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2023-Nov	MOPRADEF_2023-Nov	MOPRADEF_2023-Nov	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_noviembre_2023_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2023 Nov)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2024	MOPRADEF_2024	MOPRADEF_2024	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_fd_2024.pdf		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2024)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2024-Oct	MOPRADEF_2024-Oct	MOPRADEF_2024-Oct	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_2024_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2024 Oct)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2025	MOPRADEF_2025	MOPRADEF_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_fd_2025.xlsx		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOPRADEF_2025-Jun	MOPRADEF_2025-Jun	MOPRADEF_2025-Jun	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mopradef/microdatos/mopradef_bd_2025_sav.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOPRADEF ola 2025 Jun)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_1985	MORTALIDAD_1985	MORTALIDAD_1985	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_1985_1989_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 1985)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
